Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,Company/Issuer not cooperating,is_INC,Days_Overdue,Urgency,is_NCD,Company_upper,Why_Target
Jyoti Buildtech Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,185.86,Y,True,156.0,WARM,True,JYOTI BUILDTECH PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K B A Infrastructure Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,10.0,Y,True,304.0,HOT,True,K B A INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K L R Industries Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,43.7,Y,True,283.0,HOT,True,K L R INDUSTRIES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K P M Processing Mill Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,22.59,Y,True,156.0,WARM,True,K P M PROCESSING MILL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K P Packaging Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,9.0,Y,True,304.0,HOT,True,K P PACKAGING LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K P Polyolefin Sacks Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,11.48,Y,True,80.0,LOW,True,K P POLYOLEFIN SACKS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K P Solvex Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,31.0,Y,True,283.0,HOT,True,K P SOLVEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K S A Powerinfra Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,83.0,Y,True,209.0,HOT,True,K S A POWERINFRA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
K7 Computing Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.0,Y,True,184.0,HOT,True,K7 COMPUTING PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kaizen Cold Formed Steel Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.07,Y,True,156.0,WARM,True,KAIZEN COLD FORMED STEEL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kalpataru Cold Storage Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,12.26,Y,True,304.0,HOT,True,KALPATARU COLD STORAGE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kandui Industries Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,56.89,Y,True,209.0,HOT,True,KANDUI INDUSTRIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kannappan Iron & Steel Co. Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,63.4,Y,True,156.0,WARM,True,KANNAPPAN IRON & STEEL CO. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kannappan Textile Mill Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,7.0,Y,True,304.0,HOT,True,KANNAPPAN TEXTILE MILL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kanoria Sugar & General Mfg. Co. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,72.25,Y,True,283.0,HOT,True,KANORIA SUGAR & GENERAL MFG. CO. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kasturchand Fertilisers Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,10.55,Y,True,304.0,HOT,True,KASTURCHAND FERTILISERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kavit Pu Leather Cloth Inds. Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,5.7,Y,True,156.0,WARM,True,KAVIT PU LEATHER CLOTH INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Khare & Tarkunde Infrastructure Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,160.91,Y,True,209.0,HOT,True,KHARE & TARKUNDE INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kineta Global Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,38.0,Y,True,80.0,LOW,True,KINETA GLOBAL LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kinjal Chemicals Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,14.0,Y,True,156.0,WARM,True,KINJAL CHEMICALS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Klassik Lamitex Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,27.76,Y,True,80.0,LOW,True,KLASSIK LAMITEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kolluri Impex Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,15.0,Y,True,156.0,WARM,True,KOLLURI IMPEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Krishna Coil Cutters Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,60.0,Y,True,304.0,HOT,True,KRISHNA COIL CUTTERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kumar Spintex Pvt. Ltd.,2025-11-11,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Withdrawn,43.27,Y,True,222.0,HOT,True,KUMAR SPINTEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Kuna Impex Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.25,Y,True,184.0,HOT,True,KUNA IMPEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
L B Industries Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,48.0,Y,True,283.0,HOT,True,L B INDUSTRIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
L S Rice Exports Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,5.31,Y,True,80.0,LOW,True,L S RICE EXPORTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
L T S Plastics (India) Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,18.1,Y,True,156.0,WARM,True,L T S PLASTICS (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Leben Life Sciences Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-,Downgraded,35.63,Y,True,184.0,HOT,True,LEBEN LIFE SCIENCES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Lenz Ceramic Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,10.5,Y,True,80.0,LOW,True,LENZ CERAMIC PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Lodz Denim Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Downgraded,118.0,Y,True,114.0,WARM,True,LODZ DENIM PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Lulu India Shopping Mall Pvt. Ltd.,2026-03-11,IND-RA,Non-government debt,Moderate Safety,BBB/A3+,Withdrawn,120.0,Y,True,102.0,WARM,True,LULU INDIA SHOPPING MALL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Lyka B D R Intl. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,13.4,Y,True,80.0,LOW,True,LYKA B D R INTL. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M D A Mineral Dhatu (A P) Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,5.0,Y,True,80.0,LOW,True,M D A MINERAL DHATU (A P) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M G I (India) Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,9.35,Y,True,156.0,WARM,True,M G I (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M K Roy & Bros. Projects Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,15.65,Y,True,80.0,LOW,True,M K ROY & BROS. PROJECTS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M N R Cottons Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.46,Y,True,283.0,HOT,True,M N R COTTONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M P Board & Paper Mills Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,5.4,Y,True,304.0,HOT,True,M P BOARD & PAPER MILLS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M S Graphics Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.0,Y,True,114.0,WARM,True,M S GRAPHICS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
M V Omni Projects (India) Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,311.0,Y,True,184.0,HOT,True,M V OMNI PROJECTS (INDIA) LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maa Bala Sundri Plywood Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.5,Y,True,304.0,HOT,True,MAA BALA SUNDRI PLYWOOD PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Madhav Engineers Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,30.0,Y,True,283.0,HOT,True,MADHAV ENGINEERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Madhu Industries Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,22.5,Y,True,283.0,HOT,True,MADHU INDUSTRIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Madurai Krishna Network Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,6.4,Y,True,209.0,HOT,True,MADURAI KRISHNA NETWORK PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Magnolia Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,8.89,Y,True,304.0,HOT,True,MAGNOLIA LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mahakali Ispat Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.3,Y,True,184.0,HOT,True,MAHAKALI ISPAT PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mahalaxmi Automotives Wheels Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,2.3,Y,True,80.0,LOW,True,MAHALAXMI AUTOMOTIVES WHEELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maharashtra Fastners Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,23.0,Y,True,304.0,HOT,True,MAHARASHTRA FASTNERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mahathi Software Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.23,Y,True,283.0,HOT,True,MAHATHI SOFTWARE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maini Construction Equipments Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,10.9,Y,True,80.0,LOW,True,MAINI CONSTRUCTION EQUIPMENTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maktel Power Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,23.0,Y,True,283.0,HOT,True,MAKTEL POWER LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Malabar Hotels Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,33.0,Y,True,304.0,HOT,True,MALABAR HOTELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Malar Solvent Extraction Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,5.0,Y,True,304.0,HOT,True,MALAR SOLVENT EXTRACTION PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Man Tubinox Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,139.5,Y,True,156.0,WARM,True,MAN TUBINOX LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mandar Health & Hygiene Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,19.0,Y,True,156.0,WARM,True,MANDAR HEALTH & HYGIENE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mani More Synthetics Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,8.11,Y,True,209.0,HOT,True,MANI MORE SYNTHETICS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maniyar Refinery Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.0,Y,True,156.0,WARM,True,MANIYAR REFINERY PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Manjeera Constructions Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,15.0,Y,True,80.0,LOW,True,MANJEERA CONSTRUCTIONS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Manjeet Fibers Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,46.11,Y,True,80.0,LOW,True,MANJEET FIBERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mansarovar Pearls (India) Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,35.0,Y,True,209.0,HOT,True,MANSAROVAR PEARLS (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mantram Technofab Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,29.2,Y,True,283.0,HOT,True,MANTRAM TECHNOFAB PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Map Cotton Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,47.89,Y,True,304.0,HOT,True,MAP COTTON PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Map Refoils India Ltd.,2026-03-04,IND-RA,Non-government debt,Default,D,Reaffirmed,132.27,Y,True,109.0,WARM,True,MAP REFOILS INDIA LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maps Granito Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,116.81,Y,True,304.0,HOT,True,MAPS GRANITO PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Maya Construction Co. Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,20.0,Y,True,156.0,WARM,True,MAYA CONSTRUCTION CO. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Medsmart Logistics Pvt. Ltd. [Merged],2026-04-02,IND-RA,Non-government debt,High Risk,B+/A4,Downgraded,50.0,Y,True,80.0,LOW,True,MEDSMART LOGISTICS PVT. LTD. [MERGED],"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Meghaaarika International Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,53.0,Y,True,304.0,HOT,True,MEGHAAARIKA INTERNATIONAL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Meghdoot Ginning & Pressing Inds. Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,30.0,Y,True,304.0,HOT,True,MEGHDOOT GINNING & PRESSING INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mehadia Sales Trade Corpn. Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,35.0,Y,True,80.0,LOW,True,MEHADIA SALES TRADE CORPN. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mehta Intertrade Steels Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,84.5,Y,True,283.0,HOT,True,MEHTA INTERTRADE STEELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Metal Care Alloys Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,10.0,Y,True,209.0,HOT,True,METAL CARE ALLOYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Metamorphosis Engitech India Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,55.0,Y,True,304.0,HOT,True,METAMORPHOSIS ENGITECH INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Milando Fashions Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,10.88,Y,True,209.0,HOT,True,MILANDO FASHIONS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Millenium Marbles Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,10.0,Y,True,80.0,LOW,True,MILLENIUM MARBLES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mining Associates Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,28.0,Y,True,304.0,HOT,True,MINING ASSOCIATES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mintech Global Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,24.5,Y,True,156.0,WARM,True,MINTECH GLOBAL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mittal Hospitals Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,26.96,Y,True,304.0,HOT,True,MITTAL HOSPITALS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Moenus Textile Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,26.2,Y,True,283.0,HOT,True,MOENUS TEXTILE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Motorsales Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,9.1,Y,True,156.0,WARM,True,MOTORSALES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mukand Systems & Networking Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,7.25,Y,True,304.0,HOT,True,MUKAND SYSTEMS & NETWORKING PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Mukka Proteins Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,40.0,Y,True,304.0,HOT,True,MUKKA PROTEINS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Multitex Filteration Engineers Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,84.4,Y,True,156.0,WARM,True,MULTITEX FILTERATION ENGINEERS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
My Box Technologies Pvt. Ltd.,2025-06-25,IND-RA,Non-government debt,High Risk,B+/A4,Downgraded,15.0,Y,True,361.0,HOT,True,MY BOX TECHNOLOGIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
N I M P Healthcare Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,6.7,Y,True,304.0,HOT,True,N I M P HEALTHCARE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
N K C M Spinners Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,42.3,Y,True,304.0,HOT,True,N K C M SPINNERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
N M C Industries Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,22.5,Y,True,283.0,HOT,True,N M C INDUSTRIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Nainital Motors Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.25,Y,True,80.0,LOW,True,NAINITAL MOTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Nani Agrofoods Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,60.0,Y,True,80.0,LOW,True,NANI AGROFOODS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Narayanadri Hospitals & Research Institute Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,12.36,Y,True,80.0,LOW,True,NARAYANADRI HOSPITALS & RESEARCH INSTITUTE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Narmada Agrobase Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,6.23,Y,True,80.0,LOW,True,NARMADA AGROBASE LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Neeraj Paper Mktg. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,55.0,Y,True,156.0,WARM,True,NEERAJ PAPER MKTG. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Neo Pack Plast (India) Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,5.93,Y,True,283.0,HOT,True,NEO PACK PLAST (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
New Field Industrial Equipment Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,21.25,Y,True,156.0,WARM,True,NEW FIELD INDUSTRIAL EQUIPMENT PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Nikki Steels Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,10.0,Y,True,283.0,HOT,True,NIKKI STEELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Nirmala Infra Projects India Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,13.0,Y,True,304.0,HOT,True,NIRMALA INFRA PROJECTS INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Niyati Engineering Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,9.75,Y,True,156.0,WARM,True,NIYATI ENGINEERING PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Noslar International Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,24.66,Y,True,304.0,HOT,True,NOSLAR INTERNATIONAL LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Notandas Gems Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.0,Y,True,156.0,WARM,True,NOTANDAS GEMS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Nufuture Digital (India) Ltd.,2025-08-21,IND-RA,Non-government debt,Substantial Risk,C/A4,Reaffirmed,17.5,Y,True,304.0,HOT,True,NUFUTURE DIGITAL (INDIA) LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Olive Tex Silk Mills Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,30.46,Y,True,283.0,HOT,True,OLIVE TEX SILK MILLS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Omkar Infracon Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.21,Y,True,156.0,WARM,True,OMKAR INFRACON PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Osnar Chemical Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,8.0,Y,True,304.0,HOT,True,OSNAR CHEMICAL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ozone Diamonds Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,10.0,Y,True,156.0,WARM,True,OZONE DIAMONDS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
P E C Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,3432.0,Y,True,156.0,WARM,True,P E C LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
