Company Name,INC Instruments (Abandoned),All Instruments,Last Rating,Last Status,Last Rating Date,Days Since Last Rating,Urgency,Priority,Sector,INC Instrument Count,Why Target,ACER Pitch Angle,Current Rater
Ketan Construction Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Khairwala International Ltd.,Term loans,Term loans,D,Withdrawn,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Khaitan Winding Wire Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,B+,Downgraded,,0,LOW,WARM,Energy,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Khalghat Sendhwa Tollways Pvt. Ltd.,Term loans,Term loans,B-,Downgraded,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Khare & Tarkunde Infrastructure Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Khed Sinnar Expressway Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Khilari Infrastructure Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Withdrawn,,0,LOW,WARM,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Khyber Industries Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,BB+,Upgraded,,0,LOW,WARM,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kings Dehydrated Foods Pvt. Ltd.,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Kiran Udyog Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kirti Infrastructures Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Downgraded,,0,LOW,WARM,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kirtiman Cements & Packaging Inds. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Mining & Minerals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kohinoor India Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Konkan Infra & Engg. Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,B,Downgraded,,0,LOW,WARM,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Konkan Mango Processing (Ratnagiri) Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kopmelt Extrusions Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kosmo Plastic Exports Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Kotak Petro-Chem Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Chemicals & Pharma,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Kotsons Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Kottex Industries Pvt. Ltd.,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,C,Reaffirmed,,0,LOW,WARM,Manufacturing,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kousthuba Spinners Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Krishna Tissues Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM,Paper & Packaging,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Kunturkar Sugar & Agro Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kusalava Motors Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Kute Sons Dairys Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM,Agro & Food,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
L M C S Maritime Pvt. Ltd.,Term loans,Term loans,C,Downgraded,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
L N Malviya Infra Projects Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
L T S Plastics (India) Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Labdhi International Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Chemicals & Pharma,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Lake Chemicals Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Chemicals & Pharma,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lakeland Chemicals (India) Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Chemicals & Pharma,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lakhpat Trading & Inds. Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Trading & Exports,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Lakshmi Car Zone Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lakshmi Precision Screws Ltd.,Bank Guarantee,Bank Guarantee,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Las Cargo Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Lasenor India Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Leela Ship Recycling Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Legency Remedies Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lemon Electronics Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Lexicon Commercial Enterprises Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,C,Reaffirmed,,0,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lexus Granito (India) Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lifeline Medical Devices Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Healthcare,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lifeline Multi-Ventures Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Limitorque India Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Downgraded,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Livindia Infra Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Lohiya Edible Oils Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Lord Balaji Warehousing Pvt. Ltd.,Term loans,Term loans,C,Downgraded,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lord Shiva Construction Co. Pvt. Ltd.,Bank Guarantee,Bank Guarantee,D,Reaffirmed,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Lords Chloro Alkali Ltd.,Letter Of credit | Term loans,Letter Of credit | Non-government debt | Term loans,B,Downgraded,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lorenzo Vitrified Tiles Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Luna Chemical Inds. Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B-,Reaffirmed,,0,LOW,WARM,Chemicals & Pharma,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Lyrus Life Sciences Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Withdrawn,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
M B Garments (India) Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Textiles,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M C O Hospital Aids Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Healthcare,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M D Hygiene Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M D J Texco Fab Pvt. Ltd.,Term loans,Term loans,C,Downgraded,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M G Chariots Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
M K B Foods Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M M Shawl Engineers & Contractors Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
M M Yarns Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM,Textiles,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
M R M C Foods Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M R Pro Tech Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,IT & Software,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
M S Agarwal Foundries Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,BB,Withdrawn,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
M S Industries & Spirits Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
M S Khurana Engg. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Maa Chinnamasta Food Processor Pvt. Ltd.,Term loans,Term loans,C,Downgraded,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Madhav Engineers Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Madhav Tex Spin Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Downgraded,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Madhucon Granites Ltd.,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM,Mining & Minerals,6,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Madhuram Industries Pvt. Ltd.,Term loans,Term loans,C,Downgraded,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Magnum Spinning Mills India Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Textiles,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Mago Construction Pvt. Ltd.,Bank Guarantee,Bank Guarantee | Term loans,BB-,Upgraded,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Magppie International Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Maha Active Engineers India Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Mahakali Motors Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,C,Reaffirmed,,0,LOW,WARM,Automobiles & Auto,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Mahalaxmi Commercial Services Pvt. Ltd.,Term loans,Term loans,B-,Reaffirmed,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
