Company Name,Latest Instrument,Current Rater,Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
B D Steels Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-04-17,LOW,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
B S Shakti Steel Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,2026-04-13,LOW,Steel & Metals,YES,CARE,1,Fund based financial facility/instrument | Letter Of credit | Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bajaj Steel Inds. Ltd.,Long term Loans,CRISIL,A,2025-05-30,HIGH,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Long term Loans | Non-fund-based financial facility/instrument,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Bajaj Steels & Inds. Ltd.,Term loans,BRICKWORK,D,2026-03-06,LOW,Steel & Metals,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bajrang Steel & Alloys Pvt. Ltd.,Term loans,IND-RA,B,2026-01-16,LOW,Steel & Metals,YES,IND-RA,1,Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Balasore Alloys Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-09,HIGH,Steel & Metals,NO,BRICKWORK,1,Bank Guarantee | Letter Of credit,Withdrawn,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Balbir Rolling Mills Ltd.,Fund based financial facility/instrument,CRISIL,BBB-,2025-06-04,HIGH,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Balmukund Sponge & Iron Pvt. Ltd.,Term loans,CRISIL,A-,2025-05-12,HIGH,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Bangalore Metallurgicals Pvt. Ltd.,Term loans,ICRA,B+,2026-04-29,LOW,Steel & Metals,YES,ICRA,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bansal Pathways (Guna-Sironj) Pvt. Ltd.,Long term Loans,ACUITE,BBB+,2025-05-23,HIGH,Steel & Metals,NO,ACUITE,1,Long term Loans | Term loans,Withdrawn,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Barnala Steel Inds. Pvt. Ltd.,Term loans,CRISIL,D,2026-01-13,LOW,Steel & Metals,YES,CRISIL,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bharat Steel Yard Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-01-12,LOW,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bhushan Tubes Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-12,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Biop Steels & Power Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-04-07,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bothra Metals & Alloys Ltd.,Letter Of credit,ACUITE,D,2026-03-02,LOW,Steel & Metals,YES,ACUITE,1,Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Brace Iron & Steel Pvt. Ltd.,Term loans,IND-RA,A,2025-06-04,HIGH,Steel & Metals,NO,IND-RA,1,Term loans,Withdrawn,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Brahampuri Steels Ltd.,Letter Of credit,ACUITE,A 4,2026-02-11,LOW,Steel & Metals,YES,ACUITE,1,Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Bravo Sponge Iron Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2025-09-18,MEDIUM,Steel & Metals,NO,ACUITE | CARE | CRISIL,3,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Withdrawn,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Century Aluminium Mfg. Co. Ltd.,Bank Guarantee,BRICKWORK,D,2026-04-02,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Chennai United Metal Inds. Pvt. Ltd.,Term loans,CRISIL,BBB,2025-11-29,MEDIUM,Steel & Metals,NO,BRICKWORK | CRISIL,2,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Initial Rating,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Chetan Alloys Pvt. Ltd.,Non-government debt,IND-RA,D,2026-01-29,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Divine Alloys & Power Co. Ltd.,Non-government debt,ICRA,D,2026-02-13,LOW,Steel & Metals,YES,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Dmson'S Metal Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-20,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Durgapur Iron & Steel Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-23,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Short-term loan | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Eloquent Steel Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2025-09-17,MEDIUM,Steel & Metals,NO,ACUITE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Withdrawn,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Enam Castings Pvt. Ltd.,Term loans,CRISIL,B,2026-04-28,LOW,Steel & Metals,YES,CRISIL,1,Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Fabex Steel Structures Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 3+,2025-05-09,HIGH,Steel & Metals,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Upgraded,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
G M Iron & Steel Co. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-23,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Gagan Ferrotech Ltd.,Long term Loans,ACUITE,A+,2025-05-30,HIGH,Steel & Metals,NO,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans,Withdrawn,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Giridhan Metal Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-09-26,MEDIUM,Steel & Metals,NO,CRISIL | IND-RA,2,Fund based financial facility/instrument | Long term Loans | Non-fund based working capital limit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Glitter Metals Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-03-18,LOW,Steel & Metals,YES,ICRA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Govind Steel Co. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-20,LOW,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Greta Steels Pvt. Ltd.,Letter Of credit,ACUITE,D,2026-04-17,LOW,Steel & Metals,YES,ACUITE,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Gujarat Metal Cast Inds. Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-11-03,MEDIUM,Steel & Metals,NO,CARE | CRISIL,2,Non-government debt | Term loans,Withdrawn,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Gupta Metal Sheets Ltd.,Non-government debt,CARE,B-/A4,2025-12-29,LOW,Steel & Metals,YES,CARE,1,Non-government debt | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Hansco Iron & Steels Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-20,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Harihara Metalloys Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Heavy Metals & Tubes Ltd.,Non-fund based working capital limit,CARE,D,2026-04-10,LOW,Steel & Metals,YES,CARE,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Hempshier Steel Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-27,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Himalayan Rolling Steel Inds. Pvt. Ltd.,Term loans,BRICKWORK,D,2026-04-06,LOW,Steel & Metals,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Idcol Ferro Chrome & Alloys Ltd. [Merged],Bank Guarantee,CARE,A 4,2026-04-17,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Insco Steels Pvt. Ltd. [Merged],Letter Of credit,CARE,D,2026-01-29,LOW,Steel & Metals,YES,CARE,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
International Coil Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
International Steel Exchange Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-20,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Isha Steel Treatment Pvt. Ltd.,Term loans,ICRA,A,2025-05-20,HIGH,Steel & Metals,NO,ICRA,1,Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
J M Ferro Alloys Pvt. Ltd.,Letter Of credit,CARE,D,2026-04-10,LOW,Steel & Metals,YES,CARE,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
J R Seamless Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-02-27,LOW,Steel & Metals,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
J S W Steel Ltd.,Non-government debt,ICRA,AA/A1+,2025-12-12,MEDIUM,Steel & Metals,NO,CARE | ICRA,2,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Rating Watch,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
J S W Structural Metal Decking Ltd.,Fund based financial facility/instrument,CRISIL,A 2,2025-05-22,HIGH,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Long term Loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Jai Hind Rolling Mills India Pvt. Ltd.,Long term Loans,CRISIL,BBB-,2025-09-23,MEDIUM,Steel & Metals,NO,CARE | CRISIL,2,Fund based financial facility/instrument | Long term Loans | Term loans,Initial Rating,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Jai Hind Wire Rod Mills Pvt. Ltd.,Bank Guarantee,CARE,B,2026-02-20,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Jaideep Ispat & Alloys Pvt. Ltd.,Non-government debt,ICRA,A+/A1,2025-06-17,HIGH,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Jaideep Metallics & Alloys Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-03-10,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Jainex Metaliks Ltd.,Non-government debt,IND-RA,D,2026-01-16,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Jayachandran Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-23,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Jayalakshmi Alloys India Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2026-01-20,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Jindal Steel Ltd.,Term loans,ICRA,AA,2025-10-10,MEDIUM,Steel & Metals,NO,CARE | ICRA,2,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
K G Iron & Steel Castings Pvt. Ltd.,Long term Loans,CRISIL,B-,2026-02-23,LOW,Steel & Metals,YES,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kalika Steel Alloys Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-04-01,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kalisma Steel Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,D,2025-12-26,LOW,Steel & Metals,YES,BRICKWORK,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kanishk Steel Inds. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4+,2025-06-06,HIGH,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Downgraded,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
Kannappan Iron & Steel Co. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-01-16,LOW,Steel & Metals,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kesar Alloy & Metal Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-23,LOW,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kisaan Steels Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-06,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Fund based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kisco Castings (India) Ltd.,Letter Of credit,CRISIL,A 4,2026-03-20,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kiwi Alloys Ltd.,Long term Loans,CRISIL,B,2026-03-17,LOW,Steel & Metals,YES,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Kuber Casting Pvt. Ltd.,Letter Of credit,CARE,A 4,2026-02-12,LOW,Steel & Metals,YES,CARE,1,Letter Of credit | Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Lalwani Ferro Alloys Ltd.,Fund based financial facility/instrument,CRISIL,A-,2025-06-16,HIGH,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Downgraded,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
M P K Steels I Ltd.,Long term Loans,CRISIL,D,2026-03-10,LOW,Steel & Metals,YES,CRISIL,1,Long term Loans | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Maa Kali Alloys Udyog Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-05,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Maa Mahamaya Alloys Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-03-25,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Masina Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-23,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Met-Rolla Iron & Strips Co. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-02-26,LOW,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Metal Crafts Constructors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-27,LOW,Steel & Metals,YES,CRISIL,1,Bank Guarantee | Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Minera Steel & Power Pvt. Ltd.,Non-government debt,IND-RA,A+/A1+,2025-10-23,MEDIUM,Steel & Metals,NO,ICRA | IND-RA,2,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Monga Iron & Steel Pvt. Ltd.,Long term Loans,CRISIL,D,2026-01-30,LOW,Steel & Metals,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Multicolor Steels (India) Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2026-04-30,LOW,Steel & Metals,YES,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Multiple Special Steel Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-24,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
N M D C Steel Ltd.,Non-fund based working capital limit,IND-RA,A 2+,2025-12-19,MEDIUM,Steel & Metals,NO,CRISIL | IND-RA,2,Non-fund based working capital limit | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
N R Steel & Ferro Pvt. Ltd.,Long term Loans,CRISIL,A,2025-08-06,MEDIUM,Steel & Metals,NO,ACUITE | CRISIL,2,Long term Loans | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
N R V S Steels Ltd.,Term loans,CRISIL,A,2025-08-06,MEDIUM,Steel & Metals,NO,ACUITE | CRISIL,2,Long term Loans | Term loans,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Neco Heavy Engg. & Castings Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-04-28,LOW,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Neelkamal Steels Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-01-20,LOW,Steel & Metals,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
New Steel Trdg. Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2026-02-25,LOW,Steel & Metals,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Nilkanth Ferro Ltd.,Bank Guarantee,ACUITE,A 2,2025-05-23,HIGH,Steel & Metals,NO,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,3,Rating overdue (>12 months),Overdue — pitch on speed: ACER completes renewal faster than incumbent
North East Ferro Alloys Co. Pvt. Ltd.,Term loans,CARE,B-,2026-04-20,LOW,Steel & Metals,YES,CARE,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Oro Precious Metals Pvt. Ltd.,Non-government debt,ICRA,A-/A2+,2025-12-18,MEDIUM,Steel & Metals,NO,CRISIL | ICRA,2,Fund based financial facility/instrument | Non-government debt,Reaffirmed,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Patna Iron Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-31,LOW,Steel & Metals,YES,CRISIL,1,Long term Loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Paul & Co. Steel Merchants Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,B,2026-03-31,LOW,Steel & Metals,YES,ACUITE,1,Fund based financial facility/instrument,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Peekay Rolling Mills Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2025-12-05,MEDIUM,Steel & Metals,NO,CARE | CRISIL,2,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Withdrawn,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Peekay Steel Castings Pvt. Ltd.,Non-government debt,CARE,A-/A2,2025-11-04,MEDIUM,Steel & Metals,NO,CARE | CRISIL,2,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Withdrawn,D365,3,Rating approaching renewal (6-12 months) | Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Pentagon Steels India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Pradeep Stainless India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-09,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Long term Loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Prakash Steelage Ltd.,Bank Guarantee,CARE,D,2026-02-20,LOW,Steel & Metals,YES,CARE,1,Bank Guarantee | Fund based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Prayan Ispat & Steel Pvt. Ltd.,Letter Of credit,CARE,D,2026-04-22,LOW,Steel & Metals,YES,CARE,1,Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
Prragathi Steel Castings Pvt. Ltd.,Letter Of credit,CRISIL,B,2026-01-27,LOW,Steel & Metals,YES,CRISIL,1,Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC + approaching renewal — ACER as fresh, cooperative alternative"
