Company Name,Latest Rater,All Raters,Rater Count,All Instruments,INC Instruments,Latest Rating,Latest Status,Latest Rating Date,Days Since Rating,Urgency,Priority,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Star Cement Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,A 1+,Reaffirmed,2025-02-06,497,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (497 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Star Cement Meghalaya Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,,A 1+,Reaffirmed,2025-02-06,497,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (497 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Ashoka Mallasandra Karadi Road Pvt. Ltd.,ICRA,ICRA,1,Term loans,,AA,Upgraded,2025-02-07,496,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (496 days),ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Creative Minerals (India) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,,BBB+,Reaffirmed,2025-02-07,496,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (496 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Kissandhan Agri Financial Services Pvt. Ltd.,CARE,CARE,1,Non-government debt,,BBB/A3,Reaffirmed,2025-02-07,496,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (496 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Safex Chemicals India Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Term loans,,A 1,Reaffirmed,2025-02-07,496,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (496 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Punjab Chemicals & Crop Protection Ltd.,CRISIL,CARE | CRISIL,2,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-government debt | Term loans,,BBB+,Reaffirmed,2025-02-09,494,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (494 days) | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Aro Granite Inds. Ltd.,CARE,CARE,1,Term loans,,BB-,Downgraded,2025-02-12,491,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (491 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Lakeshore Hospital & Research Centre Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit | Non-government debt,,A/A1,Reaffirmed,2025-02-12,491,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (491 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Mahalaxmi Ennore Coke & Power Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,,BBB-,Downgraded,2025-02-12,491,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (491 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sesa Mining Corpn. Ltd.,CRISIL,CRISIL,1,Long term Loans | Short-term loan,,A 1+,Rating Watch,2025-03-06,469,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (469 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Gujarat State Fertilizers & Chemicals Ltd.,IND-RA,CARE | IND-RA,2,Bank Guarantee | Non-fund based working capital limit | Short-term loan,,A 1+,Reaffirmed,2025-03-10,465,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (465 days) | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Haldia Petrochemicals Ltd. [Merged],ICRA,ICRA | IND-RA,2,Fund based financial facility/instrument | Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A 1,Reaffirmed,2025-03-10,465,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (465 days) | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
R M Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Term loans,,A 2+,Reaffirmed,2025-03-10,465,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (465 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Calyx Chemicals & Pharmaceuticals Ltd.,ACUITE,ACUITE,1,Letter Of credit | Term loans,,A 3+,Reaffirmed,2025-04-06,438,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (438 days),ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Onshore Construction Co. Pvt. Ltd.,ICRA,ICRA,1,Bank Guarantee | Non-government debt,,A 2+,Reaffirmed,2025-04-06,438,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (438 days),ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Saurashtra Cement Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Term loans,,BBB-,Initial Rating,2025-04-06,438,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (438 days),ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Topnotch Chemicals Pvt. Ltd.,ACUITE,ACUITE,1,Letter Of credit | Long term Loans | Term loans,,BBB-,Initial Rating,2025-04-06,438,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (438 days),ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
I O L Chemicals & Pharmaceuticals Ltd.,CARE,CARE,1,Bank Guarantee,,A 1+,Reaffirmed,2025-04-07,437,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (437 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Kothari Sugars & Chemicals Ltd.,CRISIL,CRISIL,1,Bank Guarantee,,A 2,Reaffirmed,2025-04-07,437,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (437 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Gujarat Alkalies & Chemicals Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,,A 1+,Reaffirmed,2025-04-08,436,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (436 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Sushee Infra & Mining Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,,A 3,Reaffirmed,2025-04-09,435,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (435 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Unitop Chemicals Pvt. Ltd.,ICRA,ICRA,1,Non-government debt | Term loans,,AA-/A1+,Reaffirmed,2025-04-12,432,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (432 days),ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Gujarat Credo Alumina Chemicals Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Term loans,,A 2,Reaffirmed,2025-05-08,406,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (406 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Chettinad International Coal Terminal Pvt. Ltd.,CARE,CARE,1,Non-government debt,,AA/A1+,Upgraded,2025-05-09,405,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (405 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
J S W Mangalore Container Terminal Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,A,Withdrawn,2025-05-09,405,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (405 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Pokarna Engineered Stone Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,,A 2+,Reaffirmed,2025-05-09,405,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (405 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Bangalore International Airport Ltd.,CRISIL,CRISIL | IND-RA,2,Long term Loans | Term loans,,AAA,Reaffirmed,2025-06-05,378,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (378 days) | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Petro Carbon & Chemicals Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,BBB,Reaffirmed,2025-06-05,378,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (378 days),ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Rashmi Cement Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,,A 1+,Reaffirmed,2025-06-05,378,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (378 days),ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sandhar Amkin Inds. Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,BBB+,Reaffirmed,2025-06-08,375,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (375 days),ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Southern Cotspinners Coimbatore Pvt. Ltd.,CARE,CARE,1,Term loans,,BB+,Reaffirmed,2025-06-08,375,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (375 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Saifco Cements Pvt. Ltd.,ACUITE,ACUITE,1,Long term Loans | Term loans,,BBB-,Withdrawn,2025-06-10,373,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (373 days),ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Tata Chemicals Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,,A 1+,Reaffirmed,2025-06-10,373,HIGH,ACTIVE,NO,Mining & Minerals,D365,Rating overdue (373 days),ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Biophore India Pharmaceuticals Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,,A 2+,Reaffirmed,2025-07-05,348,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Offshore Infrastructures Ltd.,CRISIL,CRISIL,1,Bank Guarantee,,A 1+,Reaffirmed,2025-07-05,348,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Rainbow Stones Pvt. Ltd.,ACUITE,ACUITE,1,Long term Loans | Term loans,,BB,Withdrawn,2025-07-05,348,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Associated Soapstone Distributing Co. Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,,BBB-,Reaffirmed,2025-07-08,345,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Shivalaya Goregaon Highways Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,A-,Reaffirmed,2025-07-10,343,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Coimbatore Polytex Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans,,AA-,Reaffirmed,2025-07-11,342,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Global Chemicals Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,BB,Reaffirmed,2025-08-05,317,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
K C C Dhangaon Boregaon Expressway Pvt. Ltd.,ICRA,ICRA,1,Term loans,,A-,Withdrawn,2025-08-05,317,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Sagar Cements (M) Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,BBB+,Downgraded,2025-08-05,317,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Sagar Cements Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,BBB+,Downgraded,2025-08-05,317,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Thriveni Sainik Mining Pvt. Ltd.,IND-RA,CRISIL | IND-RA,2,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,A+,Upgraded,2025-08-05,317,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
H A L Offshore Ltd.,CRISIL,CRISIL,1,Letter Of credit,,A 1,Rating Watch,2025-08-07,315,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
J B Chemicals & Pharmaceuticals Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,,A 1+,Reaffirmed,2025-08-07,315,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
South West Mining Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,A 1,Reaffirmed,2025-08-07,315,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Subhadra Coal Mining Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,A+,Reaffirmed,2025-08-07,315,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Dorf-Ketal Chemicals India Ltd.,CRISIL,CRISIL,1,Long term Loans | Non-fund-based financial facility/instrument | Term loans,,AA,Reaffirmed,2025-08-08,314,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sukhjit Starch & Chemicals Ltd.,CRISIL,CRISIL,1,Non-fund-based financial facility/instrument,,A 1,Reaffirmed,2025-08-08,314,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Indore Composite Pvt. Ltd.,ICRA,ICRA,1,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,,A-/A2+,Reaffirmed,2025-08-09,313,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Keystone Realtors Ltd.,ICRA,ICRA | IND-RA,2,Term loans,,A+,Reaffirmed,2025-08-09,313,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Mythri Infrastructure & Mining India Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,A/A1,Reaffirmed,2025-08-09,313,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Kun Motoren Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,,A 2,Reaffirmed,2025-08-10,312,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Milestone Buildcon Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,,A+,Reaffirmed,2025-08-10,312,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Stonemen Crafts India Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,BBB+,Downgraded,2025-08-10,312,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sandfits Foundries Pvt. Ltd.,ICRA,ICRA,1,Non-government debt | Term loans,,A,Reaffirmed,2025-08-12,310,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Sandhya Spinning Mill Ltd.,CRISIL,CARE | CRISIL,2,Long term Loans | Non-government debt | Term loans,,BB-,Withdrawn,2025-08-12,310,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Balasore Alloys Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Letter Of credit,,D,Withdrawn,2025-09-05,286,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs BRICKWORK for mining sector companies.
Westwell Biorefineries Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,BBB,Reaffirmed,2025-09-05,286,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sand Land Real Estates Pvt. Ltd.,CRISIL,CRISIL | IND-RA,2,Long term Loans | Term loans,,AAA,Reaffirmed,2025-09-06,285,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Tega Mcnally Minerals Ltd.,CRISIL,CRISIL,1,Letter Of credit | Term loans,,A 1,Rating Watch,2025-09-07,284,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Coal India Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,,AAA,Reaffirmed,2025-09-10,281,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Kothari Petrochemicals Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,,A 1+,Rating Watch,2025-09-10,281,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Shree Cement Ltd.,CRISIL,CARE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,A 1+,Reaffirmed,2025-09-10,281,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sree Jayajothi Cements Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Non-government debt | Term loans,,AA-/A1+,Reaffirmed,2025-09-12,279,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Supreme Offshore Construction & Technical Services Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,,BBB,Upgraded,2025-09-12,279,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Classic Marble Co. Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,,A 1,Reaffirmed,2025-10-06,255,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Deccan Mechanical & Chemical Inds. Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit,,A 2+,Reaffirmed,2025-10-06,255,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Gandhar Coals & Mines Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Letter Of credit,,A 2+,Initial Rating,2025-10-06,255,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Spectrum Dyes & Chemicals Pvt. Ltd.,CARE,ACUITE | CARE,2,Long term Loans | Non-government debt | Term loans,,BBB,Withdrawn,2025-10-06,255,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Silica Infotech Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,,BB+,Upgraded,2025-10-07,254,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Gacl-Nalco Alkalies & Chemicals Pvt. Ltd.,CARE,CARE | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,,BBB+,Withdrawn,2025-10-09,252,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Himadri Speciality Chemical Ltd.,ICRA,ICRA,1,Non-government debt,,AA-/A1+,Reaffirmed,2025-10-09,252,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Jyothi Granite Exports India Pvt. Ltd.,CARE,CARE,1,Letter Of credit | Non-government debt | Term loans,,A 4,Reaffirmed,2025-10-10,251,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Omax Minerals Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee,,A 1,Initial Rating,2025-10-10,251,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Orient Cement Ltd.,CARE,CARE,1,Non-government debt | Term loans,,AAA/A1+,Upgraded,2025-10-10,251,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Travancore Cochin Chemicals Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,,BB+/A4+,Upgraded,2025-10-11,250,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
R R Stones Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Term loans,,B+,Withdrawn,2025-10-12,249,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Revent Metalcast Ltd.,CARE,CARE | CRISIL,2,Non-government debt | Term loans,,BB+/A4+,Withdrawn,2025-10-12,249,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Girrajji Stone Crushers Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee,,A 1,Reaffirmed,2025-11-07,223,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Cochin Minerals & Rutile Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit,,A 3+,Reaffirmed,2025-11-08,222,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
India Cements Ltd.,CARE,CARE,1,Non-government debt | Term loans,,AAA,Reaffirmed,2025-11-09,221,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Sehore Kosmi Tollways Ltd. [Merged],CARE,CARE,1,Term loans,,D,Withdrawn,2025-11-09,221,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Andhra Pradesh Granite (Midwest) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans,,A 2+,Upgraded,2025-11-11,219,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sarda Energy & Minerals Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,,AA-,Reaffirmed,2025-11-11,219,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Chemplast Cuddalore Vinyls Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,,A 1,Reaffirmed,2025-12-05,195,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
J S W Cement Ltd.,CARE,CARE | CRISIL | IND-RA,3,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund based working capital limit | Term loans,,A 1+,Reaffirmed,2025-12-05,195,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Cetex Petrochemicals Ltd. [Merged],CARE,CARE,1,Bank Guarantee | Non-government debt,,A 2,Reaffirmed,2025-12-06,194,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Jyote Motors (Balasore) Pvt. Ltd.,CARE,CARE | CRISIL,2,Fund based financial facility/instrument | Term loans,,D,Withdrawn,2025-12-09,191,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Mangalore Refinery & Petrochemicals Ltd.,ICRA,ICRA | IND-RA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,,AAA,Reaffirmed,2025-12-09,191,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window | Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Omkar Chemical Inds. Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BBB,Initial Rating,2025-12-09,191,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Shree Digvijay Cement Co. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,,A,Reaffirmed,2025-12-09,191,MEDIUM,ACTIVE,NO,Mining & Minerals,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
