Company Name,Latest Rater,All Raters,Rater Count,All Instruments,INC Instruments,Latest Rating,Latest Status,Latest Rating Date,Days Since Rating,Urgency,Priority,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Baazar Retail Pvt. Ltd.,CRISIL,CRISIL,1,Non-fund-based financial facility/instrument,,A 1,Reaffirmed,2026-06-01,17,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Entertainment Network (India) Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans | Short-term loan,,A 1+,Rating Watch,2026-06-01,17,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Ganesh Realty & Mall Devp. Pvt. Ltd.,CARE,CARE,1,Term loans,,BBB+,Upgraded,2026-06-01,17,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Tim Delhi Airport Advertising Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,,A 1+,Reaffirmed,2026-06-01,17,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Times Innovative Media Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,,AA,Rating Watch,2026-06-01,17,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Forcas Studio Ltd.,IND-RA,IND-RA,1,Non-government debt,,BB+/A4+,Initial Rating,2026-06-02,16,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Capital Small Finance Bank Ltd.,CARE,BRICKWORK | CARE,2,Debentures / Bonds / notes / bills,,A-,Reaffirmed,2026-06-04,14,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
National Small Inds. Corpn. Ltd.,CARE,CARE,1,Non-government debt,,AA+/A1+,Reaffirmed,2026-06-04,14,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Shree Rama Newsprint Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BB,Withdrawn,2026-06-04,14,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Alliance Mall Developers Co. Pvt. Ltd.,CARE,CARE,1,Fund based financial facility/instrument,,BBB,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Ambuja Intermediates Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Ample Retail Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Term loans,,BB+,Downgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Applause Entertainment Pvt. Ltd.,CARE,CARE,1,Non-government debt,,A-/A2+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Asit C Mehta Invst. Interrmediates Ltd.,CRISIL,CRISIL,1,Long term Loans | Short-term loan,,A 3,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Basilic Fly Studio Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,A 2+,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Boutique Hotels India Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,BBB,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Boutique International Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument | Non-government debt,,BB,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Brand Studio Lifestyle Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit,,A 4+,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
D B Malls Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,A-,Upgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Dhunseri Poly Films Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Non-government debt | Term loans,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Edelweiss Retail Finance Ltd.,ICRA,CRISIL | ICRA,2,Debentures / Bonds / notes / bills | Term loans,,A+,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Empire Mall Pvt. Ltd.,CARE,CARE,1,Term loans,,BBB+,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Essen Speciality Films Ltd.,CARE,CARE,1,Letter Of credit | Non-government debt,,BBB+/A2,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Ester Filmtech Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,,BBB,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Future Retail Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,,D,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Go Fashion (India) Ltd.,CRISIL,CRISIL | ICRA,2,Letter Of credit,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Himedia Laboratories Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,A+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
House Of Masaba Lifestyle Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Short-term loan,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Imagicaaworld Entertainment Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,,A,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Impresario Entertainment & Hospitality Pvt. Ltd.,ICRA,ICRA | IND-RA,2,Non-government debt | Term loans,,BBB,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Independent News Service Pvt. Ltd.,CARE,CARE,1,Bank Guarantee,,A 1,Downgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Indivinity Clothing Retail Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,,A,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Inorbit Malls (India) Pvt. Ltd.,CARE,CARE,1,Term loans,,A,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Jana Small Finance Bank Ltd.,CARE,CARE,1,Debentures / Bonds / notes / bills,,A,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Janki Newsprint Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Term loans,,BBB,Upgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Jaypore E-Commerce Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,A,Rating Watch,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
K V R Automall Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,BB+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Krupali Fashions Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Lokmat Media Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,A+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Lulu International Shopping Mall Pvt. Ltd.,CARE,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,,BBB+,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Malles Constructions Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,BB,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Mayajaal Entertainment Pvt. Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument,,B+,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Monte Carlo Fashions Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,AA-,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
More Retail Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,,BBB,Rating Watch,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Nakoda Fashion Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,BBB-,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Network18 Media & Invst. Ltd.,ICRA,CARE | ICRA,2,Non-fund-based financial facility/instrument | Non-government debt,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
New Delhi Television Ltd.,CARE,CARE,1,Term loans,,A-,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
O M R Mall Developers Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,BBB+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Omnipresent Retail India Pvt. Ltd.,CARE,CARE,1,Fund based financial facility/instrument,,A 3,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Orange Retail Finance India Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Pal Fashions Pvt. Ltd.,ICRA,ICRA,1,Bank Guarantee | Term loans,,BBB-,Downgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Qube Cinema Technologies Pvt. Ltd.,CARE,CARE,1,Fund based financial facility/instrument | Letter Of credit | Term loans,,BBB+,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Raj Television Network Ltd.,IND-RA,IND-RA,1,Term loans,,D,Downgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Reaghan Fashions Pvt. Ltd.,IND-RA,IND-RA,1,Long term Loans | Non-government debt | Term loans,,BBB+/A2+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Reliance Retail Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,,AAA,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Reliance Retail Ventures Ltd.,CRISIL,CRISIL,1,Term loans,,AAA,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
S T Retail India Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,BBB-,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
S V G Fashions Pvt. Ltd.,ICRA,ICRA,1,Non-government debt | Term loans,,A,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Shriram Ozone Retail Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Sparkle One Mall Developers Pvt. Ltd.,ICRA,ICRA,1,Term loans,,A+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Sri Narasu'S Coffee Co. Pvt. Ltd.,ICRA,ICRA,1,Short-term loan,,A 1,Upgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Studio 18 Media Pvt. Ltd.,ICRA,ICRA,1,Non-government debt,,A 1+,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Sucden Coffee India Pvt. Ltd.,CARE,CARE,1,Non-government debt,,B+/A4,Downgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
T N S I Retail Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee,,BB-,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Tata Coffee Ltd. [Merged],ICRA,ICRA,1,Bank Guarantee | Non-government debt,,AAA/A1+,Initial Rating,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Telangana Publications Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Term loans,,BB+,Downgraded,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Travel News Services (India) Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee,,BB-,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Ujjivan Small Finance Bank Ltd.,CARE,CARE,1,Fund based financial facility/instrument,,AA-,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Unity Small Finance Bank Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument,,A,Withdrawn,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
V-Mart Retail Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Vayhan Coffee Ltd.,CRISIL,CRISIL | IND-RA,2,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Non-fund-based financial facility/instrument,,A 2,Initial Rating,2026-07-01,-13,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Nahar Poly Films Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,,A 1,Reaffirmed,2026-07-04,-16,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Arvind Fashions Ltd.,CARE,CARE,1,Non-fund based working capital limit | Non-government debt | Term loans,,A,Reaffirmed,2026-08-01,-44,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Arvind Lifestyle Brands Ltd.,CARE,CARE,1,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A/A1,Reaffirmed,2026-08-01,-44,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Small Industries Devp. Bank Of India,CARE,CARE | CRISIL | ICRA,3,Debentures / Bonds / notes / bills | Long term Loans | Non-government debt | Short-term loan,,A 1+,Reaffirmed,2026-08-01,-44,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
S S I P L Lifestyle Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,,BB+/A4+,Rating Watch,2026-09-02,-76,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Iconic Fashion Retailing Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BBB,Upgraded,2026-10-04,-108,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Living Media India Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,,A-,Reaffirmed,2026-10-04,-108,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Samarth Lifestyle Retailing Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Non-government debt | Term loans,,BBB,Upgraded,2026-10-04,-108,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Mumbai Travel Retail Ltd.,IND-RA,IND-RA,1,Letter Of credit | Non-government debt | Term loans,,A,Reaffirmed,2026-11-03,-138,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Clicktech Retail Pvt. Ltd.,CARE,CARE | IND-RA,2,Non-government debt,,A-/A2,Withdrawn,2026-12-01,-166,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Infiniti Retail Ltd.,CRISIL,CARE | CRISIL,2,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,,A 1+,Reaffirmed,2026-12-01,-166,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Toppan Speciality Films Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Short-term loan | Term loans,,A 1+,Reaffirmed,2026-12-01,-166,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
