Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Bangalore Electricity Supply Co. Ltd.,Term loans,CARE,BB+,2025-10-20,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Bansal Infraprojects Pvt. Ltd.,Term loans,CRISIL,BB+,2025-08-20,MEDIUM,Infrastructure,INC — CRISIL,Construction/EPC,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Bareilly Highways Project Ltd.,Term loans,CARE,D,2025-12-05,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Bellatrix Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Bhadrashree Steel & Power Ltd.,Non-government debt,BRICKWORK,B,2025-06-25,MEDIUM,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Bharat Bio Gas Energy Ltd.,Term loans,ACUITE,D,2025-08-26,MEDIUM,Infrastructure,INC — ACUITE,Power/Energy,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Bhind Mihona Gopalpur Toll Roads Ltd.,Term loans,CARE,D,2025-06-20,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Bidar Solar Power Pvt. Ltd.,Term loans,CARE,D,2025-09-26,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Binjusaria Sponge & Power Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-16,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Bird Airport Hotel Pvt. Ltd.,Term loans,ICRA,B+,2025-12-08,MEDIUM,Infrastructure,INC — ICRA,Port/Airport,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Blue Water Foods & Exports Pvt. Ltd.,Term loans,BRICKWORK,D,2025-09-16,MEDIUM,Infrastructure,INC — BRICKWORK,Water/Irrigation,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Braco Electricals (India) Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-08-22,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Build Wallinfra India Pvt. Ltd.,Term loans,IND-RA,D,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
C D S Infra Projects Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-10-30,MEDIUM,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
C L R K Extractions & Exports Pvt. Ltd.,Bank Guarantee,CARE,D,2025-11-28,MEDIUM,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
C V S Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Cape Electric Pvt. Ltd.,Long term Loans,CRISIL,B,2025-10-17,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Capital Infraprojects Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-16,MEDIUM,Infrastructure,INC — CRISIL,Construction/EPC,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Cauvery Powergeneration Chennai Pvt. Ltd.,Term loans,CRISIL,D,2025-07-18,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Cereal Exports Pvt. Ltd.,Term loans,BRICKWORK,D,2025-06-26,MEDIUM,Infrastructure,INC — BRICKWORK,Port/Airport,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Ch Gowri Shankar Infra Build (India) Pvt. Ltd.,Fund based financial facility/instrument,IND-RA,BB-,2025-07-18,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Chadalavada Infratech Ltd.,Bank Guarantee,CRISIL,D,2025-11-19,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Chemenergy Biofuels Ltd.,Term loans,BRICKWORK,C,2025-09-18,MEDIUM,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Chheda Electricals & Electronics Pvt. Ltd.,Term loans,ICRA,B+,2025-08-28,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Cochin Bridge Infrastructure Co. Ltd.,Term loans,ICRA,D,2025-08-13,MEDIUM,Infrastructure,INC — ICRA,Roads/Highways,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Cochin Frozen Food Exports Pvt. Ltd.,Long term Loans,CRISIL,D,2025-12-10,MEDIUM,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Core Energy Systems Ltd.,Bank Guarantee,CRISIL,A 4,2025-06-30,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Corlim Marine Exports Pvt. Ltd.,Non-government debt,IND-RA,D,2025-09-11,MEDIUM,Infrastructure,INC — IND-RA,Port/Airport,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Cosmos Water Solutions Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-08-28,MEDIUM,Infrastructure,INC — CRISIL,Water/Irrigation,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
D H D Infracon Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-10-10,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
D K Infrastructure Pvt. Ltd.,Bank Guarantee,CRISIL,B+,2025-11-14,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
D P Garg Exports Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-09-10,MEDIUM,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
D P Jain & Co Infrastructure Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-09-22,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
D R S Dilip Roadlines Ltd.,Term loans,IND-RA,B-,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,Roads/Highways,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
D S Toll Road Ltd.,Term loans,ICRA,B,2025-07-28,MEDIUM,Infrastructure,INC — ICRA,Roads/Highways,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Daga Power System Engg. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-18,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Damodar Ropeways & Infra Ltd.,Bank Guarantee,ACUITE,A 4+,2025-09-30,MEDIUM,Infrastructure,INC — ACUITE,General Infrastructure,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Danu Wind Parks Pvt. Ltd.,Term loans,IND-RA,D,2025-06-25,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Deccan Water Treatment Pvt. Ltd.,Long term Loans,ACUITE,B-,2025-08-25,MEDIUM,Infrastructure,INC — ACUITE,Water/Irrigation,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Desai Infra Projects (India) Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-09-11,MEDIUM,Infrastructure,INC — IND-RA,Construction/EPC,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Devanshi Powers Ltd.,Long term Loans,CRISIL,D,2025-07-17,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Dhandapani Exports Pvt. Ltd.,Letter Of credit,BRICKWORK,C,2025-09-11,MEDIUM,Infrastructure,INC — BRICKWORK,Port/Airport,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Dhanuka Infra Realty Ltd.,Term loans,CRISIL,B,2025-07-31,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Dhenu Infrastructure Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-23,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Dhoot Infrastructure Projects Ltd.,Term loans,BRICKWORK,B+,2025-12-01,MEDIUM,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Diamant Infrastructure Ltd.,Bank Guarantee,CRISIL,D,2025-07-31,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Diamond Power Infrastructure Ltd.,Term loans,BRICKWORK,D,2025-07-14,MEDIUM,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Distribution Logistics Infrastructure Pvt. Ltd.,Bank Guarantee,CARE,D,2025-10-30,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Durga Signal Infra Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-14,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Dynamech Electropower Pvt. Ltd.,Letter Of credit,IND-RA,A 4+,2025-06-30,MEDIUM,Infrastructure,INC — IND-RA,Power/Energy,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Dynamic Transmission Ltd.,Term loans,ICRA,B+,2025-10-28,MEDIUM,Infrastructure,INC — ICRA,General Infrastructure,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
E M I Transmission Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,D,2025-10-16,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Earth Water Ltd.,Bank Guarantee,BRICKWORK,D,2025-11-07,MEDIUM,Infrastructure,INC — BRICKWORK,Water/Irrigation,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Eastern Power Distribution Co. Of Andhra Pradesh Ltd.,Letter Of credit,CRISIL,A 4,2025-06-13,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Economic Transport Organisation Ltd.,Bank Guarantee,BRICKWORK,D,2025-11-20,MEDIUM,Infrastructure,INC — BRICKWORK,Port/Airport,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Emgee Infrastructure Holdings (India) Pvt. Ltd.,Term loans,IND-RA,D,2025-11-24,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Energie Elecinfra Pvt. Ltd.,Term loans,BRICKWORK,C,2025-07-29,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Engenrin Hydro Power Ltd.,Term loans,BRICKWORK,D,2025-12-03,MEDIUM,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Eon Electric Ltd.,Letter Of credit,CRISIL,D,2025-12-12,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Esco Couplings & Transmissions Pvt. Ltd.,Non-government debt,IND-RA,BB-/A4+,2025-08-21,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Essel Ahmedabad Godhra Toll Roads Ltd.,Term loans,CARE,D,2025-06-27,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Essel Infraprojects Ltd.,Term loans,BRICKWORK,D,2025-11-21,MEDIUM,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Essel Walajahpet Poonamallee Toll Roads Pvt. Ltd.,Bank Guarantee,CARE,D,2025-06-20,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Eurotas Infrastructure Ltd.,Term loans,BRICKWORK,D,2025-08-19,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Favorich Infra Pvt. Ltd.,Term loans,BRICKWORK,D,2025-11-20,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Feedback Energy Distribution Co. Ltd.,Term loans,CARE,D,2025-06-13,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Finolex J-Power Systems Ltd.,Term loans,ICRA,BB+,2025-08-01,MEDIUM,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Fiza Developers & Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Futurex Infracon Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-05,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
G B Enterprises (Transport) Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-10-07,MEDIUM,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
G J S Infratech Pvt. Ltd.,Bank Guarantee,CARE,D,2025-10-15,MEDIUM,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
G R Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Galaxy Transmissions Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BB-,2025-09-19,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Gayatri Infrastructure Ltd.,Term loans,CRISIL,B+,2025-12-10,MEDIUM,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Gayatri Satya Infraworks (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Ghanaram Infraengineers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-12,MEDIUM,Infrastructure,INC — CRISIL,Construction/EPC,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Ghatge Patil Transports Pvt. Ltd.,Bank Guarantee,CARE,D,2025-06-16,MEDIUM,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Girjai Infrastructures Pvt. Ltd.,Bank Guarantee,ACUITE,A 3,2025-07-30,MEDIUM,Infrastructure,INC — ACUITE,General Infrastructure,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Global Energy Pvt. Ltd.,Bank Guarantee,CARE,D,2025-07-30,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Goldstar Power Ltd.,Term loans,CRISIL,B,2025-11-21,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Goverdhan Transport Co. Pvt. Ltd.,Term loans,ICRA,B+,2025-07-16,MEDIUM,Infrastructure,INC — ICRA,Port/Airport,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Gowri Infra Engineers Pvt. Ltd.,Letter Of credit,CARE,D,2025-11-26,MEDIUM,Infrastructure,INC — CARE,Construction/EPC,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Gowthami Infratech Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,2025-06-25,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Goyal Energy & Steel Pvt. Ltd.,Short-term loan,CRISIL,D,2025-12-10,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Green Power Sugars Ltd.,Term loans,CRISIL,B-,2025-11-13,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Greenergy Wind Corpn. Pvt. Ltd.,Term loans,CARE,BB-,2025-10-07,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Greensol Renewable Power Pvt. Ltd.,Term loans,CRISIL,B,2025-10-17,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Growing Opportunity Finance (India) Pvt. Ltd.,Fund based financial facility/instrument,CARE,B,2025-10-29,MEDIUM,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Gujarat Infrapipes Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-07-03,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Gujral Roadways Pvt. Ltd.,Term loans,CARE,B-,2025-10-30,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Gunatitay Infrastructure Pvt. Ltd.,Term loans,BRICKWORK,C,2025-06-30,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Haldia Water Services Pvt. Ltd.,Bank Guarantee,BRICKWORK,B-,2025-09-03,MEDIUM,Infrastructure,INC — BRICKWORK,Water/Irrigation,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Handicrafts & Handlooms Exports Corpn. Of India Ltd.,Bank Guarantee,CARE,A 4,2025-11-03,MEDIUM,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Hans Rubber & Sports Ltd.,Non-fund based working capital limit,IND-RA,A 4,2025-06-25,MEDIUM,Infrastructure,INC — IND-RA,Port/Airport,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Haridwar Highways Project Ltd.,Term loans,CARE,D,2025-11-12,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Hassan Road Construction Co. Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-07-14,MEDIUM,Infrastructure,INC — BRICKWORK,Roads/Highways,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Hella Infra Market Ltd.,Term loans,IND-RA,BB+,2025-10-16,MEDIUM,Infrastructure,INC — IND-RA,General Infrastructure,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Hella Infra Market Metal Pvt. Ltd.,Term loans,BRICKWORK,D,2025-08-18,MEDIUM,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Hi-Tech Air Power Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-09-30,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Highway On Wheels Transport Pvt. Ltd.,Term loans,IND-RA,BB,2025-09-04,MEDIUM,Infrastructure,INC — IND-RA,Roads/Highways,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Hindusthan Infrastructure Projects & Engg. Pvt. Ltd.,Term loans,BRICKWORK,C,2025-10-08,MEDIUM,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Hitech Sweet Water Technologies Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,2025-06-25,MEDIUM,Infrastructure,INC — IND-RA,Water/Irrigation,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85
Hitrac Manpower Services Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-12-10,MEDIUM,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Hyderabad Ring Road Project Pvt. Ltd.,Term loans,CARE,D,2025-07-11,MEDIUM,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
I L & F S Maritime Infrastructure Co. Ltd.,Term loans,BRICKWORK,D,2025-10-10,MEDIUM,Infrastructure,INC — BRICKWORK,Port/Airport,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
I L & F S Solar Power Ltd.,Term loans,ICRA,D,2025-10-16,MEDIUM,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
I L & F S Wind Energy Ltd.,Debentures / Bonds / notes / bills,ICRA,D,2025-07-14,MEDIUM,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
I M P Powers Ltd.,Term loans,CARE,D,2025-11-03,MEDIUM,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Ibus Network & Infrastructure Pvt. Ltd.,Term loans,BRICKWORK,B-,2025-10-09,MEDIUM,Infrastructure,INC — BRICKWORK,Telecom/Tower,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
