Company Name,Agency,Instrument,Rating,Rating Date,Days Since,Urgency,Amount Cr,Sector
Viswaat Chemicals Ltd.,CARE,NCD/Bond,BB/A4,01-Dec-2025,206,MEDIUM,3.0,Chemicals/Pharma
George Maijo Automobiles Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Mar-2026,101,LOW,3.0,Automobiles
Rewa Leisure Pvt. Ltd.,CARE,NCD/Bond,D,29-Sep-2025,269,MEDIUM,3.0,Other
Haryana Conductors Pvt. Ltd.,CARE,NCD/Bond,B-/A4,23-Jan-2026,153,LOW,3.0,Other
Oil & Gas Plant Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,B/A4,17-Sep-2025,281,HOT,3.0,Manufacturing
Natraj Electro Casting Pvt. Ltd.,CARE,NCD/Bond,B-/A4,14-Apr-2026,72,LOW,2.9,Steel & Metals
J M V L P S Ltd.,CARE,NCD/Bond,D,16-Jul-2025,344,HOT,2.9,Other
Fine Pac Structures Pvt. Ltd.,CARE,NCD/Bond,B-/A4,04-Dec-2025,203,MEDIUM,2.8,Other
E-Procurement Technologies Ltd.,CARE,NCD/Bond,B+/A4,23-Jul-2025,337,HOT,2.8,IT/Technology
Sekhani Industries Pvt. Ltd.,CARE,NCD/Bond,B+/A4,09-Oct-2025,259,MEDIUM,2.72,Other
Alleppey Company Ltd.,CARE,NCD/Bond,B-/A4,16-Oct-2025,252,MEDIUM,2.7,Other
Viraj Syntex Pvt. Ltd.,CARE,NCD/Bond,B+/A4,21-May-2025,400,ULTRA HOT,2.69,Other
Alfa-Therm Ltd.,CARE,NCD/Bond,B-/A4,01-Dec-2025,206,MEDIUM,2.67,Other
Libra International Ltd.,CARE,NCD/Bond,B/A4,04-May-2026,52,LOW,2.55,Other
Vapi Care Pharma Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,16-Oct-2025,252,MEDIUM,2.5,Chemicals/Pharma
Bend-N-Fab Engineering Pvt. Ltd.,CARE,NCD/Bond,B-/A4,01-Aug-2025,328,HOT,2.5,Manufacturing
Kapco Electric Pvt. Ltd.,CARE,NCD/Bond,C/A4,16-Sep-2025,282,HOT,2.5,Energy
Sun Agrifresh Inds. Pvt. Ltd.,CARE,NCD/Bond,D,29-Dec-2025,178,LOW,2.5,Other
Supreme Hydro Engg. Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,18-Feb-2026,127,LOW,2.5,Energy
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,134,LOW,2.5,Other
Smilax Laboratories Ltd.,CARE,NCD/Bond,BB/A4,06-Jan-2026,170,LOW,2.5,Healthcare
Ganesh Saw Mills Pvt. Ltd.,CARE,NCD/Bond,B-/A4,27-May-2025,394,ULTRA HOT,2.5,Other
Das Garage Pvt. Ltd.,CARE,NCD/Bond,B-/A4,23-Jul-2025,337,HOT,2.46,Other
Technobit Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Feb-2026,128,LOW,2.4,IT/Technology
Buds Tea Inds. Ltd.,CARE,NCD/Bond,D,31-Oct-2025,237,MEDIUM,2.0,Agro/Food
Excelsource International Pvt. Ltd.,CARE,NCD/Bond,B+/A4,22-Dec-2025,185,MEDIUM,2.0,Other
Patwari Electricals Pvt. Ltd.,CARE,NCD/Bond,C/A4,10-Jun-2025,380,ULTRA HOT,2.0,Energy
Ace Footmark Pvt. Ltd.,CARE,NCD/Bond,D,20-Feb-2026,125,LOW,2.0,Other
Phoenix Structural & Engg. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,06-Jun-2025,384,ULTRA HOT,2.0,Other
Onkar International Pvt. Ltd.,CARE,NCD/Bond,C/A4,06-May-2025,415,ULTRA HOT,2.0,Other
Periwal Polymers Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Aug-2025,322,HOT,2.0,Chemicals/Pharma
Pentech Metals Ltd.,CARE,NCD/Bond,D,30-Jul-2025,330,HOT,2.0,Steel & Metals
Kundana Techno Tex Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,07-Apr-2026,79,LOW,2.0,IT/Technology
Gujarat H Y-Spin Ltd.,CARE,NCD/Bond,D,12-Feb-2026,133,LOW,2.0,Other
Jagdamba Timbers Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-May-2025,408,ULTRA HOT,2.0,Other
V S P International Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Aug-2025,300,HOT,2.0,Other
Bagkiya Constructions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,10-Jun-2025,380,ULTRA HOT,2.0,Construction
Tiger Logistics (India) Ltd.,CARE,NCD/Bond,B/A4,10-Oct-2025,258,MEDIUM,2.0,Logistics
Tezpur Institute Of Medical Sciences Pvt. Ltd.,CARE,NCD/Bond,D,12-Feb-2026,133,LOW,2.0,Healthcare
Ganpati Moulders Pvt. Ltd.,CARE,NCD/Bond,B-/A4,25-Jun-2025,365,ULTRA HOT,1.88,Other
V K S-Gormi Udotgarh Corridor Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Nov-2025,226,MEDIUM,1.76,Other
Paper Vantage Point Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,05-Sep-2025,293,HOT,1.55,Paper/Packaging
Deneb & Pollux Tours & Travels Pvt. Ltd.,CARE,NCD/Bond,B-/A4,30-Jul-2025,330,HOT,1.5,Hotels/Tourism
Kishore Vadilal Pvt. Ltd.,CARE,NCD/Bond,B/A4,26-Nov-2025,211,MEDIUM,1.5,Other
Chintpurni Steels Pvt. Ltd.,CARE,NCD/Bond,B-/A4,19-Sep-2025,279,HOT,1.5,Steel & Metals
Poornima Handicrafts Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Jun-2025,377,ULTRA HOT,1.5,Other
Kuber Casting Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-Feb-2026,133,LOW,1.5,Steel & Metals
Kiran Global Chems Ltd.,CARE,NCD/Bond,D,21-May-2025,400,ULTRA HOT,1.5,Chemicals/Pharma
Premium Laminators Pvt. Ltd.,CARE,NCD/Bond,B+/A4,02-Feb-2026,143,LOW,1.41,Other
Viraj Syntex Pvt. Ltd.,CARE,NCD/Bond,B+/A4,21-May-2025,400,ULTRA HOT,1.35,Other
Encore Projects Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,1.35,Other
Pes Installations Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Nov-2025,209,MEDIUM,1.33,Other
Arti Silk Mills Pvt. Ltd.,CARE,NCD/Bond,B/A4,12-Jan-2026,164,LOW,1.25,Textiles
Pooja Cotspin Pvt. Ltd.,CARE,NCD/Bond,B+/A4,09-Oct-2025,259,MEDIUM,1.07,Other
Caprihans India Ltd.,CARE,NCD/Bond,B+/A4,19-May-2025,402,ULTRA HOT,1.0,Other
Caprihans India Ltd.,CARE,NCD/Bond,B/A4,12-Mar-2026,105,LOW,1.0,Other
Aditi Infrabuild & Services Ltd.,CARE,NCD/Bond,B-/A4,05-Aug-2025,324,HOT,1.0,Construction
Greatwall Corporate Services Pvt. Ltd.,CARE,NCD/Bond,D,26-Nov-2025,211,MEDIUM,1.0,Other
K B K Biotech Pvt. Ltd.,CARE,NCD/Bond,BB/A4,02-Apr-2026,84,LOW,1.0,Healthcare
G K B Lens Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,04-Aug-2025,325,HOT,1.0,Other
Pan Intellecom Ltd.,CARE,NCD/Bond,B+/A4,25-Jul-2025,335,HOT,1.0,Other
Fenasia Ltd.,CARE,NCD/Bond,A 4,17-Dec-2025,190,MEDIUM,1.0,Other
Periwal Polymers Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Aug-2025,322,HOT,1.0,Chemicals/Pharma
Marvelous Metals Pvt. Ltd.,CARE,NCD/Bond,D,21-Nov-2025,216,MEDIUM,1.0,Steel & Metals
Paramount Blankets Pvt. Ltd.,CARE,NCD/Bond,D,29-Apr-2026,57,LOW,1.0,Other
P S Bedi & Co. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,03-Oct-2025,265,MEDIUM,1.0,Other
Crescent Auto Repairs & Services India Pvt. Ltd.,CARE,NCD/Bond,B-/A4,09-Sep-2025,289,HOT,0.75,Automobiles
Panchwati Prayogshala Pvt. Ltd.,CARE,NCD/Bond,B/A4,22-Jul-2025,338,HOT,0.73,Other
Kapilansh Dhatu Udyog Pvt. Ltd.,CARE,NCD/Bond,B+/A4,14-Oct-2025,254,MEDIUM,0.68,Other
Harsh Polyfabric Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Aug-2025,318,HOT,0.6,Textiles
Cenosphere India Pvt. Ltd.,CARE,NCD/Bond,B/A4,28-May-2025,393,ULTRA HOT,0.5,Other
Clrk Industries Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,22-Apr-2026,64,LOW,0.5,Other
Meena Agency Ltd.,CARE,NCD/Bond,BB+/A4+,30-Mar-2026,87,LOW,0.5,Other
Madhu Industries Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,231,MEDIUM,0.5,Other
Kanak Pipe Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Oct-2025,255,MEDIUM,0.5,Steel & Metals
K B S C Auto Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Apr-2026,58,LOW,0.5,Automobiles
Motor & General Sales Pvt. Ltd.,CARE,NCD/Bond,D,09-Jan-2026,167,LOW,0.5,Automobiles
Rangoli Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,31-Oct-2025,237,MEDIUM,0.43,Other
Usha Yarns Ltd.,CARE,NCD/Bond,B+/A4,29-Sep-2025,269,MEDIUM,0.42,Textiles
Nidhi Auto Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Dec-2025,196,MEDIUM,0.3,Automobiles
Technobit Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Feb-2026,128,LOW,0.25,IT/Technology
Climax Overseas Pvt. Ltd.,CARE,NCD/Bond,D,21-Jul-2025,339,HOT,0.25,Other
Surya Wires Pvt. Ltd.,CARE,NCD/Bond,D,05-Feb-2026,140,LOW,0.25,Steel & Metals
Ezentech India Pvt. Ltd.,CARE,NCD/Bond,B-/A4,27-Jan-2026,149,LOW,0.24,IT/Technology
Mahajan Fabrics Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Dec-2025,196,MEDIUM,0.21,Textiles
Sai Industries Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Jul-2025,337,HOT,0.2,Other
Sai Shreeja Cars Pvt. Ltd.,CARE,NCD/Bond,B+/A4,14-May-2025,407,ULTRA HOT,0.2,Other
Vinayak Ultraflex Pvt. Ltd.,CARE,NCD/Bond,B-/A4,31-Oct-2025,237,MEDIUM,0.15,Other
Bagpoly International Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Apr-2026,73,LOW,0.15,Other
P V Power Technologies Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,06-Jun-2025,384,ULTRA HOT,0.14,Energy
Sanauto Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,09-Feb-2026,136,LOW,0.13,Manufacturing
Ashiana Manufacturing India Ltd.,CARE,NCD/Bond,B/A4,30-Jul-2025,330,HOT,0.01,Manufacturing
B N R Infrastructure Projects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,17-Mar-2026,100,LOW,,Construction
Durga Krishna Store Pvt. Ltd.,CARE,NCD/Bond,B+/A4,24-Sep-2025,274,HOT,,Other
Essem Auto Electricals Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,08-Apr-2026,78,LOW,,Energy
Euro Safety Footwear (India) Ltd.,CARE,NCD/Bond,BB+/A4+,05-Jan-2026,171,LOW,,Other
Gainwell Engineering Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,02-Jun-2025,388,ULTRA HOT,,Manufacturing
Goel International Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,15-Sep-2025,283,HOT,,Other
Omnitech Engineering Ltd.,CARE,NCD/Bond,BBB-/A3,07-Apr-2026,79,LOW,,Manufacturing
Quippo Oil & Gas Infrastructure Ltd.,CARE,NCD/Bond,C/A4,13-Nov-2025,224,MEDIUM,,Construction
R L Steels & Energy Ltd.,CARE,NCD/Bond,D,03-Sep-2025,295,HOT,,Steel & Metals
Vikran Engineering Ltd.,CARE,NCD/Bond,BB-/A4,28-Jan-2026,148,LOW,,Manufacturing
