Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Days Since (Jun 25),Amount Cr,Sector
Hubli Electricity Supply Co. Ltd.,CRISIL,Term Loan,D,28-04-2026,LOW,LOW,MEDIUM,58,106.25,Energy
Hubli Electricity Supply Co. Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,100.0,Energy
Huldibari Industries & Plantation Co. Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.75,Other
Huldibari Industries & Plantation Co. Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,2.15,Other
Huldibari Industries & Plantation Co. Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,0.29,Other
Hyderabad Power Installations Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,12.0,Energy
I C A Edu Skills Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,16-04-2026,LOW,LOW,MEDIUM,70,21.5,Other
I C A Edu Skills Pvt. Ltd.,ACUITE,Term Loan,B-,16-04-2026,LOW,LOW,MEDIUM,70,50.5,Other
I C E D Desserts & Food Parlours (India) Pvt. Ltd.,CARE,Term Loan,C,23-04-2026,LOW,LOW,MEDIUM,63,15.0,Agro/Food
I F P Petro Products Pvt. Ltd.,CARE,Fund-Based,B-,17-04-2026,LOW,LOW,MEDIUM,69,5.5,Chemicals/Pharma
I F P Petro Products Pvt. Ltd.,CARE,Term Loan,B-,17-04-2026,LOW,LOW,MEDIUM,69,1.5,Chemicals/Pharma
I L & F S Energy Development Co. Ltd.,CARE,Bank Guarantee,D,14-04-2026,LOW,LOW,MEDIUM,72,50.0,Energy
I L & F S Energy Development Co. Ltd.,CARE,Term Loan,D,14-04-2026,LOW,LOW,MEDIUM,72,1037.85,Energy
I L & F S Engg. & Construction Co. Ltd.,CARE,Non-Fund-Based,D,16-04-2026,LOW,LOW,MEDIUM,70,2188.52,Construction
I L & F S Engg. & Construction Co. Ltd.,CARE,Term Loan,D,16-04-2026,LOW,LOW,MEDIUM,70,352.81,Construction
I S K O Strip Pvt. Ltd.,BRICKWORK,Term Loan,C,07-04-2026,LOW,LOW,MEDIUM,79,3.1,Other
I T A Lake Ceramic Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,4.03,Other
I T A Lake Ceramic Pvt. Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,15.47,Other
Idcol Ferro Chrome & Alloys Ltd. [Merged],CARE,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,1.5,Steel & Metals
Idea Sales Agencies Pvt. Ltd.,CARE,Term Loan,B-,16-04-2026,LOW,LOW,MEDIUM,70,3.93,Other
Immense Industries Pvt. Ltd.,CRISIL,Letter of Credit,D,20-04-2026,LOW,LOW,MEDIUM,66,35.0,Other
Imperial Tubes Pvt. Ltd.,ICRA,Non-Fund-Based,D,16-04-2026,LOW,LOW,MEDIUM,70,10.0,Steel & Metals
Inarco Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.25,Other
Inarco Pvt. Ltd.,CRISIL,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,5.5,Other
Inarco Pvt. Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,0.25,Other
Independent Resources India Pvt. Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,0.4,Other
Inderjeet Bros Projects Pvt. Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,7.6,Other
Indian Pulp & Paper Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,70.02,Paper/Packaging
Indiana Hospital & Heart Institute Ltd.,ICRA,Non-Fund-Based,A 4,29-04-2026,LOW,LOW,MEDIUM,57,0.5,Healthcare
Indiana Hospital & Heart Institute Ltd.,ICRA,Term Loan,B,29-04-2026,LOW,LOW,MEDIUM,57,23.5,Healthcare
Indrajit Properties Pvt. Ltd. (2011),BRICKWORK,Term Loan,B-,01-04-2026,LOW,MEDIUM,MEDIUM,85,20.0,Other
Indus Integrated Information Mgmt. Ltd.,ACUITE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,0.4,Other
Indus Integrated Information Mgmt. Ltd.,ACUITE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,0.6,Other
Indus Integrated Information Mgmt. Ltd.,ACUITE,Term Loan,C,09-04-2026,LOW,LOW,MEDIUM,77,2.5,Other
Infab Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,7.25,Construction
Infab Infrastructure Pvt. Ltd.,CRISIL,Letter of Credit,A 4,20-04-2026,LOW,LOW,MEDIUM,66,3.5,Construction
Infres Methodex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,37.8,Other
Inmac Computers Ltd.,ACUITE,Bank Guarantee,A 4,01-04-2026,LOW,MEDIUM,MEDIUM,85,1.8,Other
Innovative Technomics Pvt. Ltd.,CRISIL,Bank Guarantee,D,20-04-2026,LOW,LOW,MEDIUM,66,6.0,IT/Technology
Innovative Technomics Pvt. Ltd.,CRISIL,Letter of Credit,D,20-04-2026,LOW,LOW,MEDIUM,66,2.0,IT/Technology
Integrated Thermoplastics Ltd.,CARE,Letter of Credit,D,10-04-2026,LOW,LOW,MEDIUM,76,6.5,Chemicals/Pharma
Integrated Thermoplastics Ltd.,CARE,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,7.0,Chemicals/Pharma
Intercraft Trading Pvt. Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,2.1,Trading/Exports
International Coil Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,88.0,Energy
International Steel Exchange Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,2.0,Steel & Metals
Intouch Mobicare Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,1.5,Other
Ishaan Bio Pvt. Ltd.,ACUITE,Term Loan,BB-,08-04-2026,LOW,LOW,MEDIUM,78,0.88,Other
Ishaan Bio Pvt. Ltd.,ACUITE,Term Loan,BB-,08-04-2026,LOW,LOW,MEDIUM,78,0.37,Other
Ishwar Ispat Inds. Pvt. Ltd.,CARE,Term Loan,B,17-04-2026,LOW,LOW,MEDIUM,69,25.0,Other
Ivax Paper Chemicals Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,22-04-2026,LOW,LOW,MEDIUM,64,19.5,Chemicals/Pharma
Ivax Paper Chemicals Pvt. Ltd.,ICRA,Term Loan,A 4,22-04-2026,LOW,LOW,MEDIUM,64,,Chemicals/Pharma
Ivax Paper Chemicals Pvt. Ltd.,ICRA,Term Loan,B+,22-04-2026,LOW,LOW,MEDIUM,64,10.0,Chemicals/Pharma
J B Daruka Papers Ltd.,CRISIL,Term Loan,B,16-04-2026,LOW,LOW,MEDIUM,70,8.0,Paper/Packaging
J C Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,11.0,Construction
J C Construction Pvt. Ltd.,BRICKWORK,Term Loan,C,02-04-2026,LOW,MEDIUM,MEDIUM,84,0.9,Construction
J C T Ltd.,CARE,Bank Guarantee,D,09-04-2026,LOW,LOW,MEDIUM,77,74.28,Other
J C T Ltd.,CARE,Term Loan,D,09-04-2026,LOW,LOW,MEDIUM,77,24.68,Other
J J Glastronics Pvt. Ltd.,CARE,Term Loan,BB+,09-04-2026,LOW,LOW,MEDIUM,77,40.73,Other
J M Ferro Alloys Pvt. Ltd.,CARE,Letter of Credit,D,10-04-2026,LOW,LOW,MEDIUM,76,12.0,Steel & Metals
J P Infra Realty Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,350.0,Construction
J P L Industries Ltd.,CARE,Fund-Based,B+,14-04-2026,LOW,LOW,MEDIUM,72,6.0,Other
J P L Industries Ltd.,CARE,Non-Fund-Based,A 4,14-04-2026,LOW,LOW,MEDIUM,72,0.2,Other
J P L Industries Ltd.,CARE,Term Loan,B+,14-04-2026,LOW,LOW,MEDIUM,72,2.61,Other
J P Motor Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,12.0,Automobiles
J S K Corporation Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,9.7,Other
Jai Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,8.2,Construction
Jai Gears Pvt. Ltd.,CRISIL,Fund-Based,B,20-04-2026,LOW,LOW,MEDIUM,66,2.0,Other
Jai Gears Pvt. Ltd.,CRISIL,Letter of Credit,A 4,20-04-2026,LOW,LOW,MEDIUM,66,3.0,Other
Jai Kar Techno Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,2.95,IT/Technology
Jai Kar Techno Pvt. Ltd.,ACUITE,Fund-Based,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.0,IT/Technology
Jai Mata Bala Sundari Steels Pvt. Ltd.,CRISIL,Fund-Based,B,20-04-2026,LOW,LOW,MEDIUM,66,2.0,Steel & Metals
Jaipur Jewels Global Ltd.,ACUITE,Bank Guarantee,A 4,01-04-2026,LOW,MEDIUM,MEDIUM,85,25.0,Jewellery/Gems
Jaipur Rugs Co. Ltd.,ICRA,NCD/Bond,A 4,22-04-2026,LOW,LOW,MEDIUM,64,60.0,Other
Jajoo Surgicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,7.96,Other
Jalan Transolutions (India) Ltd.,CARE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,13.5,Other
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,,Other
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,1.35,Other
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Fund-Based,B+,06-04-2026,LOW,LOW,MEDIUM,80,,Other
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-04-2026,LOW,LOW,MEDIUM,80,5.55,Other
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-04-2026,LOW,LOW,MEDIUM,80,,Other
James Retail Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,13.0,Other
Jayachandran Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,2.0,Steel & Metals
Jayachandran Industries Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,5.35,Other
Jayachandran Industries Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,1.25,Other
Jenam Enterprises Pvt. Ltd.,CRISIL,Letter of Credit,D,20-04-2026,LOW,LOW,MEDIUM,66,7.75,Other
Jenam Enterprises Pvt. Ltd.,CRISIL,Term Loan,D,20-04-2026,LOW,LOW,MEDIUM,66,2.25,Other
Jindal Wood Products Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,15.97,Agro/Food
Jiya Agro Pvt. Ltd.,CRISIL,Term Loan,D,20-04-2026,LOW,LOW,MEDIUM,66,31.75,Agro/Food
Joshi Automobiles Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,03-04-2026,LOW,MEDIUM,MEDIUM,83,0.1,Automobiles
Joyguru Cold Storage Pvt. Ltd.,CARE,Bank Guarantee,A 4,15-04-2026,LOW,LOW,MEDIUM,71,0.07,Other
Junna Solar Systems Ltd.,CRISIL,Letter of Credit,A 4,17-04-2026,LOW,LOW,MEDIUM,69,31.0,Energy
Junna Solar Systems Ltd.,CRISIL,Term Loan,B,17-04-2026,LOW,LOW,MEDIUM,69,45.44,Energy
Just Textiles Ltd.,CRISIL,Fund-Based,B,10-04-2026,LOW,LOW,MEDIUM,76,0.5,Construction
Just Textiles Ltd.,CRISIL,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,1.0,Construction
Just Textiles Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,6.0,Construction
K B K Biotech Pvt. Ltd.,CARE,NCD/Bond,BB/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,76.78,Healthcare
K B K Biotech Pvt. Ltd.,CARE,NCD/Bond,BB/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,1.0,Healthcare
K B K Biotech Pvt. Ltd.,CARE,Term Loan,BB,02-04-2026,LOW,MEDIUM,MEDIUM,84,138.22,Healthcare
K B K Biotech Pvt. Ltd.,ICRA,Bank Guarantee,A 4,29-04-2026,LOW,LOW,MEDIUM,57,1.0,Healthcare
K B K Biotech Pvt. Ltd.,ICRA,Term Loan,B+,29-04-2026,LOW,LOW,MEDIUM,57,60.0,Healthcare
K B S C Auto Pvt. Ltd.,CARE,Fund-Based,A 4,28-04-2026,LOW,LOW,MEDIUM,58,50.0,Automobiles
K B S C Auto Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-04-2026,LOW,LOW,MEDIUM,58,0.5,Automobiles
K D Supply Chain Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,1.5,Other
K D Supply Chain Solutions Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,0.5,Other
K D Supply Chain Solutions Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,10.0,Other
K G Flexx Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,14.0,Other
K G Flexx Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,0.5,Other
K G Flexx Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,318.0,Other
K G N Motors Pvt. Ltd.,CARE,Term Loan,D,08-04-2026,LOW,LOW,MEDIUM,78,4.89,Automobiles
K G S Sugar & Infra Corpn. Ltd.,ICRA,NCD/Bond,D,16-04-2026,LOW,LOW,MEDIUM,70,69.86,Agro/Food
K G S Sugar & Infra Corpn. Ltd.,ICRA,Term Loan,D,16-04-2026,LOW,LOW,MEDIUM,70,210.81,Agro/Food
K I Z Foods Pvt. Ltd.,BRICKWORK,Term Loan,C,08-04-2026,LOW,LOW,MEDIUM,78,0.63,Agro/Food
K K V Agro Powers Ltd.,ICRA,Term Loan,BB+,29-04-2026,LOW,LOW,MEDIUM,57,1.39,Agro/Food
K M Toll Road Pvt. Ltd.,BRICKWORK,Fund-Based,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,,Other
K M Toll Road Pvt. Ltd.,BRICKWORK,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,481.03,Other
K Mohan & Co. (Exports) Pvt. Ltd.,ICRA,NCD/Bond,D,17-04-2026,LOW,LOW,MEDIUM,69,3.5,Logistics
K N K Construction Pvt. Ltd.,ICRA,Non-Fund-Based,D,17-04-2026,LOW,LOW,MEDIUM,69,40.0,Construction
K N K Construction Pvt. Ltd.,ICRA,NCD/Bond,D,17-04-2026,LOW,LOW,MEDIUM,69,5.0,Construction
K N Singh Infratech Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-04-2026,LOW,LOW,MEDIUM,70,3.25,Construction
K N Singh Infratech Pvt. Ltd.,CARE,Term Loan,B-,16-04-2026,LOW,LOW,MEDIUM,70,0.19,Construction
K O S C Industries Pvt. Ltd.,ACUITE,Letter of Credit,D,14-04-2026,LOW,LOW,MEDIUM,72,1.0,Other
K O S C Industries Pvt. Ltd.,ACUITE,Term Loan,D,14-04-2026,LOW,LOW,MEDIUM,72,0.9,Other
K P Polyolefin Sacks Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,11.48,Paper/Packaging
K P Solvex Pvt. Ltd.,CARE,Bank Guarantee,A 4,20-04-2026,LOW,LOW,MEDIUM,66,1.0,Other
K P Solvex Pvt. Ltd.,CARE,Fund-Based,B,20-04-2026,LOW,LOW,MEDIUM,66,0.78,Other
K P Solvex Pvt. Ltd.,CARE,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,8.11,Other
K V R Industries Pvt. Ltd.,CRISIL,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,16.0,Other
K V R Industries Pvt. Ltd.,CRISIL,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,1.92,Other
K2 Metals Pvt. Ltd.,ACUITE,Letter of Credit,D,17-04-2026,LOW,LOW,MEDIUM,69,10.0,Steel & Metals
K2 Metals Pvt. Ltd.,ACUITE,Term Loan,D,17-04-2026,LOW,LOW,MEDIUM,69,5.42,Steel & Metals
K2 Metals Pvt. Ltd.,ACUITE,Term Loan,D,17-04-2026,LOW,LOW,MEDIUM,69,9.08,Steel & Metals
Kaadambary Ricetech Pvt. Ltd.,CARE,Term Loan,D,23-04-2026,LOW,LOW,MEDIUM,63,5.5,Agro/Food
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Fund-Based,B-,15-04-2026,LOW,LOW,MEDIUM,71,4.08,Healthcare
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Term Loan,B-,15-04-2026,LOW,LOW,MEDIUM,71,7.72,Healthcare
Kakan Rice Mill Pvt. Ltd.,ACUITE,Bank Guarantee,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,1.0,Agro/Food
Kakan Rice Mill Pvt. Ltd.,ACUITE,Term Loan,D,01-04-2026,LOW,MEDIUM,MEDIUM,85,6.85,Agro/Food
Kallam Agro Products & Oils Pvt. Ltd.,ICRA,Term Loan,B+,16-04-2026,LOW,LOW,MEDIUM,70,6.5,Agro/Food
Kalra Overseas & Precision Engg. Ltd.,ICRA,Non-Fund-Based,D,10-04-2026,LOW,LOW,MEDIUM,76,0.3,Other
Kalra Overseas & Precision Engg. Ltd.,ICRA,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,14.22,Other
Kamal Cotspin Pvt. Ltd.,CARE,Non-Fund-Based,A 4,29-04-2026,LOW,LOW,MEDIUM,57,1.1,Other
Kamal Cotspin Pvt. Ltd.,CARE,Fund-Based,BB-,29-04-2026,LOW,LOW,MEDIUM,57,3.95,Other
Kamtanath Food Product Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,8.0,Agro/Food
Kanaiya Exports Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,9.62,Logistics
Kandarp Constructions (India) Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,16.0,Construction
Kapston Services Ltd.,ACUITE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,5.0,Other
Karvy Digikonnect Ltd.,CRISIL,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.0,Other
Kashi Kanchan Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,19.0,Other
Kaveri Ginning Industries Pvt. Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,2.0,Other
Kavya Build-Con Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,35.0,Construction
Kelvin Jute Ltd.,IND-RA,Non-Fund-Based,A 3+,14-04-2026,LOW,LOW,MEDIUM,72,10.0,Textiles
Kelvin Jute Ltd.,IND-RA,Term Loan,BBB,14-04-2026,LOW,LOW,MEDIUM,72,7.73,Textiles
Kerala State Electronics Devp. Corpn. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.0,Other
Kesar Alloy & Metal Pvt. Ltd.,CRISIL,Fund-Based,B,23-04-2026,LOW,LOW,MEDIUM,63,7.2,Steel & Metals
Kesar Alloy & Metal Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,0.75,Steel & Metals
Keshav Industries Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,1.9,Other
Keya Foods Intl. Pvt. Ltd.,CARE,Bank Guarantee,BB-,13-04-2026,LOW,LOW,MEDIUM,73,0.04,Agro/Food
Keya Foods Intl. Pvt. Ltd.,CARE,Term Loan,BB-,13-04-2026,LOW,LOW,MEDIUM,73,1.97,Agro/Food
Keya Foods Intl. Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,13-04-2026,LOW,LOW,MEDIUM,73,10.0,Agro/Food
Khandwa Industries Pvt. Ltd.,CARE,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,0.5,Other
Khandwa Industries Pvt. Ltd.,CARE,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,0.65,Other
Khokhar Infrastructure Pvt. Ltd.,IND-RA,Non-Fund-Based,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,30.0,Construction
Khush Housing Finance Pvt. Ltd.,ACUITE,Term Loan,BB,21-04-2026,LOW,LOW,MEDIUM,65,57.6,Construction
Khush Housing Finance Pvt. Ltd.,ACUITE,Term Loan,BB,21-04-2026,LOW,LOW,MEDIUM,65,51.46,Construction
Khushbu Dye-Chem Pvt. Ltd.,CRISIL,Letter of Credit,BB+,08-04-2026,LOW,LOW,MEDIUM,78,7.0,Chemicals/Pharma
Khushi Cotspin Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,1.3,Other
Kiara Jewellery Pvt. Ltd.,ICRA,NCD/Bond,B/A4,22-04-2026,LOW,LOW,MEDIUM,64,14.0,Jewellery/Gems
Kimiya Engineers Pvt. Ltd.,CRISIL,Bank Guarantee,D,23-04-2026,LOW,LOW,MEDIUM,63,25.0,Manufacturing
Kims Super Speciality Hospital Pvt. Ltd.,CARE,Term Loan,B-,09-04-2026,LOW,LOW,MEDIUM,77,18.86,Healthcare
Kineta Global Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,38.0,Other
Kiranshree Hotels Pvt. Ltd.,BRICKWORK,Term Loan,C,06-04-2026,LOW,LOW,MEDIUM,80,23.0,Hotels/Tourism
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,15-04-2026,LOW,LOW,MEDIUM,71,15.35,Other
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Fund-Based,BBB-,15-04-2026,LOW,LOW,MEDIUM,71,0.88,Other
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Term Loan,BBB-,15-04-2026,LOW,LOW,MEDIUM,71,65.28,Other
Kirti Stampings Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,2.0,Other
Kirti Stampings Pvt. Ltd.,BRICKWORK,Term Loan,C,10-04-2026,LOW,LOW,MEDIUM,76,5.23,Other
Kisan Oleochem & Derivatives Pvt. Ltd.,BRICKWORK,Fund-Based,B+,09-04-2026,LOW,LOW,MEDIUM,77,6.0,Chemicals/Pharma
Kisan Oleochem & Derivatives Pvt. Ltd.,BRICKWORK,Term Loan,B+,09-04-2026,LOW,LOW,MEDIUM,77,5.22,Chemicals/Pharma
Kish Exports Pvt. Ltd.,ICRA,Non-Fund-Based,D,09-04-2026,LOW,LOW,MEDIUM,77,1.0,Logistics
Kisha Telelinks Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,27-04-2026,LOW,LOW,MEDIUM,59,2.5,Paper/Packaging
Kissan Riceland Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,2.0,Agro/Food
Kissan Riceland Pvt. Ltd.,CRISIL,Non-Fund-Based,D,24-04-2026,LOW,LOW,MEDIUM,62,1.77,Agro/Food
Kissan Riceland Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,1.23,Agro/Food
Klassik Lamitex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,27.76,Other
Kniss Laboratories Pvt. Ltd.,CARE,NCD/Bond,D,15-04-2026,LOW,LOW,MEDIUM,71,3.5,Healthcare
Kniss Laboratories Pvt. Ltd.,CARE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,1.5,Healthcare
Kochar Sung Up Acrylic Ltd.,CRISIL,Letter of Credit,A 4,20-04-2026,LOW,LOW,MEDIUM,66,3.0,Other
Kochar Sung Up Acrylic Ltd.,CRISIL,Term Loan,B,20-04-2026,LOW,LOW,MEDIUM,66,18.0,Other
Kohinoor Feeds & Fats Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,50.0,Other
Konark Structural Engineers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,60.0,Manufacturing
Krisha Distribution Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,01-04-2026,LOW,MEDIUM,MEDIUM,85,4.5,Trading/Exports
Krisha Distribution Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,7.0,Trading/Exports
Krishna Lamicoat Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-04-2026,LOW,LOW,MEDIUM,63,2.0,Other
Krishna Lamicoat Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,3.38,Other
Krishna Valley Power Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,14.68,Energy
Krishnaveni Carbon Products Pvt. Ltd.,CRISIL,Fund-Based,B,23-04-2026,LOW,LOW,MEDIUM,63,1.75,Other
Krishnaveni Carbon Products Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,23.25,Other
Kropex Auto Pvt. Ltd.,CRISIL,Fund-Based,A 4,09-04-2026,LOW,LOW,MEDIUM,77,27.5,Automobiles
Kropex Auto Pvt. Ltd.,CRISIL,Fund-Based,A 4,09-04-2026,LOW,LOW,MEDIUM,77,29.0,Automobiles
Kropex Auto Pvt. Ltd.,CRISIL,Fund-Based,A 4,09-04-2026,LOW,LOW,MEDIUM,77,16.0,Automobiles
Kropex Auto Pvt. Ltd.,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,7.5,Automobiles
Krupalu Rice Inds. Pvt. Ltd.,CARE,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,0.7,Agro/Food
