Company Name,Agency,Instrument Type,Rating,Rating Date,Escalates To,Escalation Date,Call Week,Tier_Rank,Tier_Label,Agency_Count,Amount Cr,Amt_num,Sector,SEBI_Action,Pre_License_Pitch
B R Guar Gum Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Oct-2025,ULTRA HOT,2026-10-23,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,1.0,1.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 23-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Associated Works Infra Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Oct-2025,ULTRA HOT,2026-10-23,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,0.5,0.5,Construction,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 23-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Akash Steel Crafts Pvt. Ltd.,BRICKWORK,NCD/Bond,A 4,24-Oct-2025,ULTRA HOT,2026-10-24,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,5.0,5.0,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 24-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Nandan Saha Steel Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,29-Oct-2025,ULTRA HOT,2026-10-29,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,16.2,16.2,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 29-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Kay Jay Forgings Ltd.,ICRA,NCD/Bond,B+/A4,29-Oct-2025,ULTRA HOT,2026-10-29,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,12.39,12.39,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 29-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Vinayak International Housewares Pvt. Ltd.,CARE,NCD/Bond,A 4,29-Oct-2025,ULTRA HOT,2026-10-29,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,10.5,10.5,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 29-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Som Shiva (Impex) Ltd.,BRICKWORK,NCD/Bond,C/A4,29-Oct-2025,ULTRA HOT,2026-10-29,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,4.5,4.5,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by BRICKWORK (INC since 29-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Svasca Industries (India) Ltd.,CARE,NCD/Bond,B-/A4,30-Oct-2025,ULTRA HOT,2026-10-30,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,20.0,20.0,Manufacturing,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 30-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Sohn Steel Pvt. Ltd.,CARE,NCD/Bond,B-/A4,30-Oct-2025,ULTRA HOT,2026-10-30,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,7.0,7.0,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 30-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Spg Infraprojects Ltd.,CARE,NCD/Bond,BB+/A4+,31-Oct-2025,ULTRA HOT,2026-10-31,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,24.0,24.0,Construction,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 31-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Vinayak Ultraflex Pvt. Ltd.,CARE,NCD/Bond,B-/A4,31-Oct-2025,ULTRA HOT,2026-10-31,Oct Wk4 (Oct 22-31),4,TIER 4 — ULTRA HOT,1,0.15,0.15,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 31-Oct-2025) needs renewal. We fast-track the process — speak to our analyst today.
Western Coffee Curers & Exports Pvt. Ltd.,CARE,NCD/Bond,B+/A4,04-Nov-2025,ULTRA HOT,2026-11-04,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,16.0,16.0,Agro/Food,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 04-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Fabworth Promoters Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,04-Nov-2025,ULTRA HOT,2026-11-04,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,5.0,5.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 04-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Eldyne Electro-Systems Pvt. Ltd.,CARE,NCD/Bond,BB/A4,05-Nov-2025,ULTRA HOT,2026-11-05,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,41.32,41.32,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 05-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Madhu Industries Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,ULTRA HOT,2026-11-06,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,19.0,19.0,Manufacturing,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
General Optics (Asia) Ltd.,CARE,NCD/Bond,BB/A4,06-Nov-2025,ULTRA HOT,2026-11-06,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,10.0,10.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Disruptive Health Solutions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,ULTRA HOT,2026-11-06,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,5.0,5.0,Healthcare,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Madhu Industries Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,ULTRA HOT,2026-11-06,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,0.5,0.5,Manufacturing,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Sempertrans India Pvt. Ltd.,CARE,NCD/Bond,B/A4,07-Nov-2025,ULTRA HOT,2026-11-07,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,19.0,19.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 07-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Magadh Precision Equipment Ltd.,CARE,NCD/Bond,B/A4,07-Nov-2025,ULTRA HOT,2026-11-07,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,15.0,15.0,Manufacturing,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 07-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Anabond Ltd.,CARE,NCD/Bond,BB/A4,07-Nov-2025,ULTRA HOT,2026-11-07,Nov Wk1 (Nov 1-7),4,TIER 4 — ULTRA HOT,1,5.0,5.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 07-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Siflon Pharma Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,10-Nov-2025,ULTRA HOT,2026-11-10,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,45.0,45.0,Chemicals/Pharma,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 10-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Siflon Pharma Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,10-Nov-2025,ULTRA HOT,2026-11-10,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,18.98,18.98,Chemicals/Pharma,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 10-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
A-I Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,10-Nov-2025,ULTRA HOT,2026-11-10,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,18.0,18.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 10-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Kumar Spintex Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,11-Nov-2025,ULTRA HOT,2026-11-11,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,43.27,43.27,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 11-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
V K S-Gormi Udotgarh Corridor Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Nov-2025,ULTRA HOT,2026-11-11,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,1.76,1.76,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 11-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Quippo Oil & Gas Infrastructure Ltd.,CARE,NCD/Bond,C/A4,13-Nov-2025,ULTRA HOT,2026-11-13,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,,,Construction,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 13-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Adya Dairy Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,14-Nov-2025,ULTRA HOT,2026-11-14,Nov Wk2 (Nov 8-14),4,TIER 4 — ULTRA HOT,1,12.0,12.0,Agro/Food,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 14-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Pioneer Tea & Exports Ltd.,ICRA,NCD/Bond,B+,17-Nov-2025,ULTRA HOT,2026-11-17,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,2.1,2.1,Agro/Food,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 17-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
S & I B Services Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Nov-2025,ULTRA HOT,2026-11-19,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,38.0,38.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
S & I B Services Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Nov-2025,ULTRA HOT,2026-11-19,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,7.83,7.83,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Friends Timber Pvt. Ltd.,CARE,NCD/Bond,B-/A4,19-Nov-2025,ULTRA HOT,2026-11-19,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,6.0,6.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 19-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
S & I B Services Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Nov-2025,ULTRA HOT,2026-11-19,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,5.0,5.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Ramsons Castings Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Nov-2025,ULTRA HOT,2026-11-19,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,1.25,1.25,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Durga Polysters Pvt. Ltd. [Merged],ICRA,NCD/Bond,B+/A4,19-Nov-2025,ULTRA HOT,2026-11-19,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,0.03,0.03,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 19-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Accurate Gauging & Instruments Pvt. Ltd.,CARE,NCD/Bond,B/A4,21-Nov-2025,ULTRA HOT,2026-11-21,Nov Wk3 (Nov 15-21),4,TIER 4 — ULTRA HOT,1,4.0,4.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 21-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Safety Controls & Devices Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,42.0,42.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Harihar Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,41.31,41.31,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Prashu Minerals & Services Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,40.0,40.0,Mining/Minerals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Siddapur Distilleries Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,40.0,40.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
R S G Exports Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,35.0,35.0,Logistics,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Speedy Multimodes Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,34.5,34.5,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
C M C Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,27.73,27.73,Construction,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Patdiam Jewellery Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,21.0,21.0,Jewellery/Gems,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Jasmine Towels Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,18.25,18.25,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Premier Seafoods Exim Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,18.0,18.0,Agro/Food,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Mercury Industries Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,16.43,16.43,Manufacturing,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Fiza Developers & Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,15.0,15.0,Construction,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Bemco Sleepers Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,13.1,13.1,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Metal Care Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,10.0,10.0,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Mani More Synthetics Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,8.11,8.11,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Standard Cartons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,6.34,6.34,Paper/Packaging,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Sangat Printers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,6.1,6.1,Paper/Packaging,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Dev'S Chem Tec Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,6.0,6.0,Chemicals/Pharma,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Rushabh Flour Mills Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,6.0,6.0,Agro/Food,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
S K M Infraventure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,6.0,6.0,Construction,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Precise Automation & Control Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,5.89,5.89,Automobiles,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Aikya Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,5.5,5.5,Chemicals/Pharma,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Digilogic Systems Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,4.8,4.8,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Ailsinghani Transport Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,4.0,4.0,Logistics,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Dhaulagiree Polyolefins Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,ULTRA HOT,2026-11-24,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,3.4,3.4,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 24-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Aarti Distilleries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,25-Nov-2025,ULTRA HOT,2026-11-25,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,9.47,9.47,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 25-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Wintop Vitrified Pvt. Ltd.,ICRA,NCD/Bond,B/A4,25-Nov-2025,ULTRA HOT,2026-11-25,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,7.63,7.63,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 25-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
