Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week,ACER_Pitch_Infomerics
Harman Finochem Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),09-Oct-2025,MEDIUM,ULTRA HOT,2026-10-09,October 2026,259,50.0,Chemicals/Pharma,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Hartek Power Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Withdrawn),13-Jan-2026,LOW,HOT,2026-10-10,October 2026,163,10.0,Energy,Infomerics,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Hartek Power Private Limited,Infomerics,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Withdrawn),13-Jan-2026,LOW,HOT,2026-10-10,October 2026,163,61.0,Energy,Infomerics,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KCP Infra Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,20.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KCP Infra Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,49.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KCP Infra Limited,Infomerics,Long Term Facilities/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,101.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
KCP Infra Limited,Infomerics,Fixed Deposit,IVR BB+ (INC)(Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,50.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Kamla Enterprises,Infomerics,Proposed Long Term Fund Based Facility,IVR C (INC)(Downgraded),13-Oct-2025,MEDIUM,ULTRA HOT,2026-10-13,October 2026,255,7.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Kamla Enterprises,Infomerics,Proposed Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),13-Oct-2025,MEDIUM,ULTRA HOT,2026-10-13,October 2026,255,2.5,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Kamla Enterprises,Infomerics,Short Term Fund Based Facility,IVR A4 (INC)(Reaffirmed),13-Oct-2025,MEDIUM,ULTRA HOT,2026-10-13,October 2026,255,4.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Kings Infra Ventures Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Reaffirmed),10-Oct-2025,MEDIUM,ULTRA HOT,2026-10-10,October 2026,258,10.4,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Kings Infra Ventures Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),10-Oct-2025,MEDIUM,ULTRA HOT,2026-10-10,October 2026,258,3.0,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Kings Infra Ventures Limited,Infomerics,Non-Convertible Debentures,IVR B+ (INC)(Reaffirmed),10-Oct-2025,MEDIUM,ULTRA HOT,2026-10-10,October 2026,258,3.71,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,81.8,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,73.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,81.8,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,73.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
OSRM Tech Pack Private Limited,Infomerics,Long Term Facilities,IVR BB (INC)(Downgraded),14-Oct-2025,MEDIUM,ULTRA HOT,2026-10-14,October 2026,254,87.43,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
OSRM Tech Pack Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC)(Downgraded),14-Oct-2025,MEDIUM,ULTRA HOT,2026-10-14,October 2026,254,2.77,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Orange Auto Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Reaffirmed),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,6.97,Automobiles,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Orange Auto Private Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Reaffirmed),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,73.03,Automobiles,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Power Engineering (India) Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,12.72,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Power Engineering (India) Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,25.45,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Preca Solutions India Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),14-Jan-2026,LOW,HOT,2026-10-11,October 2026,162,39.21,Other,Infomerics,INC rating hits HOT threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Preca Solutions India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),14-Jan-2026,LOW,HOT,2026-10-11,October 2026,162,30.79,Other,Infomerics,INC rating hits HOT threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Premier Cables & Conductors Private Limited,Infomerics,Long Term Bank Facility,IVR B- (INC) (Downgraded),15-Jan-2026,LOW,HOT,2026-10-12,October 2026,161,7.0,Infrastructure,Infomerics,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),15-Jan-2026,LOW,HOT,2026-10-12,October 2026,161,18.0,Infrastructure,Infomerics,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Premier Cables & Conductors Private Limited,Infomerics,Long Term Bank Facility,IVR B- (INC) (Downgraded),15-Jan-2026,LOW,HOT,2026-10-12,October 2026,161,7.0,Infrastructure,Infomerics,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),15-Jan-2026,LOW,HOT,2026-10-12,October 2026,161,18.0,Infrastructure,Infomerics,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sree Durga Fibre Products Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC) (Downgraded),12-Jan-2026,LOW,HOT,2026-10-09,October 2026,164,29.17,Textiles,Infomerics,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sree Durga Fibre Products Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),12-Jan-2026,LOW,HOT,2026-10-09,October 2026,164,6.5,Textiles,Infomerics,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sree Durga Fibre Products Private Limited,Infomerics,Long Term/Short Term (Proposed),IVR BB+/IVR A4+; (INC); (Downgraded),12-Jan-2026,LOW,HOT,2026-10-09,October 2026,164,1.32,Textiles,Infomerics,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sree Durga Fibre Products Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC) (Downgraded),12-Jan-2026,LOW,HOT,2026-10-09,October 2026,164,29.17,Textiles,Infomerics,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sree Durga Fibre Products Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),12-Jan-2026,LOW,HOT,2026-10-09,October 2026,164,6.5,Textiles,Infomerics,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sree Durga Fibre Products Private Limited,Infomerics,Long Term/Short Term (Proposed),IVR BB+/IVR A4+; (INC); (Downgraded),12-Jan-2026,LOW,HOT,2026-10-09,October 2026,164,1.32,Textiles,Infomerics,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,7.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Therelek Engineers Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,51.0,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Tirupati Conductors Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),15-Jan-2026,LOW,HOT,2026-10-12,October 2026,161,18.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Tirupati Conductors Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),15-Jan-2026,LOW,HOT,2026-10-12,October 2026,161,12.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Vahini Irrigation Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC) (Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,55.24,Other,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Vahini Irrigation Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,53.4,Other,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Vahini Irrigation Private Limited,Infomerics,Long Term/Short Term Bank Facilities,IVR BB+/ IVR A4+; (INC); (Downgraded),16-Jan-2026,LOW,HOT,2026-10-13,October 2026,160,27.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Value Ingredients Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),13-Oct-2025,MEDIUM,ULTRA HOT,2026-10-13,October 2026,255,0.92,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Value Ingredients Private Limited,Infomerics,Long Term /Short Term Bank Facilities,IVR B+/IVR A4; (INC)(Downgraded/Reaffirmed),13-Oct-2025,MEDIUM,ULTRA HOT,2026-10-13,October 2026,255,23.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk2 (Oct 8-14),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Aisshpra Life Spaces,Infomerics,Long Term Bank Facilities - Proposed,IVR B+ (INC)(Downgraded),15-Oct-2025,MEDIUM,ULTRA HOT,2026-10-15,October 2026,253,86.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-15 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Alankar Alloys Private Limited,Infomerics,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,64.9,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Alankar Alloys Private Limited,Infomerics,Short Term Bank Facilities (Proposed),IVR A4+ (INC)(Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,1.1,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Algon Agro Foods,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),16-Oct-2025,MEDIUM,ULTRA HOT,2026-10-16,October 2026,252,34.35,Agro/Food,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Amar Partap Steel Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,63.7,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Anil Trading India Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,30.0,Trading/Exports,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Anil Trading India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,20.0,Trading/Exports,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
B.E. Contracts Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,15.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
B.E. Contracts Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),22-Jan-2026,LOW,HOT,2026-10-19,October 2026,154,11.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Bhakti Extractions Private Limited,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),16-Oct-2025,MEDIUM,ULTRA HOT,2026-10-16,October 2026,252,59.85,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Blue Wheel National Health Care and Educational Trust,Infomerics,Long Term Bank Facility,IVR BB+ (INC and Withdrawn),21-Jan-2026,LOW,HOT,2026-10-18,October 2026,155,67.0,Healthcare,Infomerics,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
