Company Name,Agency,Sector,Pipeline_Window,Instruments,Rev_Avg_Lakhs,Rev_High_Lakhs,Amt_Cr,NCD,Call_Window,Current_Urgency
Vidya Polymer Pvt. Ltd.,ICRA,Chemicals & Pharma,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,5.0,0,Nov Wk3 (Nov 15-21),LOW
Durairaj Mills Ltd.,ACUITE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,46.44,0,HOT by Jan 2027,LOW (<90 days)
Veejay Syntex Pvt. Ltd.,CRISIL,Other,Q1 2027,Fund-Based Facilities | Letter of Credit,8.0,11.0,7.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Reliance Chemotex Inds. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Letter of Credit | Term Loan,8.0,11.0,55.3,0,Nov Wk4 (Nov 22-30),MEDIUM
Ridings Consulting Engineers India Ltd.,ACUITE,Other,Q1 2027,Bank Guarantee,8.0,10.0,1.45,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Steel & Metals,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,16.0,0,HOT by Jan 2027,LOW (<90 days)
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Steel & Metals,October 2026,Term Loan | Letter of Credit,8.0,11.0,16.0,0,Oct Wk4 (Oct 22-31),LOW
Med Freshe Pvt. Ltd.,CARE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,83.0,0,HOT by Jan 2027,LOW (<90 days)
Shri Vasudeva Weaving Mills Pvt. Ltd.,ACUITE,Agro & Food,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,22.5,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Shripaper Product (Indore) Pvt. Ltd.,BRICKWORK,Paper/Packaging,October 2026,Term Loan | Letter of Credit,8.0,11.0,1.53,0,Oct Wk2 (Oct 8-14),LOW
Roger Industries Ltd.,BRICKWORK,Manufacturing,October 2026,Fund-Based Facilities | Letter of Credit,8.0,11.0,7.31,0,Nov Wk2 (Nov 8-14),MEDIUM
Inderjit Marwaha Autos Pvt. Ltd.,CARE,Automobiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,13.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Indian Furniture Products Ltd.,ICRA,Manufacturing,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,47.14,0,Nov Wk2 (Nov 8-14),MEDIUM
Rudra Ecovation Ltd.,CARE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,12.0,0,HOT by Jan 2027,LOW (<90 days)
Dureza Granito Pvt. Ltd.,ICRA,Other,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,28.5,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Godavari Plasto Containers Pvt. Ltd.,CARE,Other,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,5.12,0,Sep–Oct 2026 — Call 3 months ahead,HOT
E S H Ispat Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,5.25,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Vaighai Agro Products Ltd.,ICRA,Agro & Food,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,24.32,0,Oct Wk4 (Oct 22-31),MEDIUM
Ananda Dairy Intl. Ltd.,BRICKWORK,Agro & Food,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,192.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Singla Timbers Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,32.5,0,Nov Wk4 (Nov 22-30),LOW
D K Infrastructure Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,8.0,10.0,66.0,0,Nov Wk2 (Nov 8-14),MEDIUM
D J S Printers Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,7.58,0,Dec 2026 – Jan 2027,LOW/MEDIUM
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Construction,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,72.86,0,HOT by Feb 2027,LOW (<90 days)
J K Infra-Utilities Pvt. Ltd.,ACUITE,Construction,Q1 2027,Bank Guarantee,8.0,10.0,18.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
J P M Industries Ltd.,BRICKWORK,Manufacturing,October 2026,Letter of Credit | Term Loan,8.0,11.0,23.0,0,Oct Wk3 (Oct 15-21),MEDIUM
J P Clothings Pvt. Ltd.,BRICKWORK,Textiles,October 2026,Letter of Credit | Term Loan,8.0,11.0,3.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Integrated Thermoplastics Ltd.,CARE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,13.5,0,HOT by Jan 2027,LOW (<90 days)
Delton Cables Ltd.,BRICKWORK,Infrastructure,October 2026,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,89.2,0,Nov Wk3 (Nov 15-21),MEDIUM
Alpha Carbonless Paper Mfg. Co. Pvt. Ltd.,CRISIL,Paper/Packaging,Q1 2027,Fund-Based Facilities | Letter of Credit,8.0,11.0,12.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Ambica Jute Mills Ltd.,IND-RA,Textiles,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,279.61,0,Oct Wk2 (Oct 8-14),LOW
Devsun Solar Pvt. Ltd.,CRISIL,Energy,October 2026,Term Loan | Letter of Credit,8.0,11.0,20.5,0,Oct Wk4 (Oct 22-31),LOW
Dhandapani Spinning Mills Ltd.,CRISIL,Agro & Food,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,12.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Danalakshmi Paper Mills Pvt. Ltd.,ACUITE,Agro & Food,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,24.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Datacipher Ltd.,ICRA,IT/Technology,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,38.05,0,HOT by Jan 2027,LOW (<90 days)
Deejay Plastics Pvt. Ltd.,ACUITE,Chemicals & Pharma,October 2026,Bank Guarantee,8.0,10.0,7.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Signet Garments Pvt. Ltd.,ACUITE,Textiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,0.5,0,Oct Wk4 (Oct 22-31),LOW
J C Graphics Pvt. Ltd.,BRICKWORK,Other,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,38.25,0,Nov Wk4 (Nov 22-30),MEDIUM
J B S Enterprises Ltd.,CRISIL,Other,October 2026,Bank Guarantee,8.0,10.0,59.0,0,Nov Wk2 (Nov 8-14),MEDIUM
J N S Instruments Ltd.,BRICKWORK,Other,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,20.68,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Crescon Projects & Services Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,8.0,10.0,41.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Chopra Lam Products Pvt. Ltd.,ACUITE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,5.62,0,HOT by Jan 2027,LOW (<90 days)
Chopra Lam Products Pvt. Ltd.,ACUITE,Manufacturing,October 2026,Letter of Credit | Term Loan,8.0,11.0,5.62,0,Oct Wk2 (Oct 8-14),LOW
Christ Nishotech Water Systems Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,17.0,0,Nov Wk3 (Nov 15-21),LOW
Claystone Granito Pvt. Ltd.,ICRA,Construction,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,37.4,0,Nov Wk2 (Nov 8-14),LOW
Sovereign Agro Tech Refinery Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Letter of Credit | Term Loan,8.0,11.0,28.0,0,Nov Wk4 (Nov 22-30),LOW
Ambica Jute Mills Ltd.,IND-RA,Other,Q2 2027,Other/Unknown | Term Loan,8.0,12.0,279.61,0,HOT by Jan 2027,LOW (<90 days)
Devi Iron & Power Pvt. Ltd.,ICRA,Steel & Metals,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,32.5,0,HOT by Jan 2027,LOW (<90 days)
Devi Iron & Power Pvt. Ltd.,ICRA,Steel & Metals,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,32.5,0,Oct Wk3 (Oct 15-21),LOW
Iron Triangle Ltd.,ICRA,Steel & Metals,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,584.79,0,Nov Wk1 (Nov 1-7),LOW
Dugar Polymers Ltd.,ICRA,Chemicals & Pharma,Q1 2027,Non-Fund-Based | Term Loan,8.0,11.0,8.09,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Med Freshe Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,83.0,0,Oct Wk3 (Oct 15-21),LOW
Meenakshi Polymers Pvt. Ltd.,CRISIL,Chemicals & Pharma,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,40.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Norex Flavours Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,2.7,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Nouvelle Credits Pvt. Ltd.,BRICKWORK,BFSI,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,21.0,0,Nov Wk3 (Nov 15-21),LOW
Nova Textiles Pvt. Ltd.,BRICKWORK,Textiles,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,13.34,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Masta Bearing Housing Pvt. Ltd.,CRISIL,Construction,October 2026,Term Loan | Letter of Credit,8.0,11.0,3.64,0,Oct Wk3 (Oct 15-21),MEDIUM
OP Gupta Contractor Private Limited,Infomerics,Construction,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,35.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Indicon Construction Pvt. Ltd.,IND-RA,Construction,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,44.15,0,Oct Wk1 (Oct 1-7),LOW
Indiana Hospital & Heart Institute Ltd.,ICRA,Healthcare,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,24.0,0,HOT by Jan 2027,LOW (<90 days)
Orbit Coatings Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan | Letter of Credit,8.0,11.0,5.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Instinct Infra & Power Ltd.,CRISIL,Steel & Metals,October 2026,Bank Guarantee,8.0,10.0,20.0,0,Oct Wk1 (Oct 1-7),LOW
Dinesh Brothers Pvt. Ltd.,CRISIL,Other,Q2 2027,Fund-Based Facilities | Letter of Credit,8.0,11.0,8.2,0,HOT by Jan 2027,LOW (<90 days)
Dinesh Brothers Pvt. Ltd.,CRISIL,Other,October 2026,Fund-Based Facilities | Letter of Credit,8.0,11.0,8.2,0,Oct Wk4 (Oct 22-31),LOW
Divya Spinning Mill Pvt. Ltd.,CARE,Agro & Food,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,17.96,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Divya Spinning Mill Pvt. Ltd.,BRICKWORK,Textiles,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,7.8,0,Nov Wk4 (Nov 22-30),MEDIUM
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Construction,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,72.86,0,Oct Wk4 (Oct 22-31),LOW
Dairy India Pvt. Ltd.,BRICKWORK,Agro & Food,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,58.25,0,Nov Wk3 (Nov 15-21),MEDIUM
Rana Milk Foods Private Limited,Infomerics,Agro & Food,Q1 2027,LT Bank Facilities | Other/Unknown,8.0,12.0,25.080000000000002,0,Sep–Oct 2026 — Call 3 months ahead,HOT
J Pan Tubular Components Pvt. Ltd.,ICRA,Manufacturing,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,22.8,0,Nov Wk3 (Nov 15-21),MEDIUM
J S S Steelitalia Ltd. [Merged],CRISIL,Steel & Metals,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,15.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
J S Auto Cast Foundry India Pvt. Ltd.,ACUITE,Automobiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,17.35,0,Oct Wk4 (Oct 22-31),LOW
Sidharth Papers Pvt. Ltd.,CRISIL,Paper/Packaging,October 2026,Term Loan | Letter of Credit,8.0,11.0,78.6,0,Oct Wk4 (Oct 22-31),LOW
Cyamopsis Biotech (India) Pvt. Ltd.,CRISIL,IT/Technology,Q1 2027,Term Loan | Non-Fund-Based,8.0,11.0,4.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Omega Printopack Pvt. Ltd.,ACUITE,Paper/Packaging,October 2026,Term Loan | Letter of Credit,8.0,11.0,5.390000000000001,0,Oct Wk1 (Oct 1-7),LOW
Indiana Hospital & Heart Institute Ltd.,ICRA,Healthcare,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,24.0,0,Oct Wk4 (Oct 22-31),LOW
Mohit Ispat Pvt. Ltd.,ICRA,Other,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,52.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Mukesh Trends Life Style Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,28.0,0,Nov Wk4 (Nov 22-30),LOW
BKB Transport Private Limited,Infomerics,Logistics,October 2026,Other/Unknown | LT Bank Facilities,8.0,12.0,69.7,0,Oct Wk1 (Oct 1-7),LOW
Great Value Fuels Pvt. Ltd.,ICRA,Energy/Power,Q2 2027,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,123.1,0,HOT by Jan 2027,LOW (<90 days)
Flora Marmo Inds. Pvt. Ltd.,CARE,Other,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,19.24,0,Oct Wk3 (Oct 15-21),LOW
Four Star International Ltd.,CARE,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,13.18,0,Oct Wk1 (Oct 1-7),LOW
Sakthi Accumulators Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,14.99,0,Oct Wk4 (Oct 22-31),LOW
Shiv Gorakh Timber Pvt. Ltd.,ACUITE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,11.0,0,HOT by Jan 2027,LOW (<90 days)
Faizan Shoes Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,8.0,0,Nov Wk4 (Nov 22-30),LOW
Fenasia Ltd.,ACUITE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,3.5,0,HOT by Jan 2027,LOW (<90 days)
Mirha Exports Pvt. Ltd.,ICRA,Logistics,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,129.0,0,Oct Wk3 (Oct 15-21),LOW
Neelkamal Steels Pvt. Ltd.,ICRA,Steel & Metals,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,15.0,0,Oct Wk3 (Oct 15-21),LOW
Salora International Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,8.0,10.0,8.0,0,Nov Wk2 (Nov 8-14),LOW
Met-Rolla Iron & Strips Co. Ltd.,CRISIL,Steel & Metals,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,6.5,0,Nov Wk4 (Nov 22-30),LOW
Goodwill Advance Construction Company Private Limited,Infomerics,Construction,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,66.61,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Goodluck Carbon Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,76.74,0,HOT by Jan 2027,LOW (<90 days)
Good Greens India Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,1.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Govind Steel Co. Ltd.,CRISIL,Steel & Metals,Q2 2027,Fund-Based Facilities | Letter of Credit,8.0,11.0,10.0,0,HOT by Jan 2027,LOW (<90 days)
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,Chemicals & Pharma,October 2026,Letter of Credit | Term Loan,8.0,11.0,4.5,0,Oct Wk3 (Oct 15-21),LOW
Adie Broswon Breweries Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,79.14,0,HOT by Jan 2027,LOW (<90 days)
Adie Broswon Breweries Pvt. Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,79.14,0,Oct Wk1 (Oct 1-7),LOW
Vsoft Technologies Pvt. Ltd.,ACUITE,IT/Technology,October 2026,Bank Guarantee,8.0,10.0,22.1,0,Oct Wk2 (Oct 8-14),LOW
Vrijesh Natural Fibre & Fabrics (India) Pvt. Ltd.,ACUITE,Textiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,12.32,0,Nov Wk1 (Nov 1-7),LOW
Voltech Manufacturing Co. Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Non-Fund-Based | Fund-Based Facilities,8.0,11.0,96.97999999999999,0,Nov Wk4 (Nov 22-30),LOW
Naveen Filters Pvt. Ltd.,CRISIL,Other,Q1 2027,Non-Fund-Based | Term Loan,8.0,11.0,2.81,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Nav Shikha Polypack Inds. Pvt. Ltd.,ICRA,Other,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,7.43,0,Oct Wk2 (Oct 8-14),MEDIUM
N.E. Agency,Infomerics,Other,October 2026,Other/Unknown | LT Bank Facilities,8.0,12.0,26.0,0,Oct Wk4 (Oct 22-31),LOW
Samaro Global Inds. Pvt. Ltd.,IND-RA,Other,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,36.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Global Infonet Distribution Pvt. Ltd.,CRISIL,Energy,Q1 2027,Letter of Credit | Fund-Based Facilities,8.0,11.0,135.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Sanskriti Packaging Pvt. Ltd.,CRISIL,Paper/Packaging,October 2026,Letter of Credit | Term Loan,8.0,11.0,5.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Ganapati Fishing Lines Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Letter of Credit | Term Loan,8.0,11.0,13.99,0,Oct Wk3 (Oct 15-21),LOW
Great Value Fuels Pvt. Ltd.,ICRA,Energy,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,123.1,0,Oct Wk3 (Oct 15-21),LOW
Glorious Mediscience (India) Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,8.32,0,Nov Wk4 (Nov 22-30),LOW
Globe Precision Inds. Pvt. Ltd.,ACUITE,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,15.0,0,HOT by Jan 2027,LOW (<90 days)
Globe Precision Inds. Pvt. Ltd.,ACUITE,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,15.0,0,Oct Wk3 (Oct 15-21),LOW
Sewa Singh Oberoi and Company,Infomerics,Other,Q1 2027,Other/Unknown | LT Bank Facilities,8.0,12.0,23.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Sew Infrastructure Ltd.,BRICKWORK,Construction,Q2 2027,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,3400.0,0,HOT by Jan 2027,LOW (<90 days)
Sangita Sales Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Fund-Based Facilities | Letter of Credit,8.0,11.0,12.8,0,HOT by Jan 2027,LOW (<90 days)
Sangita Sales Pvt. Ltd.,BRICKWORK,Other,October 2026,Fund-Based Facilities | Letter of Credit,8.0,11.0,12.8,0,Oct Wk1 (Oct 1-7),LOW
Genesis Packaging Pvt. Ltd.,CARE,Paper/Packaging,October 2026,Term Loan | Letter of Credit,8.0,11.0,8.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Genesis Institute Of Medical Science Pvt. Ltd.,BRICKWORK,Healthcare,October 2026,Term Loan | Letter of Credit,8.0,11.0,72.92,0,Oct Wk3 (Oct 15-21),MEDIUM
Aastrid Life Sciences Pvt. Ltd.,CARE,Healthcare,October 2026,Term Loan | Letter of Credit,8.0,11.0,7.9,0,Oct Wk2 (Oct 8-14),LOW
Gimatex Industries Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Fund-Based Facilities | Non-Fund-Based,8.0,11.0,700.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Mudrakshi Hytech India Pvt. Ltd.,ICRA,IT/Technology,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,22.75,0,HOT by Jan 2027,LOW (<90 days)
Mudrakshi Hytech India Pvt. Ltd.,ICRA,IT/Technology,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,22.75,0,Oct Wk3 (Oct 15-21),LOW
Vishwa Glass & Ceramics Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,4.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Vishva Vishal Refractory Ltd.,ICRA,Other,Q1 2027,Non-Fund-Based | Term Loan,8.0,11.0,6.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Active Clothing Company Limited,Infomerics,Textiles,October 2026,Other/Unknown | LT Bank Facilities,8.0,12.0,101.74,0,Nov Wk2 (Nov 8-14),MEDIUM
G S D Constructions Indore Pvt. Ltd.,ACUITE,Construction,October 2026,Bank Guarantee,8.0,10.0,4.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Gajanan Oil Pvt. Ltd.,CRISIL,Other,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,125.0,0,HOT by Jan 2027,LOW (<90 days)
Shah Concast Pvt. Ltd.,CARE,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,15.7,0,Oct Wk2 (Oct 8-14),MEDIUM
Govind Steel Co. Ltd.,CRISIL,Steel & Metals,October 2026,Fund-Based Facilities | Letter of Credit,8.0,11.0,10.0,0,Oct Wk3 (Oct 15-21),LOW
Aaiswarya Dyeing Mills Pvt. Ltd.,ICRA,Chemicals & Pharma,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,23.0,0,Oct Wk3 (Oct 15-21),LOW
A-One Footwears Pvt. Ltd.,CRISIL,Other,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,2.85,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Zetek Castings Pvt. Ltd.,ICRA,Steel & Metals,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,7.98,0,Oct Wk4 (Oct 22-31),LOW
Zorin Interiors Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan,8.0,12.0,10.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Girdhar Tents Pvt. Ltd.,ICRA,Other,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,8.0,0,Oct Wk3 (Oct 15-21),LOW
Vimal Fire Controls Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,8.0,10.0,78.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Fenasia Ltd.,ACUITE,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,3.5,0,Oct Wk2 (Oct 8-14),LOW
Saam Textiles Pvt. Ltd.,CRISIL,Textiles,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,2.65,0,HOT by Jan 2027,LOW (<90 days)
Saam Textiles Pvt. Ltd.,CRISIL,Construction,October 2026,Letter of Credit | Term Loan,8.0,11.0,2.65,0,Oct Wk4 (Oct 22-31),LOW
Sachdeva Home Furnishing Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan | Letter of Credit,8.0,11.0,12.0,0,Oct Wk4 (Oct 22-31),MEDIUM
H R Ispat Pvt. Ltd.,CARE,Other,Q1 2027,Term Loan | Letter of Credit,8.0,11.0,24.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Viraj Alchohol & Allied Inds. Ltd.,CRISIL,Other,Q2 2027,Term Loan,8.0,12.0,17.0,0,HOT by Jan 2027,LOW (<90 days)
Admach Auto Inds. India Pvt. Ltd.,CRISIL,Automobiles,October 2026,Term Loan | Letter of Credit,8.0,11.0,15.5,0,Oct Wk2 (Oct 8-14),LOW
Aditya Vidyut Appliances Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,167.0,0,HOT by Jan 2027,LOW (<90 days)
Esspal International Pvt. Ltd.,ACUITE,Other,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,2.55,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Shree Subhlaxmi Foods Ltd.,ACUITE,Agro & Food,October 2026,Term Loan | Letter of Credit,8.0,11.0,4.75,0,Oct Wk3 (Oct 15-21),MEDIUM
Eastman International Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,12.75,0,Oct Wk2 (Oct 8-14),MEDIUM
Earth Minerals Co. Ltd.,ACUITE,Mining & Minerals,Q2 2027,Bank Guarantee,8.0,10.0,40.0,0,HOT by Jan 2027,LOW (<90 days)
Goa Ispat Pvt. Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,21.62,0,HOT by Jan 2027,LOW (<90 days)
Shreesatya Mines Private Limited,Infomerics,Other,October 2026,Other/Unknown | LT Bank Facilities,8.0,12.0,111.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Hitesh Plastics Pvt. Ltd.,ICRA,Chemicals & Pharma,October 2026,Term Loan | Non-Fund-Based,8.0,11.0,34.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Hufort Healthcare Pvt. Ltd.,CARE,Healthcare,October 2026,Letter of Credit | Fund-Based Facilities,8.0,11.0,14.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Nilachal Carbo Metalicks Ltd.,CARE,Steel & Metals,October 2026,Letter of Credit | Term Loan,8.0,11.0,14.18,0,Nov Wk3 (Nov 15-21),MEDIUM
Empire Multipack Pvt. Ltd.,CRISIL,Other,October 2026,Letter of Credit | Term Loan,8.0,11.0,4.5,0,Nov Wk4 (Nov 22-30),LOW
Emmtex Synthetics Ltd.,CRISIL,Other,Q1 2027,Letter of Credit | Term Loan,8.0,11.0,1.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Energo Engineering Projects Ltd.,ICRA,Other,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,1172.75,0,HOT by Jan 2027,LOW (<90 days)
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,Energy/Power,Q2 2027,Non-Fund-Based | Term Loan,8.0,11.0,2135.0,0,HOT by Jan 2027,LOW (<90 days)
Himalaya Communications Pvt. Ltd.,ICRA,IT/Technology,October 2026,Non-Fund-Based | Term Loan,8.0,11.0,23.42,0,Oct Wk4 (Oct 22-31),LOW
Himalayan Flour Mill Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Bank Guarantee,8.0,10.0,3.0,0,Oct Wk4 (Oct 22-31),MEDIUM
S R Foils & Tissue Ltd.,CRISIL,Agro & Food,Q2 2027,Letter of Credit | Term Loan,8.0,11.0,196.0,0,HOT by Jan 2027,LOW (<90 days)
