Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag,Sector_norm
Cimechel Electric Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),03-Feb-2026,44.13,Energy,LOW,Standard,Infomerics,October 2026,2026-10-31,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Intergen Energy Ltd.,BRICKWORK,Bank Guarantee,A 4,03-Feb-2026,26.1,Energy,LOW,Standard,D365,October 2026,2026-10-31,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Uttar Bharat Hydro Power Pvt. Ltd.,CRISIL,Term Loan,BB+,04-Feb-2026,130.0,Energy,LOW,Standard,D365,October 2026,2026-11-01,Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Akash Fishmeal & Fishoil Pvt. Ltd.,CARE,Term Loan,B-,04-Feb-2026,14.5,Energy,LOW,Standard,D365,October 2026,2026-11-01,Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Single Window,Energy
Alex Astral Power Pvt. Ltd.,ACUITE,Term Loan,B,05-Feb-2026,172.5,Energy,LOW,Standard,D365,October 2026,2026-11-02,Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Singhal Sheets & Foils Pvt. Ltd.,BRICKWORK,Term Loan,C,06-Feb-2026,2.0,Energy,LOW,Standard,D365,October 2026,2026-11-03,Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Singhal Sheets & Foils Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Feb-2026,1.4,Energy,LOW,Standard,D365,October 2026,2026-11-03,Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Shree Saibaba Green Power Pvt. Ltd.,ACUITE,Term Loan,B-,13-Feb-2026,16.25,Energy,LOW,Standard,D365,October 2026,2026-11-10,Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Venkateshwara Power Project Ltd.,CARE,Term Loan,B+,16-Feb-2026,103.39,Energy,LOW,Standard,D365,October 2026,2026-11-13,Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Single Window,Energy
Supreme Hydro Engg. Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,18-Feb-2026,2.5,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-11-15,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-15 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Single Window,Energy
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,214.0,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Mahendra Sponge & Power Ltd.,ACUITE,Letter of Credit,A 4+,20-Feb-2026,190.5,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,A 4+,20-Feb-2026,18.23,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,7.6,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
A P S Power-Tech (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Feb-2026,5.0,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Mahendra Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,20-Feb-2026,5.0,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,2.4,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
A P S Power-Tech (India) Pvt. Ltd.,CRISIL,Term Loan,B,20-Feb-2026,0.1,Energy,LOW,Standard,D365,October 2026,2026-11-17,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
M N C Electricals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,8.0,Energy,LOW,Standard,D365,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
C L H Gaseous Fuel Applications Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,23-Feb-2026,5.0,Energy,LOW,Standard,D365,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
C L H Gaseous Fuel Applications Pvt. Ltd.,BRICKWORK,Term Loan,C,23-Feb-2026,3.32,Energy,LOW,Standard,D365,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Chakkra Coal India Pvt. Ltd.,CRISIL,Letter of Credit,A 4,26-Feb-2026,10.0,Energy,LOW,Standard,D365,October 2026,2026-11-23,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Hariom Ingots & Power Pvt. Ltd.,ACUITE,Term Loan,BB-,26-Feb-2026,4.77,Energy,LOW,Standard,D365,October 2026,2026-11-23,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Kamakshi Oils Pvt. Ltd.,ACUITE,Term Loan,B-,26-Feb-2026,0.5,Energy,LOW,Standard,D365,October 2026,2026-11-23,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Shyama Power India Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,469.44,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Rajesh Power Services Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,47.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Balaji Oil Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,32.39,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Ritika Vegetable Oil Pvt. Ltd.,ACUITE,Term Loan,BB-,27-Feb-2026,3.95,Energy,LOW,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Doddanavar Global Energy Pvt. Ltd.,IND-RA,Term Loan,B,04-Mar-2026,65.76,Energy,LOW,Standard,D365,October 2026,2026-11-29,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Satya Power & Ispat Ltd.,BRICKWORK,Letter of Credit,A 4,06-Apr-2026,15.0,Energy,LOW,Standard,D365,October 2026,2026-10-03,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Multi-Window Priority,Energy
Satya Power & Ispat Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Apr-2026,0.0,Energy,LOW,Standard,D365,October 2026,2026-10-03,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Multi-Window Priority,Energy
Surana Telecom & Power Ltd.,CARE,Term Loan,BB-,07-Apr-2026,32.21,Energy,LOW,Standard,D365,October 2026,2026-10-04,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Surana Telecom & Power Ltd.,CARE,Bank Guarantee,A 4,07-Apr-2026,3.5,Energy,LOW,Standard,D365,October 2026,2026-10-04,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Sri Venkata Srinivasa Oils Pvt. Ltd.,CARE,Term Loan,B+,08-Apr-2026,9.5,Energy,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Atul Generators Pvt. Ltd.,BRICKWORK,Bank Guarantee,C,08-Apr-2026,0.95,Energy,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Multi-Window Priority,Energy
Essem Auto Electricals Pvt. Ltd.,CARE,Bank Guarantee,A 4,08-Apr-2026,0.0,Energy,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Essem Auto Electricals Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,08-Apr-2026,0.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Essem Auto Electricals Pvt. Ltd.,CARE,Term Loan,BB+,08-Apr-2026,0.0,Energy,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vinayak Oil & Fats Pvt. Ltd.,CRISIL,Letter of Credit,A 2,09-Apr-2026,15.0,Energy,LOW,Standard,D365,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Vijai Electricals Ltd.,CARE,NCD/Bond,BB-/A4,10-Apr-2026,285.78,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vijai Electricals Ltd.,CARE,Term Loan,BB-,10-Apr-2026,149.28,Energy,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vijai Electricals Ltd.,CARE,NCD/Bond,BB-/A4,10-Apr-2026,61.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Samrakshana Electricals Ltd.,CRISIL,Term Loan,B-,10-Apr-2026,27.12,Energy,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
C S H Power Himoinsa Pvt. Ltd.,CARE,NCD/Bond,A 4,10-Apr-2026,5.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Samrakshana Electricals Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,4.0,Energy,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Samrakshana Electricals Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,1.75,Energy,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Everrenew Energy Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,13-Apr-2026,141.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Multi-Window Priority,Energy
Everrenew Energy Pvt. Ltd.,IND-RA,Non-Fund-Based,A 4+,13-Apr-2026,103.0,Energy,LOW,Standard,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Multi-Window Priority,Energy
Everrenew Energy Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,13-Apr-2026,25.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Multi-Window Priority,Energy
Hyderabad Power Installations Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,14-Apr-2026,12.0,Energy,LOW,Standard,D365,October 2026,2026-10-11,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Bank Guarantee,A 4,14-Apr-2026,3.0,Energy,LOW,Standard,D365,October 2026,2026-10-11,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Term Loan,B-,14-Apr-2026,2.68,Energy,LOW,Standard,D365,October 2026,2026-10-11,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Letter of Credit,A 4,14-Apr-2026,1.0,Energy,LOW,Standard,D365,October 2026,2026-10-11,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,50.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vimal Coal Pvt. Ltd.,CARE,Letter of Credit,A 4,16-Apr-2026,49.99,Energy,LOW,Standard,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,39.96,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,10.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Junna Solar Systems Ltd.,CRISIL,Term Loan,B,17-Apr-2026,45.44,Energy,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Junna Solar Systems Ltd.,CRISIL,Letter of Credit,A 4,17-Apr-2026,31.0,Energy,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Energy Development Co. Ltd.,CARE,Bank Guarantee,A 4,17-Apr-2026,7.0,Energy,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority,Energy
Hind Energy & Coal Benefication (India) Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,82.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Hind Energy & Coal Benefication (India) Ltd.,ACUITE,Letter of Credit,A 4+,23-Apr-2026,20.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Hind Energy & Coal Benefication (India) Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,17.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,5.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Term Loan,BB,23-Apr-2026,2.88,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Fund-Based,BB,23-Apr-2026,2.12,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Great Value Fuels Pvt. Ltd.,ICRA,Fund-Based,B+,24-Apr-2026,113.1,Energy,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority,Energy
Capital Electricals Pvt. Ltd.,CRISIL,Term Loan,A 4,24-Apr-2026,10.0,Energy,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Great Value Fuels Pvt. Ltd.,ICRA,Non-Fund-Based,B+,24-Apr-2026,10.0,Energy,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority,Energy
Capital Electricals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-Apr-2026,7.0,Energy,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
