Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag,Sector_norm,Fee_Avg_Lakhs,NCD_bool
Hind Energy & Coal Benefication (India) Ltd.,ACUITE,Bank Guarantee,A 4+,2026-04-23,17.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Hind Energy & Coal Benefication (India) Ltd.,ACUITE,Letter Of credit,A 4+,2026-04-23,20.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Hubli Electricity Supply Co. Ltd.,CRISIL,Long term Loans,D,2026-04-28,902.53,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Hubli Electricity Supply Co. Ltd.,CRISIL,Short-term loan,D,2026-04-28,106.25,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Hubli Electricity Supply Co. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-28,100.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Hyderabad Power Installations Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-14,12.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
I L & F S Energy Development Co. Ltd.,CARE,Bank Guarantee,D,2026-04-14,50.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,4.0,False
I L & F S Energy Development Co. Ltd.,CARE,Term loans,D,2026-04-14,1037.85,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Junna Solar Systems Ltd.,CRISIL,Letter Of credit,A 4,2026-04-17,31.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Junna Solar Systems Ltd.,CRISIL,Term loans,B,2026-04-17,45.44,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
K K V Agro Powers Ltd.,ICRA,Term loans,BB+,2026-04-29,1.39,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Krishna Valley Power Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,14.68,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Pellet-Energy Systems Pvt. Ltd.,CARE,Term loans,D,2026-04-24,22.5,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Power Max (India) Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,48.15,Energy,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,20.0,True
Pravara Renewable Energy Ltd.,CARE,Term loans,D,2026-04-15,186.08,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-14,3.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-14,1.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Term loans,B-,2026-04-14,2.68,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-02,535.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,3.0,False
S K S Power Generation (Chhattisgarh) Ltd.,ICRA,Term loans,D,2026-04-02,1600.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
S R M Power Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,22.72,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Samrakshana Electricals Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-10,1.75,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Samrakshana Electricals Ltd.,CRISIL,Letter Of credit,A 4,2026-04-10,4.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Samrakshana Electricals Ltd.,CRISIL,Long term Loans,B-,2026-04-10,27.12,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Satya Power & Ispat Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-06,0.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Satya Power & Ispat Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-06,15.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Savair Energy Ltd.,CARE,Non-government debt,D,2026-04-09,47.0,Energy,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,20.0,True
Shalivahana Wind Energy Ltd.,IND-RA,Term loans,B-,2026-04-02,7.06,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Shree Maheshwar Hydel Power Corpn. Ltd.,CARE,Term loans,D,2026-04-15,451.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Sri Power Generation (India) Pvt. Ltd. [Merged],IND-RA,Non-government debt,B-/A4,2026-04-02,8.25,Energy,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,20.0,True
Su-Solartech Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-23,3.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Su-Solartech Systems Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2026-04-23,1.5,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Su-Solartech Systems Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-23,1.5,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Su-Solartech Systems Pvt. Ltd.,ACUITE,Short-term loan,A 4,2026-04-23,4.5,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Su-Solartech Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,7.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Su-Solartech Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,4.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Su-Solartech Systems Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,2.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Surana Telecom & Power Ltd.,CARE,Bank Guarantee,A 4,2026-04-07,3.5,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Surana Telecom & Power Ltd.,CARE,Term loans,BB-,2026-04-07,32.21,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Telawne Power Equipments Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-28,28.0,Energy,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,20.0,True
Uttamenergy Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,58.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,4.0,False
Uttamenergy Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,10.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,5.0,False
Uttamenergy Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,25.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Uttamenergy Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,10.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Uttamenergy Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2026-04-30,60.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,3.0,False
Veda Biofuel Ltd.,IND-RA,Term loans,D,2026-04-02,77.3,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Veda Biofuel Ltd.,BRICKWORK,Term loans,D,2026-04-08,77.07,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Veesons Energy Systems Pvt. Ltd.,CRISIL,Bank Guarantee,D,2026-04-10,14.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,4.0,False
Veesons Energy Systems Pvt. Ltd.,CRISIL,Letter Of credit,D,2026-04-10,16.5,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,3.0,False
Veesons Energy Systems Pvt. Ltd.,CRISIL,Long term Loans,D,2026-04-10,3.83,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Veesons Energy Systems Pvt. Ltd.,CRISIL,Term loans,D,2026-04-10,30.23,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Vidarbha Industries Power Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-10,110.0,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,3.0,False
Vidarbha Industries Power Ltd.,ICRA,Term loans,D,2026-04-10,2654.24,Energy,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Single Window,Energy,5.0,False
Vijai Electricals Ltd.,CARE,Non-government debt,BB-/A4,2026-04-10,61.0,Energy,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority,Energy,20.0,True
