Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Dighvijay Plastics & Allied Products Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Chemicals & Pharma,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Energy Development Co. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Energy,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Gandhi Spices Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Hansco Iron & Steels Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Steel & Metals,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
I F P Petro Products Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Chemicals & Pharma,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nalanda Engicon Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Packtech Materials Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,IT/Technology,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Shining Engineers & Founders Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Manufacturing,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sri Seshasai Spg. Mills Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Srinivas Infrastructure Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,4.0,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Jalnidhi Bitumen Specialities Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.8,0,4.0,BFSI,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Nac Jewellers Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.7,0,4.0,Jewellery/Gems,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Nutech Engineering Technologies Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.55,0,4.0,Manufacturing,BRICKWORK | CARE,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Nutri Feeds & Farms Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.44,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Rajasthan Powergen Transformer Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.36,0,4.0,Energy,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kallam Agro Products & Oils Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Agro & Food,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Lagan Engineering Co. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Manufacturing,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Magnum Lubricants (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Chemicals & Pharma,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Supreme Road Transport Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Logistics,CRISIL | CARE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
P Dass Forging Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.58,0,4.0,Steel & Metals,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Balaji Agro Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.4,0,4.0,Agro & Food,ACUITE | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Bansal Associates Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Carboline (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Automobiles,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Dimple Creations Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Inarco Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Luxra Enterprises Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Phi Audiocom Systems Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
S R Marine Foods Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Agro & Food,CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S S Civil Construction Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Shreela Diamonds & Jewels Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Jewellery/Gems,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sunder Marketing Associates Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Steel & Metals,CRISIL | BRICKWORK,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Triveni Knits Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Textiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S S Agri Business Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.86,0,4.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
R L J Polyfab Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.58,0,4.0,Other,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Capital Record Centre Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.399999999999999,0,4.0,BFSI,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Chopra Lam Products Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.24,0,4.0,Manufacturing,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Multiple Special Steel Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.0,0,4.0,Steel & Metals,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Shri Ked Insulations Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.0,0,4.0,Other,CRISIL | ACUITE,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sundaram Mahadeo Autoworld Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.0,0,4.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Prasad International Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.98,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Hemodiaz Life Sciences Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.8,0,4.0,Healthcare,BRICKWORK | CARE,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Krishna Lamicoat Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.76,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Marvellous Intra Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.5,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Hindustan Spirits Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.46,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sincon Infrastructure Private Limited,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.4,0,4.0,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Kamal Cotspin Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.100000000000001,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Bhargavi Automobiles Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Automobiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
D T L India Holdings Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Dilip Impex Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Dubas Engineering Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Manufacturing,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Faizan Shoes Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL | ACUITE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Garnet Construction Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kapston Services Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Narendra Tea Co. Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Agro & Food,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Neco Heavy Engg. & Castings Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Steel & Metals,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Precise Chemi Pharma Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Chemicals & Pharma,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
R A Kraft Paper Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Paper/Packaging,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
R M P Fab Sourcing Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Rikhabchand Sohanlall Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sarvodaya Polymers Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Chemicals & Pharma,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Triveni Smelters Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Union Roller Flour Mills Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Vikrma Impex Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Balarka Fabricon Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.92,0,4.0,Textiles,CARE | BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Evergreen International Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.9,0,4.0,Other,CARE | ACUITE,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Maa Bhagawati Re-Rolling Mills Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.69,0,4.0,Steel & Metals,IND-RA | CARE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Nidan Laboratories & Healthcare Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.64,0,4.0,Healthcare,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Smart Stainless Tubes Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.64,0,4.0,Steel & Metals,CARE | ACUITE,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Adhik Resort India Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.6,0,4.0,Hotels & Tourism,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Stellar Innovative Transportation Solutions Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.6,0,4.0,Logistics,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Fibro Plastichem (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.5,0,4.0,Chemicals & Pharma,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mahajan Overseas Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.44,0,4.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Baba Malleshwar Rice Mill Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.26,0,4.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Prachi (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.26,0,4.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Adarsha Specialty Chemicals Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.0,0,4.0,Chemicals & Pharma,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Nash Robotics & Automation Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.0,0,4.0,Automobiles,ACUITE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Shree Hari Spintex Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.84,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shree Rajaram Prints Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.75,0,4.0,Paper/Packaging,BRICKWORK | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Patiala Distillers & Mfrs. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.7,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sujata Udit Builders Pvt. Ltd.,MULTI-WINDOW (A),TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.62,0,4.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
