Company_Name,Rating_Date,Instruments,Size,Current_Rating,Outlook,Days_Since_Rating,Urgency,Current_Rater,Why_Target,ACER_Pitch
Sattva Engineering Construction Private Limited,"December 4, 2025",Short Term Facilities,Rs. 44.50 Cr.,IVR A4 (INC) (Reaffirmed),Nil,200,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
United Facilities and Logistics Private Limited,"December 4, 2025",Long Term Bank Facilities,Rs. 3.50 Cr.,IVR B (INC) (Downgraded),Negative,200,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
United Facilities and Logistics Private Limited,"December 4, 2025",Long/Short Term Bank Facilities (Proposed),Rs. 10.50 Cr.,IVR B/IVR A4; (INC) (Downgraded/Reaffirmed),Negative/-,200,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Safety Controls & Devices Limited,"December 4, 2025",Long Term Bank Facilities,Rs. 10.62 Cr.,IVR BB (INC) (Downgraded),Negative,200,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Safety Controls & Devices Limited,"December 4, 2025",Short Term Bank Facilities,Rs. 65.38 Cr.,IVR A4 (INC) (Downgrade),Nil,200,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sakthi Poultry Private Limited,"December 5, 2025",Long Term Facilities,Rs. 26.62 Cr.,IVR BB (INC) (Downgraded),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
M/s Narayan Associates,"December 5, 2025",Long Term Bank Facilities,Rs. 7.00 Cr.,IVR BB- (INC) (Downgraded),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
M/s Narayan Associates,"December 5, 2025",Long Term Bank Facilities-Proposed,Rs. 18.30 Cr.,IVR BB- (INC) (Downgraded),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
M/s Narayan Associates,"December 5, 2025",Short Term Bank Facilities,Rs. 1.00 Cr.,IVR A4 (INC) (Downgraded),Nil,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
BLN Infra Private Limited,"December 5, 2025",Long Term Bank Facilities,Rs. 19.72 Cr.,IVR BB- (INC) (Reaffirmed),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
BLN Infra Private Limited,"December 5, 2025",Short Term Bank Facilities,Rs. 3.26 Cr.,IVR A4 (INC) (Reaffirmed),Nil,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Avtar Installments Private Limited,"December 5, 2025",Proposed Long Term Bank Facilities,Rs. 30.00 Cr.,IVR BB- (INC) (Downgraded),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Diligent SCM Solutions Private Limited,"December 5, 2025",Long Term Facilities,Rs. 31.60 Cr.,IVR BBB- (INC),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Diligent SCM Solutions Private Limited,"December 5, 2025",Short Term Facilities,Rs. 27.82 Cr.,IVR A3 (INC),Nil,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kaveri Garage Private Limited,"December 5, 2025",Long Term Facilities,"Rs. 57.15 Cr,",IVR B+ (INC) (Downgraded),Negative,199,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Indian Acrylics Limited,"December 8, 2025",Long Term Bank Facilities,Rs. 112.45 Cr.,IVR D (INC) (Reaffirmed),Nil,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Indian Acrylics Limited,"December 8, 2025",Short Term Bank Facilities,Rs. 154.00 Cr.,IVR D (INC) (Reaffirmed),Nil,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
AL Noor Agri Fresh Private Limited,"December 8, 2025",Long Term Bank Facilities,Rs. 34.88 Cr.,IVR B- (INC)(Downgraded),Negative,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rana Milk Foods Private Limited,"December 8, 2025",Long Term Bank Facilities,Rs. 25.01 Cr.,IVR D (INC) (Reaffirmed),Nil,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rana Milk Foods Private Limited,"December 8, 2025",Long Term/Short Term Bank Facilities,Rs. 0.07 Cr.,IVR D /IVR D; (INC) (Reaffirmed),Nil,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ultracab (India) Limited,"December 8, 2025",Long Term Bank Facilities,Rs. 22.49 Cr.,IVR BB+ (INC)(Downgraded),Negative,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ultracab (India) Limited,"December 8, 2025",Short Term Bank Facilities,Rs. 21.80 Cr.,IVR A4+ (INC)(Downgraded),Nil,196,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Savitr Solar Private Limited,"December 9, 2025",Long Term Facilities,Rs. 64.50 Cr.,IVR B (INC) (Downgraded),Negative,195,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Savitr Solar Private Limited,"December 9, 2025",Short Term Facilities,Rs. 5.50 Cr.,IVR A4 (INC) (Reaffirmed),Nil,195,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Amrit Papers Private Limited (Erstwhile Amrit Agencies Indore Private Limited),"December 10, 2025",Long Term Bank Facilities,Rs. 169.06 Cr.,IVR BB+ (INC)(Downgraded),Negative,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Amrit Papers Private Limited (Erstwhile Amrit Agencies Indore Private Limited),"December 10, 2025",Short Term Bank Facilities,Rs. 5.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Castor Girnar Industries Private Limited,"December 10, 2025",Long Term/ Short Term Bank Facilities,Rs. 57.00 Cr.,IVR BB+/IVR A4+; (INC) (Downgraded),Negative/-,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Castor Girnar Industries Private Limited,"December 10, 2025",Short Term Bank Facilities,Rs. 7.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Castor Girnar Industries Private Limited,"December 10, 2025",Long Term/ Short Term Bank Facilities,Rs. 57.00 Cr.,IVR BB+/IVR A4+; (INC) (Downgraded),Negative/-,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Castor Girnar Industries Private Limited,"December 10, 2025",Short Term Bank Facilities,Rs. 7.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jai Hind Sugar Private Limited,"December 10, 2025",Long Term Bank Facilities,Rs. 207.25 Cr.,IVR BB+ (INC)(Downgraded),Negative,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kamal Finserve Private Limited,"December 10, 2025",Proposed Long Term Facilities,Rs. 40.00 Cr.,IVR B+ (INC) (Downgraded),Negative,194,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jaywant Sugars Limited,"December 11, 2025",Long Term Fund Based Bank Facilities,Rs. 524.36 Cr.,IVR BB- (INC) (Downgraded),Negative,193,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Creative Minerals India Private Limited,"December 11, 2025",Long Term Bank Facilities,Rs. 27.00 Cr.,IVR BB+ (INC) (Downgraded),Negative,193,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Creative Minerals India Private Limited,"December 11, 2025",Short Term Bank Facilities,Rs. 88.00 Cr.,IVR A4+ (INC) (Downgraded),Nil,193,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Chrysalis Trading Private Limited,"December 12, 2025",Long Term Facility - Fund Based - Cash Credit,Rs. 15.00 Cr.,IVR D (INC),Nil,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Agroh Kodinar Veraval Highways Private Limited,"December 12, 2025",Long Term Bank Facilities,Rs. 100.00 Cr.,IVR B+ (INC)(Reaffirmed),Negative,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maruti Educational Trust,"December 12, 2025",Long Term Bank Facilities,Rs. 175.00 Cr.,IVR BB (INC)(Downgraded),Negative,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maruti Educational Trust,"December 12, 2025",Short Term Bank Facilities,Rs. 45.00 Cr.,IVR A4 (INC)(Downgraded),Nil,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Bargarh Bio Fuels Development Foundation,"December 12, 2025",Long Term Bank Facilities,Rs. 30.35 Cr.,IVR B+ (INC)(Downgraded),Negative,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Bargarh Bio Fuels Development Foundation,"December 12, 2025",Short Term Bank Facilities,Rs. 1.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mash Bio-Fuels Private Limited,"December 12, 2025",Long Term Bank Facilities,Rs. 307.43 Cr.,IVR BB+ (INC)(Downgraded),Negative,192,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GRN Constructions Private Limited,"December 15, 2025",Long Term Bank Facilities,Rs. 30.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,189,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
GRN Constructions Private Limited,"December 15, 2025",Short Term Bank Facilities,Rs. 120.00 (includes proposed limit of Rs.50.00 crore),IVR A4+ (INC)(Downgraded),Nil,189,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NK Construction Group,"December 15, 2025",Long Term Facilities,Rs. 24.53 Cr.,IVR B+ (INC) (Downgraded),Negative,189,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NK Construction Group,"December 15, 2025",Short Term Facilities,Rs. 3.75 Cr.,IVR A4 (INC) (Reaffirmed),Nil,189,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Navkar Lifesciences,"December 16, 2025",Long Term Bank Facilities,Rs. 22.45 Cr.,IVR C+ (INC) (Downgraded),Negative,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shri Rathna Akshaya Estates Private Limited,"December 16, 2025",Long Term Facilities,Rs. 531.08 Cr.,IVR BBB (INC)(Downgraded),Negative,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kailash Kraft Paper LLP,"December 16, 2025",Proposed Long Term Bank Facility,Rs. 11.75 Cr.,IVR C (INC) (Downgraded),Negative,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kailash Kraft Paper LLP,"December 16, 2025",Proposed Short Term Bank Facility,Rs. 0.60 Cr.,IVR A4 (INC) (Reaffirmed),Nil,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Caliber Mercantile Private Limited,"December 16, 2025",Long Term Facilities,Rs. 321.41 Cr.,IVR BB (INC) (Downgraded),Negative,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Caliber Mercantile Private Limited,"December 16, 2025",Short Term Facilities,Rs. 27.00 Cr.,IVR A4 (INC) (Downgraded),Nil,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ultra Mile,"December 16, 2025",Long Term Bank Facilities (incl. Proposed facility),Rs. 10.80 Cr.,IVR B (INC)(Downgraded),Negative,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ultra Mile,"December 16, 2025",Short Term Bank Facilities,Rs. 2.20 Cr.,IVR A4 (INC)(Reaffirmed),Nil,188,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
IIT-ians Pace Education Private Limited,"December 18, 2025",Long Term Bank Facilities - Term Loan,Rs. 14.04 Cr.,IVR B+ (INC)(Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
IIT-ians Pace Education Private Limited,"December 18, 2025",Long Term Bank Facilities â€“ Dropline Overdraft,Rs. 19.90 Cr.,IVR B+ (INC)(Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Hariom Industries Limited,"December 18, 2025",Long Term Bank Facilities,Rs. 155.40 Cr.,IVR BBB- (INC) (Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Hariom Industries Limited,"December 18, 2025",Short Term Bank Facilities,Rs. 1.00 Cr.,IVR A3 (INC) (Downgraded),Nil,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Metropole Vinimay Private Limited,"December 18, 2025",Long Term Bank Facilities,Rs. 44.47 Cr.,IVR BB (INC) (Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rosemerry Solvent Private Limited,"December 18, 2025",Long Term Bank Facilities (Incl. Proposed Facility),Rs. 45.00 Cr.,IVR BB (INC) (Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radharaman Cotspin Private Limited,"December 18, 2025",Long Term Bank Facilities - Term Loan,Rs. 48.75 Cr.,IVR B- (INC)(Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radharaman Cotspin Private Limited,"December 18, 2025",Long Term Bank Facilities â€“ Cash Credit,Rs. 18.00 Cr.,IVR B- (INC)(Downgraded),Negative,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Radharaman Cotspin Private Limited,"December 18, 2025",Short Term Bank Facilities â€“ Bank Guarantee,Rs. 2.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,186,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sun N Wind Infra Energy Private Limited,"December 19, 2025",Long Term Bank Facilities,Rs. 37.00 Cr.,IVR B- (INC)(Downgraded),Negative,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Best Blue Metals,"December 19, 2025",Long Term Fund Based Bank Facility - OD,Rs. 4.00 Cr.,IVR C+ (INC)(Downgraded),Negative,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Best Blue Metals,"December 19, 2025",Long Term Fund Based Bank Facility - Term Loans,Rs. 11.95 Cr.,IVR C+ (INC)(Downgraded),Negative,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Best Blue Metals,"December 19, 2025",Proposed Long Term Fund Based Bank Facility,Rs. 4.05 Cr.,IVR C+ (INC)(Downgraded),Negative,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Manbhum Ispat Private Limited,"December 19, 2025",Long Term Bank Facilities,Rs. 181.72 Cr.,IVR BBB- (INC)(Downgraded),Negative,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Manbhum Ispat Private Limited,"December 19, 2025",Short Term Bank Facilities,Rs. 8.33 Cr.,IVR A3 (INC)(Downgraded),Nil,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sahu Agro Business Private Limited,"December 19, 2025",Long Term Bank Facilities,Rs. 58.34 Cr.,IVR BB- (INC)(Downgraded),Negative,185,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Tirumala Tirupati Rice Mill Private Limited,"December 22, 2025",Long Term Bank Facilities,Rs. 8.00 Cr.,IVR C+ (INC)(Downgraded),Negative,182,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Tirumala Tirupati Rice Mill Private Limited,"December 22, 2025",Short Term Bank Facilities,Rs. 6.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,182,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
The Kothari Wheels,"December 22, 2025",Long Term Bank Facilities,Rs. 1.35 Cr.,IVR BB- (INC)(Downgraded),Negative,182,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
The Kothari Wheels,"December 22, 2025",Short Term Bank Facilities,Rs. 10.00 Cr.,IVR A4 (INC)(Downgraded),Nil,182,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
The Kothari Wheels,"December 22, 2025",Proposed short term bank facilities,Rs. 7.30 Cr.,IVR A4 (INC)(Downgraded),Nil,182,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Tirupatee Agro Industries Private Limited,"December 22, 2025",Long Term Bank  Facilities (Including  proposed facility of  Rs. 0.46 crore),Rs. 22.57 Cr.,IVR D (INC)(Downgraded),Nil,182,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Chem-Tex Private Limited,"December 23, 2025",Long Term Bank Facilities,Rs. 19.86 Cr.,IVR BB- (INC)(Withdrawn),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Chem-Tex Private Limited,"December 23, 2025",Short Term Bank Facilities,Rs. 3.00 Cr.,IVR A4 (INC)(Withdrawn),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Chem-Tex Private Limited,"December 23, 2025",Long Term/Short Term (Proposed) bank facilities,Rs. 0.51 Cr.,IVR BB-/IVR A4; (INC)(Withdrawn),Negative/-,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vasupujya Filaments,"December 23, 2025",Long Term Bank Facilities,Rs. 52.91 Cr.,IVR BB- (INC)(Withdrawn),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vasupujya Filaments,"December 23, 2025",Short Term Bank Facilities,Rs. 2.60 Cr.,IVR A4 (INC)(Withdrawn),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vasupujya Filaments,"December 23, 2025",Long Term/Short Term (Proposed) bank facilities,Rs. 0.17 Cr.,IVR BB-/IVR A4; (INC)(Withdrawn),Negative/-,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Synthetics Limited,"December 23, 2025",Long Term Bank Facilities,Rs. 203.30 Cr.,IVR BB- (INC)(Withdrawn),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Synthetics Limited,"December 23, 2025",Short Term Bank Facilities,Rs. 91.15 Cr.,IVR A4 (INC)(Withdrawn),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Synthetics Limited,"December 23, 2025",Long Term/Short Term (Proposed) bank facilities,Rs. 6.71 Cr.,IVR BB-/IVR A4; (INC)(Withdrawn),Negative/-,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Chem-Tex Private Limited,"December 23, 2025",Long Term Bank Facilities,Rs. 19.86 Cr.,IVR BB- (INC)(Withdrawn),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Chem-Tex Private Limited,"December 23, 2025",Short Term Bank Facilities,Rs. 3.00 Cr.,IVR A4 (INC)(Withdrawn),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Chem-Tex Private Limited,"December 23, 2025",Long Term/Short Term (Proposed) bank facilities,Rs. 0.51 Cr.,IVR BB-/IVR A4; (INC)(Withdrawn),Negative/-,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vasupujya Filaments,"December 23, 2025",Long Term Bank Facilities,Rs. 52.91 Cr.,IVR BB- (INC)(Withdrawn),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vasupujya Filaments,"December 23, 2025",Short Term Bank Facilities,Rs. 2.60 Cr.,IVR A4 (INC)(Withdrawn),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vasupujya Filaments,"December 23, 2025",Long Term/Short Term (Proposed) bank facilities,Rs. 0.17 Cr.,IVR BB-/IVR A4; (INC)(Withdrawn),Negative/-,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Synthetics Limited,"December 23, 2025",Long Term Bank Facilities,Rs. 203.30 Cr.,IVR BB- (INC)(Withdrawn),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Synthetics Limited,"December 23, 2025",Short Term Bank Facilities,Rs. 91.15 Cr.,IVR A4 (INC)(Withdrawn),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Dodhia Synthetics Limited,"December 23, 2025",Long Term/Short Term (Proposed) bank facilities,Rs. 6.71 Cr.,IVR BB-/IVR A4; (INC)(Withdrawn),Negative/-,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kothari Metsol Private Limited,"December 23, 2025",Long Term Bank Facilities,Rs. 38.32 Cr.,IVR BB+ (INC)(Downgraded),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kothari Metsol Private Limited,"December 23, 2025",Short Term Bank Facilities,Rs. 0.74 Cr.,IVR A4+ (INC)(Downgraded),Nil,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jai Hind Feeds,"December 23, 2025",Long Term Bank Facilities - Term Loan,Rs. 7.13 Cr.,IVR BB- (INC)(Downgraded),Negative,181,MEDIUM,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
