Company Name,Date,Instruments,Size,Current Ratings,Outlook,Rating_Date,Days_Since,Urgency,In_D365,Match_Type,D365_Agencies,D365_Also_INC,Why_Target,ACER_Pitch
Jay Formulations Limited (JFL),"March 11, 2025",Long Term Bank Facilities,Rs. 33.80 Cr.,IVR D (INC)(Reaffirmed),Nil,2025-03-11,468.0,ULTRA HOT,True,Fuzzy,"BRICKWORK, ICRA",YES,"ULTRA HOT (468 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, ICRA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Jay Formulations Limited (JFL),"March 11, 2025",Short Term Bank Facilities,Rs. 16.25 Cr.,IVR D (INC)(Reaffirmed),Nil,2025-03-11,468.0,ULTRA HOT,True,Fuzzy,"BRICKWORK, ICRA",YES,"ULTRA HOT (468 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, ICRA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Siddhi Weaves Private Limited,"March 13, 2025",Long Term Bank Facilities,Rs. 26.39 Cr.,IVR BB (INC)(Downgraded),Negative,2025-03-13,466.0,ULTRA HOT,True,Exact,"BRICKWORK, IND-RA",YES,"ULTRA HOT (466 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Siddhi Weaves Private Limited,"March 13, 2025",Long/Short Term Bank Facilities,Rs. 27.00 Cr.,IVR BB/IVR A4; (INC)(Downgraded),Negative/-,2025-03-13,466.0,ULTRA HOT,True,Exact,"BRICKWORK, IND-RA",YES,"ULTRA HOT (466 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Supreet Chemicals Private Limited,"March 17, 2025",Long Term Facilities,Rs. 4.00 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-03-17,462.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (462 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Supreet Chemicals Private Limited,"March 17, 2025",Short Term Facilities,Rs. 21.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-03-17,462.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (462 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Mahakali Ispat Private Limited,"March 19, 2025",Long Term Bank Facility,Rs. 5.65 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-03-19,460.0,ULTRA HOT,True,Exact,IND-RA,YES,ULTRA HOT (460 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Anadrone Systems Private Limited,"March 19, 2025",Long Term Bank Facilities,Rs. 74.50 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-03-19,460.0,ULTRA HOT,True,Exact,"CRISIL, IND-RA",YES,"ULTRA HOT (460 days overdue) + MULTI-AGENCY: also in D365 with CRISIL, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Anadrone Systems Private Limited,"March 19, 2025",Short Term Bank Facilities,Rs. 55.50 Cr.,IVR A4+ (INC)(Downgraded),Nil,2025-03-19,460.0,ULTRA HOT,True,Exact,"CRISIL, IND-RA",YES,"ULTRA HOT (460 days overdue) + MULTI-AGENCY: also in D365 with CRISIL, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Sri Kanya Iron & Steel Private Limited,"March 20, 2025",Long Term Bank Facilities,Rs. 47.79 Cr.,IVR BB- (INC)(Downgraded),Negative,2025-03-20,459.0,ULTRA HOT,True,Exact,CARE,NO,ULTRA HOT (459 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Intergen Energy Limited,"March 26, 2025",Long Term Bank Facilities,Rs. 3.90 Cr.,IVR B (INC)(Downgraded),Negative,2025-03-26,453.0,ULTRA HOT,True,Exact,BRICKWORK,YES,ULTRA HOT (453 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Intergen Energy Limited,"March 26, 2025",Short Term Bank Facilities,Rs. 26.10 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-03-26,453.0,ULTRA HOT,True,Exact,BRICKWORK,YES,ULTRA HOT (453 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Aria Hotels and Consultancy Services Private Limited,"March 28, 2025",Long Term Bank Facilities,Rs. 376.59 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-03-28,451.0,ULTRA HOT,True,Fuzzy,IND-RA,YES,ULTRA HOT (451 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Aria Hotels and Consultancy Services Private Limited,"March 28, 2025",Funded Interest Term Loan,Rs. 43.45 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-03-28,451.0,ULTRA HOT,True,Fuzzy,IND-RA,YES,ULTRA HOT (451 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Aria Hotels and Consultancy Services Private Limited,"March 28, 2025",Cash Credit,Rs. 7.50 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-03-28,451.0,ULTRA HOT,True,Fuzzy,IND-RA,YES,ULTRA HOT (451 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Bemco Sleepers Limited,"March 31, 2025",Long Term Bank Facility,Rs. 14.11 Cr.,IVR C+ (INC)(Downgraded),Negative,2025-03-31,448.0,ULTRA HOT,True,Exact,"BRICKWORK, IND-RA",YES,"ULTRA HOT (448 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Bemco Sleepers Limited,"March 31, 2025",Short Term Facility,Rs. 6.11 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-03-31,448.0,ULTRA HOT,True,Exact,"BRICKWORK, IND-RA",YES,"ULTRA HOT (448 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Bemco Sleepers Limited,"March 31, 2025",Long Term Bank Facility,Rs. 14.11 Cr.,IVR C+ (INC)(Downgraded),Negative,2025-03-31,448.0,ULTRA HOT,True,Exact,"BRICKWORK, IND-RA",YES,"ULTRA HOT (448 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Bemco Sleepers Limited,"March 31, 2025",Short Term Facility,Rs. 6.11 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-03-31,448.0,ULTRA HOT,True,Exact,"BRICKWORK, IND-RA",YES,"ULTRA HOT (448 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Frontier Knitters Private Limited,"April 1, 2025",Long Term Bank Facilities,Rs. 57.65 Cr.,IVR B (INC)(Downgraded),Negative,2025-04-01,447.0,ULTRA HOT,True,Exact,"CARE, CRISIL, IND-RA",YES,"ULTRA HOT (447 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Frontier Knitters Private Limited,"April 1, 2025",Short Term Bank Facilities,Rs. 18.35 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-04-01,447.0,ULTRA HOT,True,Exact,"CARE, CRISIL, IND-RA",YES,"ULTRA HOT (447 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Eppeltone Engineers Private Limited,"April 2, 2025",Long Term Bank Facilities - Term Loan,Rs. 0.67 Cr.,IVR B (INC)(Downgraded),Negative,2025-04-02,446.0,ULTRA HOT,True,Exact,CRISIL,YES,ULTRA HOT (446 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Eppeltone Engineers Private Limited,"April 2, 2025",Long Term Bank Facilities - Cash Credit,Rs. 3.50 Cr.,IVR B (INC)(Downgraded),Negative,2025-04-02,446.0,ULTRA HOT,True,Exact,CRISIL,YES,ULTRA HOT (446 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Eppeltone Engineers Private Limited,"April 2, 2025",Short Term Non- Fund Based Bank Facilities - Bank Guarantee,Rs. 10.50 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-04-02,446.0,ULTRA HOT,True,Exact,CRISIL,YES,ULTRA HOT (446 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
D.N. Homes Private Limited,"April 4, 2025",Long Term Bank Facilities,Rs. 238.76 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-04-04,444.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (444 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Lifeline Multi Ventures Private Limited,"April 4, 2025",Long Term Bank Facilities - LRD Loan,Rs. 49.24 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-04-04,444.0,ULTRA HOT,True,Exact,"BRICKWORK, CARE",YES,"ULTRA HOT (444 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CARE",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Lifeline Multi Ventures Private Limited,"April 4, 2025",Long Term Bank Facilities - LRD Loan,Rs. 99.14 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-04-04,444.0,ULTRA HOT,True,Exact,"BRICKWORK, CARE",YES,"ULTRA HOT (444 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CARE",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Lifeline Multi Ventures Private Limited,"April 4, 2025",Long Term Bank Facilities - Term Loans,Rs. 43.43 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-04-04,444.0,ULTRA HOT,True,Exact,"BRICKWORK, CARE",YES,"ULTRA HOT (444 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CARE",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Lifeline Multi Ventures Private Limited,"April 4, 2025",Long Term Bank Facilities - Term Loans,Rs. 20.87 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-04-04,444.0,ULTRA HOT,True,Exact,"BRICKWORK, CARE",YES,"ULTRA HOT (444 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CARE",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Jeyyam Global Foods Limited (Erstwhile Jeyyam Global Foods Private Limited),"April 7, 2025",Long Term Facilities,Rs. 68.12 Cr.,IVR BB (INC)(Downgraded),Negative,2025-04-07,441.0,ULTRA HOT,True,Fuzzy,"ACUITE, CRISIL",NO,"ULTRA HOT (441 days overdue) + MULTI-AGENCY: also in D365 with ACUITE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Ray Engineering Private Limited,"April 7, 2025",Long Term fund-based Bank Facilities,Rs. 18.25 Cr.,IVR BB (INC)(Downgraded),Negative,2025-04-07,441.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (441 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Ray Engineering Private Limited,"April 7, 2025",Short Term Non-fund-based Bank Facilities,Rs. 105.75 Cr.,IVR A4 (INC)(Downgraded),Nil,2025-04-07,441.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (441 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Rajaramsevak Multipurpose Cold Storage Private Limited (RMCSPL),"April 16, 2025",Long Term Bank Facilities,Rs. 11.82 Cr.,IVR D (INC)(Reaffirmed),Nil,2025-04-16,432.0,ULTRA HOT,True,Fuzzy,"ACUITE, CARE, IND-RA",YES,"ULTRA HOT (432 days overdue) + MULTI-AGENCY: also in D365 with ACUITE, CARE, IND-RA",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Marque Impex Private Limited,"April 21, 2025",Long Term Bank Facilities,Rs. 9.12 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-04-21,427.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (427 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Marque Impex Private Limited,"April 21, 2025",Short Term Bank Facilities,Rs. 58.80 Cr.,IVR A4+ (INC)(Downgraded),Nil,2025-04-21,427.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (427 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Raviraj Foils Limited,"April 29, 2025",Long Term Bank Facilities,Rs. 103.05 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-04-29,419.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (419 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Raviraj Foils Limited,"April 29, 2025",Long Term Bank Facilities - Proposed,Rs. 2.81 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-04-29,419.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (419 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Raviraj Foils Limited,"April 29, 2025",Short Term Bank Facilities,Rs. 11.75 Cr.,IVR A4 (INC)(Downgraded),Nil,2025-04-29,419.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (419 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Glowmore Finance Private Limited,"April 30, 2025",Proposed Long-term Bank Facilities,Rs. 100.00 Cr.,IVR B- (INC)(Downgraded),Negative,2025-04-30,418.0,ULTRA HOT,True,Exact,IND-RA,YES,ULTRA HOT (418 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Interlace India Private Limited,"May 5, 2025",Long Term Bank Facilities,Rs. 11.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-05-05,413.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (413 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Interlace India Private Limited,"May 5, 2025",Short Term Bank Facilities,Rs. 18.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,2025-05-05,413.0,ULTRA HOT,True,Exact,CRISIL,NO,ULTRA HOT (413 days overdue) + MULTI-AGENCY: also in D365 with CRISIL,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Asian Sealing Products Private Limited,"May 5, 2025",Long Term Bank Facilities,Rs. 11.26 Cr.,IVR B (INC)(Downgraded),Negative,2025-05-05,413.0,ULTRA HOT,True,Exact,ACUITE,YES,ULTRA HOT (413 days overdue) + MULTI-AGENCY: also in D365 with ACUITE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Asian Sealing Products Private Limited,"May 5, 2025",Short Term Bank Facilities,Rs. 18.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-05-05,413.0,ULTRA HOT,True,Exact,ACUITE,YES,ULTRA HOT (413 days overdue) + MULTI-AGENCY: also in D365 with ACUITE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Alok Buildtech Private Limited,"May 6, 2025",Long Term Bank Facilities,Rs. 10.00 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-05-06,412.0,ULTRA HOT,True,Exact,"ACUITE, CRISIL",YES,"ULTRA HOT (412 days overdue) + MULTI-AGENCY: also in D365 with ACUITE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Alok Buildtech Private Limited,"May 6, 2025",Short Term Bank Facilities,Rs. 20.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-05-06,412.0,ULTRA HOT,True,Exact,"ACUITE, CRISIL",YES,"ULTRA HOT (412 days overdue) + MULTI-AGENCY: also in D365 with ACUITE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Spinora Tiles Private Limited,"May 9, 2025",Long Term Bank Facilities,Rs. 13.54 Cr.,IVR C (INC)(Downgraded),Negative,2025-05-09,409.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (409 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Spinora Tiles Private Limited,"May 9, 2025",Short Term Bank Facilities,Rs. 1.75 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-05-09,409.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (409 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Spinora Tiles Private Limited,"May 9, 2025",Long Term Bank Facilities,Rs. 13.54 Cr.,IVR C (INC)(Downgraded),Negative,2025-05-09,409.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (409 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Spinora Tiles Private Limited,"May 9, 2025",Short Term Bank Facilities,Rs. 1.75 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-05-09,409.0,ULTRA HOT,True,Exact,"CARE, CRISIL",YES,"ULTRA HOT (409 days overdue) + MULTI-AGENCY: also in D365 with CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Universal Starch Chem Allied Limited (USCAL),"May 12, 2025",Long Term Bank Facilities,Rs. 54.87 Cr.,IVR BB (INC)(Downgraded),Negative,2025-05-12,406.0,ULTRA HOT,True,Fuzzy,IND-RA,NO,ULTRA HOT (406 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Universal Starch Chem Allied Limited (USCAL),"May 12, 2025",Short Term Bank Facilities,Rs. 15.40 Cr.,IVR A4 (INC)(Downgraded),Nil,2025-05-12,406.0,ULTRA HOT,True,Fuzzy,IND-RA,NO,ULTRA HOT (406 days overdue) + MULTI-AGENCY: also in D365 with IND-RA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shree Cars Private Limited,"May 13, 2025",Long Term Bank Facilities,Rs. 16.46 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-05-13,405.0,ULTRA HOT,True,Fuzzy,CARE,YES,ULTRA HOT (405 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shree Cars Private Limited,"May 13, 2025",Short Term Bank Facilities,Rs. 0.30 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-05-13,405.0,ULTRA HOT,True,Fuzzy,CARE,YES,ULTRA HOT (405 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shree Cars Private Limited,"May 13, 2025",Long Term Bank Facilities,Rs. 16.46 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-05-13,405.0,ULTRA HOT,True,Fuzzy,CARE,YES,ULTRA HOT (405 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shree Cars Private Limited,"May 13, 2025",Short Term Bank Facilities,Rs. 0.30 Cr.,IVR A4 (INC)(Reaffirmed),Nil,2025-05-13,405.0,ULTRA HOT,True,Fuzzy,CARE,YES,ULTRA HOT (405 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shalimar Corp Limited,"May 14, 2025",Long Term Fund Based Bank Facilities - Term Loans,Rs. 36.20 Cr.,IVR BB (INC)(Downgraded),Negative,2025-05-14,404.0,ULTRA HOT,True,Exact,CARE,NO,ULTRA HOT (404 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shalimar Corp Limited,"May 14, 2025",Long Term Fund Based Bank Facilities - GECL,Rs. 6.67 Cr.,IVR BB (INC)(Downgraded),Negative,2025-05-14,404.0,ULTRA HOT,True,Exact,CARE,NO,ULTRA HOT (404 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shalimar Corp Limited,"May 14, 2025",Long Term Fund Based Bank Facilities - Cash Credit,Rs. 50.00 Cr.,IVR BB (INC)(Downgraded),Negative,2025-05-14,404.0,ULTRA HOT,True,Exact,CARE,NO,ULTRA HOT (404 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shalimar Corp Limited,"May 14, 2025",Long Term Fund Based Bank Facilities - Overdraft,Rs. 1.00 Cr.,IVR BB (INC)(Downgraded),Negative,2025-05-14,404.0,ULTRA HOT,True,Exact,CARE,NO,ULTRA HOT (404 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Shalimar Corp Limited,"May 14, 2025",Short Term Non-Fund Based Bank Facilities - Bank Guarantee,Rs. 175.00 Cr.,IVR A4 (INC) (Downgraded),Nil,2025-05-14,404.0,ULTRA HOT,True,Exact,CARE,NO,ULTRA HOT (404 days overdue) + MULTI-AGENCY: also in D365 with CARE,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Gulzar Motors Private Limited,"May 16, 2025",Long Term Bank Facilities,Rs. 61.69 Cr.,IVR BB (INC)(Downgraded),Negative,2025-05-16,402.0,ULTRA HOT,True,Exact,"BRICKWORK, CARE, CRISIL",YES,"ULTRA HOT (402 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Gulzar Motors Private Limited,"May 16, 2025",Short Term Bank Facilities,Rs. 2.50 Cr.,IVR A4 (INC)(Downgraded),Nil,2025-05-16,402.0,ULTRA HOT,True,Exact,"BRICKWORK, CARE, CRISIL",YES,"ULTRA HOT (402 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CARE, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Farm India Impex Private Limited,"May 19, 2025",Long Term Bank Facilities,Rs. 26.00 Cr.,IVR B+ (INC)(Downgraded),Negative,2025-05-19,399.0,ULTRA HOT,True,Exact,ICRA,YES,ULTRA HOT (399 days overdue) + MULTI-AGENCY: also in D365 with ICRA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
Farm India Impex Private Limited,"May 19, 2025",Long Term/Short Term Bank Facilities,Rs. 37.00 Cr.,IVR B+/IVR A4; (INC)(Downgraded),Negative/-,2025-05-19,399.0,ULTRA HOT,True,Exact,ICRA,YES,ULTRA HOT (399 days overdue) + MULTI-AGENCY: also in D365 with ICRA,MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
R. S. Infra Transmission Limited,"May 20, 2025",Long Term Facilities,Rs. 90.69 Cr.,IVR BB+ (INC)(Downgraded),Negative,2025-05-20,398.0,ULTRA HOT,True,Exact,"BRICKWORK, CRISIL",YES,"ULTRA HOT (398 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
R. S. Infra Transmission Limited,"May 20, 2025",Short Term Facilities,Rs. 39.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,2025-05-20,398.0,ULTRA HOT,True,Exact,"BRICKWORK, CRISIL",YES,"ULTRA HOT (398 days overdue) + MULTI-AGENCY: also in D365 with BRICKWORK, CRISIL",MAXIMUM PRIORITY — INC at Infomerics + present at multiple D365 agencies. ACER can displace all current raters with single engagement.
