Company Name,Primary Agency,All Agencies INC,Num Agencies INC,Primary Instrument,All Instruments,Rating,Rating Date,Days Since Rating,Urgency,Sector,Total Amount Cr,Source,Is Super Target T1,Is Super Target T2,Is Three Way INC,Is April2026 Dual INC,Multi Agency INC,Priority Score,Why Target,ACER Pitch
Jai Hind Sugar Pvt. Ltd.,IND-RA,BRICKWORK | IND-RA,2,Term loans,Fund based financial facility/instrument | Term loans,B,11-09-2025,285.0,HOT,Agro/Food,259.2941.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Jonson Rubber Inds. Ltd.,IND-RA,CRISIL | IND-RA,2,Non-government debt,Non-government debt | Term loans,B-/A4,11-09-2025,285.0,HOT,Other,1.8762.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at CRISIL | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Aakriti Super Snacks Pvt. Ltd.,IND-RA,BRICKWORK | IND-RA,2,Term loans,Bank Guarantee | Term loans,B-,11-09-2025,285.0,HOT,Other,11.710.35,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Ultra Alluminium Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Term loans,Term loans,C,11-09-2025,285.0,HOT,Other,1.802.11,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | CARE has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Madhav Engineers Pvt. Ltd.,IND-RA,BRICKWORK | IND-RA,2,Non-government debt,Letter Of credit | Non-government debt,B/A4,11-09-2025,285.0,HOT,Manufacturing,30.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
C Gems & Jewels Pvt. Ltd.,IND-RA,BRICKWORK | IND-RA,2,Term loans,Term loans,D,11-09-2025,285.0,HOT,Jewellery/Gems,7.5043.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Manohar Infrastructure & Constructions Pvt. Ltd.,IND-RA,BRICKWORK | CARE | IND-RA,3,Term loans,Term loans,B-,11-09-2025,285.0,HOT,Construction,90.0087.0490.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (3 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | CARE | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Modtech Material Handling Projects Pvt. Ltd.,IND-RA,CRISIL | IND-RA,2,Non-government debt,Bank Guarantee | Non-government debt,B/A4,11-09-2025,285.0,HOT,IT/Software,9.355.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at CRISIL | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Furnace Fabrica (India) Ltd.,IND-RA,CRISIL | IND-RA,2,Non-government debt,Bank Guarantee | Non-government debt,D,11-09-2025,285.0,HOT,Textiles,203.00326.01,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at CRISIL | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Apnatech Consultancy Services Pvt. Ltd.,IND-RA,CRISIL | IND-RA,2,Non-government debt,Long term Loans | Non-government debt,D,11-09-2025,285.0,HOT,IT/Software,12.0011.31,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at CRISIL | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Samal Builders Pvt. Ltd.,IND-RA,CRISIL | IND-RA,2,Non-government debt,Fund based financial facility/instrument | Non-government debt,B-/A4,11-09-2025,285.0,HOT,Construction,3.5013.50,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at CRISIL | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Auro Industries Ltd.,IND-RA,ACUITE | IND-RA,2,Non-government debt,Long term Loans | Non-government debt,B-/A4,11-09-2025,285.0,HOT,Other,0.4311.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at ACUITE | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
I C A Edu Skills Pvt. Ltd.,IND-RA,ACUITE | IND-RA,2,Non-government debt,Long term Loans | Non-government debt,B/A4,11-09-2025,285.0,HOT,Other,50.5021.50,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at ACUITE | IND-RA has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Graffiti (India) Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Letter Of credit,Bank Guarantee | Letter Of credit,D,11-09-2025,285.0,HOT,Other,3.002.00,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | CARE has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kirti Infrastructures Ltd.,CRISIL,BRICKWORK | CRISIL,2,Bank Guarantee,Bank Guarantee | Term loans,A 4,11-09-2025,285.0,HOT,Construction,0.728.50,D365,0,0,0,0,1,8.85,MULTI-AGENCY INC (2 agencies) | HOT (285 days INC),"Your rating at BRICKWORK | CRISIL has been INC for 285 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Z.V. Steels Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),"June 3, 2025",385.0,ULTRA HOT,Steel & Metals,48.0,Infomerics,0,0,0,0,0,8.85,ULTRA HOT (385 days INC),"Your rating at Infomerics has been INC for 385 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Royale India Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),"June 3, 2025",385.0,ULTRA HOT,Other,29.0,Infomerics,0,0,0,0,0,8.85,ULTRA HOT (385 days INC),"Your rating at Infomerics has been INC for 385 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
MMR Construction Company Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),"June 3, 2025",385.0,ULTRA HOT,Construction,30.0,Infomerics,0,0,0,0,0,8.85,ULTRA HOT (385 days INC),"Your rating at Infomerics has been INC for 385 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Ess and Bee International,Infomerics,Infomerics,1,Short Term Bank Facility,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),"June 3, 2025",385.0,ULTRA HOT,Other,6.0,Infomerics,0,0,0,0,0,8.85,ULTRA HOT (385 days INC),"Your rating at Infomerics has been INC for 385 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sanwariya Packaging Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Fund based financial facility/instrument,Fund based financial facility/instrument | Term loans,D,12-09-2025,284.0,HOT,Paper/Packaging,1.171.64,D365,0,0,0,0,1,8.84,MULTI-AGENCY INC (2 agencies) | HOT (284 days INC),"Your rating at BRICKWORK | CARE has been INC for 284 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
V 3 S Infratech Ltd.,ICRA,CRISIL | ICRA,2,Non-fund-based financial facility/instrument,Bank Guarantee | Non-fund-based financial facility/instrument,D,12-09-2025,284.0,HOT,IT/Software,11.6140.00,D365,0,0,0,0,1,8.84,MULTI-AGENCY INC (2 agencies) | HOT (284 days INC),"Your rating at CRISIL | ICRA has been INC for 284 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Merchant Agri Global Pvt. Ltd.,ACUITE,ACUITE | BRICKWORK,2,Short-term loan,Fund based financial facility/instrument | Short-term loan,D,12-09-2025,284.0,HOT,Agro/Food,22.50,D365,0,0,0,0,1,8.84,MULTI-AGENCY INC (2 agencies) | HOT (284 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 284 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Paracoat Products Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Bank Guarantee,Bank Guarantee | Non-government debt,A 4,12-09-2025,284.0,HOT,Other,27.502.00,D365,0,0,0,0,1,8.84,MULTI-AGENCY INC (2 agencies) | HOT (284 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 284 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Everon Castings Pvt. Ltd.,ACUITE,ACUITE | IND-RA,2,Term loans,Non-government debt | Term loans,C,12-09-2025,284.0,HOT,Steel & Metals,43.676.76,D365,0,0,0,0,1,8.84,MULTI-AGENCY INC (2 agencies) | HOT (284 days INC),"Your rating at ACUITE | IND-RA has been INC for 284 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Anugrah Stock & Broking Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Bank Guarantee,Bank Guarantee,D,12-09-2025,284.0,HOT,Other,25.0011.00,D365,0,0,0,0,1,8.84,MULTI-AGENCY INC (2 agencies) | HOT (284 days INC),"Your rating at CARE | CRISIL has been INC for 284 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sagar Deposits and Advances Limited,Infomerics,Infomerics,1,Long Term Bank Facility,Long Term Bank Facility,IVR D (INC)(Downgraded),"June 4, 2025",384.0,ULTRA HOT,Other,18.24,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Euro Safety Footwear India Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB (INC)(Downgraded),"June 4, 2025",384.0,ULTRA HOT,Other,12.36,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Navachetana Microfinance Services Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities - Term Loans,Long Term Bank Facilities - Term Loans,IVR D (INC)(Downgraded),"June 4, 2025",384.0,ULTRA HOT,BFSI,386.44,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
NSL Constructions Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),"June 4, 2025",384.0,ULTRA HOT,Construction,89.0,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Konkan Aggregates Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B (INC)(Downgraded),"June 4, 2025",384.0,ULTRA HOT,Mining/Minerals,20.18,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Argunt Aggregates Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),"June 4, 2025",384.0,ULTRA HOT,Mining/Minerals,5.32,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mahalakshmi Spintex Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),"June 4, 2025",384.0,ULTRA HOT,Other,4.0,Infomerics,0,0,0,0,0,8.84,ULTRA HOT (384 days INC),"Your rating at Infomerics has been INC for 384 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Paawan Energy India Private Limited,Infomerics,Infomerics,1,Short Term Non-Fund Based Bank Facilities,Short Term Non-Fund Based Bank Facilities,IVR A4+ (INC)(Downgraded),"June 6, 2025",382.0,ULTRA HOT,Energy,10.0,Infomerics,0,0,0,0,0,8.82,ULTRA HOT (382 days INC),"Your rating at Infomerics has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
K B Ispat Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),"June 6, 2025",382.0,ULTRA HOT,Other,,Infomerics,0,0,0,0,0,8.82,ULTRA HOT (382 days INC),"Your rating at Infomerics has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Roger Industries Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),"June 6, 2025",382.0,ULTRA HOT,Other,54.0,Infomerics,0,0,0,0,0,8.82,ULTRA HOT (382 days INC),"Your rating at Infomerics has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Chaitra Civil Ventures LLP,Infomerics,Infomerics,1,Long Term Facilities,Long Term Facilities,IVR B+ (INC)(Downgraded),"June 6, 2025",382.0,ULTRA HOT,Construction,7.0,Infomerics,0,0,0,0,0,8.82,ULTRA HOT (382 days INC),"Your rating at Infomerics has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sree Rengaraj Ispat Industries Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),"June 6, 2025",382.0,ULTRA HOT,Other,64.0,Infomerics,0,0,0,0,0,8.82,ULTRA HOT (382 days INC),"Your rating at Infomerics has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shri Prabhulingeshwar Sugars & Chemicals Ltd.,CARE,ACUITE | CARE,2,Term loans,Term loans,B+,15-09-2025,281.0,HOT,Agro/Food,201.3246.58,D365,0,0,0,0,1,8.81,MULTI-AGENCY INC (2 agencies) | HOT (281 days INC),"Your rating at ACUITE | CARE has been INC for 281 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
G R K Theatres Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Term loans,Term loans,B-,15-09-2025,281.0,HOT,Other,3.771.06,D365,0,0,0,0,1,8.81,MULTI-AGENCY INC (2 agencies) | HOT (281 days INC),"Your rating at CARE | CRISIL has been INC for 281 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Goel International Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Non-government debt,Letter Of credit | Non-government debt,BBB-/A3,15-09-2025,281.0,HOT,Other,2.45,D365,0,0,0,0,1,8.81,MULTI-AGENCY INC (2 agencies) | HOT (281 days INC),"Your rating at BRICKWORK | CARE has been INC for 281 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Blue Duck Textiles Pvt. Ltd.,CARE,CARE | IND-RA,2,Term loans,Non-government debt | Term loans,D,16-09-2025,280.0,HOT,Textiles,7.834.35,D365,0,0,0,0,1,8.8,MULTI-AGENCY INC (2 agencies) | HOT (280 days INC),"Your rating at CARE | IND-RA has been INC for 280 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Nirmal Buildinfra Pvt. Ltd.,CRISIL,BRICKWORK | CRISIL,2,Bank Guarantee,Bank Guarantee,A 4+,17-09-2025,279.0,HOT,Construction,210.50,D365,0,0,0,0,1,8.79,MULTI-AGENCY INC (2 agencies) | HOT (279 days INC),"Your rating at BRICKWORK | CRISIL has been INC for 279 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Lenz Ceramic Pvt. Ltd.,ICRA,ICRA | IND-RA,2,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument | Non-government debt,A 4,18-09-2025,278.0,HOT,Other,10.502.50,D365,0,0,0,0,1,8.78,MULTI-AGENCY INC (2 agencies) | HOT (278 days INC),"Your rating at ICRA | IND-RA has been INC for 278 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Flora Marmo Inds. Pvt. Ltd.,ACUITE,ACUITE | CARE,2,Bank Guarantee,Bank Guarantee | Non-fund-based financial facility/instrument,A 4,18-09-2025,278.0,HOT,Other,18.900.50,D365,0,0,0,0,1,8.78,MULTI-AGENCY INC (2 agencies) | HOT (278 days INC),"Your rating at ACUITE | CARE has been INC for 278 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
HQ Lamps Manufacturing Company Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),"June 10, 2025",378.0,ULTRA HOT,Manufacturing,88.48,Infomerics,0,0,0,0,0,8.78,ULTRA HOT (378 days INC),"Your rating at Infomerics has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Goel Lightings,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),"June 10, 2025",378.0,ULTRA HOT,Other,14.4,Infomerics,0,0,0,0,0,8.78,ULTRA HOT (378 days INC),"Your rating at Infomerics has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Trafo Power & Electricals Pvt. Ltd,BRICKWORK,BRICKWORK | CRISIL,2,Bank Guarantee,Bank Guarantee,A 4,19-09-2025,277.0,HOT,Energy,4.607.60,D365,0,0,0,0,1,8.77,MULTI-AGENCY INC (2 agencies) | HOT (277 days INC),"Your rating at BRICKWORK | CRISIL has been INC for 277 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
I L & F S Transportation Networks Ltd.,ICRA,CARE | ICRA,2,Debentures / Bonds / notes / bills,Debentures / Bonds / notes / bills | Term loans,D,19-09-2025,277.0,HOT,Logistics,230.003963.50,D365,0,0,0,0,1,8.77,MULTI-AGENCY INC (2 agencies) | HOT (277 days INC),"Your rating at CARE | ICRA has been INC for 277 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Golden Seams Inds. Pvt. Ltd.,ICRA,ICRA | IND-RA,2,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument | Non-government debt,A 4,19-09-2025,277.0,HOT,Jewellery/Gems,40.0015.00,D365,0,0,0,0,1,8.77,MULTI-AGENCY INC (2 agencies) | HOT (277 days INC),"Your rating at ICRA | IND-RA has been INC for 277 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Nila Seafoods Private Limited,Infomerics,Infomerics,1,Long Term Facilities,Long Term Facilities,IVR BB- (INC)(Downgraded),"June 12, 2025",376.0,ULTRA HOT,Agro/Food,2.02,Infomerics,0,0,0,0,0,8.76,ULTRA HOT (376 days INC),"Your rating at Infomerics has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Auro Impex & Chemicals Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),"June 12, 2025",376.0,ULTRA HOT,Chemicals/Pharma,,Infomerics,0,0,0,0,0,8.76,ULTRA HOT (376 days INC),"Your rating at Infomerics has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Strategic Infra Services Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB (INC)(Downgraded),"June 12, 2025",376.0,ULTRA HOT,Other,5.0,Infomerics,0,0,0,0,0,8.76,ULTRA HOT (376 days INC),"Your rating at Infomerics has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sanjvik Terminals Private Limited,Infomerics,Infomerics,1,Long Term Bank Facility,Long Term Bank Facility,IVR D (INC) (Reaffirmed),"June 13, 2025",375.0,ULTRA HOT,Other,30.0,Infomerics,0,0,0,0,0,8.75,ULTRA HOT (375 days INC),"Your rating at Infomerics has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Magadh Iron Private Limited,Infomerics,Infomerics,1,Long Term Bank Facility,Long Term Bank Facility,IVR B (INC) (Downgraded),"June 13, 2025",375.0,ULTRA HOT,Steel & Metals,36.52,Infomerics,0,0,0,0,0,8.75,ULTRA HOT (375 days INC),"Your rating at Infomerics has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kumaran Filaments Pvt. Ltd.,CARE,CARE | CRISIL,2,Non-government debt,Fund based financial facility/instrument | Non-government debt,BB-/A4,22-09-2025,274.0,HOT,Other,1.0038.00,D365,0,0,0,0,1,8.74,MULTI-AGENCY INC (2 agencies) | HOT (274 days INC),"Your rating at CARE | CRISIL has been INC for 274 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Asha Entrade Pvt. Ltd.,CARE,CARE | CRISIL,2,Term loans,Long term Loans | Term loans,B-,22-09-2025,274.0,HOT,Other,3.005.86,D365,0,0,0,0,1,8.74,MULTI-AGENCY INC (2 agencies) | HOT (274 days INC),"Your rating at CARE | CRISIL has been INC for 274 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kannappan Alloy & Steel Co. Pvt. Ltd.,ACUITE,ACUITE | CRISIL,2,Term loans,Letter Of credit | Term loans,B+,22-09-2025,274.0,HOT,Steel & Metals,6.000.79,D365,0,0,0,0,1,8.74,MULTI-AGENCY INC (2 agencies) | HOT (274 days INC),"Your rating at ACUITE | CRISIL has been INC for 274 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Yashodhara Super-Speciality Hospital Pvt. Ltd.,BRICKWORK,BRICKWORK | ICRA,2,Term loans,Term loans,B+,22-09-2025,274.0,HOT,Healthcare,40.0044.09,D365,0,0,0,0,1,8.74,MULTI-AGENCY INC (2 agencies) | HOT (274 days INC),"Your rating at BRICKWORK | ICRA has been INC for 274 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Nath Motors Pvt. Ltd.,CARE,CARE | CRISIL,2,Fund based financial facility/instrument,Fund based financial facility/instrument,D,23-09-2025,273.0,HOT,Automobiles,26.2532.50,D365,0,0,0,0,1,8.73,MULTI-AGENCY INC (2 agencies) | HOT (273 days INC),"Your rating at CARE | CRISIL has been INC for 273 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Supriya Spinning Mills Pvt. Ltd.,ICRA,ACUITE | ICRA,2,Term loans,Long term Loans | Term loans,B,24-09-2025,272.0,HOT,Agro/Food,16.964.20,D365,0,0,0,0,1,8.72,MULTI-AGENCY INC (2 agencies) | HOT (272 days INC),"Your rating at ACUITE | ICRA has been INC for 272 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shivam Hi-Tech Steels Pvt. Ltd.,ICRA,CRISIL | ICRA,2,Term loans,Bank Guarantee | Term loans,B+,24-09-2025,272.0,HOT,Steel & Metals,6.004.23,D365,0,0,0,0,1,8.72,MULTI-AGENCY INC (2 agencies) | HOT (272 days INC),"Your rating at CRISIL | ICRA has been INC for 272 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Venkateshwara Power Project Ltd.,CRISIL,CARE | CRISIL,2,Long term Loans,Long term Loans | Term loans,BB+,24-09-2025,272.0,HOT,Energy,103.39180.00,D365,0,0,0,0,1,8.72,MULTI-AGENCY INC (2 agencies) | HOT (272 days INC),"Your rating at CARE | CRISIL has been INC for 272 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Auric Motors Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Term loans,Non-fund-based financial facility/instrument | Term loans,B+,24-09-2025,272.0,HOT,Automobiles,10.0031.79,D365,0,0,0,0,1,8.72,MULTI-AGENCY INC (2 agencies) | HOT (272 days INC),"Your rating at BRICKWORK | CARE has been INC for 272 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Prakash Whitegold Ginners Pvt. Ltd.,ACUITE,ACUITE | CARE,2,Term loans,Term loans,B-,24-09-2025,272.0,HOT,Jewellery/Gems,2.623.10,D365,0,0,0,0,1,8.72,MULTI-AGENCY INC (2 agencies) | HOT (272 days INC),"Your rating at ACUITE | CARE has been INC for 272 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Flexituff Ventures Intl. Ltd.,ICRA,CARE | ICRA,2,Term loans,Non-fund based working capital limit | Term loans,D,24-09-2025,272.0,HOT,Other,199.0237.00,D365,0,0,0,0,1,8.72,MULTI-AGENCY INC (2 agencies) | HOT (272 days INC),"Your rating at CARE | ICRA has been INC for 272 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Acme Commodities Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),"June 16, 2025",372.0,ULTRA HOT,Trading/Exports,32.55,Infomerics,0,0,0,0,0,8.72,ULTRA HOT (372 days INC),"Your rating at Infomerics has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Rishav Exports,Infomerics,Infomerics,1,Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan,IVR B- (INC)(Downgraded),"June 16, 2025",372.0,ULTRA HOT,Trading/Exports,5.2,Infomerics,0,0,0,0,0,8.72,ULTRA HOT (372 days INC),"Your rating at Infomerics has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
C.D Industries (Prop. Kisaan Engineering Works Private Limited),Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),"June 16, 2025",372.0,ULTRA HOT,Manufacturing,6.0,Infomerics,0,0,0,0,0,8.72,ULTRA HOT (372 days INC),"Your rating at Infomerics has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Brahmani Developers Pvt. Ltd.,BRICKWORK,ACUITE | BRICKWORK | IND-RA,3,Bank Guarantee,Bank Guarantee | Non-government debt,A 4,25-09-2025,271.0,HOT,Construction,21.302.507.00,D365,0,0,0,0,1,8.71,MULTI-AGENCY INC (3 agencies) | HOT (271 days INC),"Your rating at ACUITE | BRICKWORK | IND-RA has been INC for 271 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Cybercity Builders & Developers Pvt. Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Term loans,Term loans,BB,25-09-2025,271.0,HOT,Construction,175.0073.82,D365,0,0,0,0,1,8.71,MULTI-AGENCY INC (2 agencies) | HOT (271 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 271 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
