Company Name,Current Rating Agency,Instrument,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Why Target,ACER Pitch
Satia Synthetics Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2026-01-22,153.0,MEDIUM,17.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satidadi Agro Mfrs. Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-09-18,279.0,HOT,8.08,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satish Sugars Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-07-22,337.0,HOT,14.75,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satma Industries Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-12-29,177.0,MEDIUM,0.85,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satnam Global Infraprojects Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-06-19,370.0,ULTRA HOT,5.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sattva Engineering Construction Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-04-01,84.0,LOW,27.50,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satya Parkash & Bros Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-11-26,210.0,HOT,37.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satya Power & Ispat Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-04-06,79.0,LOW,15.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satyam Caterers Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-09-22,275.0,HOT,36.49,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Satyam Ispat (North East) Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-05-29,391.0,ULTRA HOT,9.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sawaria Pipes Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-09-04,293.0,HOT,36.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Searock International Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-09-09,288.0,HOT,15.70,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Selvam Broilers Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-10-17,250.0,HOT,1.25,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Senthil Construction Corpn. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-10,106.0,MEDIUM,15.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Servel India Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2026-01-30,145.0,MEDIUM,15.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Setubandhan Infrastructure Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2026-03-24,92.0,MEDIUM,20.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Severn Glocon India Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-01-23,152.0,MEDIUM,31.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sew Bellary Highways Ltd.,Brickwork,Term loans,Term Loan,B,2026-04-01,84.0,LOW,27.43,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sew Infrastructure Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2026-04-01,84.0,LOW,600.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shah Brothers Ispat Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-08-02,326.0,HOT,361.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shah Concast Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-08-11,317.0,HOT,10.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shah Nanji Nagsi Overseas Pvt. Ltd.,Brickwork,Non-government debt,NCD,B+/A4,2025-11-13,223.0,HOT,90.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shailja Papers Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-03-10,106.0,MEDIUM,5.00,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shakambari Kniting Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-11-26,210.0,HOT,10.12,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shakambhari Overseas Trades Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-06-10,379.0,ULTRA HOT,9.20,Media/Retail,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shakti Tex Coaters Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-09,411.0,ULTRA HOT,4.76,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shakumbhri Pulp & Paper Mills Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-08-14,314.0,HOT,0.01,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shalaka Infra-Tech (India) Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-09,380.0,ULTRA HOT,80.44,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shamanur Sugars Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-04-01,84.0,LOW,2.73,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanders Properties Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-09-01,296.0,HOT,10.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanker Wood Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-10-07,260.0,HOT,17.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanta Sriram Constructions Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-12-15,191.0,HOT,60.46,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanti Agro Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-07-31,328.0,HOT,4.55,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanti Gopal Concast Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,B+,2026-03-13,103.0,MEDIUM,1.25,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanti Metalfab Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-11,348.0,HOT,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shanti Refrigeration Inds. Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-07-02,357.0,HOT,3.38,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sharada Erectors Pvt. Ltd.,Brickwork,Term loans,Term Loan,B+,2026-01-07,168.0,MEDIUM,30.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sharma Orthopedic (India) Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-24,365.0,ULTRA HOT,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sharma Videos Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2025-05-21,399.0,ULTRA HOT,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sharp Chucks & Machines Ltd.,Brickwork,Term loans,Term Loan,D,2025-09-04,293.0,HOT,26.35,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sharu Steels Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-03-06,110.0,MEDIUM,20.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shashank Auto Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-10-07,260.0,HOT,2.35,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shashi Cables Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-08-08,320.0,HOT,21.08,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Sheenlac Paints Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-03-12,104.0,MEDIUM,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shekhar Sarraf Memorial Hospital Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-08-19,309.0,HOT,3.89,Healthcare,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shinde Developers Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-09,107.0,MEDIUM,70.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shine Cot-Spin Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-05,201.0,HOT,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shitla Papers Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-03-27,89.0,LOW,0.73,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shiva Polytubes Pvt. Ltd.,Brickwork,Non-government debt,NCD,C/A4,2025-06-16,373.0,ULTRA HOT,6.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shiva Shakti Grains (India) Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-07-07,352.0,HOT,10.85,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivaganga Polymers Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-11-26,210.0,HOT,5.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivalaya Amgaon Highways Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-07-25,334.0,HOT,49.74,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivalaya Bhandara Highways Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-08-07,321.0,HOT,35.66,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivalaya Nagpur Highways Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB-,2025-08-07,321.0,HOT,38.20,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivam Autozone (India) Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2026-02-19,125.0,MEDIUM,21.00,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivam Meltech Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-02-02,142.0,MEDIUM,19.48,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivganga Drillers Ltd.,Brickwork,Term loans,Term Loan,BB-,2026-01-02,173.0,MEDIUM,12.34,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shivpriya Cables Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,D,2025-07-08,351.0,HOT,6.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shobha Woollens Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-08,412.0,ULTRA HOT,0.30,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shoe Tecnik Intl. Corpn. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-01-12,163.0,MEDIUM,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Ashtvinayak Roller Flour Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-07-02,357.0,HOT,0.92,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Badri Kedar Papers Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2026-03-02,114.0,MEDIUM,3.00,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Bhageshwari Papers Pvt. Ltd.,Brickwork,Term loans,Term Loan,BB,2025-07-03,356.0,HOT,6.47,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Bhavya Fabrics Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-02-24,120.0,MEDIUM,6.50,Textiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Bholey Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-19,370.0,ULTRA HOT,5.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Ganesh Poly Plast Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-03-27,89.0,LOW,0.60,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Ishan Equipment Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-08-29,299.0,HOT,20.50,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Kankeshwari Agro Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-01-09,166.0,MEDIUM,7.50,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Krishna Rolling Mills (Jaipur) Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-11,348.0,HOT,12.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Lingraj Feeds Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-16,404.0,ULTRA HOT,0.80,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Manglam Buildcon (I) Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-02-03,141.0,MEDIUM,117.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Nageshwar Papers Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-11,378.0,ULTRA HOT,2.79,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Naman Developers Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-24,365.0,ULTRA HOT,79.75,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Naman Hotels Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 2,2025-12-26,180.0,HOT,395.00,Hotels/Tourism,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Naman Securities & Finance Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2026-04-03,82.0,LOW,2.00,BFSI,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Papers Ltd. [Merged],Brickwork,Term loans,Term Loan,D,2025-09-15,282.0,HOT,1.18,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Rajaram Prints Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-01-27,148.0,MEDIUM,1.75,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Ram Proteins Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-08-01,327.0,HOT,0.10,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Ram Shipping Inds. Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-04-03,82.0,LOW,100.00,Logistics,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Ram Vessel Scrap Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-04-03,82.0,LOW,4.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Shiddhanath Cotex Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-10-22,245.0,HOT,38.88,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Shyam Roadlink Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-08-01,327.0,HOT,0.10,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Sidhbali Industries Ltd.,Brickwork,Non-government debt,NCD,B/A4,2025-05-06,414.0,ULTRA HOT,17.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Sidhbali Paper Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,B,2026-02-06,138.0,MEDIUM,6.47,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Sita Agro Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,C-,2025-10-29,238.0,HOT,0.25,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Sita Edibles Ltd.,Brickwork,Term loans,Term Loan,C-,2025-10-29,238.0,HOT,7.87,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Sita Ram Paper Mills Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-03,356.0,HOT,0.60,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Vardhaman Power Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-12,104.0,MEDIUM,9.00,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shree Vasu Steels Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-19,401.0,ULTRA HOT,2.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shreegopal Gobind Agro Tech Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-07,413.0,ULTRA HOT,9.99,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shreelaxmikantam Sales Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-06-04,385.0,ULTRA HOT,1.90,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shreeom Prime Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-09-12,285.0,HOT,0.80,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shreeya Peanuts Pvt. Ltd.,Brickwork,Term loans,Term Loan,B-,2025-12-18,188.0,HOT,0.72,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Ambika Metaliks Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-12-30,176.0,MEDIUM,0.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Anand Inds. (Katni) Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-23,397.0,ULTRA HOT,0.56,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Annalakshmi Spinning Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-21,399.0,ULTRA HOT,2.00,Textiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Ashutosh Structures Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-08-21,307.0,HOT,50.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Balaji Rollings Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-10-24,243.0,HOT,0.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Bholanath Carpets Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-16,343.0,HOT,0.10,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Govindaraja Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-04-02,83.0,LOW,159.33,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Gurudatt Sugars Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB,2025-06-05,384.0,ULTRA HOT,66.65,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Janki Foodgrains Pvt. Ltd.,Brickwork,Term loans,Term Loan,B,2025-06-17,372.0,ULTRA HOT,1.51,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Krupa Services Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-15,191.0,HOT,4.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Laxmibadri Agro Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-07-30,329.0,HOT,3.42,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Maa Mktg. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-02,204.0,HOT,12.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Mookambiga Spg. Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-02-26,118.0,MEDIUM,8.33,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Parasram Holdings Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-23,366.0,ULTRA HOT,400.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Rewa Rice Mills Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-07-29,330.0,HOT,11.48,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Satguru Metalloys Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-06-25,364.0,HOT,1.96,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Shanker Gauri Agro Product Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-03-12,104.0,MEDIUM,5.90,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Shyam Iron & Power Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-10-24,243.0,HOT,0.40,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri Swami Samarth Engineers Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-10-14,253.0,HOT,30.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shri T P Textiles Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-20,400.0,ULTRA HOT,0.18,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shripaper Product (Indore) Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-01-12,163.0,MEDIUM,1.53,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shriram Power & Steel Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-24,182.0,HOT,0.60,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Shubha Proteins Pvt. Ltd.,Brickwork,Non-government debt,NCD,C/A4,2026-02-25,119.0,MEDIUM,30.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
