Company Name,Current Rating Agency,Instrument,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Source,Is Super Target T1,Is Super Target T2,Is Three Way INC,Multi Agency INC,Priority Score,SEBI Note,Why Target,ACER Pitch Script
Maktel Power Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,23.00,Energy,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mantram Technofab Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,29.20,IT/Technology,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mehta Intertrade Steels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,84.50,Steel,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Modtech Material Handling Projects Pvt. Ltd.,IND-RA,NCD,B/A4,2025-09-11,286.0,HOT,9.35,IT/Technology,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Moenus Textile Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,26.20,Construction,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
N M C Industries Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,22.50,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Natraj Electro Casting Pvt. Ltd.,IND-RA,NCD,B/A4,2025-09-11,286.0,HOT,29.53,Steel,D365,0.0,0.0,0.0,1.0,15.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Neo Pack Plast (India) Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,5.93,Other,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Nikki Steels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,10.00,Steel,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Olive Tex Silk Mills Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,30.46,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Padmey Impex Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,18.00,Other,D365,0.0,0.0,0.0,1.0,8.16,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Peerless Hospital Guwahati Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,97.19,Healthcare,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Prateek Alloys Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,22.00,Steel,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Precision Granite & Marble Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,32.91,Mining/Minerals,D365,0.0,0.0,0.0,1.0,9.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
R K Wind Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,239.49,Energy,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
R P L Inds. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,8.00,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Raj Rajendra Inds. Ltd.,BRICKWORK,NCD,C,2025-09-11,286.0,HOT,18.00,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at BRICKWORK has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Ramnik Power & Alloys Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,13.77,Steel,D365,0.0,0.0,0.0,0.0,5.58,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Ramvijay Clothing Co. Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,7.08,Textiles,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Rohit Extractions Pvt. Ltd.,IND-RA,NCD,B+/A4,2025-09-11,286.0,HOT,48.77,IT/Technology,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Royal Latex Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,15.83,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Rubber O Malabar Products Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,6.00,Chemicals/Pharma,D365,0.0,0.0,0.0,1.0,7.82,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
S C S Constructions India Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,19.48,Construction,D365,,,,,,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
S M R Plantation Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,64.96,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
S S Offshore Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,27.39,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sadbhav Infrastructure Project Ltd.,IND-RA,NCD,C/A4,2025-09-11,286.0,HOT,300.00,Construction,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sagar Industries & Distilleries Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,25.00,Other,D365,0.0,0.0,0.0,1.0,8.6,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Samal Builders Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,13.50,Construction,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Samkwang India Electronic Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,60.00,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Samrat Wires Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,13.40,Manufacturing,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sanshu Agro Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,14.00,Agro/Food,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sanshu Green Corn Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,17.72,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sea Lagoon Hotels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,23.00,Hotels/Tourism,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Seahawk Agro Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,7.10,Agro/Food,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shape Engineering Co. Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,11.08,Manufacturing,D365,0.0,0.0,0.0,1.0,7.87,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sheetal Structurals Pvt. Ltd.,IND-RA,NCD,B/A4,2025-09-11,286.0,HOT,9.00,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shiv Shakti Thermo Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,7.90,Other,D365,0.0,0.0,0.0,1.0,9.13,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shivshakti Barrels Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,6.03,Other,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shree Satguru Agro & Oil Products Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,11.00,Agro/Food,D365,0.0,1.0,0.0,1.0,16.9,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sonai Constructions Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,12.00,Construction,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
South Indian Constructions Pvt. Ltd.,IND-RA,NCD,D,2025-09-11,286.0,HOT,22.50,Construction,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
South Indian Green Cardamom Co. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,13.65,Automobiles,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Spaceage Switchgears Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,14.00,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sri Vijaya Venkateswara Cotton Mills Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,14.52,Agro/Food,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
St. Mary'S Rubbers Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,60.54,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sunshine Vegetables Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,6.59,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Super Drilling Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,8.00,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Trident Auto Components Pvt. Ltd.,IND-RA,NCD,B/A4,2025-09-11,286.0,HOT,24.50,Automobiles,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Trinity India Forgetech Pvt. Ltd.,IND-RA,NCD,B/A4,2025-09-11,286.0,HOT,20.00,IT/Technology,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Unify Texturisers Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,95.00,Other,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
V M Apparels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,22.77,Textiles,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Victory Spinning Mills Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,48.97,Textiles,D365,0.0,0.0,0.0,1.0,8.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Yug International Pvt. Ltd.,IND-RA,NCD,B/A4,2025-09-11,286.0,HOT,58.65,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Zenith Apex Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-09-11,286.0,HOT,22.50,Other,D365,0.0,0.0,0.0,0.0,5.85,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (286 days),Your NCD rating at IND-RA has been INC for 286 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
M M T C Ltd.,CARE,NCD,D,2025-09-12,285.0,HOT,700.00,Other,D365,0.0,0.0,0.0,0.0,5.84,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (285 days),Your NCD rating at CARE has been INC for 285 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sri Lakshmi Poultry Complex Pvt. Ltd.,ICRA,NCD,B+/A4,2025-09-12,285.0,HOT,4.50,Agro/Food,D365,0.0,0.0,0.0,0.0,5.84,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (285 days),Your NCD rating at ICRA has been INC for 285 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Goel International Pvt. Ltd.,CARE,NCD,BBB-/A3,2025-09-15,282.0,HOT,,Other,D365,0.0,0.0,0.0,1.0,8.81,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (282 days),Your NCD rating at CARE has been INC for 282 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Katerra India Pvt. Ltd.,CARE,NCD,D,2025-09-15,282.0,HOT,190.00,Other,D365,0.0,0.0,0.0,0.0,5.8100000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (282 days),Your NCD rating at CARE has been INC for 282 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Landis Gyr Ltd.,ICRA,NCD,B+/A4,2025-09-15,282.0,HOT,22.33,Other,D365,0.0,0.0,0.0,0.0,5.8100000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (282 days),Your NCD rating at ICRA has been INC for 282 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Neelachal Ispat Nigam Ltd.,CARE,NCD,AA/A1+,2025-09-15,282.0,HOT,2000.00,Other,D365,0.0,0.0,0.0,0.0,5.8100000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (282 days),Your NCD rating at CARE has been INC for 282 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Vivaan Solar Pvt. Ltd.,CARE,NCD,B-/A4,2025-09-15,282.0,HOT,35.96,Energy,D365,0.0,0.0,0.0,1.0,9.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (282 days),Your NCD rating at CARE has been INC for 282 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Aarti Distilleries Pvt. Ltd.,ICRA,NCD,BB+/A4+,2025-09-16,281.0,HOT,9.47,Other,D365,0.0,0.0,0.0,0.0,5.1,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at ICRA has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Kapco Electric Pvt. Ltd.,CARE,NCD,C/A4,2025-09-16,281.0,HOT,4.50,Energy,D365,0.0,0.0,0.0,0.0,5.8,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at CARE has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Noor Impex Pvt. Ltd.,CARE,NCD,D,2025-09-16,281.0,HOT,18.00,Other,D365,0.0,0.0,0.0,0.0,5.8,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at CARE has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Premier Industrial Corpn. Ltd.,ICRA,NCD,B+/A4,2025-09-16,281.0,HOT,4.97,Other,D365,0.0,0.0,0.0,0.0,5.8,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at ICRA has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Rajasthan Liquors Ltd.,ICRA,NCD,BBB+/A2,2025-09-16,281.0,HOT,18.00,Other,D365,0.0,0.0,0.0,1.0,8.1,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at ICRA has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Satrac Engineering Pvt. Ltd.,CARE,NCD,BB/A4,2025-09-16,281.0,HOT,21.50,Manufacturing,D365,0.0,0.0,0.0,0.0,5.8,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at CARE has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shantinath Detergents Pvt. Ltd.,CRISIL,NCD,BB+,2025-09-16,281.0,HOT,58.50,Other,D365,0.0,0.0,0.0,0.0,5.8,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (281 days),Your NCD rating at CRISIL has been INC for 281 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Oil & Gas Plant Engineers (India) Pvt. Ltd.,CARE,NCD,B/A4,2025-09-17,280.0,HOT,3.00,Energy,D365,0.0,0.0,0.0,0.0,5.79,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (280 days),Your NCD rating at CARE has been INC for 280 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shanti Construction (Guj) Pvt. Ltd.,CARE,NCD,BB+/A4+,2025-09-17,280.0,HOT,121.95,Construction,D365,0.0,0.0,0.0,0.0,5.79,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (280 days),Your NCD rating at CARE has been INC for 280 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Industrial Forging Inds. Pvt. Ltd.,ICRA,NCD,B+/A4,2025-09-18,279.0,HOT,1.75,Manufacturing,D365,0.0,0.0,0.0,0.0,5.779999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (279 days),Your NCD rating at ICRA has been INC for 279 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Jindal Futures Pvt. Ltd.,CARE,NCD,B-/A4,2025-09-18,279.0,HOT,50.00,Agro/Food,D365,0.0,0.0,0.0,0.0,5.779999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (279 days),Your NCD rating at CARE has been INC for 279 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Madhav Cotex Pvt. Ltd.,CARE,NCD,A 4,2025-09-18,279.0,HOT,4.00,Other,D365,0.0,0.0,0.0,0.0,5.779999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (279 days),Your NCD rating at CARE has been INC for 279 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Brindavan Beverages Pvt. Ltd.,ICRA,NCD,BBB+/A2,2025-09-19,278.0,HOT,0.50,Other,D365,0.0,0.0,0.0,0.0,5.77,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (278 days),Your NCD rating at ICRA has been INC for 278 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Chintpurni Steels Pvt. Ltd.,CARE,NCD,B-/A4,2025-09-19,278.0,HOT,1.50,Steel,D365,0.0,0.0,0.0,1.0,8.0,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (278 days),Your NCD rating at CARE has been INC for 278 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
I L & F S Transportation Networks Ltd.,ICRA,NCD,D,2025-09-19,278.0,HOT,3963.50,Logistics,D365,0.0,0.0,0.0,1.0,8.77,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (278 days),Your NCD rating at ICRA has been INC for 278 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mectech Process Engineers Pvt. Ltd.,CARE,NCD,BB+/A4+,2025-09-19,278.0,HOT,29.00,Manufacturing,D365,0.0,0.0,0.0,0.0,5.77,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (278 days),Your NCD rating at CARE has been INC for 278 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
