Company Name,Current Rater,Instrument Type,Grade,Rating,Last Rating Date,Days Since Downgrade,Is INC,Urgency,Why Target,ACER Pitch Angle
Hema Automotive Pvt. Ltd.,ACUITE,Long term Loans,High Risk,B,2026-04-08,73.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Adisankara Spinning Mills Pvt. Ltd.,ICRA,Non-government debt,Moderate Safety,BBB-/A3,2026-04-08,73.0,False,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Supermint Exports Pvt. Ltd.,CARE,Non-government debt,High Risk,B/A4,2026-04-08,73.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Alchemist Hospitals Ltd.,CARE,Term loans,High Risk,B,2026-04-08,73.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sri Venkata Srinivasa Oils Pvt. Ltd.,CARE,Term loans,High Risk,B+,2026-04-08,73.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Chenduran Cotspin (India) Pvt. Ltd.,ACUITE,Term loans,Inadequate Safety,BB-,2026-04-07,74.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Elkaypee Spinners Pvt. Ltd.,ACUITE,Long term Loans,Inadequate Safety,BB-,2026-04-07,74.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Bhargavi Automobiles Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB,2026-04-07,74.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
M J Gold Pvt. Ltd.,BRICKWORK,Non-government debt,High Risk,B-,2026-04-07,74.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Surana Telecom & Power Ltd.,CARE,Term loans,Inadequate Safety,BB-,2026-04-07,74.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
T M I Healthcare Pvt. Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shivmani Exports Pvt. Ltd.,CARE,Bank Guarantee,High Risk,B,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Ray Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4+,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
R S V Constructions Pvt. Ltd.,CARE,Bank Guarantee,High Risk,A 4,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Raphe Mphibr Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB+/A4+,2026-04-06,75.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Zebra Pack Pvt. Ltd.,ACUITE,Long term Loans,High Risk,B-,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Arora Udyog Ltd.,BRICKWORK,Term loans,High Risk,B-,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Partap Fabrics Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,High Risk,B,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
P K Cereals Pvt. Ltd. [Merged],ACUITE,Long term Loans,Inadequate Safety,BB-,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vijayanand Travels Pvt. Ltd.,CARE,Term loans,Moderate Safety,BBB,2026-04-06,75.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Design & Manufacturing Vista Electronics Pvt. Ltd.,CARE,Non-government debt,Moderate Safety,BBB/A3,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vardhman Textile Components Ltd.,CARE,Term loans,High Risk,B+,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vista Information Systems Pvt. Ltd.,CARE,Non-government debt,Moderate Safety,BBB/A3,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
A-1 Fence Products Co. Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4+,2026-04-06,75.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
M J Grain Products Pvt. Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Assorted Plastics Pvt. Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-04-06,75.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
M G Housing Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,Substantial Risk,C,2026-04-03,78.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Cyber Automobiles Pvt. Ltd.,ACUITE | BRICKWORK,Bank Guarantee,High Risk,A 4,2026-04-03,78.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE | BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Mahalaxmi Bus Transport Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sri Sarvaraya Sugars Ltd.,CARE,Term loans,Moderate Safety,BBB-,2026-04-02,79.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Ace Commercial Co. Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Skywin Spinning Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
M D A Mineral Dhatu (A P) Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
M K Roy & Bros. Projects Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Smita Steels Rolling Mills Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Medsmart Logistics Pvt. Ltd. [Merged],IND-RA,Non-government debt,High Risk,B+/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
K P Polyolefin Sacks Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Olive Bar & Kitchen Pvt. Ltd.,IND-RA,Term loans,Inadequate Safety,BB-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
P S K Textiles India Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Hindustan Adhesives Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
J P Infra Realty Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
James Retail Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vijay Jindal Builders Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vajrateja Rice Cluster Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sri Power Generation (India) Pvt. Ltd. [Merged],IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Auro Industries Ltd.,ACUITE,Long term Loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
B N S R Inds. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Astrotech Steels Pvt. Ltd.,CRISIL,Long term Loans,Moderate Safety,BBB,2026-04-02,79.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sree Krishna Automotives Hyderabad Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
B N T Connections Impex Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Bhopal Tractors Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Biomedix Optotechnik & Devices Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Zen Shipping & Ports India Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Yamuna Cable Accessories Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Swapna Printing Works Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Texaco Synthetics Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Seshsayi Foods Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Allgrace Developers Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB+/A4+,2026-04-02,79.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
D M L Exim Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
D C S Techno Services Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S S V Spinners Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Ganges Gardens Realtors Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
G R Engineering Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Darshan Overseas Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
R S R Infra Works (India) Pvt. Ltd.,CARE,Bank Guarantee,High Risk,A 4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S D M Projects Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S C T Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Elysium Pharmaceuticals Ltd.,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Himalayan Road Construction Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Jajoo Surgicals Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
J P Motor Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
J C Construction Pvt. Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Narmada Agrobase Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Millenium Marbles Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Nani Agrofoods Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Nainital Motors Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
J S K Corporation Pvt. Ltd.,IND-RA,Term loans,High Risk,B-,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Profive Engineering Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Infres Methodex Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
International Coil Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-04-02,79.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
