Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,INC_Flag,Urgency,Months_Since_Rating,Days_Since_Rating,is_INC,Category
Koenig Solutions Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Kothari Fermentation & Biochem Ltd.,2025-06-09,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4+,Reaffirmed,5.00,Y,HIGH,12.5,376.0,True,ULTRA HOT
Kothari Fermentation & Biochem Ltd.,2025-06-09,CRISIL,Long term Loans,Inadequate Safety,BB,Reaffirmed,4.60,Y,HIGH,12.5,376.0,True,ULTRA HOT
Kothari Fermentation & Biochem Ltd.,2025-06-09,CRISIL,Term loans,Inadequate Safety,BB,Reaffirmed,3.90,Y,HIGH,12.5,376.0,True,ULTRA HOT
Kothari Fermentation & Biochem Ltd.,2025-06-09,CRISIL,Term loans,Inadequate Safety,BB,Reaffirmed,17.50,Y,HIGH,12.5,376.0,True,ULTRA HOT
Kramski Stamping & Molding India Pvt. Ltd.,2025-06-19,CRISIL,Long term Loans,High Risk,B-,Reaffirmed,7.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Krish Cereals Pvt. Ltd.,2025-06-19,CRISIL,Long term Loans,Default,D,Reaffirmed,6.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Krish Cereals Pvt. Ltd.,2025-06-19,CRISIL,Term loans,Default,D,Reaffirmed,3.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Kudu Knit Process Pvt. Ltd.,2025-06-16,CRISIL,Long term Loans,High Risk,B,Reaffirmed,3.88,Y,HIGH,12.3,369.0,True,ULTRA HOT
Kudu Knit Process Pvt. Ltd.,2025-06-16,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.62,Y,HIGH,12.3,369.0,True,ULTRA HOT
Kun United Motors Pvt. Ltd.,2025-05-15,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,15.35,Y,HIGH,13.4,401.0,True,ULTRA HOT
Kun United Motors Pvt. Ltd.,2025-05-15,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.25,Y,HIGH,13.4,401.0,True,ULTRA HOT
Kun United Motors Pvt. Ltd.,2025-05-15,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.40,Y,HIGH,13.4,401.0,True,ULTRA HOT
Kunnel Engineers & Contractors Pvt. Ltd.,2025-05-19,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,24.00,Y,HIGH,13.2,397.0,True,ULTRA HOT
Kunnel Engineers & Contractors Pvt. Ltd.,2025-05-19,CRISIL,Term loans,High Risk,B,Reaffirmed,4.00,Y,HIGH,13.2,397.0,True,ULTRA HOT
Kurukshetra Expressway Pvt. Ltd.,2025-06-19,CRISIL,Term loans,Default,D,Reaffirmed,748.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
L R N Finance Ltd.,2025-06-24,CRISIL,Long term Loans,Default,D,Reaffirmed,10.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Laxmi En-Fab Pvt. Ltd.,2025-05-19,CRISIL,Fund based financial facility/instrument,High Risk,B,Downgraded,1.50,Y,HIGH,13.2,397.0,True,ULTRA HOT
Laxmi En-Fab Pvt. Ltd.,2025-05-19,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Downgraded,4.50,Y,HIGH,13.2,397.0,True,ULTRA HOT
Lee & Muirhead Pvt. Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B+,Reaffirmed,8.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Lovely International Pvt. Ltd.,2025-06-19,CRISIL,Letter Of credit,Default,D,Reaffirmed,28.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Lovely International Pvt. Ltd.,2025-06-19,CRISIL,Long term Loans,Default,D,Reaffirmed,2.50,Y,HIGH,12.2,366.0,True,ULTRA HOT
M C K Kutty Engineers Pvt. Ltd.,2025-05-20,CRISIL,Long term Loans,High Risk,B+,Withdrawn,2.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
M G F Devp. Ltd.,2025-06-11,CRISIL,Long term Loans,Moderate Safety,BBB,Reaffirmed,0.15,Y,HIGH,12.5,374.0,True,ULTRA HOT
M G F Devp. Ltd.,2025-06-11,CRISIL,Term loans,Moderate Safety,BBB,Reaffirmed,39.85,Y,HIGH,12.5,374.0,True,ULTRA HOT
M G Polyplast Inds. Pvt. Ltd.,2025-06-19,CRISIL,Letter Of credit,High Risk,A 4,Downgraded,44.50,Y,HIGH,12.2,366.0,True,ULTRA HOT
M G Polyplast Inds. Pvt. Ltd.,2025-06-19,CRISIL,Letter Of credit,High Risk,B,Downgraded,4.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
M G Polyplast Inds. Pvt. Ltd.,2025-06-19,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Downgraded,6.90,Y,HIGH,12.2,366.0,True,ULTRA HOT
M G Polyplast Inds. Pvt. Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B,Downgraded,10.17,Y,HIGH,12.2,366.0,True,ULTRA HOT
M G Polyplast Inds. Pvt. Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B,Downgraded,0.43,Y,HIGH,12.2,366.0,True,ULTRA HOT
Ma Mahamaya Rice Mill Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,Default,D,Reaffirmed,0.24,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ma Mahamaya Rice Mill Pvt. Ltd.,2025-06-23,CRISIL,Term loans,Default,D,Reaffirmed,1.90,Y,HIGH,12.1,362.0,True,ULTRA HOT
Macbrout Engineering Pvt. Ltd.,2025-05-15,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.35,Y,HIGH,13.4,401.0,True,ULTRA HOT
Madhav Govind Food Products Pvt. Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Madhya Bharat Papers Ltd.,2025-06-19,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.75,Y,HIGH,12.2,366.0,True,ULTRA HOT
Madhya Bharat Papers Ltd.,2025-06-19,CRISIL,Long term Loans,High Risk,B-,Reaffirmed,14.50,Y,HIGH,12.2,366.0,True,ULTRA HOT
Madhya Bharat Papers Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B-,Reaffirmed,15.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mahak Synthetics Mills Pvt. Ltd.,2025-05-08,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,13.6,408.0,True,ULTRA HOT
Mahak Synthetics Mills Pvt. Ltd.,2025-05-08,CRISIL,Term loans,High Risk,B,Reaffirmed,19.00,Y,HIGH,13.6,408.0,True,ULTRA HOT
Mahakaleshwar Infratech Pvt. Ltd.,2025-05-08,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,47.00,Y,HIGH,13.6,408.0,True,ULTRA HOT
Mahakaleshwar Infratech Pvt. Ltd.,2025-05-08,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,12.00,Y,HIGH,13.6,408.0,True,ULTRA HOT
Mahalakshmi Profiles Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,34.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Mahalakshmi Profiles Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B,Downgraded,47.55,Y,HIGH,12.1,362.0,True,ULTRA HOT
Mahalakshmi Spintex Pvt. Ltd.,2025-06-09,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,30.14,Y,HIGH,12.5,376.0,True,ULTRA HOT
Maharani Innovative Paints Pvt. Ltd.,2025-05-14,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,2.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
Maharani Innovative Paints Pvt. Ltd.,2025-05-14,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,11.50,Y,HIGH,13.4,402.0,True,ULTRA HOT
Mahesh Extrusions Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,High Risk,B,Downgraded,4.60,Y,HIGH,13.4,403.0,True,ULTRA HOT
Mahesh Extrusions Pvt. Ltd.,2025-05-13,CRISIL,Term loans,High Risk,B,Downgraded,5.40,Y,HIGH,13.4,403.0,True,ULTRA HOT
Majumder Agro Inds. Pvt. Ltd.,2025-05-30,CRISIL,Term loans,Inadequate Safety,BB,Reaffirmed,8.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Maktel Control & Systems Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,9.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Maktel Control & Systems Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,6.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Maktel Control & Systems Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,0.10,Y,HIGH,12.1,362.0,True,ULTRA HOT
Maktel Control & Systems Pvt. Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B+,Reaffirmed,4.90,Y,HIGH,12.1,362.0,True,ULTRA HOT
Manbhum Ispat Pvt. Ltd.,2025-05-23,CRISIL,Bank Guarantee,High Risk,A 4+,Withdrawn,5.00,Y,HIGH,13.1,393.0,True,ULTRA HOT
Mandovi Casting Pvt. Ltd.,2025-05-12,CRISIL,Letter Of credit,High Risk,A 4,Withdrawn,0.31,Y,HIGH,13.5,404.0,True,ULTRA HOT
Mangalam Edu Gate,2025-06-19,CRISIL,Term loans,High Risk,B+,Reaffirmed,80.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mangalam Metals & Ores Ltd.,2025-05-08,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,40.00,Y,HIGH,13.6,408.0,True,ULTRA HOT
Mani Export Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B,Downgraded,4.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Manku Agrotech Pvt. Ltd.,2025-05-08,CRISIL,Long term Loans,High Risk,B,Reaffirmed,7.20,Y,HIGH,13.6,408.0,True,ULTRA HOT
Marc Laboratories Ltd.,2025-05-20,CRISIL,Bank Guarantee,High Risk,A 4,Withdrawn,12.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
Marc Laboratories Ltd.,2025-05-20,CRISIL,Long term Loans,High Risk,B,Withdrawn,0.44,Y,HIGH,13.2,396.0,True,ULTRA HOT
Marc Laboratories Ltd.,2025-05-20,CRISIL,Short-term loan,High Risk,A 4,Withdrawn,2.34,Y,HIGH,13.2,396.0,True,ULTRA HOT
Marc Laboratories Ltd.,2025-05-20,CRISIL,Term loans,High Risk,B,Withdrawn,5.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
Marks Pryor Marking Technology Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,Default,D,Reaffirmed,2.50,Y,HIGH,12.1,362.0,True,ULTRA HOT
Marks Pryor Marking Technology Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,Default,D,Reaffirmed,1.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Mavis Satcom Ltd.,2025-06-10,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,20.70,Y,HIGH,12.5,375.0,True,ULTRA HOT
Medi Carrier Pvt. Ltd.,2025-05-13,CRISIL,Bank Guarantee,High Risk,A 4,Withdrawn,8.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Medi Carrier Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,High Risk,B,Withdrawn,2.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Medi Carrier Pvt. Ltd.,2025-05-13,CRISIL,Term loans,High Risk,B,Withdrawn,4.50,Y,HIGH,13.4,403.0,True,ULTRA HOT
Mega Automobiles Pvt. Ltd.,2025-06-19,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,0.50,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mega Automobiles Pvt. Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B+,Reaffirmed,1.07,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mega Vitrified Pvt. Ltd.,2025-06-19,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.60,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mega Vitrified Pvt. Ltd.,2025-06-19,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mega Vitrified Pvt. Ltd.,2025-06-19,CRISIL,Term loans,High Risk,B,Reaffirmed,1.40,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mehra Polytex Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Mehra Polytex Pvt. Ltd.,2025-06-23,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Mittal Infrastructure Pvt. Ltd.,2025-05-22,CRISIL,Bank Guarantee,Default,D,Downgraded,2.00,Y,HIGH,13.1,394.0,True,ULTRA HOT
Mittal Infrastructure Pvt. Ltd.,2025-05-22,CRISIL,Bank Guarantee,Default,D,Downgraded,2.00,Y,HIGH,13.1,394.0,True,ULTRA HOT
Mittal Infrastructure Pvt. Ltd.,2025-05-22,CRISIL,Long term Loans,Default,D,Downgraded,2.00,Y,HIGH,13.1,394.0,True,ULTRA HOT
Modern Solar Pvt. Ltd.,2025-06-19,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,12.00,Y,HIGH,12.2,366.0,True,ULTRA HOT
Mono Steel (India) Ltd.,2025-05-26,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,111.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Monsoon Bounty Foods Mfg. Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,3.50,Y,HIGH,13.4,403.0,True,ULTRA HOT
Monsoon Bounty Foods Mfg. Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,1.50,Y,HIGH,13.4,403.0,True,ULTRA HOT
Montage Enterprises Pvt. Ltd.,2025-06-23,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,45.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Montage Enterprises Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,100.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Montage Enterprises Pvt. Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B,Reaffirmed,55.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Montage Enterprises Pvt. Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B,Reaffirmed,135.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Motherland Garments Pvt. Ltd.,2025-05-08,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,1.15,Y,HIGH,13.6,408.0,True,ULTRA HOT
Mudra Denim Pvt. Ltd.,2025-06-24,CRISIL,Letter Of credit,Default,D,Reaffirmed,3.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Mudra Denim Pvt. Ltd.,2025-06-24,CRISIL,Term loans,Default,D,Reaffirmed,105.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Multicolor Steels (India) Pvt. Ltd.,2025-05-14,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,23.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
Multicolor Steels (India) Pvt. Ltd.,2025-05-14,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB,Reaffirmed,0.30,Y,HIGH,13.4,402.0,True,ULTRA HOT
Multicolor Steels (India) Pvt. Ltd.,2025-05-14,CRISIL,Term loans,Inadequate Safety,BB,Reaffirmed,4.20,Y,HIGH,13.4,402.0,True,ULTRA HOT
Mundra Agro Pvt. Ltd.,2025-06-12,CRISIL,Fund based financial facility/instrument,High Risk,B+,Reaffirmed,8.25,Y,HIGH,12.4,373.0,True,ULTRA HOT
Mundra Agro Pvt. Ltd.,2025-06-12,CRISIL,Term loans,High Risk,B+,Reaffirmed,10.50,Y,HIGH,12.4,373.0,True,ULTRA HOT
My Car Pvt. Ltd.,2025-05-30,CRISIL,Fund based financial facility/instrument,High Risk,A 4,Reaffirmed,8.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
N K Bhojani Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,Default,D,Reaffirmed,7.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
N K Bhojani Pvt. Ltd.,2025-05-29,CRISIL,Letter Of credit,Default,D,Reaffirmed,0.75,Y,HIGH,12.9,387.0,True,ULTRA HOT
N K Bhojani Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,Default,D,Reaffirmed,4.89,Y,HIGH,12.9,387.0,True,ULTRA HOT
N K Bhojani Pvt. Ltd.,2025-05-29,CRISIL,Term loans,Default,D,Reaffirmed,17.86,Y,HIGH,12.9,387.0,True,ULTRA HOT
N P Agro (India) Inds. Pvt. Ltd.,2025-06-24,CRISIL,Letter Of credit,Default,D,Withdrawn,0.35,Y,HIGH,12.0,361.0,True,ULTRA HOT
N P Agro (India) Inds. Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,Default,D,Withdrawn,5.26,Y,HIGH,12.0,361.0,True,ULTRA HOT
N P Agro (India) Inds. Pvt. Ltd.,2025-06-24,CRISIL,Term loans,Default,D,Withdrawn,1.74,Y,HIGH,12.0,361.0,True,ULTRA HOT
Nailah Chip Boards Pvt. Ltd.,2025-05-20,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,35.00,Y,HIGH,13.2,396.0,True,ULTRA HOT
Namratha Oil Refineries Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,4.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nancy Krafts Pvt. Ltd.,2025-05-29,CRISIL,Letter Of credit,Default,D,Reaffirmed,5.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Nancy Krafts Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,Default,D,Reaffirmed,6.04,Y,HIGH,12.9,387.0,True,ULTRA HOT
Nandi International Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,4.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Narayan Texfab Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,3.70,Y,HIGH,12.9,387.0,True,ULTRA HOT
Narayan Texfab Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,4.30,Y,HIGH,12.9,387.0,True,ULTRA HOT
Narmada Spun Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.29,Y,HIGH,12.4,372.0,True,ULTRA HOT
Narmada Spun Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,0.42,Y,HIGH,12.4,372.0,True,ULTRA HOT
Narmada Spun Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B+,Reaffirmed,25.14,Y,HIGH,12.4,372.0,True,ULTRA HOT
Naturo Food & Fruit Products Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.35,Y,HIGH,12.9,386.0,True,ULTRA HOT
Naturo Food & Fruit Products Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.95,Y,HIGH,12.9,386.0,True,ULTRA HOT
Nav Shikha Polypack Inds. Pvt. Ltd.,2025-06-12,CRISIL,Letter Of credit,Default,D,Reaffirmed,2.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Nava Nirman Fabrication Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,Default,D,Reaffirmed,5.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nava Nirman Fabrication Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,Default,D,Reaffirmed,5.30,Y,HIGH,12.4,372.0,True,ULTRA HOT
Naxalbari Flour & Rice Mill Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.60,Y,HIGH,12.4,372.0,True,ULTRA HOT
Naxalbari Flour & Rice Mill Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B+,Reaffirmed,9.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nayak Aviation Services Pvt. Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Neelkamal Polytex Inds. Pvt. Ltd.,2025-05-06,CRISIL,Fund based financial facility/instrument,High Risk,A 4+,Downgraded,8.00,Y,HIGH,13.7,410.0,True,ULTRA HOT
Nepzpack Industries Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,4.35,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nepzpack Industries Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,0.40,Y,HIGH,12.4,372.0,True,ULTRA HOT
New Mount Trdg. & Invst. Co. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B+,Reaffirmed,9.40,Y,HIGH,12.9,387.0,True,ULTRA HOT
Nikisu Fab Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B,Reaffirmed,5.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Nirav Metals Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nirav Metals Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nirav Metals Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nirman Estate Developers Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,3.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Northern India Leather Cloth Mfg. Co. Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,4.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Northern India Leather Cloth Mfg. Co. Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B-,Reaffirmed,5.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Northern India Leather Cloth Mfg. Co. Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B-,Reaffirmed,17.68,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nowotek Textiles Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.40,Y,HIGH,12.4,372.0,True,ULTRA HOT
Nowotek Textiles Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,8.10,Y,HIGH,12.4,372.0,True,ULTRA HOT
O S T Electronics Pvt. Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,3.35,Y,HIGH,12.9,386.0,True,ULTRA HOT
Om Shree Rupesh Steel Pvt. Ltd.,2025-06-18,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB+,Downgraded,10.19,Y,HIGH,12.2,367.0,True,ULTRA HOT
Om Shree Rupesh Steel Pvt. Ltd.,2025-06-18,CRISIL,Term loans,Inadequate Safety,BB+,Downgraded,39.68,Y,HIGH,12.2,367.0,True,ULTRA HOT
Omkar Speciality Chemicals Ltd.,2025-05-30,CRISIL,Letter Of credit,Default,D,Reaffirmed,60.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Omkar Speciality Chemicals Ltd.,2025-05-30,CRISIL,Term loans,Default,D,Reaffirmed,50.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Omni Impex Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.67,Y,HIGH,12.4,372.0,True,ULTRA HOT
Omni Impex Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Omni Impex Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.30,Y,HIGH,12.4,372.0,True,ULTRA HOT
Omni Impex Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,1.03,Y,HIGH,12.4,372.0,True,ULTRA HOT
Optech Engineering Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,4.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Optech Engineering Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,0.95,Y,HIGH,12.4,372.0,True,ULTRA HOT
Optech Engineering Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B+,Reaffirmed,0.75,Y,HIGH,12.4,372.0,True,ULTRA HOT
Organic Coatings Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.75,Y,HIGH,12.9,386.0,True,ULTRA HOT
Organic Coatings Ltd.,2025-05-30,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,0.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Orient Craft Ltd.,2025-05-30,CRISIL,Long term Loans,Default,D,Reaffirmed,112.96,Y,HIGH,12.9,386.0,True,ULTRA HOT
Orient Craft Ltd.,2025-05-30,CRISIL,Non-fund-based financial facility/instrument,Default,D,Reaffirmed,60.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Orient Craft Ltd.,2025-05-30,CRISIL,Term loans,Default,D,Reaffirmed,57.09,Y,HIGH,12.9,386.0,True,ULTRA HOT
Orient Craft Ltd.,2025-05-30,CRISIL,Term loans,Default,D,Reaffirmed,311.54,Y,HIGH,12.9,386.0,True,ULTRA HOT
Osia Gems Pvt. Ltd.,2025-06-18,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB,Reaffirmed,38.44,Y,HIGH,12.2,367.0,True,ULTRA HOT
Osia Gems Pvt. Ltd.,2025-06-18,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB,Reaffirmed,17.56,Y,HIGH,12.2,367.0,True,ULTRA HOT
Oswal Lumbers Pvt. Ltd.,2025-05-12,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,35.00,Y,HIGH,13.5,404.0,True,ULTRA HOT
Oswal Lumbers Pvt. Ltd.,2025-05-12,CRISIL,Fund based financial facility/instrument,Inadequate Safety,BB-,Downgraded,1.00,Y,HIGH,13.5,404.0,True,ULTRA HOT
P P Telecell Mktg. Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,17.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
P P Telecell Mktg. Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,15.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
P R G Buildcon India Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,Default,D,Reaffirmed,12.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
