Company Name,Current Rater,Instrument Type,Current Rating,Last Rating Date,Days Overdue,Urgency,DeadRisk,Why Target,ACER Pitch Angle
Groom India Salon & S P A Pvt. Ltd.,CARE,Term loans,B-,2025-05-27,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Immaculate Agro Spices Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-05-27,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Chemrow India Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-27,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vinayak Ultraflex Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-27,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vijas Digital (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-27,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Universal Auto Components Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-27,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Instapower Ltd.,BRICKWORK | CARE,Bank Guarantee,A 4,2025-06-11,389.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rawalwasia Yarn Dyeing Pvt. Ltd.,ACUITE,Long term Loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Remira Motors Pvt. Ltd.,CARE,Term loans,B-,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Darshan Extrusions Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Narendra Emporis Ltd.,ICRA,Non-government debt,B+/A4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rank Projects & Devp. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sadguru Infratech Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Safi Steel Traders Pvt. Ltd.,ICRA,Letter Of credit,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Telawne Power Equipments Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Marigold Paints Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Atlas Cycles (Haryana) Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Athitheya Kshema Hotels Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sumicot Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sunflag Chemicals Pvt. Ltd.,CARE,Fund based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Marinelines Shipbreakers Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nandi Grain Derivatives Pvt. Ltd.,CARE,Bank Guarantee,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A K R Industries Pvt. Ltd.,IND-RA,Term loans,BB,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ace Brain Systems & Software Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Amrit Exports Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A V I Ansh Enterprises Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
B A S P Chemical Products Ltd.,BRICKWORK,Letter Of credit,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Neogem India Ltd.,ICRA,Non-government debt,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Caspro Metal Inds. Pvt. Ltd.,ICRA,Term loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bluegod Entertainment Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Umesh Industries Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Piccadily Holiday Resorts Ltd.,ICRA,Term loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vipul Industries Pvt. Ltd.,ICRA,Term loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vardhman Polytex Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
L N Malviya Infra Projects Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Krishna Tissues Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Flender Drives Pvt. Ltd.,ICRA,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Oyster Steel & Iron Pvt. Ltd.,CARE,Bank Guarantee,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Oshina Expo Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
G M Sugar & Energy Ltd.,ICRA,Non-government debt,B+/A4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ghai Construction Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jericho Chemicals LLP,INFOMERICS,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
G T Z (India) Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Dwarkadhis Projects Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Gurpreet Galvanising Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S N N Builders Pvt. Ltd.,ICRA,Term loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Dicitex Home Furnishings Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Wave Beverages Pvt. Ltd.,ICRA,Term loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sohrab Textile Mills Ltd.,ACUITE,Term loans,D,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Voltech Manufacturing Co. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Vulcan Forge Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sarjan Infracon Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ocean Pearl Hotels Pvt. Ltd.,ICRA,Non-government debt,C+/A4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Omkar Speciality Chemicals Ltd.,BRICKWORK | CRISIL,Letter Of credit,D,2025-05-30,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Alpine Polyrub Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Imperial Malts Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Heurtey Petrochem India Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Seven Hills Minerals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
J N Tayal Steels Pvt. Ltd.,CARE,Term loans,B-,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Spice Islands Inds. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Stallion Laboratories Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sri Shyam Fashion India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Metstar Industries Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sudha Bio Power Pvt. Ltd.,ICRA,Term loans,B+,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Star Chem Poly Trade Pvt. Ltd.,BRICKWORK,Non-government debt,C/A4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Cenosphere India Pvt. Ltd.,CARE | CRISIL,Bank Guarantee,A 4,2025-05-29,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Million Exporter Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Millenium Exim Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bestech India Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Raman Agro Exports Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-28,388.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajkripal Lumbers Ltd.,ACUITE,Letter Of credit,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
R Q S Engineering Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bhagwan Precision Pvt. Ltd.,CRISIL,Term loans,B-,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Betex India Ltd.,ACUITE,Term loans,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bhadora Industries Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Benara Bearings & Pistons Ltd.,CARE,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
R L Steels & Energy Ltd.,CARE,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Balaji Loomtex Pvt. Ltd.,CRISIL,Term loans,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Alfara'A Infraprojects Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Anish Pharma Equip Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Stellar Autohaus Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
N K Bhojani Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
B K Threshers Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Balasore Marine Exports Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Balaji Pressure Vessels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Corodex Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S C L Healthcare Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Phooltas Transrail Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Peethambra Granites Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sologres Granito Pvt. Ltd.,CARE,Non-government debt,BB/A4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Solitaire Foods Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
New Mount Trdg. & Invst. Co. Ltd.,CRISIL,Term loans,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Spectra Constructions Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sar Senapati Santaji Ghorpade Sugar Factory Ltd.,CARE,Term loans,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Omsairam Steels & Alloys Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Omkar Textile Mills Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Saraogi Super Sales Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Satguru Agro & Oil Products Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Satyam Ispat (North East) Ltd.,BRICKWORK,Letter Of credit,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Bharat Motors Ltd.,CRISIL,Fund based financial facility/instrument,D,2025-05-29,387.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
