Company Name,Instrument Type,Current Agency,Rating,Rating Date,Urgency,Months Since Rating
Eneroil Offshore Drilling Ltd.,Non-government debt,CARE,BB-/A4,2026-03-20,LOW,3.1
Gensol Engineering Ltd.,Non-government debt,CARE,D,2026-03-20,LOW,3.1
Gensol Engineering Ltd.,Non-government debt,CARE,D,2026-03-20,LOW,3.1
Gina Engineering Co. Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-19,LOW,3.1
Glitter Metals Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-03-18,LOW,3.1
Nandan Petrochem Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-20,LOW,3.1
Nutrient Marine Foods Ltd.,Non-government debt,CARE,D,2026-03-18,LOW,3.1
Shiga Energy Pvt. Ltd.,Non-government debt,ICRA,D,2026-03-19,LOW,3.1
Tejas Cargo India Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-20,LOW,3.1
Advant I T Park Pvt. Ltd.,Non-government debt,BRICKWORK,B,2026-03-20,LOW,3.1
Akshara Enterprises India Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-03-19,LOW,3.1
K T M Jewellery Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-23,LOW,3.0
Straddle Industries Pvt. Ltd.,Non-government debt,IND-RA,D,2026-03-23,LOW,3.0
Suvarna Shilpi Jewellers Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2026-03-23,LOW,3.0
Bombay Super Hybrid Seeds Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-25,LOW,2.9
Bombay Super Hybrid Seeds Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-25,LOW,2.9
Coastal Energy Pvt. Ltd.,Non-government debt,ICRA,D,2026-03-24,LOW,2.9
Krishna Buildestates Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2026-03-26,LOW,2.9
Krishna Buildestates Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2026-03-26,LOW,2.9
Manishri Refractories & Ceramics Pvt. Ltd.,Non-government debt,ICRA,B/A4,2026-03-24,LOW,2.9
Medipol Pharmaceutical India Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-03-26,LOW,2.9
Medipol Pharmaceutical India Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-03-26,LOW,2.9
Oriental Edumed Pvt. Ltd.,Non-government debt,CARE,B/A4,2026-03-26,LOW,2.9
S S V Fab Inds. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-03-24,LOW,2.9
Savla Foods & Cold Storage Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-26,LOW,2.9
Vipul Organics Ltd.,Non-government debt,IND-RA,B/A4,2026-03-25,LOW,2.9
A S Motors Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-03-26,LOW,2.9
A S Motors Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-03-26,LOW,2.9
Central India Engg. Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-03-27,LOW,2.8
J R Transformers Pvt. Ltd.,Non-government debt,BRICKWORK,A 4,2026-03-27,LOW,2.8
J R Transformers Pvt. Ltd.,Non-government debt,BRICKWORK,B-,2026-03-27,LOW,2.8
Securevalue India Ltd.,Non-government debt,IND-RA,D,2026-03-27,LOW,2.8
A G S Transact Technologies Ltd.,Non-government debt,IND-RA,D,2026-03-27,LOW,2.8
Asclepius Hospitals & Health Care Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-03-27,LOW,2.8
Cloudtail India Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-03-31,LOW,2.7
Davariya Brothers Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-03-30,LOW,2.7
Grentex & Co. Pvt. Ltd.,Non-government debt,ICRA,BB/A4+,2026-03-30,LOW,2.7
Hotline Capital Services Pvt. Ltd.,Non-government debt,CARE,C/A4,2026-04-01,LOW,2.7
L & W Building Solutions Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-31,LOW,2.7
L & W Construction Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-31,LOW,2.7
Meena Agency Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-30,LOW,2.7
Meena Agency Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-30,LOW,2.7
Premier Plasmotec Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-31,LOW,2.7
Premier Plasmotec Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-31,LOW,2.7
R M N Infrastructures Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-31,LOW,2.7
R M N Infrastructures Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-31,LOW,2.7
Rasi Electrodes Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-30,LOW,2.7
Vinar Ispat Ltd.,Non-government debt,ICRA,D,2026-03-30,LOW,2.7
Akansha Shipbreaking Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2026-03-31,LOW,2.7
Ashok Bricks Inds. Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
B A S S Minerals India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
B N S R Inds. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
B N T Connections Impex Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Balaji Fiber Reinforce Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Bhartia Yarns Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Bhopal Tractors Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Biomedix Optotechnik & Devices Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Blue Duck Textiles Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Brindha Cotton Mills Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Chetan Overseas Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Cleantec Infra Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Coirfoam (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
D C S Techno Services Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
D M L Exim Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
D M L World Trade Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Darshan Overseas Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Dhanlaxmi Electricals Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Elysium Pharmaceuticals Ltd.,Non-government debt,IND-RA,BB-/A4+,2026-04-02,LOW,2.6
Everon Castings Pvt. Ltd.,Non-government debt,IND-RA,C/A4,2026-04-02,LOW,2.6
G M A Pinnacle Automotives Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
G M W Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
G R Engineering Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
G S C O Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Ganges Gardens Realtors Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Geetha Krishna Spg. Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Gem Motors (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Gemus Engineering Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Haldia Nirman Projects Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Harihara Metalloys Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Hemant Surgical Inds. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Hercules Hospitalities Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Hetro Spinners Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Himalayan Road Construction Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Hindustan Adhesives Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Indian Pulp & Paper Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Infres Methodex Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
International Coil Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Jajoo Surgicals Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
James Retail Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Jindal Wood Products Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
K B K Biotech Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-02,LOW,2.6
K B K Biotech Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-02,LOW,2.6
K P Polyolefin Sacks Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Kashi Kanchan Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Kineta Global Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Klassik Lamitex Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Kohinoor Feeds & Fats Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
L S Rice Exports Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Lenz Ceramic Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Lyka B D R Intl. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
M D A Mineral Dhatu (A P) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
M K Roy & Bros. Projects Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Mahalaxmi Automotives Wheels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Maini Construction Equipments Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Manjeera Constructions Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Manjeet Fibers Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Medsmart Logistics Pvt. Ltd. [Merged],Non-government debt,IND-RA,B+/A4,2026-04-02,LOW,2.6
Mehadia Sales Trade Corpn. Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Millenium Marbles Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
N K Agro Exports (India) Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-02,LOW,2.6
Nainital Motors Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Nani Agrofoods Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Narayanadri Hospitals & Research Institute Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Narmada Agrobase Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
P E Erectors Pvt. Ltd.,Non-government debt,IND-RA,BB-/A4+,2026-04-02,LOW,2.6
P P Pandey Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
P R G Buildcon India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
P S K Textiles India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Patiala Cotspin Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Power Max (India) Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Price & Buckland (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Prime Retail India Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Primitus Industries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Profive Engineering Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Punjab Metal Works Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
R K Natural Fibre Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
R K R Gold Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Raghuveer Metal Inds. Ltd.,Non-government debt,IND-RA,C/A4,2026-04-02,LOW,2.6
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Regrow Biosciences Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
S C T Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
S D M Projects Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
S K Translines Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
S O W I L Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
S S V Spinners Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Sahara Engineering Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Samrat Irons Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Seshsayi Foods Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Shinde Developers Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Shiva-Parvati Poultry Feed Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Shree Bharka (India) Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Shree Dulichand Chemicals Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Shree Ram Vessel Scrap Pvt. Ltd.,Non-government debt,BRICKWORK,BB/A4,2026-04-03,LOW,2.6
Shreeji Infrastructure India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Shri Kannan Departmental Store Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Shriniwasa Proteins Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Siddhartha Innopack Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Sikko Industries Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Siri Constructions Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Skywin Spinning Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Smita Steels Rolling Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Sree Krishna Automotives Hyderabad Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Sri Power Generation (India) Pvt. Ltd. [Merged],Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Sri Vaishnavi Spintex (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Starwing Plastic & Chemicals Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Straddle Industries Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Sukata Tractor Parts Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Swapna Printing Works Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Texaco Synthetics Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Vajrateja Rice Cluster Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Vashu Yarn Mills India Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Ved Cellulose Ltd.,Non-government debt,IND-RA,C/A4,2026-04-02,LOW,2.6
Vijay Jindal Builders Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Vijay Sheets & Strips Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Vishrambhai Gorasia Construction Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
3 G Telecom Infra India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
A K Lumbers Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Ace Commercial Co. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Ainwesha Engineering & Projects Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Anand Mine Tools Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Arena Lifestyles Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Arrow Constructions Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,2.6
Arunodaya Print Pack Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Yamuna Cable Accessories Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,2.6
Zen Shipping & Ports India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,2.6
Design & Manufacturing Vista Electronics Pvt. Ltd.,Non-government debt,CARE,BBB/A3,2026-04-06,LOW,2.5
Kundana Techno Tex Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-04-07,LOW,2.5
Kwality Overseas Pvt. Ltd.,Non-government debt,BRICKWORK,D,2026-04-06,LOW,2.5
M J Gold Pvt. Ltd.,Non-government debt,BRICKWORK,B-,2026-04-07,LOW,2.5
Omnitech Engineering Ltd.,Non-government debt,CARE,BBB-/A3,2026-04-07,LOW,2.5
Sunplast Electronics Pvt. Ltd.,Non-government debt,BRICKWORK,B+/A4,2026-04-07,LOW,2.5
Sunplast Electronics Pvt. Ltd.,Non-government debt,BRICKWORK,B+/A4,2026-04-07,LOW,2.5
Vista Information Systems Pvt. Ltd.,Non-government debt,CARE,BBB/A3,2026-04-06,LOW,2.5
C S H Power Himoinsa Pvt. Ltd.,Non-government debt,CARE,A 4,2026-04-10,LOW,2.4
Encore Projects Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-08,LOW,2.4
Essem Auto Electricals Pvt. Ltd.,Non-government debt,CARE,BB+/A4,2026-04-08,LOW,2.4
Etco Denim Pvt. Ltd.,Non-government debt,CARE,D,2026-04-09,LOW,2.4
Ginni Gold Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-10,LOW,2.4
Gowthami Solvent Oils Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-09,LOW,2.4
Gypsum Structural India Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-10,LOW,2.4
Machine Tools (India) Ltd.,Non-government debt,CARE,B-/A4,2026-04-08,LOW,2.4
Oswal Lumbers Pvt. Ltd.,Non-government debt,CARE,B/A4,2026-04-10,LOW,2.4
Rawalwasia Textile Inds. Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-08,LOW,2.4
Relemac Technologies Pvt. Ltd.,Non-government debt,CARE,A 4,2026-04-10,LOW,2.4
Savair Energy Ltd.,Non-government debt,CARE,D,2026-04-09,LOW,2.4
Star Engineers (India) Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-10,LOW,2.4
Supermint Exports Pvt. Ltd.,Non-government debt,CARE,B/A4,2026-04-08,LOW,2.4
Vijai Electricals Ltd.,Non-government debt,CARE,BB-/A4,2026-04-10,LOW,2.4
Vijai Electricals Ltd.,Non-government debt,CARE,BB-/A4,2026-04-10,LOW,2.4
Alfa Flexitubes Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-08,LOW,2.4
Alfa Flexitubes Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-08,LOW,2.4
Andhra Ferro Alloys Ltd.,Non-government debt,ICRA,D,2026-04-10,LOW,2.4
Aries Corporate Services Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-09,LOW,2.4
Bagpoly International Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-13,LOW,2.3
Bagpoly International Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-13,LOW,2.3
Everrenew Energy Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,2026-04-13,LOW,2.3
Everrenew Energy Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,2026-04-13,LOW,2.3
Keya Foods Intl. Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-13,LOW,2.3
S P G V Petrochem (India) Pvt. Ltd.,Non-government debt,CARE,D,2026-04-13,LOW,2.3
S P G V Petrochem (India) Pvt. Ltd.,Non-government debt,CARE,D,2026-04-13,LOW,2.3
Ghai Construction Pvt. Ltd.,Non-government debt,ICRA,B+,2026-04-15,LOW,2.2
K G S Sugar & Infra Corpn. Ltd.,Non-government debt,ICRA,D,2026-04-16,LOW,2.2
Kniss Laboratories Pvt. Ltd.,Non-government debt,CARE,D,2026-04-15,LOW,2.2
Mittapally Agro Products Pvt. Ltd.,Non-government debt,CARE,D,2026-04-14,LOW,2.2
Natraj Electro Casting Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-14,LOW,2.2
Pragati Marine Services Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-15,LOW,2.2
Shree Hari Infraprojects Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-16,LOW,2.2
Shree Hari Infraprojects Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-16,LOW,2.2
Shree Hari Infraprojects Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-04-16,LOW,2.2
Sidwin Fabric Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-16,LOW,2.2
Utility Forms Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-16,LOW,2.2
Vimal Coal Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-16,LOW,2.2
Vimal Coal Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-16,LOW,2.2
Vimal Coal Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-16,LOW,2.2
Anjalee Granites Pvt. Ltd.,Non-government debt,ICRA,BB/A4,2026-04-16,LOW,2.2
Anjalee Granites Pvt. Ltd.,Non-government debt,ICRA,BB/A4,2026-04-16,LOW,2.2
Flexituff Ventures Intl. Ltd.,Non-government debt,CARE,D,2026-04-17,LOW,2.1
K Mohan & Co. (Exports) Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-17,LOW,2.1
K N K Construction Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-17,LOW,2.1
M B R Flexibles Ltd.,Non-government debt,ICRA,B+/A4,2026-04-17,LOW,2.1
Clrk Industries Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-22,LOW,2.0
Duratex Silk Mills Pvt. Ltd.,Non-government debt,ICRA,B/A4,2026-04-22,LOW,2.0
Jaipur Rugs Co. Ltd.,Non-government debt,ICRA,A 4,2026-04-22,LOW,2.0
Kiara Jewellery Pvt. Ltd.,Non-government debt,ICRA,B/A4,2026-04-22,LOW,2.0
New Modern Technomech Pvt. Ltd.,Non-government debt,CARE,C/A4,2026-04-21,LOW,2.0
Sikko Industries Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-21,LOW,2.0
Vipul Motors Pvt. Ltd.,Non-government debt,CARE,B/A4,2026-04-22,LOW,2.0
Yogiji Digi Ltd.,Non-government debt,ICRA,B+,2026-04-21,LOW,2.0
C M Auto Sales Pvt. Ltd.,Non-government debt,CARE,B+/A4,2026-04-23,LOW,1.9
Corodex Infrastructure Pvt. Ltd.,Non-government debt,CARE,D,2026-04-24,LOW,1.9
Empire Alcobrev Pvt. Ltd.,Non-government debt,CARE,B+/A4,2026-04-23,LOW,1.9
Envirad Projects Pvt. Ltd.,Non-government debt,CARE,B+/A4,2026-04-23,LOW,1.9
Envirad Projects Pvt. Ltd.,Non-government debt,CARE,B+/A4,2026-04-23,LOW,1.9
Gensol Engineering Ltd.,Non-government debt,ICRA,D,2026-04-23,LOW,1.9
M S Support Services Ltd.,Non-government debt,CARE,B-/A4,2026-04-24,LOW,1.9
S V R Laboratories Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-24,LOW,1.9
Turbovent Industries Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-24,LOW,1.9
Epicu Agro Products Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-04-28,LOW,1.8
Hotcrete Infrastructure Pvt. Ltd.,Non-government debt,ICRA,C/A4,2026-04-27,LOW,1.8
K B S C Auto Pvt. Ltd.,Non-government debt,CARE,B+/A4,2026-04-28,LOW,1.8
Para Products Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-28,LOW,1.8
Para Products Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-28,LOW,1.8
Radius Water Ltd.,Non-government debt,ICRA,D,2026-04-27,LOW,1.8
Ratnadeep Metal & Tubes Ltd.,Non-government debt,IND-RA,BB-/A4+,2026-04-28,LOW,1.8
Rawmet Resources Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-27,LOW,1.8
Shiva Industrial Security Agency (Gujarat) Ltd.,Non-government debt,CARE,D,2026-04-27,LOW,1.8
Shreyans Oils Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-27,LOW,1.8
Spansules Formulations India Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-27,LOW,1.8
Spansules Pharmatech Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-27,LOW,1.8
Telawne Power Equipments Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-28,LOW,1.8
Transglobal Securities Ltd.,Non-government debt,ICRA,B+/A4,2026-04-27,LOW,1.8
Trisquare Switchgears Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-28,LOW,1.8
Welcome Distilleries Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-27,LOW,1.8
Bahl Builders Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-30,LOW,1.7
Bahl Builders Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-30,LOW,1.7
Nuevo Polymers Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-04-29,LOW,1.7
Paramount Blankets Pvt. Ltd.,Non-government debt,CARE,D,2026-04-29,LOW,1.7
Premier Polyfilm Ltd.,Non-government debt,ICRA,BBB+/A2,2026-04-30,LOW,1.7
