Company Name,Priority Tier,Score,Current Rater(s),Instrument Type,Rating,Last Rating Date,Days Overdue,Urgency,Signal_UltraHot,Signal_DualINC,Signal_RecentTransition,Signal_MultiAgency,Signal_Downgraded,Why Target,ACER Pitch Angle
Sri Kumaran Mills Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK | CARE,Bank Guarantee,A 4,2025-10-23,341,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Vedic & Futuristic Edutech,TIER 4 — STANDARD,0,BRICKWORK,Term loans,BB-,2025-07-14,341,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Aeon Formulations Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE,Long term Loans,B,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Bhadreshwar Vidyut Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE | CARE,Bank Guarantee,D,2026-03-16,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Biorad Medisys Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Calcast Ferrous Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4+,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Calcutta Springs Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4+,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ecopmin Technologies Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B+,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Hotel Swosti Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,BB+,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Karan Development Services Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Bank Guarantee,A 4,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Livindia Infra Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Bank Guarantee,A 4,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
M B E Coal & Mineral Technology India Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Non-government debt,D,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Maha Arvind Roadways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,BB-,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Maniranjan Diesel Sales & Service Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Bank Guarantee,A 4,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
N P T Papers Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4+,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Paramount Surgimed Ltd.,TIER 4 — STANDARD,0,ACUITE,Long term Loans,B,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Radhamadhav Automobiles Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK | CARE,Term loans,D,2025-10-30,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Sri Vyjayanthi Labs Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE,Term loans,B,2025-07-15,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Tessitura Monti India Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,BB+,2025-07-23,340,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
B I P S Systems Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,B,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Best Knitting Mills Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Bihani Binayake Cotex Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Long term Loans,B,2026-04-23,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Binjusaria Papers Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Binjusaria Sponge & Power Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Brijlax Motors Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,B,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Cem Electromech Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Climax Synthetics Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Cochin Frozen Food Exports Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Bank Guarantee,D,2025-12-10,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Danashmand Organic Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE,Letter Of credit,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Davinder Sandhu Impex Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Term loans,BB-,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Dukes Retreat Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE,Term loans,BB-,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Goverdhan Transport Co. Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,B+,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
J M V L P S Ltd.,TIER 4 — STANDARD,0,CARE,Non-government debt,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
K J S Cement (I) Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Term loans,B-,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kanchan India Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Bank Guarantee,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kissan Riceland Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE | CRISIL,Term loans,D,2026-04-24,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Maharashtra Polybutenes Ltd.,TIER 4 — STANDARD,0,ACUITE,Letter Of credit,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Mahaveer Infraengineering Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B-,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Metropolitan Equipments & Consultants Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Millenium Steel India Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Long term Loans,B,2025-10-09,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Modern Dairies Ltd.,TIER 4 — STANDARD,0,CARE,Term loans,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Modi Naturals Ltd.,TIER 4 — STANDARD,0,CARE,Non-government debt,BB/A4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Muktar Automobiles Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Term loans,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Nagina Food Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,B+,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
P C Dey & Son Distributors Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL | IND-RA,Fund based financial facility/instrument,D,2025-07-24,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Phenil Sugars Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Bank Guarantee,D,2026-04-23,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Phils Heavy Engg. Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Powertech Electroinfra Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Pragati Marine Services Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL | ICRA,Term loans,D,2026-04-15,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Prakasam Heavy Engg. Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL | IND-RA,Bank Guarantee,D,2025-08-21,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Prerna Beverages Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shri Bholanath Carpets Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Bank Guarantee,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shri Madhur Food Products Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE,Long term Loans,B+,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Sical Iron Ore Terminals Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
T R B Industries Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Non-government debt,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Tejas Agro Irrigation Systems Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Non-government debt,D,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Trbex Impex Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Vital Therapeutics Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,A 4,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Woodpecker Distilleries & Breweries Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Term loans,B-,2025-07-16,339,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Anu Tech Infra Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,BB,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
B F C L Terminal Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
B S E S (India) Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B+,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Bakshi Security & Personnel Services Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Bank Guarantee,A 4,2025-11-03,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Banglore Polycotters Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Letter Of credit,A 4,2026-02-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Beauty Etoile Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Bharat Hitech (Cements) Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Birma Industrial & Business Enterprise Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Buildtek Polymers Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Carnival Soft Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Chamak Holdings Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Champion Om Dev Construction Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Chinar Syntex Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B+,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Coastal Agro Industries Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Confederation For Ayurvedic Renaissance-Keralam Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Deepak Polyester Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B+,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Devanshi Powers Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Euro India Fresh Foods Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-10-28,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Evertogen Life Sciences Ltd.,TIER 4 — STANDARD,0,ACUITE,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Gayatri Projects Ltd.,TIER 4 — STANDARD,0,CARE,Long term Loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Go Airlines (India) Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Fund based financial facility/instrument,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ishwar Cables Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
K S Infra Transmission Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kanhha Cables Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kay Bouvet Engineering Ltd.,TIER 4 — STANDARD,0,BRICKWORK | ICRA,Fund based financial facility/instrument,D,2026-03-13,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kesar Enterprises Ltd.,TIER 4 — STANDARD,0,CARE,Bank Guarantee,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Lakhpat Trading & Inds. Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
M B R Exims Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B-,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
M C O Hospital Aids Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
M R T Signals Ltd.,TIER 4 — STANDARD,0,CARE,Non-government debt,BB/A4+,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Magic International Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Maharaja Resources Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL | IND-RA,Term loans,B,2025-09-11,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Mangla Tubes Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Patiala Nabha Infra Projects Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Pentagon Assembly Automation Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE,Long term Loans,B,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Piscesia Power Transmission Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE | CRISIL,Bank Guarantee,D,2025-09-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Punjab Metal Works Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL | IND-RA,Letter Of credit,A 4,2026-04-02,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
R H J Tubes Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Rainbow Texfab Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Term loans,C,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ramratan Multifoods India Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Term loans,C,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Reliance Communications Ltd.,TIER 4 — STANDARD,0,CARE | ICRA,Non-fund-based financial facility/instrument,D,2026-02-02,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Reliance Infratel Ltd. [Merged],TIER 4 — STANDARD,0,ICRA,Non-fund-based financial facility/instrument,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Reliance Telecom Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Sankalpan Infrastructure Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Term loans,C,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shri Govindkrupa Cotton Processing Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Term loans,B,2025-11-10,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Softel Solutions Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Non-government debt,B/A4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Supreme Ahmednagar Karmala Tembhurni Tollways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Supreme Best Value Kolhapur(Shiroli) Sangli Tollways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Supreme Kopargaon Ahmednagar Tollways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Supreme Panvel Indapur Tollways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Supreme Suyog Funicular Ropeways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Supreme Vasai Bhiwandi Tollways Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,D,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Tirupati Plastomatics Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK,Letter Of credit,A 4,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ushdev Engitech Ltd.,TIER 4 — STANDARD,0,IND-RA,Term loans,C,2025-07-17,338,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Abroad Vitrified Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,B+,2025-07-18,337,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Akshar Spintex Ltd.,TIER 4 — STANDARD,0,IND-RA,Non-fund based working capital limit,C,2025-07-18,337,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Asia (Chennai) Engineering Co. Pvt. Ltd.,TIER 4 — STANDARD,0,IND-RA,Non-fund based working capital limit,A 4,2025-07-18,337,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Auri Grow India Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-07-18,337,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
B B R (India) Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-07-18,337,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
