Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Months Since Rating,Category,Multi Agency INC,Why Target,ACER Pitch Angle
P C K Cotton Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Padma Laxmi Sree Rice Mill Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Padma Laxmi Sree Rice Mill Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Paragon Apparel Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Paragon Apparel Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Paramount Speciality Forgings Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Paramount Speciality Forgings Ltd.,Long term Loans,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Parijat Oil & Feeds Pvt. Ltd.,Term loans,CRISIL,B,2025-11-12,MEDIUM,7.3,HOT,BRICKWORK_INC,CRISIL INC (7 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Passavant Energy & Environment India Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Passavant Energy & Environment India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Pataka Industries Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Pataka Industries Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Pratistha Engineering Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Premier Alloys Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Premier Alloys Ltd.,Letter Of credit,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Premier Alloys Ltd.,Long term Loans,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Prime Civil Infrastructures Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,ACUITE_INC,CRISIL INC (7 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Printwell International Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Printwell International Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Printwell International Pvt. Ltd.,Term loans,CRISIL,B,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Priya Milk & Milk Products Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R B Cars Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R B Cars Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R B Cars Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R B Cars Pvt. Ltd.,Term loans,CRISIL,BB+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R M C Switchgears Ltd.,Bank Guarantee,CRISIL,D,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R M C Switchgears Ltd.,Letter Of credit,CRISIL,D,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
R M C Switchgears Ltd.,Term loans,CRISIL,D,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Ramlal Durgadutt Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
S G A Cars India Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
S G A Cars India Pvt. Ltd.,Term loans,CRISIL,BB-,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
S M T Machines (India) Ltd.,Term loans,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sai Shipping Co. Pvt. Ltd.,Long term Loans,CRISIL,BB-,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sant Valves Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sant Valves Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sant Valves Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sant Valves Pvt. Ltd.,Term loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sara Suole Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Satya Trucking Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Secunderabad Hotels Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Secunderabad Hotels Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Sensa Core Medical Instrumentation Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shiva Polymers Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shiva Polymers Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shiva Polymers Pvt. Ltd.,Long term Loans,CRISIL,D,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Badri Kedar Papers Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-11-14,MEDIUM,7.3,HOT,BRICKWORK_INC,CRISIL INC (7 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Badri Kedar Papers Pvt. Ltd.,Term loans,CRISIL,D,2025-11-14,MEDIUM,7.3,HOT,BRICKWORK_INC,CRISIL INC (7 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Sainath Textiles Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Sainath Textiles Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B-,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Subhlaxmi Foods Ltd.,Fund based financial facility/instrument,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,ACUITE_INC,CRISIL INC (7 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Subhlaxmi Foods Ltd.,Letter Of credit,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,ACUITE_INC,CRISIL INC (7 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shree Subhlaxmi Foods Ltd.,Long term Loans,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,ACUITE_INC,CRISIL INC (7 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shri Ked Insulations Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,ACUITE_INC,CRISIL INC (7 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shri Ked Insulations Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-12,MEDIUM,7.3,HOT,ACUITE_INC,CRISIL INC (7 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shri Krishna Spinning Mills (India) Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Shyan Engineers Project Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Silk Touch Vitrified Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Silk Touch Vitrified Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Silk Touch Vitrified Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Smart Controls India Ltd.,Letter Of credit,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Smart Controls India Ltd.,Long term Loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Smart Controls India Ltd.,Term loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Smart Controls India Ltd.,Term loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Someshwar Ispat Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Someshwar Ispat Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Someshwar Ispat Pvt. Ltd.,Term loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Soubhagya Processor Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Soubhagya Processor Pvt. Ltd.,Term loans,CRISIL,B,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Star City Multispeciality Hospital Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Star City Multispeciality Hospital Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Summits Hygronics Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Surya Shakti Vessels Pvt. Ltd.,Bank Guarantee,CRISIL,BB+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Tenty Marketing Co. Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Tenty Marketing Co. Pvt. Ltd.,Long term Loans,CRISIL,BB+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Tenty Marketing Co. Pvt. Ltd.,Term loans,CRISIL,BB+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trident Sugars Ltd.,Long term Loans,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trident Sugars Ltd.,Short-term loan,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trident Sugars Ltd.,Term loans,CRISIL,D,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trinity Engineers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trinity Engineers Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trinity Engineers Pvt. Ltd.,Term loans,CRISIL,A 4+,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Trinity Engineers Pvt. Ltd.,Term loans,CRISIL,BB-,2025-11-13,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Veerya Attachments Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Veerya Attachments Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Veerya Attachments Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
A K E Exporter Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
A P Fashions Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
A P Fashions Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
A P Fashions Pvt. Ltd.,Term loans,CRISIL,D,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Aadya Motor Co. (India) Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Aggarwal Automotive Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Airtec Electrovision Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Alco Info-Tech Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Alco Info-Tech Pvt. Ltd.,Bank Guarantee,CRISIL,B,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Aqua Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Aradhana Distributors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,C,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Arjan Dass & Sons Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-11-14,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Win-Win Automobiles Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-12,MEDIUM,7.3,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
B L Foundry Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-17,MEDIUM,7.2,HOT,BRICKWORK_INC,CRISIL INC (7 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Saphire Lifesciences Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,2025-11-17,MEDIUM,7.2,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Studiokon Ventures Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-17,MEDIUM,7.2,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Ashok Kumar Chhabra Constructions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Ashok Kumar Chhabra Constructions Pvt. Ltd.,Short-term loan,CRISIL,A 4,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Baba Ispat Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Baddi Infrastructure,Term loans,CRISIL,B,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Baderwals Projects Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Baldeo Metals Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Baldeo Metals Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,D,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Baldeo Metals Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bellsonica Auto Component India Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhagirathi Transcorpo Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhagirathi Transcorpo Pvt. Ltd.,Term loans,CRISIL,B,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhagyashree Colours Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhagyashree Colours Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhandari Agrofeeds Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhandari Agrofeeds Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Bhandari Agrofeeds Pvt. Ltd.,Term loans,CRISIL,B,2025-11-18,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Brahmanand Himghar Ltd.,Long term Loans,CRISIL,B+,2025-11-20,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Chadalavada Infratech Ltd.,Bank Guarantee,CRISIL,D,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Chadalavada Infratech Ltd.,Long term Loans,CRISIL,D,2025-11-19,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Chaudhary Timber Inds. Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-11-19,MEDIUM,7.1,HOT,BRICKWORK_INC,CRISIL INC (7 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Coatall Films Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-11-20,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Coatall Films Pvt. Ltd.,Long term Loans,CRISIL,BB,2025-11-20,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
Coatall Films Pvt. Ltd.,Term loans,CRISIL,BB,2025-11-20,MEDIUM,7.1,HOT,,CRISIL INC (7 months overdue),Renewal due soon (7mo) — proactive reach before CRISIL auto-renews.
