Company Name,Instrument Type,Current Rating,Rating Date,Urgency,Category,Is INC,Size
Radiant Coal Benefication Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),"August 12, 2025",MEDIUM,NON-INC,False,Rs. 75.05 Cr.
Hind Multi Services Private Limited,Long Term Bank Facility,IVR BBB+ (Assigned),"March 27, 2025",HIGH,NON-INC,False,Rs. 40.00 Cr.
Alankar Apartments Private Limited,Long Term Bank Facilities,IVR BB+ (Upgraded),"August 6, 2025",MEDIUM,NON-INC,False,Rs. 650.65 Cr. (Reduced from Rs.728.25 crore)
Advance Ventilation Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"September 8, 2025",MEDIUM,NON-INC,False,Rs. 73.50 Cr.
Advance Ventilation Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"September 8, 2025",MEDIUM,NON-INC,False,Rs. 16.25 Cr. (Reduced from Rs. 18.01 Crore)
Himenviro Environmental Engineering Company Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),"January 5, 2026",LOW,NON-INC,False,Rs. 67.50 Cr. (Enhanced from Rs. 54.50 Crore)
Himenviro Environmental Engineering Company Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),"January 5, 2026",LOW,NON-INC,False,Rs. 15.75 Cr. (Reduced from Rs. 21.20 Crore)
Express Projects Private Limited,Long Term Bank Facilities,IVR BB+ (Upgraded and Withdrawn),"June 12, 2025",HIGH,NON-INC,False,Rs. 33.00 Cr.
Akriti Sales Corporation,Short Term Non Fund  Based Facility- Bank  Guarantee,IVR A4+ (Reaffirmed & Withdrawn),"August 5, 2021",HIGH,NON-INC,False,Rs 1.00 Cr
Akriti Sales Corporation,Long Term Fund Based  Facility- Channel  Finance,IVR BB+ (Reaffirmed &Withdrawn),"August 5, 2021",HIGH,NON-INC,False,Rs 6.50 Cr
Akriti Sales Corporation,Long Term Fund Based Facility - Cash Credit,IVR BB+ (Reaffirmed & Withdrawn),"August 5, 2021",HIGH,NON-INC,False,Rs 31.75 Cr
Akriti Sales Corporation,Short Term Non Fund  Based Facility- Bank  Guarantee,IVR A4+ (Reaffirmed & Withdrawn),"August 5, 2021",HIGH,NON-INC,False,Rs 1.00 Cr
Akriti Sales Corporation,Long Term Fund Based  Facility- Channel  Finance,IVR BB+ (Reaffirmed &Withdrawn),"August 5, 2021",HIGH,NON-INC,False,Rs 6.50 Cr
Akriti Sales Corporation,Long Term Fund Based Facility - Cash Credit,IVR BB+ (Reaffirmed & Withdrawn),"August 5, 2021",HIGH,NON-INC,False,Rs 31.75 Cr
Agrawal Channel Mills Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),"September 23, 2025",MEDIUM,NON-INC,False,Rs. 55.32 Cr. (enhanced from Rs. 44.90 Crore)
Devi Iron & Power Private Limited,Long Term Bank Facilities,IVR A (Upgraded),"December 23, 2025",LOW,NON-INC,False,Rs. 172.48 Cr. (enhanced from Rs. 153.61 Cr.)
ARCL Organics Limited,Long Term Bank Facilities,Withdrawn,"November 25, 2025",MEDIUM,NON-INC,False,0
Kinjal Civilcon LLP,Long Term Facility Non Fund Based - Bank Guarantee,IVR D (Reaffirmed & Withdrawn),"October 9, 2021",HIGH,NON-INC,False,Rs. 59.00 Cr. (Increased from 43.60)
Indo Farm Equipment Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),"August 8, 2025",MEDIUM,NON-INC,False,Rs. 85.64 Cr. (Reduced from Rs. 137.47 Crore)
Medec Dragon Private Limited,Long/Short Term Bank Facilities,IVR BB+/IVR A4+ (Reaffirmed and Withdrawn),"May 10, 2023",HIGH,NON-INC,False,Rs. 5.00 Cr.
Globus Spirits Limited,Commercial Paper,IVR A1 (Withdrawn),"September 27, 2018",HIGH,NON-INC,False,Rs. 25.00 Cr.
GMR Infrastructure Limited,Short Term Non-Fund based facilities - Bank Guarantee & Letter of Credit,Withdrawn,"November 4, 2022",HIGH,NON-INC,False,Rs. 746.18 Cr.
GMR Infrastructure Limited,Short Term Fund based facilities - Overdraft,Withdrawn,"November 4, 2022",HIGH,NON-INC,False,Rs. 9.69 Cr.
GMR Infrastructure Limited,Long Term Fund based facilities - Cash Credit,Withdrawn,"November 4, 2022",HIGH,NON-INC,False,Rs. 446.00 Cr.
GMR Infrastructure Limited,Long Term Fund based facilities - Term Loan,Withdrawn,"November 4, 2022",HIGH,NON-INC,False,Rs. 1479.98 Cr.
Himachal Futuristic Communications Limited,Non fund based facilities,IVR A2+ (Reaffirmed and Withdrawn),"September 28, 2018",HIGH,NON-INC,False,Rs.570.00 Cr.
Himachal Futuristic Communications Limited,Fund based facilities (CC),IVR A- (Reaffirmed and Withdrawn),"September 28, 2018",HIGH,NON-INC,False,Rs. 200.00 Cr.
Himachal Futuristic Communications Limited,Outstanding Term Loan,IVR A- (Reaffirmed and Withdrawn),"September 28, 2018",HIGH,NON-INC,False,Rs. 205.57 Cr.
Raichur Sholapur Transmission Company Private Limited,Long Term Bank Facilities,Withdrawn,"December 12, 2022",HIGH,NON-INC,False,-
ACN Infotech (India) Private Limited,Short Term Non-Fund Based Limits (Foreign Bank Guarantee),Withdrawn,"September 30, 2021",HIGH,NON-INC,False,Rs. 52.00 Cr. (Present o/s Nil)
Westwell Iron & Steel Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),"April 2, 2025",HIGH,NON-INC,False,Rs. 32.87 Cr. (enhanced from Rs. 27.46 crore)
Agrawal Power Private Limited,Short Term Instruments/Facilities,IVR A3 (Upgraded),"November 10, 2025",MEDIUM,NON-INC,False,Rs. 152.00 Cr. (Increased from Rs. 92.00 Crore)
Oyster Steel and Iron Private Limited,Short Term Bank Facilities,IVR D; ISSUER NOT COOPERATING,"May 23, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Oyster Steel and Iron Private Limited,Long/Short Term Bank Facilities,IVR D; ISSUER NOT COOPERATING,"May 23, 2025",HIGH,NON-INC,False,Rs. 140.00 Cr.
Karuna Healthcare Private Limited,Non-Convertible Debentures,IVR BBB+ (CE) (Withdrawn),"April 9, 2020",HIGH,NON-INC,False,Rs. 160.00 Cr.
Alipore Institute of Management & Technology,Term Loan,IVR BBB- (Withdrawn),"April 18, 2020",HIGH,NON-INC,False,Rs. 130.00 Cr.
AP Securitas Private Limited,Short Term Bank Facilities - Bank Guarantee,IVR A3+ (Reaffirmed and withdrawn),"November 9, 2022",HIGH,NON-INC,False,Rs. 15.00 Cr.
AP Securitas Private Limited,Short Term Bank Facilities - Sales Invoice Discounting,IVR A3+ (Reaffirmed and withdrawn),"November 9, 2022",HIGH,NON-INC,False,Rs. 15.00 Cr.
AP Securitas Private Limited,Long Term Bank Facilities - Cash Credit,IVR BBB (Reaffirmed and withdrawn),"November 9, 2022",HIGH,NON-INC,False,Rs. 34.00 Cr.
Aavanti Renewable Energy Private Limited,Long Term Bank Facilities,Withdrawn,"October 9, 2024",HIGH,NON-INC,False,Rs. 0.00 Cr.
Rean Watertech Private Limited,Long Term / Short Term Facilities,IVR BBB/ IVR A3+ (Upgraded)(Withdrawn),"July 31, 2025",MEDIUM,NON-INC,False,Rs. 5.85 Cr.
Rean Watertech Private Limited,Long Term Facilities,IVR BBB (Upgraded) (Withdrawn),"July 31, 2025",MEDIUM,NON-INC,False,Rs. 46.15 Cr.
Agrawal Power Private Limited,Long Term Instruments/Facilities,IVR BBB- (Upgraded),"November 10, 2025",MEDIUM,NON-INC,False,Rs. 51.00 Cr. (Increased from Rs. 21.00 Crore)
Westwell Iron & Steel Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),"April 2, 2025",HIGH,NON-INC,False,Rs. 34.00 Cr. (enhanced from Rs. 17.00 crore)
Maharaja Ispat Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"November 6, 2025",MEDIUM,NON-INC,False,Rs. 70.25 Cr.
Maharaja Ispat Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"November 6, 2025",MEDIUM,NON-INC,False,Rs. 16.00 Cr.
GOCL Corporation Limited,Short Term Bank Facilities,IVR A1 (Reaffirmed),"November 26, 2025",MEDIUM,NON-INC,False,Rs. 1445.00 Cr.
GOCL Corporation Limited,Long Term Bank Facilities,IVR A (Reaffirmed),"November 26, 2025",MEDIUM,NON-INC,False,Rs. 15.00 Cr.
Smilax Laboratories Limited,Short Term Non-Fund Based Limits- L.C/B.G/Forward Contracts,-,"April 26, 2018",HIGH,NON-INC,False,Rs. 24.36 crores.
Smilax Laboratories Limited,Long Term Fund Based Facilities- Cash Credit,-,"April 26, 2018",HIGH,NON-INC,False,Rs. 33.00 crores.
Smilax Laboratories Limited,Long-Term Debt- Term Loan,IVR D,"April 26, 2018",HIGH,NON-INC,False,Rs. 75.44 crores.
Tuaman Engineering Limited,Long/Short Term Bank Facilities,IVR A-/IVR A2+; (Reaffirmed),"January 16, 2025",HIGH,NON-INC,False,Rs. 531.93 Cr. (enhanced from Rs. 518.00 Cr.)
Tuaman Engineering Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),"January 16, 2025",HIGH,NON-INC,False,Rs. 52.96 Cr. (reduced from Rs. 66.89 Cr.)
Santpuria Alloys Private Limited,Short Term Facilities,IVR A2 (Upgraded and Withdrawn),"May 14, 2025",HIGH,NON-INC,False,Rs. 8.00 Cr.
Santpuria Alloys Private Limited,Long Term Facilities,IVR BBB+ (Upgraded and Withdrawn),"May 14, 2025",HIGH,NON-INC,False,Rs. 13.65 Cr.
IFGL Refractories Limited,Term Loan,IVR AA (Withdrawn),"August 29, 2019",HIGH,NON-INC,False,Rs. 40.00 Cr. (present o/s NIL)
Glocal Healthcare Systems Private Limited,Long Term Bank Facilities,Withdrawn,"August 16, 2024",HIGH,NON-INC,False,Nil (Previous rated amount Rs.40.00 crore)
Indiabulls Mutual Fund,Indiabulls Short Term Fund,IVR AA+mfs (Downgraded from IVR AAAmfs),"June 22, 2018",HIGH,NON-INC,False,-
Ashwatha Developers,Non-Convertible Debentures (Proposed),IVR B+ (Withdrawn),"July 10, 2018",HIGH,NON-INC,False,Rs. 150.00 crores
VRKP Steel Industries Private Limited,Long Term Bank Facilities,Withdrawn,"January 25, 2023",HIGH,NON-INC,False,-
Sona Beverages Private Limited (SBPL),Long Term Bank Facilities,IVR BBB (Upgraded and Withdrawn),"September 15, 2025",MEDIUM,NON-INC,False,Rs. 88.76 Cr.
Kotak Mahindra Mutual Fund,Kotak FMP Series 236 (Mutual Fund),IVR A1+mfs (Withdrawn,"August 6, 2018",HIGH,NON-INC,False,-
Vindeshwari Exim Private Limited,Long Term Bank Facilities,IVR BB- (Upgraded and Withdrawn),"February 4, 2025",HIGH,NON-INC,False,Rs. 10.48 Cr.
Truvolt Engineering Company Private Limited,Long Term Bank Facilities,Withdrawn,"January 10, 2025",HIGH,NON-INC,False,-
Truvolt Engineering Company Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"January 10, 2025",HIGH,NON-INC,False,Rs. 22.00 (Enhanced from Rs. 20.00 crore)
Truvolt Engineering Company Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 10, 2025",HIGH,NON-INC,False,Rs. 28.29 Cr. (Enhanced from Rs. 25.25 crore)
Anvil Electricals Private Limited,Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Reaffirmed and Withdrawn),"May 15, 2023",HIGH,NON-INC,False,Rs. 9.24 Cr.
Anvil Electricals Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed and Withdrawn),"May 15, 2023",HIGH,NON-INC,False,Rs. 6.00 Cr.
Anvil Electricals Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed and Withdrawn),"May 15, 2023",HIGH,NON-INC,False,Rs. 17.13 Cr.
Usha Financial Services Limited,Long Term Fund Based Bank Facilities - Term Loan,Withdrawn,"December 5, 2025",MEDIUM,NON-INC,False,0
Glass Wall Systems (India) Private Limited,Long Term Fund based facility- Cash Credit,IVR BB+ (Assigned & Withdrawn),"August 9, 2021",HIGH,NON-INC,False,Rs 85.00 Cr
Usha Financial Services Limited,Proposed Long Term Fund Based Bank Facilities - Term Loan,IVR BBB- (Downgraded),"December 5, 2025",MEDIUM,NON-INC,False,Rs. 66.37 Cr.
Indiabulls Liquid Fund and Indiabulls Short Term Fund (Indiabulls Asset Management Company Limited),Indiabulls Short Term Fund,IVR AA+mfs (Withdrawn),"January 10, 2019",HIGH,NON-INC,False,-
Counto Metals & Mining Company Limited (CMMCL),Fund Based Facilities,IVR B (Reaffirmed and withdrawn),"December 17, 2018",HIGH,NON-INC,False,Rs. 4.73 cr.
RITES Limited,Short Term Bank Facilities,IVR A1+ (Reaffirmed),"March 31, 2025",HIGH,NON-INC,False,Rs. 175.00 Cr.
RITES Limited,Long Term Bank Facilities,IVR AAA (Reaffirmed),"March 31, 2025",HIGH,NON-INC,False,Rs. 3615 Cr.
Electrosteel Castings Limited,Outstanding Non-Convertible Debentures (NCD) - Series VI,IVR A (Withdrawn),"May 29, 2019",HIGH,NON-INC,False,Rs. 27.00 Cr.
GNE Exports Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed and Withdrawn),"March 3, 2020",HIGH,NON-INC,False,Rs. 10.00 Cr.
Victora Auto Private Limited,Short Term Bank Facilities,IVR A2+ (Upgraded & Withdrawn),"December 27, 2023",HIGH,NON-INC,False,Rs. 205.00 Cr.
Victora Auto Private Limited,Long Term Bank Facilities,IVR A- (Upgraded & Withdrawn),"December 27, 2023",HIGH,NON-INC,False,Rs. 25.00 Cr.
Victora Automotive Private Limited (Erstwhile Victora Automotive Inc),Short Term Bank Facilities,IVR A2+ (Upgraded & Withdrawn),"December 27, 2023",HIGH,NON-INC,False,Rs. 82.50 Cr.
Victora Automotive Private Limited (Erstwhile Victora Automotive Inc),Long Term Bank Facilities,IVR A- (Upgraded & Withdrawn),"December 27, 2023",HIGH,NON-INC,False,Rs. 29.00 Cr.
India Power Corporation Limited,Proposed Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Assigned),"March 28, 2025",HIGH,NON-INC,False,Rs. 0.48 Cr.
Counto Metals & Mining Company Limited (CMMCL),Long Term Debt- Term Loan,IVR B (Reaffirmed and withdrawn),"December 17, 2018",HIGH,NON-INC,False,Rs. 5.27 Cr.
India Power Corporation Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 28, 2025",HIGH,NON-INC,False,Rs. 5.64 Cr.
Yadu Sugar Limited,Long Term Bank Facility,IVR D (Reaffirmed),"December 18, 2025",MEDIUM,NON-INC,False,Rs. 90.80 Cr. (Enhanced from Rs. 90.00 Crore)
Royal Realtors,Long Term Debt Term Loan,IVR BB+ (Withdrawn),"November 27, 2019",HIGH,NON-INC,False,Rs. 18.35 Cr.
Aditya Medisales Limited,Proposed Commercial Paper,Provisional IVR A1+ (CE) (Withdrawn),"October 12, 2019",HIGH,NON-INC,False,Rs. 500.00 Cr.
MJ Pharmaceuticals Private Limited,Commercial Paper,IVR A1+ (CE) (Withdrawn),"October 12, 2019",HIGH,NON-INC,False,Rs. 750.00 Cr.
Unimed Technologies Limited,Commercial Paper,IVR A1+ (CE) (Withdrawn),"October 12, 2019",HIGH,NON-INC,False,Rs. 500.00 Cr.
Suraksha Asset Reconstruction Private Limited (SARPL),Commercial Paper,IVR A1+ (CE) (Withdrawn),"October 12, 2019",HIGH,NON-INC,False,Rs. 600.00 Cr.
Mitsumi Housing Private Limited,Short Term Non-Fund Based Facility - Bank Guarantee (Proposed),Withdrawn,"October 28, 2021",HIGH,NON-INC,False,NIL
Mitsumi Housing Private Limited,Long Term Fund Based Facility - Cash Credit (Proposed),Withdrawn,"October 28, 2021",HIGH,NON-INC,False,NIL
Uniproducts India Limited,Short Term Bank Facilities,IVR A4 (Revised and withdrawn),"January 25, 2021",HIGH,NON-INC,False,Rs. 20.00 Cr.
Uniproducts India Limited,Long Term Bank Facilities,IVR BB (Revised and withdrawn),"January 25, 2021",HIGH,NON-INC,False,Rs. 180.00 Cr.
India Power Corporation Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 28, 2025",HIGH,NON-INC,False,Rs. 85.88 Cr.
Counto Automobiles Private Limited (CAPL),Fund Based Facilities,IVR B+ (Reaffirmed and withdrawn),"December 17, 2018",HIGH,NON-INC,False,Rs. 7.56 cr.
Counto Automobiles Private Limited (CAPL),Long Term Debt- Term Loan,IVR B+ (Reaffirmed and withdrawn),"December 17, 2018",HIGH,NON-INC,False,Rs. 2.44 Cr.
Kaypee Enterprises,Long Term Fund Based Facilities Term Loan,IVR BBB- (Reaffirmed and Withdrawn),"December 17, 2018",HIGH,NON-INC,False,Rs. 116.00 cr.
Indiabulls Liquid Fund and Indiabulls Short Term Fund (Indiabulls Asset Management Company Limited),Indiabulls Liquid Fund,IVR AAAmfs (Withdrawn),"January 10, 2019",HIGH,NON-INC,False,-
Aavanti Solar Energy Private Limited,Long Term Bank Facilities,Withdrawn,"October 9, 2024",HIGH,NON-INC,False,Rs. 0.00 Cr.
Ompee Education Trust,Long Term Bank Facilities,Withdrawn,"July 5, 2023",HIGH,NON-INC,False,-
YSR Spinning and Weaving Mills Private Limited,Short Term Bank Facilities,IVR A4 (Withdrawn),"March 24, 2021",HIGH,NON-INC,False,Rs. 1.80 Cr.
YSR Spinning and Weaving Mills Private Limited,Long Term Bank Facilities,IVR BB (Withdrawn),"March 24, 2021",HIGH,NON-INC,False,Rs. 20.20 Cr.
Anvil Energy Private Limited (erstwhile Anvil Cables Private Limited),Short Term Bank Facilities,IVR A2 (Reaffirmed),"January 27, 2026",LOW,NON-INC,False,Rs. 215.50 Cr. (enhanced from Rs. 109.33 Cr. and includes proposed facility of Rs. 31.32 Cr.)
Anvil Energy Private Limited (erstwhile Anvil Cables Private Limited),Long Term Bank Facilities,IVR BBB+ (Reaffirmed),"January 27, 2026",LOW,NON-INC,False,Rs. 147.30 Cr. (enhanced from Rs. 90.47 Cr. and includes proposed facility of Rs. 16.00 Cr.)
Shriniwas Spintex Industries Private Limited,Short Term  Non-Fund  Based Bank  Facilities,IVR A4 (ISSUER NOT COOPERATING),"December 29, 2025",LOW,NON-INC,False,Rs. 1.90 Cr.
Gemini Fashion,Working Capital Demand Loan,IVR BB- (Reaffirmed and Withdrawn),"December 11, 2018",HIGH,NON-INC,False,Rs.2.50 Cr.
Gemini Fashion,Long Term Fund Based Limits,IVR BB- (Reaffirmed and Withdrawn),"December 11, 2018",HIGH,NON-INC,False,Rs. 6.00 cr.
Nidhi Textiles,Working Capital Demand Loan,IVR BB- (Reaffirmed and Withdrawn),"December 11, 2018",HIGH,NON-INC,False,Rs.2.50 Cr.
Nidhi Textiles,Long Term Fund Based Limits,IVR BB- (Reaffirmed and Withdrawn),"December 11, 2018",HIGH,NON-INC,False,Rs. 9.00 cr.
Achiievers Finance India Limited,Non-Convertible Debentures,Withdrawn,"October 6, 2025",MEDIUM,NON-INC,False,0
Achiievers Finance India Limited,Proposed Non-Convertible Debentures,IVR BBB- (Upgraded),"October 6, 2025",MEDIUM,NON-INC,False,Rs. 35.37 Cr. (Increased from Rs. 9.45 Cr.)
Achiievers Finance India Limited,Non-Convertible Debentures,IVR BBB- (Upgraded),"October 6, 2025",MEDIUM,NON-INC,False,Rs. 14.63 Cr. (Increased from Rs. 14.11 Cr.)
Sambhv Sponge Power Private Limited,Short Term Non Fund Based Facility - Letter of Credit,IVR A4 (Assigned and Withdrawn),"June 11, 2021",HIGH,NON-INC,False,Rs. 9.50 Cr.
Sambhv Sponge Power Private Limited,Long Term Fund Based Facility - Term Loan,IVR BB+ (Assigned and Withdrawn),"June 11, 2021",HIGH,NON-INC,False,Rs. 71.00 Cr. (Enhanced from Rs. 32.50 crore)
Sambhv Sponge Power Private Limited,Long Term Fund Based Facility - Cash Credit,IVR BB+ (Assigned and Withdrawn),"June 11, 2021",HIGH,NON-INC,False,Rs. 47.00 Cr. (Enhanced from Rs. 17.00 crore)
Ganesh Benzoplast Limited,Long Term/ Short term non- fund based bank facilities - Bank Guarantee,IVR BBB+/IVR A2; (Reaffirmed),"August 6, 2025",MEDIUM,NON-INC,False,Rs. 55.20 Cr. (Enhanced from Rs. 20.00 Crore)
Ganesh Benzoplast Limited,Long term fund based bank facilities - Cash Credit,IVR BBB+ (Assigned),"August 6, 2025",MEDIUM,NON-INC,False,Rs. 20.00 Cr.
Eloquent Steels Private Limited,Short term Bank Facilities,IVR A4(CE) Under Issuer Not Cooperating Category (Reaffirmed and Withdrawn),"July 27, 2022",HIGH,NON-INC,False,Rs. 25.00 Cr.
Eloquent Steels Private Limited,Long term Bank Facilities,IVR BB (CE) Under Issuer Not Cooperating Category (Reaffirmed and Withdrawn),"July 27, 2022",HIGH,NON-INC,False,Rs. 65.00 Cr.
Kamaljeet Singh Ahluwalia,Long Term Fund Based Facilities  Term Loan,IVR BBB- (Reaffirmed and Withdrawn),"December 17, 2018",HIGH,NON-INC,False,Rs. 134.00 cr.
Usha Financial Services Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR BBB- (Downgraded),"December 5, 2025",MEDIUM,NON-INC,False,Rs. 83.63 Cr.
Glass Wall Systems (India) Private Limited,Short-Term Non-Fund based facility Bank Guarantee,IVR A4+ (Assigned & Withdrawn),"August 9, 2021",HIGH,NON-INC,False,Rs 165.00 Cr
Mangalam Cement Limited,Non-Convertible Debentures (Proposed),IVR AA- (Withdrawn),"January 11, 2019",HIGH,NON-INC,False,Rs. 250.00 Cr.
Paisalo Digital Limited,Long Term Bank Facilities,IVR AA (Reaffirmed),"December 9, 2025",MEDIUM,NON-INC,False,Rs. 3122.49 (Reduced from Rs. 3181.89 Cr.)
Sri Ram Cables Private Limited,Long Term Bank Facilities,Withdrawn,"September 20, 2024",HIGH,NON-INC,False,Nil (Previous rated amount Rs.27.50 crore)
Kavitha Gold and Diamonds,Long Term Bank Facilities,Withdrawn,"July 14, 2025",MEDIUM,NON-INC,False,Nil (Previous rated amount Rs. 65.00 Crore)
Rameswar Udyog Private Limited,Short Term Facilities,IVR A3 (Reaffirmed),"October 4, 2025",MEDIUM,NON-INC,False,Rs. 95.00 Cr.
Rameswar Udyog Private Limited,Long Term Facilities,IVR BBB- (Reaffirmed),"October 4, 2025",MEDIUM,NON-INC,False,Rs. 17.06 Cr. (Increased from Rs. 8.70 Crore)
Waaree Energies Limited,NCD Series - II,(Withdrawn),"January 28, 2021",HIGH,NON-INC,False,Rs. 23.40 Cr.
MB Sponge & Power Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed and Withdrawn),"October 26, 2023",HIGH,NON-INC,False,Rs. 3.60 Cr.
MB Sponge & Power Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed and Withdrawn),"October 26, 2023",HIGH,NON-INC,False,Rs. 86.40 Cr. (including proposed limit of Rs. 70.40 Cr.)
Ambience Facilities Management Private Limited,Long Term/Short Term Bank Facilities,Withdrawn,"March 12, 2025",HIGH,NON-INC,False,Nil (Previous rated amount Rs.7.00 Crore)
Nalin Lease Finance Limited (NLFL),Long term fund-based Bank facility - Proposed Dropline Overdraft,Withdrawn,"October 11, 2023",HIGH,NON-INC,False,-
Nalin Lease Finance Limited (NLFL),Long term fund-based Bank facility - Cash Credit,Withdrawn,"October 11, 2023",HIGH,NON-INC,False,-
Sri Ram Cables Private Limited,Proposed long term/Short term Facilities,Withdrawn,"September 20, 2024",HIGH,NON-INC,False,Nil (Previous rated amount Rs.2.50 crore)
Sunrise Gilts and Securities Private Limited,Commercial Paper (Proposed),IVR A1 (Reaffirmed),"November 11, 2025",MEDIUM,NON-INC,False,Rs. 50.00 Cr.
Sunrise Gilts and Securities Private Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),"November 11, 2025",MEDIUM,NON-INC,False,Rs. 140.00 Cr.
Syntex Trading & Agency Private Limited,Not Applicable,Recent Update,"September 19, 2025",MEDIUM,NON-INC,False,-
Uniseven Engineering & Infrastructure Private Limited,Non Fund Based Facility - Bank Guarantee,IVR BB (Assigned & Withdrawn),"February 1, 2021",HIGH,NON-INC,False,Rs. 30.00 Cr.
Uniseven Engineering & Infrastructure Private Limited,Long Term Fund Based Facility - Cash Credit,IVR BB (Assigned & Withdrawn),"February 1, 2021",HIGH,NON-INC,False,Rs. 10.00 Cr.
Nucleus Energy Private Limited,Long Term Bank Facilities,Withdrawn,"June 8, 2022",HIGH,NON-INC,False,-
Dynamic Air Engineering India Private Limited,Short Term Bank Facilities,IVR A4 (ISSUER NOT COOPERATING),"June 26, 2025",MEDIUM,NON-INC,False,Rs. 2.50 Cr.
R R Constructions and Infrastructure India Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"January 21, 2026",LOW,NON-INC,False,Rs. 66.50 Cr.
R R Constructions and Infrastructure India Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 21, 2026",LOW,NON-INC,False,Rs. 27.00 Cr.
NRP Projects Private Limited,Short Term Bank Facilities,Withdrawn,"December 1, 2025",MEDIUM,NON-INC,False,Nil (Previous rated amount Rs. 90.00 Crore)
NRP Projects Private Limited,Long Term Bank Facilities,Withdrawn,"December 1, 2025",MEDIUM,NON-INC,False,Nil (Previous rated amount Rs. 159.87 Crore)
Sunrise Gilts and Securities Private Limited,Commercial Paper,IVR A1 (Reaffirmed),"November 11, 2025",MEDIUM,NON-INC,False,Rs. 50.00 Cr.
Jupiter Hospital Projects Private Limited,Long Term Bank Facilities,Withdrawn,,UNKNOWN,NON-INC,False,0.00 (Reduced from Rs. 170.00 Crore)
Jupiter Hospital Projects Private Limited,Short Term Bank Facilities,Withdrawn,,UNKNOWN,NON-INC,False,0.00 (Reduced from Rs 10.00 Crore)
Vishesh Diagnostics Private Limited,Long Term Fund Based Facility - Term Loan,Withdrawn,"January 21, 2021",HIGH,NON-INC,False,-
Medec Dragon Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed and Withdrawn),"May 10, 2023",HIGH,NON-INC,False,Rs. 30.00 Cr.
Kalyaneswari Udyog Private Limited,Long Term Bank Fund Based Facility - Cash Credit,IVR BB+ (Reaffirmed & Withdrawn),"January 14, 2021",HIGH,NON-INC,False,Rs. 6.50 Cr.
Kalyaneswari Udyog Private Limited,Short Term Non Fund Based Facility - Bank Guarantee,IVR A4+ (Reaffirmed & Withdrawn),"January 14, 2021",HIGH,NON-INC,False,Rs. 2.00 Cr.
Fusion Industries Limited,Short Term Bank Facilities,IVR A4 (ISSUER NOT COOPERATING),"August 7, 2025",MEDIUM,NON-INC,False,Rs. 5.00 Cr.
Shree Pandurang Sahakari Sakhar karkhana Limited,Short Term Bank Facilities - Sugar Pledge,IVR A3 (Upgraded),"September 15, 2025",MEDIUM,NON-INC,False,Rs. 275.00 Cr. (Enhanced from Rs. 200 Crore)
Shree Pandurang Sahakari Sakhar karkhana Limited,Long Term Bank Facilities - Sugar Hypothecation,IVR BBB- (Assigned),"September 15, 2025",MEDIUM,NON-INC,False,Rs. 41.49 Cr.
Shree Pandurang Sahakari Sakhar karkhana Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Upgraded),"September 15, 2025",MEDIUM,NON-INC,False,Rs. 165.86 Cr. (Reduced from Rs. 200.72 Crore)
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Fund Based Bank Facilities- proposed,IVR D (Downgraded),"October 24, 2025",MEDIUM,NON-INC,False,Rs. 57.59 Cr.
TruCap Finance Limited [Erstwhile Dhanvarsha Finvest Limited],Fund Based Bank Facilities - Overdraft,IVR D (Downgraded),"October 24, 2025",MEDIUM,NON-INC,False,Rs. 20.00 Cr.
