Company Name,Priority Tier,Score,Current Rater(s),Instrument Type,Rating,Last Rating Date,Days Overdue,Urgency,Signal_UltraHot,Signal_DualINC,Signal_RecentTransition,Signal_MultiAgency,Signal_Downgraded,Why Target,ACER Pitch Angle
Vibrant Content Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B+,2025-11-04,389,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vijas Digital (India) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-27,389,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vinayak Ultraflex Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Bank Guarantee,A 4,2025-10-31,389,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vishwanath Spinnerz India Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,D,2025-05-27,389,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vital Healthcare Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B+,2025-05-27,389,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
A K R Industries Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Term loans,BB,2025-10-24,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
A V I Ansh Enterprises Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,C,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ace Brain Systems & Software Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Letter Of credit,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Alpine Polyrub Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Amrit Exports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,B,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Athitheya Kshema Hotels Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Term loans,D,2025-11-24,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Atlas Cycles (Haryana) Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
B A S P Chemical Products Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bestech India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bluegod Entertainment Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Caspro Metal Inds. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL | ICRA,Term loans,B+,2026-01-12,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Darshan Extrusions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Dicitex Home Furnishings Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-fund-based financial facility/instrument,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Dwarkadhis Projects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Bank Guarantee,D,2025-06-25,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Flender Drives Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Bank Guarantee,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
G M Sugar & Energy Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
G T Z (India) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Gurpreet Galvanising Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Heurtey Petrochem India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Imperial Malts Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
J N Tayal Steels Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B-,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Krishna Tissues Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
L N Malviya Infra Projects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Marigold Paints Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Short-term loan,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Metstar Industries Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Millenium Exim Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | ICRA,Letter Of credit,A 4,2025-12-08,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Million Exporter Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Nandi Grain Derivatives Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Narendra Emporis Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,B+/A4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Neogem India Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ocean Pearl Hotels Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,C+/A4,2025-07-18,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Oyster Steel & Iron Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Piccadily Holiday Resorts Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2026-04-29,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Rank Projects & Devp. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Rawalwasia Yarn Dyeing Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,B+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Remira Motors Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,B-,2025-12-22,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
S N N Builders Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sadguru Infratech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Safi Steel Traders Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL | ICRA,Letter Of credit,A 4,2025-07-30,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Seven Hills Minerals Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,BB+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sohrab Textile Mills Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,D,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Spice Islands Inds. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2026-02-05,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Stallion Laboratories Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Star Chem Poly Trade Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-government debt,C/A4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sudha Bio Power Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sumicot Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sunflag Chemicals Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Letter Of credit,A 4,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Umesh Industries Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Term loans,C,2025-12-08,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vardhman Polytex Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2026-03-16,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vipul Industries Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Voltech Manufacturing Co. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Term loans,B,2026-03-05,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vulcan Forge Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-28,388,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
A S Wire Inds. (V S P) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Alfara'A Infraprojects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Amrutva Exports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Short-term loan,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Anish Pharma Equip Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Asian Multiplexes Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,BB+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
B K Threshers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Balaji Loomtex Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Balaji Pressure Vessels Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Balasore Marine Exports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Benara Bearings & Pistons Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Betex India Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,B+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bhadora Industries Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bhagwan Precision Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B-,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bharat Caarriers Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bonton Technomake Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Borah Agencies Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Fund based financial facility/instrument,B,2026-02-03,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Bucon Infratech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Chandralekha Constructions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Chhajed Foods Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Corodex Infrastructure Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Bank Guarantee,D,2026-04-24,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Deson Marketing Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Fund based financial facility/instrument,A 4+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Flyjac Logistics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,A 1+,2025-12-11,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Koenig Solutions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
N K Bhojani Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Nancy Krafts Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,D,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Narayan Texfab Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
New Mount Trdg. & Invst. Co. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Omkar Textile Mills Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Omsairam Steels & Alloys Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Letter Of credit,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ovis Equipments Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,B+,2026-03-11,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Peethambra Granites Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Phooltas Transrail Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Prasad Cotton Inds. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Prime Hitech Engg. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE | CRISIL,Bank Guarantee,D,2025-11-04,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Proventus Life Sciences Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
R L Steels & Energy Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,A 4,2025-09-03,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
R Q S Engineering Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Rajkripal Lumbers Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Short-term loan,A 4,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Real Grow Exims Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Letter Of credit,D,2025-06-12,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Rupal Plastics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B+,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
S C L Healthcare Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Samarth Dairy & Agro Products Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,B+,2025-07-14,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Saraogi Super Sales Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Shree Bharat Motors Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,D,2026-04-29,387,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
