Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,State,Lead Segment,Why Target,ACER Pitch Angle,Priority Score,Contact Person,Contact Info
R K Lumbers Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-03-16,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
R K Natural Fibre Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Textiles,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
R K Poultries Pvt. Ltd.,Non-government debt,IND-RA,D,2026-01-16,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
R K R Gold Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
R K S Steel Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,LOW,Steel & Metals,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
R K Steel Udyog Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4+,2026-02-06,LOW,Steel & Metals,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
R L J Concast Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-01-28,LOW,Steel & Metals,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
R L J Polyfab Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-04-28,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
R M Drip & Sprinklers Systems Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-04-10,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
R R & Company Pvt. Ltd.,Term loans,CARE,B-,2026-04-09,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
R R Trends Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,2026-01-21,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
R S A L Steel Pvt. Ltd.,Term loans,ICRA,D,2026-04-29,LOW,Steel & Metals,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
R S Development & Constructions India Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B+,2026-01-22,LOW,Construction,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
R S H Agro Products Ltd.,Term loans,ACUITE,D,2026-04-08,LOW,Agro/Food,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
R S K Industries Pvt. Ltd.,Term loans,CARE,B-,2026-03-04,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
R S Printfab Pvt. Ltd.,Long term Loans,CRISIL,B,2026-02-26,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
R T Vision Technologies Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ra'Pure Life Sciences Ltd.,Term loans,BRICKWORK,C-,2026-03-13,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Raaja Magnetics Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-01-22,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Rabia Logistics Pvt. Ltd.,Long term Loans,CRISIL,B-,2025-12-22,LOW,Logistics,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rachhpal Auto Alliance Pvt. Ltd.,Term loans,BRICKWORK,C,2026-03-17,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Radha Industries Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-28,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Radha Krishna Automobiles Pvt. Ltd.,Term loans,CARE,D,2026-01-09,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Radhakishan Agrotech Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-01-23,LOW,Agro/Food,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Radharaman Stainless Steel Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-12-22,LOW,Steel & Metals,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Radhe Sham Ravi Prakash Timbers Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-12-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Radhika Opto Electronics Ltd.,Letter Of credit,CARE,A 4+,2026-01-22,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Radiant Info Systems Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-27,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Radius Sumer Developers Pvt. Ltd.,Term loans,BRICKWORK,D,2026-04-01,LOW,Construction,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Radius Water Ltd.,Term loans,ICRA,D,2026-04-27,LOW,Infrastructure,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Raghava Life Sciences Pvt. Ltd.,Term loans,ICRA,B+,2026-02-24,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Raghuvanshi Industries Pvt. Ltd.,Long term Loans,CRISIL,D,2026-02-27,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Raghuveer Metal Inds. Ltd.,Non-government debt,IND-RA,C/A4,2026-04-02,LOW,Steel & Metals,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rahman Hospitals Pvt. Ltd.,Term loans,CRISIL,B,2025-12-19,LOW,Healthcare,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rai Bahadur Narain Singh Sugar Mills Ltd.,Term loans,IND-RA,D,2026-01-16,LOW,Agro/Food,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rai Industrial Power Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-27,LOW,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Raichur Bio-Energies Pvt. Ltd.,Term loans,IND-RA,D,2026-04-02,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Raigarh Food & Hotels Business Pvt. Ltd.,Long term Loans,ACUITE,D,2026-01-28,LOW,Agro/Food,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Raj Agrochem Products Pvt. Ltd.,Term loans,CRISIL,B+,2026-01-21,LOW,Agro/Food,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Raj Arcades Homes Pvt. Ltd.,Term loans,IND-RA,D,2026-01-16,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Raj Conbuild Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-31,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rajalakshmi Wind Energy Ltd.,Term loans,BRICKWORK,B+,2026-01-21,LOW,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,Non-government debt,IND-RA,D,2026-04-02,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rajashree Spintex Pvt. Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,A 4,2026-03-24,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rajasthan Powergen Transformer Pvt. Ltd.,Term loans,CARE,B-,2026-04-14,LOW,Infrastructure,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Rajathadri Jewellers Pvt. Ltd.,Non-government debt,IND-RA,D,2026-01-16,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rajda Industries & Export Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,2026-02-04,LOW,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rajesh Exports Ltd.,Letter Of credit,BRICKWORK,D,2026-02-26,LOW,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rajesh Power Services Ltd.,Non-government debt,IND-RA,B-/A4,2026-02-27,LOW,Infrastructure,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rajesh Rayon Silk Mills Ltd.,Long term Loans,CRISIL,B,2026-02-27,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rajinder Infrastructure Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-04-13,LOW,Infrastructure,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Rajsamadhiyala Spintex Pvt. Ltd.,Term loans,ICRA,B,2025-12-30,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Rajuri Steels & T M T Bars Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2026-04-10,LOW,Steel & Metals,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Rakesh Masala Pvt. Ltd.,Term loans,CRISIL,B,2026-02-26,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rakhoh Industries Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2026-01-21,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rakshak Securitas Pvt. Ltd.,Bank Guarantee,CARE,A 4+,2026-01-02,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Ram'S Assorted Cold Storage Ltd.,Long term Loans,CRISIL,D,2026-04-10,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rama Krishna Spintex Pvt. Ltd.,Term loans,CRISIL,D,2026-01-21,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rama Spinners Pvt. Ltd.,Term loans,CRISIL,B,2026-01-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ramaa Shyama Papers Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-01-21,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Ramakrishna Teletronics Pvt. Ltd.,Non-government debt,ICRA,D,2026-01-27,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Raman Agro Exports Pvt. Ltd.,Term loans,ICRA,B+,2026-02-16,LOW,Infrastructure,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Ramani Icecream Co. Ltd.,Term loans,CARE,BB-,2026-01-02,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Ramdev Sugars Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,2026-01-19,LOW,Agro/Food,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ramkrishna Casting Solutions Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-01-15,LOW,Steel & Metals,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Ramky Wavoo Developers Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BB,2026-01-27,LOW,Construction,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Ramprasad Tubes & Bars Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-01-20,LOW,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Ramya Reprographic Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-02-27,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rana Milk Foods Pvt. Ltd.,Term loans,IND-RA,D,2026-01-16,LOW,Agro/Food,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Randhawa Automobile Engg. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-10,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rangar Breweries Ltd.,Term loans,CRISIL,B,2026-02-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rangoli Industries Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-02-19,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rangotsav Lifestyle Pvt. Ltd.,Term loans,IND-RA,D,2026-04-02,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rani Kothi Banquets Pvt. Ltd.,Term loans,CRISIL,B,2026-02-26,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ranisati Coal Carriers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ranjani Sugar & Agri Inds. Ltd.,Term loans,BRICKWORK,D,2026-01-20,LOW,Agro/Food,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rankas Texfab Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-12,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ras Infraport Pvt. Ltd.,Term loans,BRICKWORK,D,2026-02-18,LOW,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Ras Polytex Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-06,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Rashmi Ispat Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,2026-02-19,LOW,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Rashmi Rare Earth Ltd.,Term loans,ACUITE,BB-,2026-01-05,LOW,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Rasi Electrodes Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-30,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Rasika Motors Pvt. Ltd.,Long term Loans,CRISIL,B,2025-12-22,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ratan Aluminum Recycling Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-17,LOW,Steel & Metals,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Rational Business Corpn. Pvt. Ltd.,Short-term loan,CRISIL,A 4,2026-02-26,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ratnadeep Metal & Tubes Ltd.,Non-government debt,IND-RA,BB-/A4+,2026-04-28,LOW,Steel & Metals,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Ratnagiri Impex Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-01-29,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Ratnaveer Precision Engg. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-18,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Ratnesh Ispat Services Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rattan Singh Builders Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-12-23,LOW,Construction,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ravi Offset Printers & Publishers Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-01-27,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Ravina Health Care Pvt. Ltd.,Term loans,CRISIL,D,2026-04-28,LOW,Healthcare,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Ravindra Heraeus Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-04-08,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Raymix Concrete India Pvt. Ltd.,Term loans,CARE,D,2026-04-09,LOW,Construction,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Rayon Textile India Pvt. Ltd.,Term loans,ACUITE,B-,2026-02-02,LOW,Textiles,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Realply Industries Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-02-19,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Regen Infrastructure & Services Pvt. Ltd.,Non-government debt,CARE,D,2026-01-30,LOW,Infrastructure,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Regen Powertech Pvt. Ltd.,Letter Of credit,CARE,D,2026-01-30,LOW,Infrastructure,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Regent Garage Pvt. Ltd.,Term loans,CRISIL,BB+,2026-02-10,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Regent Granito India Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-04-24,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Regrow Biosciences Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Rekha Corporation Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Relan Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-02-27,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Relay Express Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-02-19,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Relcom Technology Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-03-09,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Relemac Technologies Pvt. Ltd.,Term loans,CARE,B-,2026-04-10,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Reliable Exports (India) Pvt. Ltd.,Term loans,BRICKWORK,C,2026-02-25,LOW,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Reliable Hitech Infrastructure Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-28,LOW,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Reliable Infrastructure Pvt. Ltd.,Long term Loans,CRISIL,D,2025-12-22,LOW,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Reliance Big Entertainment Pvt. Ltd.,Term loans,BRICKWORK,D,2026-02-12,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Reliance Commercial Finance Ltd.,Debentures / Bonds / notes / bills,CARE,D,2026-01-27,LOW,BFSI,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
