Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
Artech Realtors Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-08-06,310,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Artech Realtors Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-08-06,310,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
R. K. Madhani and Company,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-08-06,310,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Datta Shetakari Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-08-06,310,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shonan Engineering Works Private Limited,Long Term Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-08-04,312,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
San Energy and Solution,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-08-04,312,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Adhunik Energy Solutions Private Limited,Long Term / Short term Bank Facilities,IVR C-/IVR A4; (INC)(Downgraded/Reaffirmed),IVR C-/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-08-04,312,MEDIUM,Negative/-,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
PCK Cotton Private Limited,Long/Short Term Bank Facilities,IVR B/IVR A4; (INC)(Downgraded),IVR B/IVR A4; (INC),Downgraded,2025-08-01,315,MEDIUM,Negative/-,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anand Carbo Limited,Long Term/ Short Term Bank Facilities,IVR BB-/ IVR A4 (INC) (Downgraded/Reaffirmed),IVR BB-/ IVR A4 (INC) (Downgraded/Reaffirmed),Downgraded,2025-08-01,315,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anand Carbo Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
PCK Cotton Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anand Carbo Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anand Carbo Limited,Long Term/ Short Term Bank Facilities,IVR BB-/ IVR A4 (INC) (Downgraded/Reaffirmed),IVR BB-/ IVR A4 (INC) (Downgraded/Reaffirmed),Downgraded,2025-08-01,315,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shreegopal Govind Sponge Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-08-01,315,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shreegopal Govind Sponge Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ashirvad Food Products Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Chemi Enterprises LLP,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Chemi Enterprises LLP,Long/ Short Term Bank Facilities,IVR BB/ IVR A4 (INC)(Downgraded),IVR BB/ IVR A4 (INC),Downgraded,2025-08-01,315,MEDIUM,Negative/-,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Mother India Agrofoods Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-08-01,315,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sri Chamundeswari Sugars Limited,Long Term Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-31,316,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nilachal Iron & Power Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-30,317,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Rathi Industrial Corporation Private Limited,Long Term/ Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),IVR BB-/IVR A4; (INC),Downgraded,2025-07-30,317,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ishwar Ispat Industries Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-30,317,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Rathi Industrial Corporation Private Limited,Long Term Bank Facility,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-30,317,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nilachal Iron & Power Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-30,317,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Polaris Liquor Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-30,317,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
S M Niryat Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-29,318,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Celebrity Breweries Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-29,318,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Letoza Granito LLP,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-07-29,318,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jaika Automobiles & Finance Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-29,318,MEDIUM,Nil,BFSI,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jaika Automobiles & Finance Private Limited,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),IVR B+ (INC),Downgraded,2025-07-29,318,MEDIUM,Negative,BFSI,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Letoza Granito LLP,Long/Short Term Bank Facility,IVR B-/IVR A4; (INC)(Downgraded/Reaffirmed),IVR B-/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-07-29,318,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
S M Niryat Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-29,318,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
S M Niryat Private Limited,Long/Short Term Bank Facilities,IVR BB/IVR A4; (INC)(Downgraded),IVR BB/IVR A4; (INC),Downgraded,2025-07-29,318,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Khandoba Distilleries Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-28,319,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jaya Educational Society,Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-07-28,319,MEDIUM,Negative,Education,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
GOC Petrochemicals Private Limited,Long Term Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-25,322,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
GOC Petrochemicals Private Limited,Short Term Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-25,322,MEDIUM,Nil,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bright Packaging Private Limited,Long Term Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-25,322,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anindita Steels Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-07-25,322,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bright Packaging Private Limited,Short Term Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-25,322,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Asia Poly Films Industries,Long Term Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-24,323,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anchor 2025,Long Term - Series A1 PTCs,IVR BB (SO)(Downgraded),IVR BB (SO),Downgraded,2025-07-23,324,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Agrawal Sponge Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Agrawal Sponge Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-22,325,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nextgen Printers Private Limited,Long Term Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SCC Builders Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shree Balajee Agro Mills Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anant Pulses Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
La Scenteur Fragrance Technologies Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-07-22,325,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Gautam Shipbreaking Industries Private Limited,Long Term/ Short Term Bank Facilities,IVR B/ IVR A4 (INC) (Downgraded)(Reaffirmed),IVR B/ IVR A4 (INC),Downgraded,2025-07-22,325,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SCC Builders Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
KBC Infrastructures Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-22,325,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
GKR Infracon (India) Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-21,326,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
NS Periasamy & Co,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-07-18,329,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Air Perfection,Long Term Bank Facility,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-07-18,329,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sarvottam Rolling Mills Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-17,330,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sudhesh Industries Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-17,330,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Aurum Jewels Limited,Proposed Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-07-16,331,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Impact Sare Magnum Townships Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-16,331,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Impact Sare Magnum Townships Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-16,331,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Aurum Jewels Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-07-16,331,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shiva Texfabs Limited,Long-Term Bank Facilities - Cash Credit,IVR D (Downgraded),IVR D,Downgraded,2025-07-16,331,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vikrma Impex Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-15,332,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vikrma Impex Private Limited,Long Term / Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded/Reaffirmed),IVR BB-/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-07-15,332,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
PVR Spinning and Weaving Limited,Long Term Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-11,336,MEDIUM,Negative,Textiles,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Suriya Spinning Mills,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-11,336,MEDIUM,Negative,Textiles,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
PVR Spinning and Weaving Limited,Long Term Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-11,336,MEDIUM,Negative,Textiles,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Santlal Industries Limited,Long Term Fund based facilities -Cash Credit,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-10,337,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kapsons Industries Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-10,337,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Mitsumi Distribution FZCO,Issuer Rating,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-07-09,338,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Siva Sai Exports,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-08,339,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Siva Sai Exports,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-07-08,339,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Prathu Ginning Mill Private Limited (Erstwhile Nandi Cotton Ginning Mill Private Limited),Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-08,339,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Prathu Ginning Mill Private Limited (Erstwhile Nandi Cotton Ginning Mill Private Limited),Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-07-08,339,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SreeDhanya Construction Company,Long Term Bank Facilities,IVR BBB- (Downgraded),IVR BBB-,Downgraded,2025-07-07,340,MEDIUM,Stable,Construction,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Marda Industries Private Limited,Long Term Bank Facilities - Cash Credit,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-07,340,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SreeDhanya Construction Company,Short Term Bank Facilities,IVR A3 (Downgraded),IVR A3,Downgraded,2025-07-07,340,MEDIUM,Nil,Construction,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Primacy Industries Private Limited,Long Term Fund Based Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-07,340,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Marda Industries Private Limited,Long Term Bank Facilities - Cash Credit,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-07-07,340,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Primacy Industries Private Limited,Optionally Convertible Debentures,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-07,340,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Primacy Industries Private Limited,Compulsory Convertible Debentures,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-07-07,340,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
DDN SFA Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jain Agro Industries,Long Term Bank Facility,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bogmallo Enterprises Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-07-04,343,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
