Company Name,Instrument,Current Rating,Rating Date,Urgency,Outlook,Sector,Current Rater,Why Target,Pitch Angle,Priority Score
Intex Technologies (India) Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),2025-09-22,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Intex Technologies (India) Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-09-22,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Laxmi Solar Power Systems Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-09-22,MEDIUM,Negative,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Zandros Granito LLP,Long Term Facility - Fund-Based - Term Loan,IVR B- (INC)(Reaffirmed),2025-09-22,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Vrisa Minerals Private Limited,Long Term Bank Facilities (Proposed),IVR BB+ (INC)(Downgraded),2025-09-22,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Share India Securities Limited,Short term - non-fund-based limit - Bank Guarantee,IVR A4+ (INC)(Downgraded),2025-09-22,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Share India Securities Limited,Proposed Commercial Paper Programme,IVR A4+ (INC)(Downgraded),2025-09-22,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Garg Equipment,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-09-22,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Inditrade Microfinance Limited,Long Term/Short Term Bank Facilities - Proposed Facilities,IVR D (INC)(Reaffirmed),2025-09-23,MEDIUM,Nil,BFSI,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Inditrade Microfinance Limited,Long Term Fund-Based Term loan,IVR D (INC)(Reaffirmed),2025-09-23,MEDIUM,Nil,BFSI,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Uttranchal Ispat Private Limited,Long Term Bank Facility,IVR B (INC)(Downgraded),2025-09-23,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
MMG Impex,Long Term/ Short Term Bank Facilities,IVR B-/IVR A4; (INC)(Downgraded),2025-09-23,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Inditrade Microfinance Limited,Short Term Fund Based - Term Loan,IVR D (INC)(Reaffirmed),2025-09-23,MEDIUM,Nil,BFSI,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Gupta Hair Products Private Limited,Long Term/ Short Term Bank Facilities,IVR B-/IVR A4; (INC)(Downgraded),2025-09-23,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Gupta Enterprises,Long Term/ Short Term Bank Facilities,IVR B-/IVR A4; (INC)(Downgraded),2025-09-23,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Inditrade Microfinance Limited,Non-Convertible Debentures,IVR D (INC)(Reaffirmed),2025-09-23,MEDIUM,Nil,BFSI,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Gupta Enterprises,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-09-23,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Rajeev Shantisarup Reniwal,Long Term/Short Term Bank Facility,IVR B/IVR A4; (INC)(Downgraded),2025-09-24,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Raman Education Society,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-09-24,MEDIUM,Negative,Education,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Simplex Infrastructures Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-09-24,MEDIUM,Nil,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Simplex Infrastructures Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-09-24,MEDIUM,Nil,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Riya Cars Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Puneet Auto Sales Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
R. S. Development & Constructions India Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Plutonium Business Solution Private Limited,Long Term Bank Facility,IVR BB- (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
R. S. Development & Constructions India Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-09-26,MEDIUM,Nil,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Puneet Auto Sales Private Limited,Long Term Bank Facilities (Proposed),IVR BB (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Mohan Foods,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-09-26,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Airflow Equipments India Private Limited,Long Term/Short Term Bank Facilities,IVR B-/IVR A4; (INC)(Downgraded/Reaffirmed),2025-09-26,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Mohan Foods,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Uralungal Labour Contract Co-operative Society Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Airflow Equipments India Private Limited,Long Term Bank Facility,IVR B- (INC)(Downgraded),2025-09-26,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
ALM Food Products Limited,Long Term/Short Term Facilities,IVR BB/IVR A4; (INC)(Downgraded),2025-09-29,MEDIUM,Negative/-,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
M G Oils,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-09-29,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
ANG Lifesciences India Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-09-29,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
ANG Lifesciences India Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-09-29,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Topline Commodities Private Limited,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-09-29,MEDIUM,Nil,Trading,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
ALM Industries Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-09-29,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Topline Commodities Private Limited,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-09-29,MEDIUM,Nil,Trading,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
MB Rubber Private Limited,Long Term Bank Facility,IVR B+ (INC)(Downgraded),2025-09-30,MEDIUM,Negative,Chemicals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Healthplus Research And Medicentre LLP,Long Term Fund Based Facilities,IVR BB- (INC)(Downgraded),2025-09-30,MEDIUM,Negative,Healthcare,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Esspal International Private Limited,Long Term Bank Facility,IVR BB (INC)(Downgraded),2025-09-30,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Frystal Pet Private Limited,Short Term Non-Fund Based Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-09-30,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
IQF Foods Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-09-30,MEDIUM,Negative,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
IQF Foods Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-09-30,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
MB Rubber Private Limited,Short Term Facility,IVR A4 (INC)(Reaffirmed),2025-09-30,MEDIUM,Nil,Chemicals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Frystal Pet Private Limited,Long Term Fund Based Bank Facilities,IVR B- (INC)(Downgraded),2025-09-30,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
SKG Asset Management Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-09-30,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Nisa Industrial Services Private Limited,Long Term Fund Based Bank Facilities - LAP,IVR D (INC)(Reaffirmed),2025-10-03,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Vishal Papertech India Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),2025-10-03,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Nisa Industrial Services Private Limited,Long Term Fund Based Bank Facilities - Cash Credit,IVR D (INC)(Reaffirmed),2025-10-03,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Nisa Industrial Services Private Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR D (INC)(Reaffirmed),2025-10-03,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Nisa Industrial Services Private Limited,Long Term Fund Based Bank Facilities - Proposed Cash Credit,IVR D (INC)(Reaffirmed),2025-10-03,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Nisa Industrial Services Private Limited,Short Term Non Fund Based Bank Facilities - Bank Guarantee,IVR D (INC)(Reaffirmed),2025-10-03,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Vishal Papertech India Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-10-03,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Presto Info Solutions Private Limited,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-10-06,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Presto Info Solutions Private Limited,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-10-06,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Presto Info Solutions Private Limited,Non-Convertible Debentures (NCDs),IVR D (INC)(Downgraded),2025-10-06,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Long Term / Short Term Bank Facilities,IVR BBB-/IVR A3; (INC)(Downgraded),2025-10-06,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Short Term Bank Facilities,IVR A3 (INC)(Downgraded),2025-10-06,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Melt-O-Therm Furnaces Private Limited,Long Term Bank Facilities,IVR C- (INC)(Reaffirmed),2025-10-06,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),2025-10-06,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Melt-O-Therm Furnaces Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-10-06,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Prolific Papers Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-10-07,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Snow World Marine Exports Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-10-07,MEDIUM,Nil,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Snow World Marine Exports Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-10-07,MEDIUM,Negative,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Masterchef Exports,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-10-07,MEDIUM,Nil,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Apus Realties Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-10-08,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Om Shri Shubh Labh Agritech Private Limited (OSSLAPL),Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-10-09,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Om Shri Shubh Labh Agritech Private Limited (OSSLAPL),Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-10-09,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sustainable Agro-Commercial Finance Limited,Proposed Term Loans/ Proposed NCD,IVR D (INC)(Reaffirmed),2025-10-09,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sustainable Agro-Commercial Finance Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-10-09,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Harman Finochem Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-10-09,MEDIUM,Negative,Chemicals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Om Shri Shubh Labh Agritech Private Limited (OSSLAPL),Long term Bank Facilities - Proposed,IVR D (INC)(Downgraded),2025-10-09,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kings Infra Ventures Limited,Long Term Bank Facilities,IVR B+ (INC)(Reaffirmed),2025-10-10,MEDIUM,Negative,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kings Infra Ventures Limited,Non-Convertible Debentures,IVR B+ (INC)(Reaffirmed),2025-10-10,MEDIUM,Negative,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kings Infra Ventures Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-10-10,MEDIUM,Nil,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kamla Enterprises,Proposed Long Term Fund Based Facility,IVR C (INC)(Downgraded),2025-10-13,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hayath Foods,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-10-13,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hayath Foods,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-10-13,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Value Ingredients Private Limited,Long Term /Short Term Bank Facilities,IVR B+/IVR A4; (INC)(Downgraded/Reaffirmed),2025-10-13,MEDIUM,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Value Ingredients Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-10-13,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kamla Enterprises,Proposed Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),2025-10-13,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kamla Enterprises,Short Term Fund Based Facility,IVR A4 (INC)(Reaffirmed),2025-10-13,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
OSRM Tech Pack Private Limited,Short Term Facilities,IVR A4 (INC)(Downgraded),2025-10-14,MEDIUM,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
OSRM Tech Pack Private Limited,Long Term Facilities,IVR BB (INC)(Downgraded),2025-10-14,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Grand Canyon SEZ Private Limited,Long Term Bank Facilities - LRD,IVR BB (INC)(Downgraded),2025-10-14,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Aisshpra Life Spaces,Long Term Bank Facilities - Proposed,IVR B+ (INC)(Downgraded),2025-10-15,MEDIUM,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Raghava Constructions India Private Limited,Long Term / Short Term Bank Facilities,IVR B/ IVR A4; (INC) (Downgraded/ Reaffirmed),2025-10-16,MEDIUM,Negative/-,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
M/S Idupulapadu Cotton Mills Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-10-16,MEDIUM,Nil,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
