Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Status,Sector,Why Target,Pitch Angle
Shri Ganga Four Wheels Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Indivinity Clothing Retail Pvt. Ltd.,CRISIL,Term loans,A,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Prathista Inds. Ltd.,CRISIL,Long term Loans,A-,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Divya Jewellers Pvt. Ltd.,CRISIL,Letter Of credit,A 2+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shri Banke Bihari Polyfab Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shri Banke Bihari Polyfab Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shri Coimbatore Jewellers India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shri Coimbatore Jewellers India Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C M K Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C M K Projects Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BBB,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C M K Projects Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Maurya Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB-,2025-05-29,379,14,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Poonawalla Fincorp Ltd.,CARE,Debentures / Bonds / notes / bills,PP-MLD AAA,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Poonawalla Fincorp Ltd.,CARE,Fund based financial facility/instrument,AAA,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Poonawalla Fincorp Ltd.,CARE,Non-government debt,AAA/A1+,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Signet Products Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Siddhi Ganesh Metal Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-29,379,14,HIGH,Downgraded,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Siby Mining & Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Poonawalla Fincorp Ltd.,CARE,Term loans,AAA,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Piramal Corporate Tower Pvt. Ltd.,ICRA,Term loans,A+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Phooltas Transrail Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Phooltas Transrail Ltd.,BRICKWORK,Letter Of credit,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Siva Foods Impex Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Triton Hotels & Resorts Pvt. Ltd.,ICRA,Term loans,A,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bhadora Industries Ltd.,CRISIL,Long term Loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bhadora Industries Ltd.,CRISIL,Term loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Benara Bearings & Pistons Ltd.,CARE,Term loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
A S Wire Inds. (V S P) Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Benara Bearings & Pistons Ltd.,CARE,Bank Guarantee,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sar Senapati Santaji Ghorpade Sugar Factory Ltd.,CARE,Term loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Home First Finance Co. India Ltd.,ICRA,Fund based financial facility/instrument,AA,2025-05-29,379,14,HIGH,Upgraded,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tirunveli Solar Project Pvt. Ltd.,ICRA,Term loans,A+,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Triton Hotels & Resorts Pvt. Ltd.,ICRA,Bank Guarantee,A,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Narayan Texfab Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nancy Krafts Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
House Of Masaba Lifestyle Pvt. Ltd.,CRISIL,Long term Loans,A,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
House Of Masaba Lifestyle Pvt. Ltd.,CRISIL,Short-term loan,A 1,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
N K Bhojani Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
N K Bhojani Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
N K Bhojani Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
N K Bhojani Pvt. Ltd.,CRISIL,Term loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nancy Krafts Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nandi Economic Corridor Enterprises Ltd.,CARE,Term loans,AA,2025-05-29,379,14,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nandi Economic Corridor Enterprises Ltd.,CARE,Term loans,AA,2025-05-29,379,14,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Narayan Texfab Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Acme Chittorgarh Solar Energy Pvt. Ltd.,ICRA,Term loans,AA-,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kochar Infotech Ltd.,CRISIL,Fund based financial facility/instrument,BBB,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kochar Infotech Ltd.,CRISIL,Long term Loans,BBB,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Koenig Solutions Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Koenig Solutions Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Adyah Solar Energy Pvt. Ltd.,ICRA,Term loans,AA-,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Adyah Solar Energy Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajputana Industries Ltd.,CARE,Non-government debt,BBB+/A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajputana Industries Ltd.,CARE,Non-government debt,BBB+/A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajputana Industries Ltd.,CARE,Term loans,BBB+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kruger Ventilation Inds. (India) Pvt. Ltd.,CRISIL,Long term Loans,A-,2025-05-29,379,14,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajputana Industries Ltd.,CARE,Letter Of credit,A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajputana Industries Ltd.,CARE,Non-fund-based financial facility/instrument,A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Alfara'A Infraprojects Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Balaji Pressure Vessels Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Balasore Marine Exports Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Balaji Loomtex Pvt. Ltd.,CRISIL,Term loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Balaji Pressure Vessels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Balaji Pressure Vessels Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sael Industries Ltd.,IND-RA,Non-fund based working capital limit,A 2,2025-05-29,379,14,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sael Industries Ltd.,IND-RA,Non-fund based working capital limit,A 2,2025-05-29,379,14,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ameya Logistics Pvt. Ltd.,CRISIL,Term loans,A+,2025-05-29,379,14,HIGH,Reaffirmed,Logistics,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ameya Logistics Pvt. Ltd.,CRISIL,Bank Guarantee,A 1,2025-05-29,379,14,HIGH,Initial Rating,Logistics,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Alfara'A Infraprojects Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Alfara'A Infraprojects Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Samarth Dairy & Agro Products Pvt. Ltd.,CRISIL,Term loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Eternal Heart Care Centre & Research Institute Pvt. Ltd.,IND-RA,Term loans,BBB+,2025-05-29,379,14,HIGH,Upgraded,Education,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ethos Ltd.,ICRA,Fund based financial facility/instrument,A+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sael Industries Ltd.,IND-RA,Non-fund based working capital limit,A 2,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Koenig Solutions Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kochar Infotech Ltd.,CRISIL,Bank Guarantee,A 3+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bajaj Housing Finance Ltd.,CRISIL,Long term Loans,AAA,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bajaj Housing Finance Ltd.,CRISIL,Term loans,AAA,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Delhi International Airport Ltd.,IND-RA,Long term Loans,AA,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Delhi International Airport Ltd.,IND-RA,Non-fund-based financial facility/instrument,AA,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Peethambra Granites Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat Pickers Industries Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat Pickers Industries Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat Pickers Industries Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Delhi International Airport Ltd.,IND-RA,Fund based financial facility/instrument,AA,2025-05-29,379,14,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Delhi International Airport Ltd.,IND-RA,Fund based financial facility/instrument,AA,2025-05-29,379,14,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spectrum Tool Engineers Pvt. Ltd.,CRISIL,Term loans,BB,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spectra Constructions Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B+,2025-05-29,379,14,HIGH,Downgraded,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spectra Constructions Pvt. Ltd.,BRICKWORK,Term loans,B+,2025-05-29,379,14,HIGH,Downgraded,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sologres Granito Pvt. Ltd.,CARE,Term loans,BB,2025-05-29,379,14,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Deson Marketing Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4+,2025-05-29,379,14,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Solitaire Foods Pvt. Ltd.,BRICKWORK,Term loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sologres Granito Pvt. Ltd.,CARE,Non-government debt,BB/A4,2025-05-29,379,14,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spectrum Tool Engineers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Cenosphere India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Cenosphere India Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ovis Equipments Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
New Mount Trdg. & Invst. Co. Ltd.,CRISIL,Term loans,B+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Himatsingka Agencies Pvt. Ltd.,CRISIL,Term loans,B-,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chandralekha Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Cenosphere India Pvt. Ltd.,CRISIL,Long term Loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chhajed Foods Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chhajed Foods Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chhajed Foods Pvt. Ltd.,CRISIL,Long term Loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chhajed Foods Pvt. Ltd.,CRISIL,Term loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Chhajed Foods Pvt. Ltd.,CRISIL,Term loans,D,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Stellar Autohaus Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Stellar Autohaus Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Stellar Autohaus Pvt. Ltd.,CRISIL,Term loans,BB+,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Svatantra Micro Housing Finance Corpn. Ltd.,CRISIL,Term loans,A+,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Hella Infra Market Ltd.,ACUITE,Long term Loans,A-,2025-05-29,379,14,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Hella Infra Market Ltd.,ACUITE,Term loans,A-,2025-05-29,379,14,HIGH,Initial Rating,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Svatantra Micro Housing Finance Corpn. Ltd.,CRISIL,Long term Loans,A+,2025-05-29,379,14,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
H E G Ltd.,IND-RA,Non-fund based working capital limit,A 1+,2025-05-29,379,14,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sunita Finlease Ltd.,CRISIL,Long term Loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Omkar Textile Mills Pvt. Ltd.,BRICKWORK,Term loans,C,2025-05-29,379,14,HIGH,Reaffirmed,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Omsairam Steels & Alloys Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Omsairam Steels & Alloys Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4,2025-05-29,379,14,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Colorshine India Pvt. Ltd.,IND-RA,Non-government debt,BBB-/A3,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Colorshine India Pvt. Ltd.,IND-RA,Term loans,BBB-,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Samarth Dairy & Agro Products Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-05-29,379,14,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Finesse International Design Pvt. Ltd.,CRISIL,Term loans,A,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S C L Healthcare Pvt. Ltd.,CRISIL,Term loans,B,2025-05-29,379,14,HIGH,Reaffirmed,Healthcare,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rockwell Automation India Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,AAA,2025-05-29,379,14,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jaya Velu Spinning Mills Pvt. Ltd.,CARE,Letter Of credit,A 4+,2025-05-29,379,14,HIGH,Initial Rating,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Jaya Velu Spinning Mills Pvt. Ltd.,CARE,Term loans,BB+,2025-05-29,379,14,HIGH,Reaffirmed,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
K N R Guruvayur Infra Pvt. Ltd.,IND-RA,Term loans,A+,2025-05-29,379,14,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
