Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Action,Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Hema Automotive Pvt. Ltd.,ACUITE,Term loans,B,2026-04-08,65,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Sri Sankari Yarns Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 3+,2026-04-08,65,Downgraded,LOW,Textiles,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Alchemist Hospitals Ltd.,CARE,Term loans,B,2026-04-08,65,Downgraded,LOW,Chemicals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Elkaypee Spinners Pvt. Ltd.,ACUITE,Term loans,BB-,2026-04-07,66,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Bhargavi Automobiles Pvt. Ltd.,CARE,Term loans,BB,2026-04-07,66,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Surana Telecom & Power Ltd.,CARE,Term loans,BB-,2026-04-07,66,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Elkaypee Spinners Pvt. Ltd.,ACUITE,Long term Loans,BB-,2026-04-07,66,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Chenduran Cotspin (India) Pvt. Ltd.,ACUITE,Term loans,BB-,2026-04-07,66,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
M J Gold Pvt. Ltd.,BRICKWORK,Non-government debt,B-,2026-04-07,66,Downgraded,LOW,Other/Unknown,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
M J Grain Products Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-06,67,Downgraded,LOW,Agro/Food,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
R S V Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-06,67,Downgraded,LOW,Construction,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vijayanand Travels Pvt. Ltd.,CARE,Term loans,BBB,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vista Information Systems Pvt. Ltd.,CARE,Non-government debt,BBB/A3,2026-04-06,67,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
T M I Healthcare Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-06,67,Downgraded,LOW,Healthcare,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Assorted Plastics Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-06,67,Downgraded,LOW,Chemicals,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Zebra Pack Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-06,67,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Ray Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Raphe Mphibr Pvt. Ltd.,CARE,Term loans,BB+,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Raphe Mphibr Pvt. Ltd.,CARE,Non-government debt,BB+/A4+,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
A-1 Fence Products Co. Pvt. Ltd.,CRISIL,Long term Loans,BB+,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
A-1 Fence Products Co. Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
A-1 Fence Products Co. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2026-04-06,67,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Design & Manufacturing Vista Electronics Pvt. Ltd.,CARE,Non-government debt,BBB/A3,2026-04-06,67,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vardhman Textile Components Ltd.,CARE,Term loans,B+,2026-04-06,67,Downgraded,LOW,Textiles,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shivmani Exports Pvt. Ltd.,CARE,Bank Guarantee,B,2026-04-06,67,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Arora Udyog Ltd.,BRICKWORK,Term loans,B-,2026-04-06,67,Downgraded,LOW,Other/Unknown,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Zebra Pack Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-06,67,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
P K Cereals Pvt. Ltd. [Merged],ACUITE,Long term Loans,BB-,2026-04-06,67,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Partap Fabrics Pvt. Ltd.,BRICKWORK,Term loans,B,2026-04-06,67,Downgraded,LOW,Textiles,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Partap Fabrics Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B,2026-04-06,67,Downgraded,LOW,Textiles,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Cyber Automobiles Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2026-04-03,70,Downgraded,LOW,Other/Unknown,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
M G Housing Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2026-04-03,70,Downgraded,LOW,Construction,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Cyber Automobiles Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-03,70,Downgraded,LOW,Other/Unknown,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
M G Housing Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-03,70,Downgraded,LOW,Construction,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
P & Y Enterprises Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Skywin Spinning Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Sri Power Generation (India) Pvt. Ltd. [Merged],IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
B S T Textile Mills Pvt. Ltd.,CARE,Term loans,D,2026-04-02,71,Downgraded,LOW,Textiles,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
P E Erectors Pvt. Ltd.,IND-RA,Non-government debt,BB-/A4+,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Sri Sarvaraya Sugars Ltd.,CARE,Term loans,BBB-,2026-04-02,71,Downgraded,LOW,Agro/Food,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Bhopal Tractors Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Bhoruka Power Corpn. Ltd.,IND-RA,Term loans,BB-,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Profive Engineering Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Samrat Irons Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Steel & Metals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Lall Minerals Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Smita Steels Rolling Mills Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Steel & Metals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Allgrace Developers Pvt. Ltd.,CARE,Non-government debt,BB+/A4+,2026-04-02,71,Downgraded,LOW,Construction,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
D C S Techno Services Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Astrotech Steels Pvt. Ltd.,CRISIL,Term loans,BBB,2026-04-02,71,Downgraded,LOW,Steel & Metals,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Astrotech Steels Pvt. Ltd.,CRISIL,Long term Loans,BBB,2026-04-02,71,Downgraded,LOW,Steel & Metals,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Shri Mahabir Dyeing & Prtg. Mills Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Chemicals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Cybercity Builders & Developers Pvt. Ltd.,IND-RA,Term loans,B,2026-04-02,71,Downgraded,LOW,Construction,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shri Jatadhari Rice Mill Pvt. Ltd. [Merged],ACUITE,Term loans,BB-,2026-04-02,71,Downgraded,LOW,Agro/Food,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shri Kannan Departmental Store Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Himalayan Road Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Mahalaxmi Bus Transport Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Narmada Agrobase Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Nani Agrofoods Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Niladree Build-Tech Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Northway Infra-Tech Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
M K Roy & Bros. Projects Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Biomedix Optotechnik & Devices Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Hindustan Adhesives Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Salasar Agropanel Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
D M L World Trade Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Trading,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
D M L Exim Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Siddhartha Innopack Inds. Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Nainital Motors Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Ganges Gardens Realtors Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Darshan Overseas Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Ace Commercial Co. Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
P S K Textiles India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shriniwasa Proteins Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Klassik Lamitex Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Arena Lifestyles Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Vajrateja Rice Cluster Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
R S R Infra Works (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Kohinoor Feeds & Fats Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shiva-Parvati Poultry Feed Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
S D M Projects Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
S C T Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Construction,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
J P Infra Realty Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
International Coil Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Siri Constructions Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Cleantec Infra Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Infres Methodex Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shreejee Sarees Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
G R Engineering Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Harihara Metalloys Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,71,Downgraded,LOW,Steel & Metals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Medsmart Logistics Pvt. Ltd. [Merged],IND-RA,Non-government debt,B+/A4,2026-04-02,71,Downgraded,LOW,Logistics,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
J C Construction Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-02,71,Downgraded,LOW,Construction,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
G M A Pinnacle Automotives Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shreeji Infrastructure India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
G M W Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Quarterfold Printabilities Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,BB+,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Quarterfold Printabilities Pvt. Ltd.,ACUITE,Term loans,BB+,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Hemant Surgical Inds. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
J P Motor Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,71,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
