Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,State,Lead Segment,Why Target,ACER Pitch Angle,Priority Score,Contact Person,Contact Info
Smartha Enterprises Private Limited,Short Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),2025-10-28,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sneh Polymers Private Limited,Long Term Facilities,Infomerics,IVR BB (INC) (Downgraded),2025-11-06,MEDIUM,Chemicals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Snow World Marine Exports Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-10-07,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sparsh Hospitals & Critical Care Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2025-07-03,MEDIUM,Healthcare,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Avantika Contractors (I) Limited,Short Term Facilities,Infomerics,IVR A3 (INC)(Reaffirmed),2025-10-31,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Chamundeswari Sugars Limited,Long Term Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-07-31,MEDIUM,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Kanakamahalakshmi Agencies,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),2025-11-20,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Savitr Solar Private Limited,Long Term Facilities,Infomerics,IVR B (INC) (Downgraded),2025-12-09,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Shyam Fashion India Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-10-17,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Vasave Kanyaka Parameshwari Rice Mills Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-11-06,MEDIUM,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sri Venkatesh Granites Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-09-05,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Stark Ridge Paper Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2025-06-25,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sudhesh Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-07-17,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sumatichand Gouti Jewellers Private Limited,Long Term Facilities,Infomerics,IVR D (INC)(Downgraded),2025-09-11,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Supreme Auto Carrier Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-06-18,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Surajmull Gouti,Long Term Facilities,Infomerics,IVR D (INC)(Downgraded),2025-09-11,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Suriya Spinning Mills,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-07-11,MEDIUM,Textiles,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Sustainable Agro-Commercial Finance Limited,Proposed Term Loans/ Proposed NCD,Infomerics,IVR D (INC)(Reaffirmed),2025-10-09,MEDIUM,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Swaminathan Enterprises Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2025-09-01,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Swiss Garnier Genexiaa Sciences Private Limited,Long Term Fund Based Bank Facilities - Term Loan,Infomerics,IVR C- (INC)(Downgraded),2025-09-19,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Syntex Trading & Agency Private Limited,Long Term Bank Facilities,Infomerics,IVR C- (INC)(Downgraded),2025-09-19,MEDIUM,Trading,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Tanvi Foods (India) Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2025-07-03,MEDIUM,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Texport Syndicate India Limited,Short Term Facilities,Infomerics,IVR A3+ (INC)(Downgraded),2025-10-31,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Tier 1 Infra Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-09-04,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Tinna Trade Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2025-11-26,MEDIUM,Trading,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Titanium Vitrified Private Limited,Short Term Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-11-18,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Topline Commodities Private Limited,Short Term Bank Facilities,Infomerics,IVR D (INC)(Downgraded),2025-09-29,MEDIUM,Trading,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Ultracab (India) Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-12-08,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Uniclan Hygiene Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-07-04,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Unipro Agroinfra Rohtak Private Limited,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),2025-08-19,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Unique Construction,Short Term Bank Facilities,Infomerics,IVR A3 (INC)(Downgraded),2025-09-08,MEDIUM,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
United Facilities and Logistics Private Limited,Long/Short Term Bank Facilities (Proposed),Infomerics,IVR B/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-04,MEDIUM,Logistics,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Universal Infra & Agri Oils Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-11-10,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Uralungal Labour Contract Co-operative Society Limited,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),2025-09-26,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Urjankur Shree Tatyasaheb Kore Warana Power Company Limited (USTKWPCL),Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-08-19,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Utkal Healthcare Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-09-19,MEDIUM,Healthcare,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Uttranchal Ispat Private Limited,Long Term Bank Facility,Infomerics,IVR B (INC)(Downgraded),2025-09-23,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
V. L. Infraprojects Limited,Short Term Bank Facility,Infomerics,IVR A4+ (INC)(Downgraded),2025-08-20,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
VFS Capital Limited,Proposed Fund Based - Long Term Bank Facilities,Infomerics,IVR D (INC) (Downgraded),2025-11-21,MEDIUM,BFSI,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
VRV Foods Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2025-09-18,MEDIUM,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Valencia and Mishal Ventures Private Limited,Non-Convertible Debentures (Proposed),Infomerics,IVR D (INC)(Reaffirmed),2025-09-19,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Value Ingredients Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-10-13,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vasista Marine Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-08-08,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vatika Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Downgraded),2025-08-08,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Velan Kraft House Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-07-17,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vetrivel Explosives Private Limited,Long Term Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-09-17,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vidya Infrabuilt Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),2025-08-07,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vijay Transformers,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,Infomerics,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vikrma Impex Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2025-07-15,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vinayak International,Long Term Facilities,Infomerics,IVR C- (INC)(Downgraded),2025-09-12,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vishal Papertech India Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),2025-10-03,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vishnu Enterprises,Short Term Bank Facilities - Standby LC/ BG,Infomerics,IVR D (INC)(Reaffirmed),2025-07-23,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vision India Tech Services Limited (Erstwhile Vision India Software Exports Limited),Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2025-12-01,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Vrisa Minerals Private Limited,Long Term Bank Facilities (Proposed),Infomerics,IVR BB+ (INC)(Downgraded),2025-09-22,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Worlds Window Impex India Private Limited,Proposed Short Term Fund Based Bank Facilities - EPC/PCFC,Infomerics,IVR D (INC) (Reaffirmed),2025-11-04,MEDIUM,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Wudtools,Long Term Bank Facilities,Infomerics,IVR C (INC) (Downgraded),2025-12-02,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Youngman Woollen Mills Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2025-11-10,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Zandros Granito LLP,Long Term Facility - Fund-Based - Cash Credit,Infomerics,IVR B- (INC)(Reaffirmed),2025-09-22,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Zodiac Dealers Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-09-08,MEDIUM,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
A P T Tools & Machinery India Pvt. Ltd.,Term loans,CARE,BB-,2026-03-26,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
A S Motors Pvt. Ltd.,Term loans,CARE,BB-,2026-03-26,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
A-1 Fence Products Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2026-04-06,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Aaradhya Disposal Inds. Ltd.,Term loans,CRISIL,B,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Abhijit Auto Agency India Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Accelerated Freeze Drying Co. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-04-17,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ICRA,"Downgraded by ICRA in last 90 days — fresh dissatisfaction, prime window to approach.",Your ICRA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ace Commercial Co. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Adarsha Specialty Chemicals Pvt. Ltd.,Long term Loans,ACUITE,B-,2026-04-20,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Adisankara Spinning Mills Pvt. Ltd.,Term loans,ICRA,BBB-,2026-04-08,LOW,Textiles,Unknown,Recently Downgraded (90 days) — ICRA,"Downgraded by ICRA in last 90 days — fresh dissatisfaction, prime window to approach.",Your ICRA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Agarwal Toughened Glass India Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Agmotex Fabrics Pvt. Ltd.,Term loans,CRISIL,B,2026-04-21,LOW,Textiles,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Agventure Enterprises Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-21,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ajay Protech Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-04-13,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Akshara Enterprises India Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-03-19,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Akshay Khandelwal Tubes & Ispat Pvt. Ltd.,Term loans,ACUITE,D,2026-03-17,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Alchemist Hospitals Ltd.,Term loans,CARE,B,2026-04-08,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Allgrace Developers Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2026-04-02,LOW,Construction,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Almehtab Industries Pvt. Ltd.,Term loans,CARE,B,2026-04-22,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Amit Auto Wheels Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-20,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Anand Motor Agencies Ltd.,Term loans,CARE,B+,2026-04-10,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Aneeka Expressway Pvt. Ltd.,Term loans,CARE,BBB-,2026-03-25,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Antonova Tiles (India) Pvt. Ltd.,Term loans,CARE,B,2026-04-10,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Antony Road Transport Solutions Pvt. Ltd.,Term loans,CARE,B-,2026-04-15,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Anukul Agrotech Pvt. Ltd.,Letter Of credit,CRISIL,B,2026-04-21,LOW,Agro/Food,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Anvitha Life Care Pvt. Ltd.,Term loans,CRISIL,B,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Apex Welcare Pvt. Ltd.,Term loans,CRISIL,B,2026-04-21,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Arena Lifestyles Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
