Company Name,Instrument,Current Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Outlook,Sector,Current Rater,Why Target,Pitch Angle
Arete Securities Limited,Long Term Fund Based Bank Facility - Overdraft,IVR BBB+ (Reaffirmed),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Maple ODC Movers Private Limited,Proposed Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-27,442,77,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Belgaum Sugars Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),2025-03-27,442,77,HIGH,Nil,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Maple ODC Movers Private Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-27,442,77,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Siddha Real Estate Development Private Limited,Long Term Bank Facility,IVR BBB+ (Reaffirmed),2025-03-27,442,77,HIGH,Stable,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
DR N Sahewalla and Company Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-27,442,77,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sejal Shakti Realtors LLP,Long Term Bank Facility,IVR BBB+ (Reaffirmed),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Vajrateja Rice Cluster Private Limited,Long Term Facilities,IVR BB+ (Assigned),2025-03-27,442,77,HIGH,Stable,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Boulder Stone Mart Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),2025-03-27,442,77,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shree Nestbuild Infra Private Limited,Long Term Facilities,IVR BB (Assigned),2025-03-27,442,77,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Beekay Engineering Corporation,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Vazron Industries Private Limited,Short-term Bank Facilities,IVR A4+ (Assigned),2025-03-27,442,77,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Corporate Infotech Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Vajrateja Rice Cluster Private Limited,Short Term Facilities,IVR A4+ (Assigned),2025-03-27,442,77,HIGH,Nil,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Corporate Infotech Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-03-27,442,77,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Multi Infrastructure & Engineering Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-27,442,77,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Multi Infrastructure & Engineering Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-03-27,442,77,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Alps Mining Services Private Limited,Short Term Bank Facilities,IVR A2 (Assigned),2025-03-27,442,77,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Alps Mining Services Private Limited,Long Term Bank Facilities,IVR BBB+ (Assigned),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Kusum Smelters Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Vazron Industries Private Limited,Long-term Bank Facilities,IVR BB+ (Assigned),2025-03-27,442,77,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Beohari Bansukli Pathways Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sai Computers Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-03-28,441,76,HIGH,Positive,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gem Ultra Private Limited,Short Term Bank Facilities,IVR D (Downgraded),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Baihar Lamta Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Bajrang Alliance Limited,Long Term Facilities,IVR BBB,2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Baihar Lamta Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Baihar Lamta Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Nila Sea Foods Exports (NSFE),Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-03-28,441,76,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gem Ultra Private Limited,Long Term Bank Facilities,IVR D (Downgraded),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Beohari Bansukli Pathways Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Beohari Bansukli Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
SMC Power Generation Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-03-28,441,76,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Lilavati Kirtilal Mehta Medical Trust,Issuer Rating,IVR AA (Assigned),2025-03-28,441,76,HIGH,Stable,Healthcare,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Paransh Associates Private Limited,Proposed Non-Convertible Debentures (NCDs),IVR BB- (Assigned),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
ANR Automobiles Private Limited,Short-term Bank Facilities,IVR A3 (Assigned),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
India Power Corporation Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-28,441,76,HIGH,Negative,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
India Power Corporation Limited,Proposed Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Assigned),2025-03-28,441,76,HIGH,Negative/-,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
India Power Corporation Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-03-28,441,76,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
C K Constructions India Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Negative,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Rewa Pathways Private Limited (RPPL),Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
SNB Metal and Alloys,Long Term Bank Facilities,IVR BB (Assigned),2025-03-28,441,76,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Himalayan Agri Solutions Private Limited,Long Term Facilities,IVR BB- (Assigned),2025-03-28,441,76,HIGH,Stable,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
AME Infralogistics Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-28,441,76,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
C K Constructions India Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Beohari Bansukli Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Baihar Lamta Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Fortune Elastomers Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),2025-03-28,441,76,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities - Proposed,IVR A4 (Assigned),2025-03-28,441,76,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Bajrang Chemical Distillery LLP,Short Term Facilities,IVR A3 (Assigned),2025-03-28,441,76,HIGH,Nil,Chemicals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Bajrang Chemical Distillery LLP,Long Term Facilities,IVR BBB- (Reaffirmed),2025-03-28,441,76,HIGH,Stable,Chemicals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
IA Hydro Energy Private Limited,Long Term Facilities,IVR A+ (CE)(Upgraded),2025-03-28,441,76,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Arya Tankers Private Limited (ATPL),Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Bajrang Power & Ispat Limited,Short Term Facilities,IVR A1 (Reaffirmed),2025-03-28,441,76,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Bajrang Power & Ispat Limited,Long Term Facilities,IVR A+ (Upgraded),2025-03-28,441,76,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Pathways Private Limited,Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Rewa Pathways Private Limited (RPPL),Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Integra Automation Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Somya Vehicles Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
ANR Automobiles Private Limited,Long-term Bank Facilities,IVR BBB- (Assigned),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sai Computers Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
SNB Metal and Alloys,Short Term Bank Facilities,IVR A4 (Assigned),2025-03-28,441,76,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-03-28,441,76,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
SNB Metal and Alloys,Long Term Bank Facilities - Proposed,IVR BB (Assigned),2025-03-28,441,76,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Somya Vehicle Solutions Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-28,441,76,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities - Proposed,IVR BB (Assigned),2025-03-28,441,76,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
DMR Builders Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-28,441,76,HIGH,Nil,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
DMR Builders Private Limited,Long Term/ Short Term Bank Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative/-,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Boudh Distillery Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-03-28,441,76,HIGH,Rating Watch with Negative Implications,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
DMR Builders Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Maa Jay Chandi Multipurpose Cold Storage Private Limited,Long Term Facilities,IVR B- (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Aria Hotels and Consultancy Services Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
C K Constructions,Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-03-28,441,76,HIGH,Nil,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
C K Constructions,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-03-28,441,76,HIGH,Stable,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Aria Hotels and Consultancy Services Private Limited,Funded Interest Term Loan,IVR BB+ (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Aria Hotels and Consultancy Services Private Limited,Cash Credit,IVR BB+ (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Nila Sea Foods Exports (NSFE),Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-03-28,441,76,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
SMC Power Generation Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),2025-03-28,441,76,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,441,76,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Udit Pathways Private Limited,Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,441,76,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Hill Brow Metallics and Construction Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Negative,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sunil Kumar Agarwal LLP,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Hill Brow Metallics and Construction Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sunil Kumar Agarwal LLP,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Hill Brow Metallics and Construction Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Negative,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sunil Kumar Agarwal LLP,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sunil Kumar Agarwal LLP,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Hill Brow Metallics and Construction Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,440,75,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sivana Steel & Power Private Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-03-29,440,75,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Bemco Sleepers Limited,Short Term Facility,IVR A4 (INC)(Reaffirmed),2025-03-31,438,73,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Platinum Textiles Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-31,438,73,HIGH,Nil,Textiles,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Bemco Sleepers Limited,Long Term Fund Based Bank Facilities- Cash  Credit,IVR B+ (ISSUER NOT COOPERATING),2025-03-31,438,73,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Bemco Sleepers Limited,Short Term Facility- Non Fund Based- Letter of Credit (Proposed),IVR A4 (ISSUER NOT COOPERATING),2025-03-31,438,73,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sugee Realty & Developers (India) Private Limited,Issuer Rating,IVR BBB (Reaffirmed),2025-03-31,438,73,HIGH,Stable,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
