Company Name,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Primex Plastics Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.75,0,5.0,Chemicals & Pharma,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Aruna Alloy Steels Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.7,0,5.0,Steel & Metals,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Exult Logistics Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.6,0,5.0,Logistics,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Trycon Infrastructure Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.55,0,5.0,Construction,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Honest Alloys Private Limited,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.5,0,5.0,Steel & Metals,Infomerics,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Labdhi International Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.5,0,3.0,Other,BRICKWORK,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Lakshmi Narasimha Poultry Farms Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.5,0,5.0,Agro & Food,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Tolins Tyres Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.5,0,5.0,Other,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
DMG Polypack Private Limited,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.31,0,5.0,Other,Infomerics,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Ra'Pure Life Sciences Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.29,0,5.0,Other,BRICKWORK,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Photon Surya Urja Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.07,0,4.0,Other,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S K P Steel Inds. Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.04,0,5.0,Steel & Metals,ACUITE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Akula Boards Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,5.0,Paper/Packaging,CRISIL+BRICKWORK,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Asiatic Colour-Chem Inds. Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,3.0,Chemicals & Pharma,BRICKWORK,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Dadu Pipes Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,4.0,Steel & Metals,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Eastman Cast & Forge Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.0,0,5.0,Other,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
K B K Chem-Engineering Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,3.0,Chemicals & Pharma,ICRA,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Klassik Enterprises Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,5.0,Other,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Munnangi Seafoods Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,5.0,Agro & Food,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Overseas Health Care Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,5.0,Healthcare,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pressana Flour Mills Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,4.0,Agro & Food,ACUITE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Republic Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),17.0,0,5.0,Other,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Singhal Industries Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.0,0,3.0,Manufacturing,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vipul Overseas Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),17.0,0,3.0,Other,BRICKWORK,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Frontier Knitters Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.83,0,5.0,Textiles,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Hariom Polypacks Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.83,0,5.0,Other,ACUITE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Raaja Magnetics Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.83,0,3.0,Other,ICRA,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Poct Science House Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.73,0,5.0,Other,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Maarewa Sugars Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.63,0,5.0,Agro & Food,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Stellence Pharmscience Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.6,0,5.0,Other,BRICKWORK,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Sadhav Shipping Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.58,0,4.0,Logistics,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Aditi Infrabuild & Services Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.5,0,4.0,Construction,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Conor Granito Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.5,0,5.0,Other,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Laxmi Technical Textile Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.5,0,5.0,Textiles,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
N N M Securities Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.4,0,5.0,BFSI,ACUITE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Mridula Healthcare Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.35,0,5.0,Healthcare,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Swiss Garnier Genexiaa Sciences Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.33,0,5.0,Other,CARE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
V3 Health Care Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.32,0,5.0,Healthcare,BRICKWORK,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Dayana Polyplast Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.27,0,5.0,Other,ACUITE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Shree Saibaba Green Power Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.25,0,5.0,Energy,ACUITE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Nouvelle Credits Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.2,0,3.0,BFSI,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
St.George Electronica Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.2,0,5.0,Other,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Master (India) Brewing Company,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.11,0,5.0,Other,Infomerics,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-02-06 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.
Frontier Trucks Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.09,0,5.0,Logistics,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
C N C India Tools & Services Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,4.0,Other,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Elroy Motors Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,5.0,Automobiles,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Gautambudh Cars Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,5.0,Automobiles,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
J Pan Tubular Components Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,3.0,Manufacturing,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
K V R Industries Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,5.0,Other,CRISIL,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Kandarp Constructions (India) Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,5.0,Construction,IND-RA,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Kirloskar Chillers Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,4.0,Other,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Leapfrog Engineering Services Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,4.0,Manufacturing,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Link Marble & Granites Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,3.0,Mining & Minerals,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Merit Technologies India Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,3.0,IT/Technology,ICRA,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Prakash Auto Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,5.0,Automobiles,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ravina Health Care Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,5.0,Healthcare,CRISIL,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Roshan Real Estates Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,3.0,Construction,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
S S Techno Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),16.0,0,4.0,IT/Technology,CRISIL,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sandeep Lead Alloys (India) Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,5.0,Steel & Metals,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Vaighai Agro Products Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),16.0,0,3.0,Agro & Food,ICRA,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Kolors India Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.95,0,5.0,Other,CARE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Jdagro Industries Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.9,0,5.0,Agro & Food,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Bhawani Moulders Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.89,0,5.0,Other,CARE,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shivam Hi-Tech Steels Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.87,0,5.0,Steel & Metals,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Gomuki Spinning Mills Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.84,0,5.0,Textiles,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Global Farm Fresh Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.7,0,5.0,Agro & Food,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Luna Chemical Inds. Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.65,0,3.0,Chemicals & Pharma,CRISIL+BRICKWORK,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Lancor Holdings Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.62,0,5.0,Other,CARE,Q1 2027,1,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Avlight Automotives Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.61,0,5.0,Automobiles,ACUITE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Tezpur Institute Of Medical Sciences Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.61,0,5.0,Healthcare,BRICKWORK,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Auto Axis Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.5,0,5.0,Automobiles,BRICKWORK,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Growmore International Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.5,0,3.0,Other,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kasturi Aqua Life Products Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.5,0,5.0,Manufacturing,ACUITE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Lido Commercial Co. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.5,0,4.0,Other,ACUITE,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Pharma Access Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.5,0,5.0,Chemicals & Pharma,CRISIL,October 2026,1,LOW,INC rating hits HOT threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Patel Beer Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.48,0,4.0,Other,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Adig Jemtex Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk4 (Aug 24-31),15.43,0,5.0,Other,CARE,Q2 2027,1,LOW (<90 days),"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.
Raghuram Hume Pipes Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.4,0,4.0,Steel & Metals,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Gwalia Sweets Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.23,0,5.0,Other,CARE,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Rubber Matters Private Limited,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.15,0,3.0,Chemicals & Pharma,Infomerics,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
E Meditek Insurance Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.12,0,5.0,BFSI,CRISIL,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Atluri Foods Pvt. Ltd.,TIER 3 — Junior RM / Tele-sales,Aug Wk3 (Aug 17-21),15.1,0,5.0,Agro & Food,BRICKWORK,October 2026,1,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
