Company Name,Amt_Cr,NCD,Window_Count,Windows,Urgency,N_Instruments,Sector,Agencies,Tier,Aug_Week
Chandresh Cables Ltd.,40.66,0,1,Q1 2027,HOT,3,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pathankot Vehicleades Pvt. Ltd.,40.5,0,1,October 2026,LOW,3,Automobiles,ACUITE; CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rohan Motors Ltd.,40.5,0,1,October 2026,LOW,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Babu Banarasi Das Educational Society,40.42,0,1,October 2026,MEDIUM,1,Education,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Osia Gems Pvt. Ltd.,40.42,0,1,Q1 2027,HOT,2,Jewellery,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jonson Rubber Inds. Ltd.,40.13,0,1,October 2026,LOW,3,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Athena Cars & Tours Pvt. Ltd.,40.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ecofil Technologies India Pvt. Ltd.,40.0,0,1,Q1 2027,LOW/MEDIUM,1,IT/Technology,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Global Vectra Helicorp Ltd.,40.0,0,1,October 2026,MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Haldia Steels Pvt. Ltd.,40.0,0,1,Q1 2027,LOW/MEDIUM,2,Steel & Metals,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Heera Ind Trading Private Limited,40.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kamal Finserve Private Limited,40.0,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kedia Texfab & Inds. Pvt. Ltd.,40.0,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kruti Power Projects Pvt. Ltd.,40.0,0,1,October 2026,MEDIUM,1,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
M S V Constructions Company,40.0,0,1,Q1 2027,HOT,2,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Meenakshi Polymers Pvt. Ltd.,40.0,0,1,Q1 2027,LOW/MEDIUM,2,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
N C C Urban Infrastructure Ltd.,40.0,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ramesh Iron & Steel Co. India Pvt. Ltd.,40.0,0,1,October 2026,MEDIUM,4,Steel & Metals,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shri Krishna Spinning Mills (India) Pvt. Ltd.,40.0,0,1,October 2026,MEDIUM,1,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Virat Weaving Pvt. Ltd.,40.0,0,1,Q1 2027,LOW/MEDIUM,3,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Voora Property Developers Pvt. Ltd.,40.0,0,1,October 2026,LOW,1,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Yashodhara Super-Speciality Hospital Pvt. Ltd.,40.0,0,1,October 2026,LOW,1,Healthcare,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mekalsuta Sugars Pvt. Ltd.,39.93,0,1,October 2026,LOW,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shreeji Ginning and Pressing Factory,39.79,0,1,October 2026,MEDIUM,1,Hotels & Tourism,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sri Vasave Kanyaka Parameshwari Rice Mills Private Limited,39.5,0,1,October 2026,MEDIUM,1,Agro & Food,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Garg Heart & Multispeciality Hospital Pvt. Ltd.,39.36,0,1,October 2026,LOW,1,Healthcare,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
M A F Clothing Pvt. Ltd.,39.34,0,1,October 2026,MEDIUM,2,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
K A S Industries India Ltd.,39.26,0,1,October 2026,LOW,1,Manufacturing,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Avon Tubetech Pvt. Ltd.,39.21,0,1,October 2026,LOW,3,Steel & Metals,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
N G Feeds Pvt. Ltd.,39.19,0,1,Q1 2027,LOW/MEDIUM,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kothari Metsol Private Limited,39.06,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Hana Motor Plaza Pvt. Ltd.,39.0,0,1,October 2026,LOW,2,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Reliable Automotive Pvt. Ltd.,39.0,0,1,Q1 2027,LOW/MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shanker International Pvt. Ltd.,39.0,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Suvidhi Rayons Pvt. Ltd.,39.0,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Venkateswara Electrical Inds. Pvt. Ltd.,39.0,0,1,Q1 2027,LOW/MEDIUM,2,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vikram India Ltd.,39.0,0,1,October 2026,LOW,3,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shri Maa Polyfabs Ltd.,38.91,0,1,October 2026,MEDIUM,3,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Backbone Construction Pvt. Ltd.,38.86,0,1,Q1 2027,LOW/MEDIUM,3,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rakhoh Industries Pvt. Ltd.,38.8,0,1,October 2026,LOW,4,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,38.5,0,1,Q1 2027,HOT,1,Energy,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Royal Orchid Hotels Ltd.,38.48,0,1,October 2026,MEDIUM,1,Hotels & Tourism,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
J C Graphics Pvt. Ltd.,38.25,0,1,October 2026,MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Datacipher Ltd.,38.05,0,1,Q2 2027,LOW (<90 days),2,IT/Technology,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K A I International Pvt. Ltd.,38.0,0,1,October 2026,MEDIUM,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
K N K Projects Pvt. Ltd.,38.0,0,1,Q1 2027,HOT,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
M J & Sons Distilliery & Breweries Pvt. Ltd.,38.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sharad Constructions Pvt. Ltd.,38.0,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Screen-o-Tex (India) Private Limited,37.91,0,1,October 2026,MEDIUM,2,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
B R F M India Pvt. Ltd.,37.88,0,1,October 2026,MEDIUM,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Austin Plywood Pvt. Ltd.,37.5,0,1,Q1 2027,LOW/MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Hayagreevas Fabrics Pvt. Ltd.,37.5,0,1,Q1 2027,LOW/MEDIUM,1,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Radhalaxmi Spintex Pvt. Ltd.,37.33,0,1,October 2026,MEDIUM,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kaveri Garage Pvt. Ltd.,37.25,0,1,Q1 2027,LOW/MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Farm India Impex Pvt. Ltd.,37.0,0,1,October 2026,MEDIUM,1,Agro & Food,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
N P Infraprojects India Pvt. Ltd.,37.0,0,1,Q1 2027,HOT,1,Construction,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Renaissance Buildhome Pvt. Ltd.,37.0,0,1,Q1 2027,LOW/MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sandhya Chemplast Pvt. Ltd.,37.0,0,1,October 2026,MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Satya Parkash & Bros Pvt. Ltd.,37.0,0,1,October 2026,MEDIUM,1,Other,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sun N Wind Infra Energy Private Limited,37.0,0,1,Q1 2027,HOT,1,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
United Electricals & Engg. Pvt. Ltd.,37.0,0,1,October 2026,LOW,1,Energy,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bhagwati Cotton & Spg. Mills Pvt. Ltd.,36.96,0,1,October 2026,LOW,4,Agro & Food,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
B P R Infrastructure Pvt. Ltd.,36.84,0,1,Q1 2027,HOT,2,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Umang Boards Ltd.,36.67,0,1,Q1 2027,HOT,3,Paper/Packaging,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Innovative Textiles Ltd.,36.5,0,1,Q1 2027,LOW/MEDIUM,2,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Steamline Industries Ltd.,36.5,0,1,Q2 2027,LOW (<90 days),2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
J H Parabia (Transport) Pvt. Ltd.,36.13,0,1,Q1 2027,LOW/MEDIUM,2,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gee Emm Spinfab Pvt. Ltd.,36.1,0,1,October 2026,MEDIUM,2,Other,CARE; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Finecrete Eco Blocks Pvt. Ltd. [Merged],36.0,0,1,Q2 2027,LOW (<90 days),1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Radhe Sham Ravi Prakash Timbers Pvt. Ltd.,36.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Samaro Global Inds. Pvt. Ltd.,36.0,0,1,October 2026,MEDIUM,2,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Oxford Golf & Resorts Pvt. Ltd.,35.99,0,1,Q1 2027,LOW/MEDIUM,2,Hotels & Tourism,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Padmaja Packaging Inds. Ltd.,35.75,0,1,October 2026,LOW,1,Paper/Packaging,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Dhruv Cotton Processing Pvt. Ltd.,35.72,0,1,October 2026,LOW,3,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Yedeshwari Agro Products Ltd.,35.7,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Titanium Merchant Pvt. Ltd.,35.67,0,1,Q2 2027,LOW (<90 days),1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Kannapiran Mills Ltd.,35.57,0,1,Q1 2027,HOT,3,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Trinity Cleantech Pvt. Ltd.,35.5,0,1,October 2026,MEDIUM,3,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sandwoods Infratech Projects Pvt. Ltd.,35.4,0,1,Q2 2027,LOW (<90 days),1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gujarat Polyfilms Pvt. Ltd.,35.24,0,1,Q1 2027,LOW/MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bhagyalaxmi Steeltech Pvt. Ltd.,35.0,0,1,October 2026,LOW,1,Steel & Metals,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Exclusive Leasing & Finance Pvt. Ltd.,35.0,0,1,October 2026,MEDIUM,1,BFSI,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Immense Industries Pvt. Ltd.,35.0,0,1,Q2 2027,LOW (<90 days),1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mathiyan Construction Pvt. Ltd.,35.0,0,1,October 2026,MEDIUM,1,Construction,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mona Townships Pvt. Ltd.,35.0,0,1,October 2026,MEDIUM,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Motor World Pvt. Ltd.,35.0,0,1,October 2026,MEDIUM,2,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
My Car (Bhopal) Pvt. Ltd.,35.0,0,1,Q2 2027,LOW (<90 days),2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
OP Gupta Contractor Private Limited,35.0,0,1,Q1 2027,HOT,2,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Prime Gold Intl. Ltd.,35.0,0,1,Q1 2027,LOW/MEDIUM,1,Jewellery,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rameswar Udyog Pvt. Ltd.,35.0,0,1,Q1 2027,HOT,3,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sai Sidhi Swagat Health Services Pvt. Ltd.,35.0,0,1,October 2026,LOW,2,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Seagull Maritime Agencies Private Limited,35.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shri Nivas (Gujarat) Laboratories Pvt. .Ltd,35.0,0,1,October 2026,MEDIUM,1,Healthcare,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Tarapur Environment Protection Society,35.0,0,1,Q1 2027,LOW/MEDIUM,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Satya Trucking Pvt. Ltd.,34.95,0,1,October 2026,MEDIUM,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
AL Noor Agri Fresh Private Limited,34.88,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Frontier Warehousing Ltd.,34.5,0,1,October 2026,LOW,1,Construction,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Santhosh Buildwel Infra Pvt. Ltd.,34.5,0,1,Q1 2027,LOW/MEDIUM,2,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Amore Jewels Pvt. Ltd.,34.46,0,1,October 2026,MEDIUM,2,Jewellery/Gems,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Algon Agro Foods,34.35,0,1,October 2026,MEDIUM,1,Agro & Food,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shetkari Sakhar Karkhana (Chandapuri) Ltd.,34.27,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mccmahadeo Constructions Pvt. Ltd.,34.26,0,1,October 2026,LOW,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shree Biradev Finance Private Limited,34.21,0,1,October 2026,MEDIUM,3,BFSI,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Del Trade Intl. Pvt. Ltd.,34.0,0,1,October 2026,MEDIUM,1,Trading/Exports,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Hitesh Plastics Pvt. Ltd.,34.0,0,1,October 2026,MEDIUM,2,Chemicals & Pharma,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mahathi Infra Services Pvt. Ltd.,34.0,0,1,October 2026,MEDIUM,2,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
IIT-ians Pace Education Private Limited,33.94,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Velatal Industries Pvt. Ltd.,33.8,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Ramky Wavoo Developers Pvt. Ltd.,33.75,0,1,October 2026,LOW,2,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Luxor Writing Instruments Pvt. Ltd.,33.69,0,1,October 2026,LOW,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vivek Pharma-Chem(India) Ltd.,33.6,0,1,October 2026,MEDIUM,3,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shreesatya Steel & Power Private Limited,33.56,0,1,October 2026,MEDIUM,2,Steel & Metals,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Green Gold Timbers Pvt. Ltd.,33.5,0,1,October 2026,MEDIUM,1,Jewellery/Gems,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Space Age Associates Power-Infra Pvt. Ltd.,33.5,0,1,Q1 2027,HOT,3,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Guntur Spinning Mills Pvt. Ltd.,33.47,0,1,October 2026,MEDIUM,1,Textiles,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pagro Frozen Foods Pvt. Ltd.,33.44,0,1,October 2026,MEDIUM,2,Agro & Food,CARE; ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
J R M Foods Pvt. Ltd.,33.25,0,1,Q1 2027,HOT,2,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shanti Gopal Concast Ltd.,33.07,0,1,Q1 2027,LOW/MEDIUM,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Enem Nostrum Remedies Pvt. Ltd.,33.06,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shriniwas Spintex Industries Private Limited,33.03,0,1,Q1 2027,HOT,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Dewas Metal Sections Ltd.,33.0,0,1,Q1 2027,HOT,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
N J R Constructions Pvt. Ltd.,33.0,0,1,October 2026,MEDIUM,1,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Segam Tiles Pvt. Ltd.,33.0,0,1,October 2026,LOW,2,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Team Colence Technical Textile Pvt. Ltd.,33.0,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Univastu India Ltd.,33.0,0,1,October 2026,LOW,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Nadisons Resorts Pvt. Ltd.,32.97,0,1,Q1 2027,LOW/MEDIUM,1,Hotels & Tourism,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Tirupur Textiles Pvt. Ltd.,32.91,0,1,October 2026,LOW,1,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ramdev Sugars Pvt. Ltd.,32.66,0,1,October 2026,LOW,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Amit Auto Wheels Pvt. Ltd.,32.5,0,1,Q1 2027,LOW/MEDIUM,1,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Singla Timbers Pvt. Ltd.,32.5,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Nav Jyoti Agro Foods Pvt. Ltd.,32.4,0,1,Q2 2027,LOW (<90 days),2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Opera Global Private Limited,32.4,0,1,October 2026,MEDIUM,1,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
S M Interior Pvt. Ltd.,32.3,0,1,Q2 2027,LOW (<90 days),3,Other,CARE; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gurudev Motors Pvt. Ltd.,32.2,0,1,October 2026,MEDIUM,3,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Raichur Bio-Energies Pvt. Ltd.,32.2,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
G R T Hotels & Resorts Pvt. Ltd.,32.08,0,1,October 2026,MEDIUM,1,Hotels & Tourism,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Arjunvaishnavi Infrastructure & Developers Pvt. Ltd.,32.0,0,1,October 2026,LOW,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Associated Broadcasting Co. Pvt. Ltd.,32.0,0,1,October 2026,MEDIUM,2,Steel & Metals,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Chain-Sys Software Exports Pvt. Ltd.,32.0,0,1,Q1 2027,HOT,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Ginni Global Pvt. Ltd.,32.0,0,1,October 2026,MEDIUM,2,Hotels & Tourism,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Paradigmit Technology Services Pvt. Ltd.,32.0,0,1,October 2026,MEDIUM,2,IT/Technology,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vardhan Agro Processing Ltd.,32.0,0,1,Q2 2027,LOW (<90 days),3,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shine Cot-Spin Pvt. Ltd.,31.94,0,1,Q1 2027,HOT,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
R L J Concast Pvt. Ltd.,31.8,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
SSNR Power Private Limited,31.79,0,1,October 2026,MEDIUM,2,Energy,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
East India Holdings Pvt. Ltd.,31.75,0,1,Q1 2027,LOW/MEDIUM,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jiya Agro Pvt. Ltd.,31.75,0,1,Q2 2027,LOW (<90 days),1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kush Synthetics Pvt. Ltd.,31.75,0,1,Q1 2027,HOT,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mangalam Drugs & Organics Ltd.,31.75,0,1,October 2026,MEDIUM,3,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
C K S Medicare Pvt. Ltd.,31.74,0,1,October 2026,MEDIUM,1,Automobiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jdagro Industries Pvt. Ltd.,31.66,0,1,October 2026,MEDIUM,3,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Dynamic Ship Recyclers Pvt. Ltd.,31.64,0,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Maarewa Sugars Pvt. Ltd.,31.63,0,1,Q1 2027,LOW/MEDIUM,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jamkash Vehicleades (Kashmir) Pvt. Ltd.,31.6,0,1,October 2026,LOW,2,Automobiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Severn Glocon India Pvt. Ltd.,31.5,0,1,October 2026,LOW,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bargarh Bio Fuels Development Foundation,31.35,0,1,Q1 2027,HOT,2,Other,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Hindusthan Infrastructure Projects & Engg. Pvt. Ltd.,31.22,0,1,October 2026,MEDIUM,1,Construction,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
G D Foods Mfg. (India) Pvt. Ltd.,31.17,0,1,October 2026,LOW,3,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
S R G Apparels Ltd.,31.13,0,1,October 2026,LOW,2,Textiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bharath Hi-Tecch Builders Private Limited,31.1,0,1,October 2026,MEDIUM,2,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Baibhaw Construction Pvt. Ltd.,31.0,0,1,Q1 2027,LOW/MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
V Thangavel & Sons Pvt. Ltd.,30.98,0,1,October 2026,LOW,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shiva Speciality Yarns Ltd.,30.97,0,1,Q2 2027,LOW (<90 days),2,Textiles,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Imperial Constrafin Pvt. Ltd.,30.94,0,1,Q1 2027,LOW/MEDIUM,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Feather Spintex Pvt. Ltd.,30.9,0,1,Q1 2027,HOT,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
A B Grain Spirits Pvt. Ltd.,30.84,0,1,Q1 2027,HOT,2,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
B Das & Associates Pvt. Ltd.,30.8,0,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Nikhil Footwears Pvt. Ltd.,30.64,0,1,Q2 2027,LOW (<90 days),2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pharma Access Pvt. Ltd.,30.5,0,1,October 2026,LOW,2,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Trinity Engineers Pvt. Ltd.,30.5,0,1,October 2026,MEDIUM,3,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
