Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Mysore Projects Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,A+,Initial Rating,2026-02-17,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Navkar Transcore Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 2+,Upgraded,2026-04-08,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Netcore Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt,Non-government debt,A/A1,Withdrawn,2025-12-29,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Paradigm Granite Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans,Letter Of credit,A 3,Reaffirmed,2025-12-15,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Rukmarani Cars Indore Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BB+/A4+,Initial Rating,2026-01-30,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
S K Minerals & Additives Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Upgraded,2026-04-10,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Sadhav Offshore Engg. Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4+,Reaffirmed,2026-04-02,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Saptam Decore Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB/A4,Initial Rating,2025-12-23,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Savino Granito Pvt. Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,A 4,Withdrawn,2026-02-10,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
T M C Mineral Resources Pvt. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,A-/A2+,Reaffirmed,2026-02-05,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Tega Mcnally Minerals Ltd.,CRISIL,1,CRISIL,Letter Of credit | Term loans,Term loans,AA-(CE),Rating Watch,2026-03-18,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Black Gold Minerals,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB (Upgraded),,2025-12-23,LOW,1,NO,Mining/Minerals,Infomerics,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Mangalore Minerals Private Limited,Infomerics,1,Infomerics,Long Term Facilities | Long/Short Term Facility,Long Term Facilities,IVR BBB- (Reaffirmed),,2025-12-22,LOW,1,NO,Mining/Minerals,Infomerics,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Pushpganga Minerals LLP,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB (Upgraded),,2025-12-23,LOW,1,NO,Mining/Minerals,Infomerics,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
