Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Medsmart Logistics Pvt. Ltd. [Merged],Non-government debt,IND-RA,B+/A4,2026-04-02,LOW,Logistics,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rabia Logistics Pvt. Ltd.,Long term Loans,CRISIL,B-,2025-12-22,LOW,Logistics,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ranisati Coal Carriers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-23,LOW,Logistics,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sanchary Marine Products & Transporters Pvt. Ltd.,Long term Loans,CRISIL,D,2026-02-26,LOW,Logistics,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sneha Packers Pvt. Ltd.,Term loans,BRICKWORK,C,2026-02-18,LOW,Logistics,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Stellar Innovative Transportation Solutions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-20,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Subhashree Packers Pvt. Ltd.,Term loans,CRISIL,B,2026-01-23,LOW,Logistics,YES,CRISIL,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Super Safe Logistics (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-31,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Trina N R E Transportation Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Blue Dart Aviation Ltd.,Non-fund based working capital limit,IND-RA,A 1+,2026-03-23,LOW,Logistics,NO,ICRA | IND-RA,2,Non-fund based working capital limit | Non-government debt | Short-term loan,Reaffirmed,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Everest Fleet Pvt. Ltd.,Term loans,ICRA,BBB+,2026-04-10,LOW,Logistics,NO,ACUITE | CRISIL | ICRA,3,Long term Loans | Term loans,Initial Rating,D365,2,Multi-agency (3 raters) — open to new entrant,Already using 3+ agencies — ACER adds SME-focused option
Freight Systems (India) Pvt. Ltd.,Non-government debt,CARE,BBB+/A2,2026-02-27,LOW,Logistics,NO,CARE | CRISIL,2,Non-government debt | Short-term loan,Reaffirmed,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Interglobe Aviation Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2026-03-31,LOW,Logistics,NO,CRISIL | ICRA,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument,Rating Watch,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Mateshwari Urban Transport Solutions Pvt. Ltd.,Term loans,CARE,BBB,2026-04-16,LOW,Logistics,NO,CARE | CRISIL,2,Long term Loans | Term loans,Withdrawn,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Sanmar Shipping Ltd.,Non-government debt,CARE,A+/A1,2026-04-02,LOW,Logistics,NO,CARE | CRISIL,2,Letter Of credit | Long term Loans | Non-government debt | Term loans,Reaffirmed,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Vidarbha Cargo Pvt. Ltd.,Term loans,CRISIL,A-,2026-04-01,LOW,Logistics,NO,CRISIL | IND-RA,2,Term loans,Initial Rating,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Aegis Logistics Ltd.,Fund based financial facility/instrument,CARE,AA,2026-03-25,LOW,Logistics,NO,CARE | IND-RA,2,Bank Guarantee | Fund based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Allcargo Logistics Ltd.,Non-government debt,CARE,A-/A2+,2026-03-24,LOW,Logistics,NO,CARE | CRISIL,2,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
G M R Logistics Park Pvt. Ltd.,Term loans,IND-RA,AA+(CE),2026-03-17,LOW,Logistics,NO,CARE | IND-RA,2,Term loans,Initial Rating,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Gujarat Tea Processors & Packers Ltd.,Fund based financial facility/instrument,ICRA,AA+,2026-01-19,LOW,Logistics,NO,CARE | ICRA,2,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Maheshwari Logistics Ltd.,Fund based financial facility/instrument,BRICKWORK,A-,2026-01-21,LOW,Logistics,NO,BRICKWORK | Infomerics,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Initial Rating,Both,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Ritco Logistics Ltd.,Bank Guarantee,ICRA,BBB+,2026-01-29,LOW,Logistics,NO,CARE | CRISIL | ICRA,3,Bank Guarantee | Non-government debt,Withdrawn,D365,2,Multi-agency (3 raters) — open to new entrant,Already using 3+ agencies — ACER adds SME-focused option
Accuracy Shipping Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-12-29,LOW,Logistics,NO,CRISIL,1,Fund based financial facility/instrument | Term loans,Downgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Adani C M A Mundra Terminal Pvt. Ltd.,Term loans,IND-RA,AA+,2026-01-29,LOW,Logistics,NO,IND-RA,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Alstom Transport India Ltd.,Non-fund-based financial facility/instrument,ICRA,AA-,2026-03-31,LOW,Logistics,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Apeejay Shipping Ltd.,Non-government debt,ICRA,A+/A1,2026-04-10,LOW,Logistics,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Arcadia Shipping Ltd.,Long term Loans,ACUITE,B,2026-03-02,LOW,Logistics,NO,ACUITE,1,Long term Loans | Term loans,Withdrawn,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Bothra Shipping Services Pvt. Ltd.,Non-government debt,CARE,A/A1,2026-04-10,LOW,Logistics,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Cargo Service Center (I) Pvt. Ltd.,Long term Loans,CRISIL,A,2026-04-28,LOW,Logistics,NO,CRISIL,1,Bank Guarantee | Long term Loans,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Delhi Cargo Service Center Pvt. Ltd.,Term loans,IND-RA,A,2026-03-27,LOW,Logistics,NO,IND-RA,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
G M R Air Cargo & Aerospace Engg. Ltd.,Fund based financial facility/instrument,ICRA,AA+(CE),2025-12-16,LOW,Logistics,NO,ICRA,1,Fund based financial facility/instrument | Non-fund based working capital limit | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Gautam Freight Pvt. Ltd.,Bank Guarantee,CARE,A 2,2026-04-08,LOW,Logistics,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Haldia Floating Terminal Pvt. Ltd.,Bank Guarantee,CARE,A(CE),2026-04-10,LOW,Logistics,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
India Gateway Terminal Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,AA,2026-02-23,LOW,Logistics,NO,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Jics Logistic Ltd.,Non-government debt,CARE,B+/A4,2026-04-07,LOW,Logistics,NO,CARE,1,Non-government debt | Term loans,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kalinga International Coal Terminal Paradip Pvt. Ltd.,Term loans,CARE,A,2026-03-02,LOW,Logistics,NO,CARE,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Magnum Cargo Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-06,LOW,Logistics,NO,CARE,1,Non-government debt,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Mumbai Cargo Service Center Cold Chain Solutions Pvt. Ltd.,Long term Loans,CRISIL,A-,2026-04-28,LOW,Logistics,NO,CRISIL,1,Long term Loans | Term loans,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Term loans,ICRA,AA+,2026-02-23,LOW,Logistics,NO,ICRA,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Omega Shipping Agencies Pvt. Ltd.,Term loans,CARE,BBB,2026-04-08,LOW,Logistics,NO,CARE,1,Term loans,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
P B L Transport Corpn. Pvt. Ltd.,Term loans,ICRA,BB,2026-04-30,LOW,Logistics,NO,ICRA,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Pentagon International Freight Solutions Pvt. Ltd.,Long term Loans,CRISIL,BBB-,2026-02-26,LOW,Logistics,NO,CRISIL,1,Long term Loans,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Priyablue Shipping Pvt. Ltd.,Term loans,IND-RA,BBB-,2026-04-23,LOW,Logistics,NO,IND-RA,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Proconnect Supply Chain Solutions Ltd.,Non-government debt,CARE,AA-/A1+,2026-04-08,LOW,Logistics,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Rishi Shipping India Pvt. Ltd.,Letter Of credit,CARE,A 2,2026-03-05,LOW,Logistics,NO,CARE,1,Letter Of credit | Non-fund based working capital limit | Non-government debt,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
S N V Aviation Pvt. Ltd.,Bank Guarantee,ICRA,A 3,2026-03-23,LOW,Logistics,NO,ICRA,1,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Short-term loan | Term loans,Rating Watch,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Seaways Shipping & Logistics Ltd.,Non-fund based working capital limit,IND-RA,A 4+,2026-01-02,LOW,Logistics,NO,IND-RA,1,Non-fund based working capital limit,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Seros Shipping Pvt. Ltd.,Term loans,CARE,BB+,2026-01-12,LOW,Logistics,NO,CARE,1,Term loans,Downgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Seven Islands Shipping Ltd.,Long term Loans,CRISIL,AA,2026-03-10,LOW,Logistics,NO,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shiny Shipping & Logistics Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-02-13,LOW,Logistics,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shipping Corpn. Of India Ltd.,Long term Loans,ACUITE,AA+,2026-01-16,LOW,Logistics,NO,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans | Short-term loan | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sparkle Terminal & Towage Services Ltd.,Non-fund-based financial facility/instrument,ICRA,AA,2026-03-30,LOW,Logistics,NO,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Swift Cargo Pvt. Ltd.,Bank Guarantee,CRISIL,A 2+,2026-03-13,LOW,Logistics,NO,CRISIL,1,Bank Guarantee,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Tolani Shipping Co. Ltd.,Term loans,CARE,BBB+,2026-02-27,LOW,Logistics,NO,CARE,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Transport Corporation Of India Ltd.,Term loans,ICRA,AA,2025-12-26,LOW,Logistics,NO,ICRA,1,Term loans,Withdrawn,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Transworld Shipping Lines Ltd.,Long term Loans,CRISIL,A-,2026-03-31,LOW,Logistics,NO,CRISIL,1,Long term Loans | Term loans,Rating Watch,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
V Arjoon Shipping Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-05,LOW,Logistics,NO,CARE,1,Non-government debt | Term loans,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Fresh Preserves Cold Chain Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),2026-01-15,LOW,Logistics,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Himalaya Cold Chain Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed),2025-12-29,LOW,Logistics,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Orchard Fresh Cold Chain Private Limited,Long Term Bank Facilities,Infomerics,Withdrawn,2026-01-23,LOW,Logistics,NO,Infomerics,1,Long Term Bank Facilities | Long-Term/ Short-Term Bank Facilities (Proposed),,Infomerics,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Aka Logistics Pvt. Ltd.,Bank Guarantee,CRISIL,A 1,2026-03-10,LOW,Logistics,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Allcargo Terminals Ltd.,Fund based financial facility/instrument,CRISIL,A+,2026-01-08,LOW,Logistics,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Babaji Shivram Clearing & Carriers Pvt. Ltd.,Non-government debt,CARE,A-/A2+,2025-12-18,LOW,Logistics,NO,CARE,1,Non-government debt,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
C J Darcl Logistics Ltd.,Bank Guarantee,CRISIL,A+,2026-01-12,LOW,Logistics,NO,CRISIL,1,Bank Guarantee | Short-term loan | Term loans,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Camions Logistics Solutions Pvt. Ltd.,Fund based financial facility/instrument,ICRA,BBB-,2025-12-29,LOW,Logistics,NO,ICRA,1,Fund based financial facility/instrument,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Capricorn Logistics Pvt. Ltd.,Bank Guarantee,ICRA,BBB+,2026-03-26,LOW,Logistics,NO,ICRA,1,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Chettinad Logistics Pvt. Ltd.,Non-government debt,CARE,A/A1,2026-02-24,LOW,Logistics,NO,CARE,1,Non-government debt,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
E F C Logistics India Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 2,2026-02-27,LOW,Logistics,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Holisol Logistics Pvt. Ltd.,Term loans,IND-RA,BBB-,2026-03-05,LOW,Logistics,NO,IND-RA,1,Term loans,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Inland World Logistics Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 2,2026-04-14,LOW,Logistics,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
K M Trans Logistics Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2026-04-06,LOW,Logistics,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
K P Transports Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2026-02-27,LOW,Logistics,NO,CRISIL,1,Bank Guarantee,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
La Freightlift Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-03-27,LOW,Logistics,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
M E I L Vijayawada Bypass Roadways Pvt. Ltd.,Term loans,ACUITE,AAA,2026-03-31,LOW,Logistics,NO,ACUITE,1,Term loans,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
M R C Logistics (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-01-19,LOW,Logistics,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Madurai Trans Carrier Ltd.,Term loans,ICRA,A-,2026-02-23,LOW,Logistics,NO,ICRA,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Om Logistics Ltd.,Term loans,CARE,AA-,2026-03-11,LOW,Logistics,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ozone Logistics Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,A-,2026-04-24,LOW,Logistics,NO,ACUITE,1,Fund based financial facility/instrument | Long term Loans | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
P C C Logistics Pvt. Ltd.,Term loans,CARE,BBB-,2026-02-25,LOW,Logistics,NO,CARE,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Pon Pure Logistics Pvt. Ltd.,Non-government debt,ICRA,BBB-/A3,2026-02-25,LOW,Logistics,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Pranik Logistics Ltd.,Non-government debt,CARE,BB+/A4,2026-03-06,LOW,Logistics,NO,CARE,1,Non-government debt,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sattva C F S & Logistics Pvt. Ltd.,Bank Guarantee,ACUITE,A 2+,2026-04-13,LOW,Logistics,NO,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sattva Logistics Pvt. Ltd.,Long term Loans,ACUITE,BBB+,2026-04-13,LOW,Logistics,NO,ACUITE,1,Long term Loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shree Maruti Integrated Logistics Ltd.,Non-government debt,CARE,BBB/A3+,2026-03-17,LOW,Logistics,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Snowman Logistics Ltd.,Fund based financial facility/instrument,IND-RA,A+,2026-03-10,LOW,Logistics,NO,IND-RA,1,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
T M International Logistics Ltd.,Non-government debt,ICRA,AA/A1+,2026-04-09,LOW,Logistics,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Y C H Logistics (India) Pvt. Ltd.,Term loans,ACUITE,A-,2026-04-22,LOW,Logistics,NO,ACUITE,1,Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Micropark Logistics Private Limited,Long Term Bank Facilities - GECL 2.0 Extension,Infomerics,IVR BBB+ (Upgraded),2026-02-03,LOW,Logistics,NO,Infomerics,1,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - GECL 2.0 Extension | Long Term Bank Facilities - Inventory Funding | Long Term Bank Facilities - Trade Advance | Proposed Long Term Bank Facilities,,Infomerics,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
