Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Sukhjit Starch & Chemicals Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1,2025-08-08,MEDIUM,Chemicals/Pharma,NO,CRISIL,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Tagoor Laboratories Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 3,2025-07-07,MEDIUM,Chemicals/Pharma,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Downgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Tata Chemicals Ltd.,Term loans,CARE,AA+,2025-12-01,MEDIUM,Chemicals/Pharma,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Travancore Cochin Chemicals Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4+,2025-11-10,MEDIUM,Chemicals/Pharma,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ultramarine & Pigments Ltd.,Non-government debt,ICRA,A+/A1+,2025-10-07,MEDIUM,Chemicals/Pharma,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Uma Polymers Ltd.,Non-fund based working capital limit,IND-RA,A 4+,2025-10-15,MEDIUM,Chemicals/Pharma,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Umedica Laboratories Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,2025-07-08,MEDIUM,Chemicals/Pharma,NO,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Unitop Chemicals Pvt. Ltd.,Non-government debt,ICRA,AA-/A1+,2025-12-04,MEDIUM,Chemicals/Pharma,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
V K A Polymers Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 2,2025-10-08,MEDIUM,Chemicals/Pharma,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Valiant Laboratories Ltd.,Non-fund based working capital limit,IND-RA,A 2,2025-06-25,MEDIUM,Chemicals/Pharma,NO,IND-RA,1,Non-fund based working capital limit,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Varroc Polymers Ltd. [Merged],Fund based financial facility/instrument,IND-RA,AA-,2025-08-29,MEDIUM,Chemicals/Pharma,NO,IND-RA,1,Fund based financial facility/instrument | Non-government debt | Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vinati Organics Ltd.,Non-government debt,CARE,AA+/A1+,2025-10-06,MEDIUM,Chemicals/Pharma,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vinyl Chemicals India Ltd.,Non-fund based working capital limit,IND-RA,A 1+,2025-07-18,MEDIUM,Chemicals/Pharma,NO,IND-RA,1,Non-fund based working capital limit,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vishnu Chemicals Ltd.,Term loans,CARE,A-,2025-11-21,MEDIUM,Chemicals/Pharma,NO,CARE,1,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Yashodaplus Pharmacies India Pvt. Ltd.,Term loans,CRISIL,A,2025-08-28,MEDIUM,Chemicals/Pharma,NO,CRISIL,1,Term loans,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
A G Ashtavinayaka Petrochem Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-07-11,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
ARCL Organics Limited,Long Term Bank Facilities,Infomerics,Withdrawn,2025-11-25,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Agio Pharmaceuticals Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-07-18,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ambani Orgochem Limited (Erstwhile Ambani Organics Limited),Long Term Bank Facilities - Term Loan,Infomerics,IVR BB+ (Reaffirmed),2025-07-11,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - Term Loan | Long Term Bank Facilities - Term Loan GECL 1.0 | Long Term Bank Facilities - Term Loan GECL Extn | Long Term Bank Facilities - Usance Bills Discounting,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Carya Chemicals & Fertilizers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-09-25,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Chemtrade Global Impex LLP,Long Term Fund-Based Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-06-16,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Fund-Based Bank Facilities | Short Term Fund-Based Bank Facilities | Short Term Non-Fund based Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Crop Care Pesticides India Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-12-05,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Dasha Pharmaceuticals Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BB (Upgraded),2025-08-01,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - Term Loan,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Dhunseri Ventures Limited (erstwhile Dhunseri Petrochem Limited),Short Term Bank Facility,Infomerics,IVR A1+ (Reaffirmed),2025-07-11,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facility,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ishaan Metplast Synergy Limited (Erstwhile Ishaan Plastics Private Limited),Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),2025-09-08,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Krishna Speciality Chemicals Private Limited,Long Term Bank Facility,Infomerics,IVR BBB+ (Assigned),2025-06-16,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facility | Short Term Bank Facility,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Manhar Polymers Private Limited,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-11-11,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facility,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Morepen Laboratories Limited,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-08-22,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sadhana Nitro Chem Limited,Long Term Fund Based Bank Facilities - Term Loans,Infomerics,IVR D (Reaffirmed),2025-12-11,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Fund Based Bank Facilities - Term Loans | Long Term Fund Based Bank Facilities â€“ Cash Credit | Short Term Fund Based Bank Facilities - EPC,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shubham Chemicals and Solvents Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded) (Withdrawn),2025-06-24,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Long Term/Short Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Standard Surfa Chem India Private Limited,Long Term Bank Facility,Infomerics,IVR BB (Assigned),2025-08-12,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facility | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Swati Menthol and Allied Chemicals Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),2025-09-24,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Yash Resources Recycling Limited (Erstwhile Yash Pigments Limited),Long Term Facilities,Infomerics,IVR A- (Upgraded),2025-08-01,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Facilities | Short Term Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shetrunjay Dyeing and Weaving Mills Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),2025-11-10,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
SSV Pharma Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed),2025-10-31,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Axel Polymers Limited,Short Term Non- Fund Based Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2025-10-16,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Non- Fund Based Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Rusan Pharma Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),2025-09-25,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Sudarshan Pharma Industries Limited,Short Term Bank Facilities - Proposed,Infomerics,IVR A3 (Reaffirmed),2025-09-09,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facilities - Proposed,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Modi Biotech Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),2025-08-12,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
VCI Chemicals Industries Limited,Short Term Bank Facility,Infomerics,IVR A4 (Reaffirmed),2025-08-08,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facility,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Aequs Engineered Plastics Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Downgraded and Withdrawn),2025-08-08,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Almega Coatings Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-07-07,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Dugar Polymers Limited,Short Term Facilities,Infomerics,IVR A3 (Reaffirmed),2025-07-01,MEDIUM,Chemicals/Pharma,NO,Infomerics,1,Short Term Facilities,Infomerics only,Infomerics,2,Rating approaching renewal,ACER offers faster sector-specialist rating with competitive fees
Darshana Solvent Extraction Pvt. Ltd.,Term loans,BRICKWORK,C,2026-02-25,LOW,Chemicals/Pharma,YES,BRICKWORK | IND-RA,2,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Expanded Polymer Systems Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-02-27,LOW,Chemicals/Pharma,YES,ACUITE | BRICKWORK,2,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Gupta Solvent Pvt. Ltd.,Long term Loans,CRISIL,BBB,2026-02-25,LOW,Chemicals/Pharma,YES,CRISIL | ICRA,2,Fund based financial facility/instrument | Long term Loans | Term loans,Upgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Hasti Petro Chemical & Shipping Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-02-02,LOW,Chemicals/Pharma,YES,BRICKWORK | CARE | IND-RA,3,Bank Guarantee | Non-fund based working capital limit | Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jonson Rubber Inds. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-31,LOW,Chemicals/Pharma,YES,CRISIL | IND-RA,2,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Luna Chemical Inds. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-03-26,LOW,Chemicals/Pharma,YES,BRICKWORK | CRISIL | IND-RA,3,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rubber O Malabar Products Pvt. Ltd.,Long term Loans,CRISIL,D,2025-12-23,LOW,Chemicals/Pharma,YES,CRISIL | IND-RA,2,Long term Loans | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Suyash Chemical & Fertilizer Pvt. Ltd.,Bank Guarantee,CARE,B,2026-04-16,LOW,Chemicals/Pharma,YES,ACUITE | BRICKWORK | CARE,3,Bank Guarantee | Fund based financial facility/instrument | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vamshi Rubber Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-01-09,LOW,Chemicals/Pharma,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ami Riddhi Chem Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-03-19,LOW,Chemicals/Pharma,YES,BRICKWORK | ICRA,2,Non-fund-based financial facility/instrument | Non-government debt | Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Assorted Plastics Pvt. Ltd.,Term loans,BRICKWORK,C,2026-04-06,LOW,Chemicals/Pharma,YES,BRICKWORK | ICRA,2,Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Bony Polymers Pvt. Ltd.,Bank Guarantee,CARE,A 2,2026-01-05,LOW,Chemicals/Pharma,YES,CARE | CRISIL,2,Bank Guarantee | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Dirco Polymers Pvt. Ltd.,Letter Of credit,CARE,A 4+,2026-01-05,LOW,Chemicals/Pharma,YES,CARE | CRISIL,2,Letter Of credit | Long term Loans | Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Dugar Polymers Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-12-18,LOW,Chemicals/Pharma,YES,ACUITE | ICRA | Infomerics,3,Bank Guarantee | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,Both,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Elysium Pharmaceuticals Ltd.,Non-government debt,IND-RA,BB-/A4+,2026-04-02,LOW,Chemicals/Pharma,YES,BRICKWORK | IND-RA,2,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Environ Speciality Chemicals Pvt. Ltd.,Non-government debt,CARE,BB+/A4,2026-04-07,LOW,Chemicals/Pharma,YES,CARE | CRISIL,2,Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Formulated Polymers Pvt. Ltd.,Letter Of credit,ACUITE,A 4,2026-04-22,LOW,Chemicals/Pharma,YES,ACUITE | BRICKWORK,2,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
General Petrochemicals Pvt. Ltd.,Bank Guarantee,ACUITE,A 3+,2026-04-08,LOW,Chemicals/Pharma,YES,ACUITE | CARE,2,Bank Guarantee | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Harmony Plastics Pvt. Ltd.,Non-government debt,CARE,A/A1,2025-12-30,LOW,Chemicals/Pharma,YES,ACUITE | CARE,2,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Hindusthan Speciality Chemicals Ltd.,Non-government debt,CARE,AA-,2026-01-08,LOW,Chemicals/Pharma,YES,CARE | Infomerics,2,Non-government debt | Term loans,Initial Rating,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
I P L Biologicals Ltd.,Bank Guarantee,CARE,A 4+,2026-03-12,LOW,Chemicals/Pharma,YES,CARE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jagannath Polymers Ltd.,Bank Guarantee,ACUITE,A 4,2026-03-02,LOW,Chemicals/Pharma,YES,ACUITE | CRISIL | IND-RA,3,Bank Guarantee | Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jammu Pigments Ltd.,Fund based financial facility/instrument,BRICKWORK,A 4,2026-03-02,LOW,Chemicals/Pharma,YES,BRICKWORK | Infomerics,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Withdrawn,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Khandelwal Laboratories Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-27,LOW,Chemicals/Pharma,YES,CARE | CRISIL,2,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
L T S Plastics (India) Pvt. Ltd.,Non-government debt,IND-RA,D,2026-01-16,LOW,Chemicals/Pharma,YES,BRICKWORK | IND-RA,2,Bank Guarantee | Letter Of credit | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Lalitha Chem Inds. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-28,LOW,Chemicals/Pharma,YES,CARE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Machino Plastics Ltd.,Non-government debt,ICRA,BB+/A4+,2026-03-11,LOW,Chemicals/Pharma,YES,CRISIL | ICRA,2,Fund based financial facility/instrument | Long term Loans | Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Maxheal Laboratories Pvt. Ltd.,Term loans,CARE,B-,2026-02-12,LOW,Chemicals/Pharma,YES,BRICKWORK | CARE,2,Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Multifilms Plastics Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Chemicals/Pharma,YES,CARE | CRISIL | IND-RA,3,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
N G Fertilizers & Chemicals Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BB-,2026-04-10,LOW,Chemicals/Pharma,YES,BRICKWORK | ICRA,2,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Nagarjuna Fertilizers & Chemicals Ltd.,Non-government debt,CARE,D,2025-12-18,LOW,Chemicals/Pharma,YES,CARE | IND-RA,2,Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Nandan Petrochem Ltd.,Long term Loans,ICRA,BB+,2026-03-20,LOW,Chemicals/Pharma,YES,CARE | ICRA,2,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-government debt,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Niknam Chemicals Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,A 4,2026-03-17,LOW,Chemicals/Pharma,YES,BRICKWORK | CARE,2,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Nu Chem Oils Pvt. Ltd.,Term loans,BRICKWORK,C,2026-03-04,LOW,Chemicals/Pharma,YES,BRICKWORK | CRISIL,2,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Pure Petrochem India Pvt. Ltd.,Long term Loans,CRISIL,B,2025-12-22,LOW,Chemicals/Pharma,YES,CRISIL | IND-RA,2,Long term Loans | Non-fund based working capital limit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rajshree Sugars & Chemicals Ltd.,Long term Loans,CRISIL,BB-,2025-12-26,LOW,Chemicals/Pharma,YES,CRISIL | ICRA,2,Long term Loans | Term loans,Upgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rohan Dyes & Intermediates Ltd.,Letter Of credit,ACUITE,A 4,2026-04-24,LOW,Chemicals/Pharma,YES,ACUITE | BRICKWORK,2,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Short-term loan | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ronch Polymers Pvt. Ltd.,Bank Guarantee,CARE,A 2,2026-04-10,LOW,Chemicals/Pharma,YES,CARE | IND-RA,2,Bank Guarantee | Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
S V R Laboratories Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-04-24,LOW,Chemicals/Pharma,YES,ACUITE | CRISIL | ICRA,3,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sarna Chemicals Pvt. Ltd.,Letter Of credit,CARE,A 2,2026-01-06,LOW,Chemicals/Pharma,YES,CARE | Infomerics,2,Letter Of credit,Reaffirmed,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
