Company Name,Current Raters,Rater Count,Instrument,Rating,Last Rating Date,Days Since Rating,Urgency,INC Flag,Sector,Call Today Reason,ACER Pitch Angle
Ratnaa Shree Anandhaas Hotels Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
S B Deshmukh Infra Pvt. Ltd.,CRISIL,1,Long term Loans,BB+,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Samudra Electronic Systems Pvt. Ltd.,CARE,1,Letter Of credit,A 4,2025-06-30,350,MEDIUM,YES,Manufacturing,INC — 350 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sebros Industries Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-30,350,MEDIUM,YES,Manufacturing,INC — 350 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Super Olefins Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Tamanna Internationals Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vasugan Medical Specialities Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vision Products Pvt. Ltd.,ICRA,1,Letter Of credit,A 4,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Z S L Pvt. Ltd.,BRICKWORK,1,Letter Of credit,C,2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
GRK Theatres Private Limited,Infomerics,1,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Gita Met Industries,Infomerics,1,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-06-30,350,MEDIUM,YES,Manufacturing,INC — 350 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Saurashtra Fuels Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-06-30,350,MEDIUM,YES,Other,INC — 350 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Bajaj Healthcare Ltd.,IND-RA,1,Term loans,A-,2025-05-15,396,HIGH,NO,Healthcare,396 days since rating — banks demanding renewal | Sector: Healthcare,Rating overdue — ACER can complete rating faster than incumbent
Bengal Aerotropolis Projects Ltd.,CRISIL,1,Long term Loans,BBB,2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Bitcon India Infrastructure Developers Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-05-15,396,HIGH,NO,Construction,396 days since rating — banks demanding renewal | Sector: Construction,Rating overdue — ACER can complete rating faster than incumbent
Mahle Anand Thermal Systems Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,A+,2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Manipal Hospitals Eastern India Pvt. Ltd.,IND-RA,1,Term loans,AA-,2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Meso Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Mtandt Rentals Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Rajasthan State Power Finance & Financial Services Corpn. Ltd.,ACUITE,1,Long term Loans,A-,2025-05-15,396,HIGH,NO,BFSI,396 days since rating — banks demanding renewal | Sector: BFSI,Rating overdue — ACER can complete rating faster than incumbent
S M W Ispat Pvt. Ltd.,IND-RA,1,Non-fund based working capital limit,A 2+,2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
ACDC Saideep Buildcon Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Assigned),2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
AP Rayon,Infomerics,1,Long Term Facilities,IVR B+ (Reaffirmed),2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Bvishal Oil and Energy Limited (BVOEL),Infomerics,1,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-05-15,396,HIGH,NO,Infrastructure,396 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Ess Ess Kay Engineering Company Private Limited (SSK),Infomerics,1,Long Term Bank Facilities-Cash Credit,IVR BBB- (Reaffirmed),2025-05-15,396,HIGH,NO,Manufacturing,396 days since rating — banks demanding renewal | Sector: Manufacturing,Rating overdue — ACER can complete rating faster than incumbent
MKC Badarpur Churaibari Kamakhya (Pkg-4) Highways Private Limited,Infomerics,1,Long Term Bank Facilities,IVR A- (Assigned),2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
MKC Badarpur Churaibari Kamakhya (Pkg-7) Highways Private Limited,Infomerics,1,Long Term Bank Facilities,IVR A- (Assigned),2025-05-15,396,HIGH,NO,Other,396 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Multi Infratech Pvt. Ltd.,CARE | Infomerics,2,Bank Guarantee,A 4+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Awfis Space Solutions Ltd.,IND-RA,1,Term loans,A+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Drillcon Infrastructure Pvt. Ltd.,CARE,1,Non-government debt,BB/A4,2025-05-16,395,HIGH,NO,Construction,395 days since rating — banks demanding renewal | Sector: Construction,Rating overdue — ACER can complete rating faster than incumbent
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,ACUITE,1,Long term Loans,AA+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
H G P Community Pvt. Ltd.,CRISIL,1,Long term Loans,AA-,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Mathura Wastewater Mgmt. Pvt. Ltd.,ICRA,1,Term loans,AA(CE),2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Mayajaal Entertainment Pvt. Ltd.,ICRA,1,Fund based financial facility/instrument,B+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Mychoicee Knit & Apparels Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,A 4,2025-05-16,395,HIGH,NO,Textiles,395 days since rating — banks demanding renewal | Sector: Textiles,Rating overdue — ACER can complete rating faster than incumbent
Samyak Metals Pvt. Ltd.,CARE,1,Non-government debt,BBB/A3+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Shivkrupa Cotspin Pvt. Ltd.,ACUITE,1,Bank Guarantee,A 3+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
T T Ltd.,IND-RA,1,Non-fund-based financial facility/instrument,A 4+,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Toshbro Medicals Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Triveni Engineering & Inds. Ltd.,ICRA,1,Term loans,AA+,2025-05-16,395,HIGH,NO,Manufacturing,395 days since rating — banks demanding renewal | Sector: Manufacturing,Rating overdue — ACER can complete rating faster than incumbent
Ujjain Suhagadi Highway Pvt. Ltd.,IND-RA,1,Term loans,BBB-,2025-05-16,395,HIGH,NO,Construction,395 days since rating — banks demanding renewal | Sector: Construction,Rating overdue — ACER can complete rating faster than incumbent
Valson Polyester Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Akshar Impex Private Limited,Infomerics,1,Long Term Bank Facilities /Short Term Bank Facilities,Withdrawn,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Cremica Food Industries Limited (CFIL),Infomerics,1,Long Term Facilities,IVR BBB (Upgraded),2025-05-16,395,HIGH,NO,Agro/Food,395 days since rating — banks demanding renewal | Sector: Agro/Food,Rating overdue — ACER can complete rating faster than incumbent
Resona Hospitals & Research Institute Limited,Infomerics,1,Long Term Facilities,Withdrawn,2025-05-16,395,HIGH,NO,Education,395 days since rating — banks demanding renewal | Sector: Education,Rating overdue — ACER can complete rating faster than incumbent
SS Reality,Infomerics,1,Long Term Bank Facilities,Withdrawn,2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Vishwa Samudra Kannur Expressway Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Wires and Fabriks (S.A) Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB (Reaffirmed),2025-05-16,395,HIGH,NO,Other,395 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
B-One Business House Pvt. Ltd.,CRISIL | Infomerics,2,Long term Loans,BBB+,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Money2Me Finance Pvt. Ltd.,IND-RA | Infomerics,2,Term loans,BB+,2025-05-19,392,HIGH,NO,BFSI,392 days since rating — banks demanding renewal | Sector: BFSI,Rating overdue — ACER can complete rating faster than incumbent
Aryabhatta Solutions & I T Parks Ltd.,IND-RA,1,Term loans,BBB-,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
B S C-C & C- Kurali Toll Road Ltd.,CARE,1,Term loans,D,2025-05-19,392,HIGH,NO,Construction,392 days since rating — banks demanding renewal | Sector: Construction,Rating overdue — ACER can complete rating faster than incumbent
Bharat Stars Services Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Crystal Interior Products Pvt. Ltd.,ICRA,1,Letter Of credit,A 4,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
D P World Multimodal Logistics Hyderabad Pvt. Ltd.,ICRA,1,Non-government debt,A+/A1,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Jaipur Golden Transport Co. Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-05-19,392,HIGH,NO,Logistics,392 days since rating — banks demanding renewal | Sector: Logistics,Rating overdue — ACER can complete rating faster than incumbent
Jindal Urban Waste Mgmt. (Ahmedabad) Ltd.,CARE,1,Term loans,BBB,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Juliet Apparels Pvt. Ltd.,CRISIL,1,Bank Guarantee,D,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Jyoti Global Plast Ltd.,CRISIL,1,Fund based financial facility/instrument,BB+,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
New Delhi Television Ltd.,CARE,1,Term loans,A-,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Ocean Lifespaces India Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,A,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Rajputana Stainless Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Sai Maithili Power Co. Pvt. Ltd.,ACUITE,1,Long term Loans,BBB-,2025-05-19,392,HIGH,NO,Infrastructure,392 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Shree Sulphurics Pvt. Ltd.,ICRA,1,Non-government debt,BBB+/A2,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Sona B L W Precision Forgings Ltd.,IND-RA,1,Non-government debt,AA+/A1+,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
T N S I Retail Pvt. Ltd.,ACUITE,1,Bank Guarantee,BB-,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Tata Play Broadband Pvt. Ltd.,CRISIL,1,Long term Loans,AA,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Tata Play Ltd.,CRISIL,1,Long term Loans,AA,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Travel News Services (India) Pvt. Ltd.,ACUITE,1,Bank Guarantee,BB-,2025-05-19,392,HIGH,NO,Hotels/Tourism,392 days since rating — banks demanding renewal | Sector: Hotels/Tourism,Rating overdue — ACER can complete rating faster than incumbent
U C Inclusive Credit Pvt. Ltd.,ICRA,1,Short-term loan,A 2,2025-05-19,392,HIGH,NO,BFSI,392 days since rating — banks demanding renewal | Sector: BFSI,Rating overdue — ACER can complete rating faster than incumbent
V-Mart Retail Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 1+,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Venkatrama Poultries Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB,2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Bombay Education Trust,Infomerics,1,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-05-19,392,HIGH,NO,Education,392 days since rating — banks demanding renewal | Sector: Education,Rating overdue — ACER can complete rating faster than incumbent
Pushpdeep Infrastructure Private Limited,Infomerics,1,Long Term Facilities,IVR BBB,2025-05-19,392,HIGH,NO,Construction,392 days since rating — banks demanding renewal | Sector: Construction,Rating overdue — ACER can complete rating faster than incumbent
Shree Gajanan Industries,Infomerics,1,Long Term Bank Facilities - Term Loan,Withdrawn,2025-05-19,392,HIGH,NO,Manufacturing,392 days since rating — banks demanding renewal | Sector: Manufacturing,Rating overdue — ACER can complete rating faster than incumbent
Shreeji Education Trust,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-05-19,392,HIGH,NO,Education,392 days since rating — banks demanding renewal | Sector: Education,Rating overdue — ACER can complete rating faster than incumbent
Suncity Metals and Tubes Private Limited (Erstwhile Suncity Sheets Private Limited),Infomerics,1,Long Term Bank Facilities,IVR A- (Reaffirmed),2025-05-19,392,HIGH,NO,Other,392 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Abhijeet Dies & Tools Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Abhijeet Plastics (India) Pvt. Ltd.,CRISIL,1,Long term Loans,BB+,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Abhijeet Techno-Plast (India) Pvt. Ltd.,CRISIL,1,Term loans,BB+,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Ampin Energy Green Three Pvt. Ltd.,CARE,1,Term loans,BBB+,2025-05-20,391,HIGH,NO,Infrastructure,391 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Ashford Properties Pvt. Ltd.,ICRA,1,Term loans,A,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Bombay Minerals Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Boutique Hotels India Pvt. Ltd.,IND-RA,1,Term loans,BBB,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
E T C Agro Processing (India) Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB-,2025-05-20,391,HIGH,NO,Agro/Food,391 days since rating — banks demanding renewal | Sector: Agro/Food,Rating overdue — ACER can complete rating faster than incumbent
Flovel Energy Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-05-20,391,HIGH,NO,Infrastructure,391 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Interglobe Hotels Pvt. Ltd.,ICRA,1,Non-government debt,A/A2+,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Isha Steel Treatment Pvt. Ltd.,ICRA,1,Term loans,A,2025-05-20,391,HIGH,NO,Steel/Metals,391 days since rating — banks demanding renewal | Sector: Steel/Metals,Rating overdue — ACER can complete rating faster than incumbent
Lamina Foundries Ltd.,ACUITE,1,Letter Of credit,A 4+,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Miraj Multi Colour Pvt. Ltd.,ACUITE,1,Long term Loans,BBB-,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Mokama-Munger Highway Ltd.,CARE,1,Term loans,A,2025-05-20,391,HIGH,NO,Construction,391 days since rating — banks demanding renewal | Sector: Construction,Rating overdue — ACER can complete rating faster than incumbent
R M Z City Estates Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Rishi Kiran Logistics Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
S B Reshellers Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Simla Automobiles Pvt. Ltd.,BRICKWORK,1,Fund based financial facility/instrument,A 4,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
V D A Infosolutions Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Waa Solar Ltd.,CARE,1,Term loans,BB+,2025-05-20,391,HIGH,NO,Infrastructure,391 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Elec Steel Processing Industries Limited,Infomerics,1,Long Term Facilities,IVR BBB- (Assigned),2025-05-20,391,HIGH,NO,Steel/Metals,391 days since rating — banks demanding renewal | Sector: Steel/Metals,Rating overdue — ACER can complete rating faster than incumbent
JCO Gas Pipe Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-05-20,391,HIGH,NO,Steel/Metals,391 days since rating — banks demanding renewal | Sector: Steel/Metals,Rating overdue — ACER can complete rating faster than incumbent
Jewel Crown LLP,Infomerics,1,Long Term Bank Facilities,IVR BBB- (CE)(Reaffirmed),2025-05-20,391,HIGH,NO,Other,391 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Lords Mark Industries Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-05-20,391,HIGH,NO,Manufacturing,391 days since rating — banks demanding renewal | Sector: Manufacturing,Rating overdue — ACER can complete rating faster than incumbent
Patel Agri Industries Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-05-20,391,HIGH,NO,Agro/Food,391 days since rating — banks demanding renewal | Sector: Agro/Food,Rating overdue — ACER can complete rating faster than incumbent
Amhara Construction Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,A 3,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Atria Wind Power (Savarakundla) Pvt. Ltd.,CRISIL,1,Term loans,BBB-,2025-05-21,390,HIGH,NO,Infrastructure,390 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Chromewell Engineering Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 3,2025-05-21,390,HIGH,NO,Manufacturing,390 days since rating — banks demanding renewal | Sector: Manufacturing,Rating overdue — ACER can complete rating faster than incumbent
Eimco Elecon (India) Ltd.,CRISIL,1,Term loans,A,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Ensol Multiclean Equipments Pvt. Ltd.,ACUITE,1,Bank Guarantee,A 4+,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
J S W Energy (Utkal) Ltd.,CARE,1,Bank Guarantee,D,2025-05-21,390,HIGH,NO,Infrastructure,390 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
P C I L Ham Belhe Shikrapur Pvt. Ltd.,CRISIL,1,Term loans,BBB+,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Periyar Polymers Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4+,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
R S B Retail India Ltd.,CRISIL,1,Term loans,A+,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
R S Brothers Jewellers Pvt. Ltd.,CRISIL,1,Long term Loans,A+,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Sportking India Ltd.,CRISIL,1,Long term Loans,A+,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Sugam Parivahan Pvt. Ltd.,ICRA,1,Non-government debt,BBB+/A2,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Team Computers Pvt. Ltd.,ICRA,1,Non-government debt,A/A1,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Threads (India) Pvt. Ltd.,CRISIL,1,Letter Of credit,A 2,2025-05-21,390,HIGH,NO,Other,390 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Ucal Polymer Inds. Ltd.,CARE,1,Letter Of credit,A 4+,2025-05-21,390,HIGH,NO,Chemicals/Pharma,390 days since rating — banks demanding renewal | Sector: Chemicals/Pharma,Rating overdue — ACER can complete rating faster than incumbent
Ugar Sugar Works Ltd.,CARE,1,Term loans,BB+,2025-05-21,390,HIGH,NO,Agro/Food,390 days since rating — banks demanding renewal | Sector: Agro/Food,Rating overdue — ACER can complete rating faster than incumbent
Ambitious Power Trading Company Limited,Infomerics,1,Long Term Bank Facility,IVR BBB- (Reaffirmed),2025-05-21,390,HIGH,NO,Infrastructure,390 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Tulip Compression Pvt. Ltd.,IND-RA | Infomerics,2,Non-fund based working capital limit,A 2,2025-05-22,389,HIGH,NO,Other,389 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Veekay Polycoats Ltd.,CRISIL | Infomerics,2,Long term Loans,BB,2025-05-22,389,HIGH,NO,Other,389 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Adani Solar Energy Kutchh One Ltd.,IND-RA,1,Term loans,AA+,2025-05-22,389,HIGH,NO,Infrastructure,389 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Adani Solar Energy Kutchh Two Pvt. Ltd.,IND-RA,1,Term loans,AA,2025-05-22,389,HIGH,NO,Infrastructure,389 days since rating — banks demanding renewal | Sector: Infrastructure,Rating overdue — ACER can complete rating faster than incumbent
Colourflex Laminators Ltd.,CRISIL,1,Letter Of credit,A 3+,2025-05-22,389,HIGH,NO,Other,389 days since rating — banks demanding renewal | Sector: Other,Rating overdue — ACER can complete rating faster than incumbent
Ennore Cargo Container Terminal Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB,2025-05-22,389,HIGH,NO,Logistics,389 days since rating — banks demanding renewal | Sector: Logistics,Rating overdue — ACER can complete rating faster than incumbent
