Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Azure Power Makemake Pvt. Ltd.,Term loans,CARE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Thirty Four Pvt. Ltd.,Term loans,CARE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Thirty Six Pvt. Ltd.,Term loans,CARE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Thirty Three Pvt. Ltd.,Term loans,CARE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Uranus Pvt. Ltd.,Term loans,CARE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Power Venus Pvt. Ltd.,Term loans,CARE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Azure Solar Pvt. Ltd.,Term loans,CARE,AA-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
B D G Metal & Power Ltd.,Term loans,CRISIL,A-,12-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
B R Sponge & Power Ltd.,Term loans,CRISIL,BBB+,10-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Baidyanath Power Pvt. Ltd.,Long term Loans,CRISIL,BBB,04-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Balbir Metals & Power Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,10-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ballupur Solar Power Projects Pvt. Ltd.,Term loans,IND-RA,A+,22-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bansal Steel & Power Ltd.,Letter Of credit,CRISIL,A 1,14-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Becquer Energy India Sales Office Pvt. Ltd.,Long term Loans,CRISIL,B+,09-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Beta Wind Farm Pvt. Ltd.,Term loans,CRISIL,BBB-,05-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Betam Wind Energy Pvt. Ltd.,Term loans,IND-RA,BBB-,15-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhadla Renewable Power Pvt. Ltd.,Term loans,CARE,AA,09-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhagwanpur Solar Projects Pvt. Ltd.,Term loans,IND-RA,A+,22-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bharatpur Electricity Services Ltd.,Non-fund based working capital limit,IND-RA,A 1,29-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhatia Energy & Minerals Pvt. Ltd.,Term loans,CARE,B,26-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhilangana Hydro Power Ltd.,Letter Of credit,CARE,AA-,17-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bhushan Power & Steel Ltd.,Non-government debt,CARE,AA/A1+,12-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bijapur Rez Transmission Ltd.,Term loans,IND-RA,A,15-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bikaner Electricity Supply Ltd.,Term loans,IND-RA,A,29-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Bindookhadak Solar Projects Pvt. Ltd.,Term loans,IND-RA,A+,22-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Blue Star Engineering & Electronics Ltd.,Long term Loans,CARE,A+,29-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C & S Electric Ltd.,Letter Of credit,CRISIL,A 1+,21-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C L N Energy Ltd.,Non-government debt,CARE,BBB/A3,06-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
C S E Solar Sunpark Tamil Nadu Pvt. Ltd.,Term loans,ICRA,A-,11-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Capchem Electricals Ltd.,Letter Of credit,ACUITE,A 3,16-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Centum Electronics Ltd.,Term loans,CRISIL,BBB,08-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chandigarh Power Distribution Ltd.,Term loans,IND-RA,AA-,10-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chenab Valley Power Projects Pvt. Ltd.,Term loans,CARE,BBB+,04-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chhattisgarh State Power Transmission Co. Ltd.,Term loans,IND-RA,A,29-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Choudhary Power Projects Pvt. Ltd.,Bank Guarantee,BRICKWORK,BB+,18-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Chudiala Solar Power Projects Pvt. Ltd.,Term loans,IND-RA,A+,22-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Max Enviro Energy Solutions Ltd.,Term loans,CARE,A+,06-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Solar Power (Bhadla) Pvt. Ltd.,Term loans,IND-RA,A+,06-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clean Solar Power (Bhainsada ) Pvt. Ltd.,Non-government debt,CARE,AA/A1+,08-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Clover Energy Pvt. Ltd.,Term loans,CRISIL,AA-,20-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Continuum Green Energy Ltd.,Bank Guarantee,CRISIL,A-,29-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Continuum M P Windfarm Devp. Pvt. Ltd.,Term loans,CARE,BBB,23-06-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Coral Rewinding India Pvt. Ltd.,Term loans,CARE,BBB-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Crescent Power Ltd.,Term loans,CARE,A-,10-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Crest Steel & Power Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 2,05-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Cygni Energy Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,16-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Datsons Electronics Pvt. Ltd.,Bank Guarantee,CRISIL,A 3,19-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Dayakara Solar Power Pvt. Ltd.,Term loans,CRISIL,A-,29-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Dayanidhi Solar Power Pvt. Ltd.,Term loans,CARE,BBB,17-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Dev-Dwarka Windproject Ltd.,Term loans,IND-RA,BBB,28-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Dhoot Transmission Ltd.,Term loans,CRISIL,AA-,29-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
E N Renewable Energy Pvt. Ltd.,Term loans,CRISIL,AA+,08-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
E S Sun Power Pvt. Ltd.,Term loans,CARE,A+,24-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Electromech Material Handling Systems (India) Pvt. Ltd.,Non-government debt,CARE,A/A1,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Electronic Payment & Services Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 2,09-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Electronics Corporation Of India Ltd.,Short-term loan,CRISIL,A 1+,25-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Electronics Mart India Ltd.,Non-government debt,IND-RA,A/A1,11-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Electryone Power Pvt. Ltd.,Term loans,IND-RA,AA+,01-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Elin Electronics Ltd.,Letter Of credit,CRISIL,A 1,25-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Encardio-Rite Electronics Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,23-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Enerparc Solar Power 6 Pvt. Ltd.,Term loans,IND-RA,A-,31-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Enexio Power Cooling Solutions India Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,30-06-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Envision Energy India Pvt. Ltd.,Non-government debt,IND-RA,A+/A1+,08-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Essens Renewable Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,04-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ever Electronics Pvt. Ltd. [Merged],Fund based financial facility/instrument,CRISIL,AA-,20-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Everest Power Pvt. Ltd.,Term loans,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Exide Energy Solutions Ltd.,Fund based financial facility/instrument,ICRA,A+,02-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
F P E L Tn Wind Farm Pvt. Ltd.,Term loans,CARE,BBB+,25-09-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Fujiyama Power Systems Ltd.,Bank Guarantee,CRISIL,A 1,11-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
G Kumar Electro Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,17-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
G M R Bajoli Holi Hydropower Pvt. Ltd.,Term loans,CRISIL,BBB,06-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
G M R Warora Energy Ltd.,Term loans,CRISIL,BBB-,05-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
G R Power Switchgear Ltd.,Term loans,CARE,BB+,02-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
G R Sponge & Power Ltd.,Term loans,ACUITE,A-,07-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
G S P C Pipavav Power Co. Ltd.,Non-government debt,CARE,BBB/A3,03-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Gadag Ii-A Transmission Ltd.,Term loans,CARE,BBB+,03-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Gale Solarfarms Ltd.,Term loans,IND-RA,AA-,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ganpati Infrapower Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,29-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Garuda Power Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,08-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Gautam Solar Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,06-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Gemini Power Hydraulics Pvt. Ltd.,Bank Guarantee,CARE,A 3,09-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Gentari Renewables Finnsurya Energy Pvt. Ltd.,Term loans,IND-RA,AA+,05-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Genus Electrotech Ltd.,Bank Guarantee,ICRA,BBB-,24-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Genus Power Infrastructures Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1+,20-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Gh2 Solar Ltd.,Long term Loans,CRISIL,BBB-,07-11-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ghatampur Transmission Ltd.,Term loans,IND-RA,AA,13-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ghodawat Energy Pvt. Ltd.,Term loans,BRICKWORK,BB+,31-10-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Goldmedal Electricals Pvt. Ltd.,Non-government debt,ICRA,A+/A1,05-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Grahati Solar Energy Pvt. Ltd.,Term loans,CRISIL,A-,29-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Great Eastern Energy Corpn. Ltd.,Term loans,CARE,A,08-08-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Green Infra Corporate Wind Pvt. Ltd.,Term loans,IND-RA,AA+,30-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Green Infra Renewable Energy Pvt. Ltd.,Term loans,ICRA,AA+,04-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Green Infra Wind Energy Project Pvt. Ltd.,Term loans,ICRA,AA-,09-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Green Infra Wind Generation Ltd.,Term loans,ICRA,AA-,09-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Green Infra Wind Power Projects Ltd.,Term loans,ICRA,AA-,09-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Green Infra Wind Power Pvt. Ltd.,Term loans,IND-RA,AA+,30-07-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenesol Power Systems Pvt. Ltd.,Non-government debt,CARE,BB/A4,16-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Agar Wind Power Pvt. Ltd.,Term loans,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Bercha Wind Power Pvt. Ltd.,Fund based financial facility/instrument,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Charanka Solar Energy Pvt. Ltd.,Term loans,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko D N D Wind Power Pvt. Ltd.,Fund based financial facility/instrument,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Godavari Power Projects Pvt. Ltd.,Bank Guarantee,CARE,A(CE),17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Mamatkheda Wind Pvt. Ltd.,Term loans,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Renewable Energy Kustagi Pvt. Ltd.,Fund based financial facility/instrument,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Renewable Power Pvt. Ltd.,Term loans,CARE,A,12-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Solar Energy Pvt. Ltd.,Term loans,CARE,A,12-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Greenko Suvaan Energy Pvt. Ltd.,Term loans,CARE,A,17-12-2025,MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
