Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
1122,Santoshi Hyvolt Electricals Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,A 4,13-10-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1123,Shakthi Electricals Chennai Pvt. Ltd.,Energy / Power / Renewables,Long term Loans,CRISIL,B,28-08-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1124,Shree Sita Ispat & Power Pvt. Ltd.,Energy / Power / Renewables,Long term Loans,CRISIL,B+,17-10-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1125,Shri Shyam Warehousing & Power Pvt. Ltd.,Energy / Power / Renewables,Term loans,IND-RA,D,21-08-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1126,Sinnar Thermal Power Ltd.,Energy / Power / Renewables,Term loans,CARE,D,11-12-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1127,Sirmour Small Hydro Power Pvt. Ltd.,Energy / Power / Renewables,Term loans,CARE,BB+,15-12-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1128,Siwana Solar Power Project Pvt. Ltd.,Energy / Power / Renewables,Term loans,IND-RA,B-,21-08-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1129,Solapur Solar Energy Pvt. Ltd.,Energy / Power / Renewables,Term loans,CARE,D,11-07-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1130,Solaroy Engineers Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,ACUITE,A 4,15-10-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1131,Sonic Thermal Pvt. Ltd.,Energy / Power / Renewables,Non-fund based working capital limit,IND-RA,A 4+,18-07-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1132,Southern Power Equipment Co. Pvt. Ltd.,Energy / Power / Renewables,Non-fund-based financial facility/instrument,ICRA,A 4,27-06-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1133,Sprit Infrapower & Multiventures Pvt. Ltd.,Energy / Power / Renewables,Term loans,BRICKWORK,D,17-12-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1134,Stambh Power System Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,ACUITE,A 4+,21-08-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1135,Starlit Power Systems Ltd. [Merged],Energy / Power / Renewables,Term loans,CRISIL,D,23-07-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1136,Statcon Electronics India Ltd.,Energy / Power / Renewables,Non-government debt,IND-RA,B-/A4,21-08-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1137,Sunvoice Electronics Pvt. Ltd.,Energy / Power / Renewables,Non-government debt,BRICKWORK,B-/A4,26-06-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1138,Surya Electricals & Engineers Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CARE,A 4,04-11-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1139,Svam Power Plants Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,A 4,26-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1140,Swati Concast & Power Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,BRICKWORK,A 4,08-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1141,T R N Energy Pvt. Ltd.,Energy / Power / Renewables,Term loans,CARE,D,19-11-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1142,Tamilnadu Transmission Corpn. Ltd.,Energy / Power / Renewables,Term loans,BRICKWORK,B+,30-10-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1143,Terra Energy Ltd.,Energy / Power / Renewables,Non-fund-based financial facility/instrument,ICRA,D,26-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1144,Thrive Solar Energy Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,D,22-08-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1145,Topsun Energy Ltd.,Energy / Power / Renewables,Term loans,IND-RA,BB-,18-07-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1146,"Transformers & Electricals, Kerala Ltd.",Energy / Power / Renewables,Bank Guarantee,BRICKWORK,A 4,20-06-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1147,Transglobal Power Ltd.,Energy / Power / Renewables,Letter Of credit,BRICKWORK,A 3,12-12-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1148,Uniline Energy Systems Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,A 4,25-11-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1149,Unitech Power Transmission Ltd.,Energy / Power / Renewables,Bank Guarantee,BRICKWORK,A 4,09-10-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1150,United Electrical Inds. Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,A 4,25-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1151,V-Marc Electricals Pvt. Ltd.,Energy / Power / Renewables,Term loans,BRICKWORK,C,31-07-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1152,Vapi Eco Energy Ltd.,Energy / Power / Renewables,Term loans,IND-RA,B-,18-07-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1153,Vatco Elec-Power Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,A 4,12-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1154,Vision Distribution Pvt. Ltd.,Energy / Power / Renewables,Letter Of credit,ACUITE,A 4+,29-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1155,Vivaan Solar Pvt. Ltd.,Energy / Power / Renewables,Non-government debt,CARE,B-/A4,15-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1156,Win Power Infra Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,BRICKWORK,A 4,13-11-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1157,Wind World Wind Farms (Karnataka) Ltd.,Energy / Power / Renewables,Fund based financial facility/instrument,CRISIL,D,15-09-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1158,Window Techs India Pvt. Ltd.,Energy / Power / Renewables,Term loans,CRISIL,B,30-10-2025,MEDIUM,YES,HOT,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.
1159,Adhunik Energy Solutions Private Limited,Energy / Power / Renewables,Long Term / Short term Bank Facilities,Infomerics,IVR C-/IVR A4; (INC)(Downgraded/Reaffirmed),"August 4, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1160,Capital Power Systems Limited,Energy / Power / Renewables,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"September 16, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1161,Creaative Powertech Private Limited,Energy / Power / Renewables,Long Term Fund Based Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"August 29, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1162,Eswari Electricals Private Limited,Energy / Power / Renewables,Short Term Bank Facility,Infomerics,IVR A4 (INC)(Reaffirmed),"August 19, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1163,Khaitan Winding Wire Private Limited,Energy / Power / Renewables,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"September 15, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1164,Laxmi Solar Power Systems Private Limited,Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),"September 22, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1165,Mitsumi Distribution FZCO,Energy / Power / Renewables,Issuer Rating,Infomerics,IVR B (INC)(Downgraded),"July 9, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1166,Neccon Power and Infra Limited,Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR D (INC)(Downgraded),"June 24, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1167,Nilachal Iron & Power Limited,Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"July 30, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1168,Posco-Poggenamp Electrical Steel Private Limited,Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"November 7, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1169,SSNR Power Private Limited,Energy / Power / Renewables,Long Term Facilities,Infomerics,IVR BB (INC)(Downgraded),"November 20, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1170,SVR Electricals Private Limited,Energy / Power / Renewables,Proposed Long Term Fund Based Bank Facility - Cash Credit,Infomerics,IVR C (INC) (Downgraded),"December 2, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1171,San Energy and Solution,Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),"August 4, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1172,Satkartar Electricals and Electronics Private Limited,Energy / Power / Renewables,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"November 18, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1173,Shivalik Distribution Private Limited,Energy / Power / Renewables,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"August 14, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1174,Shreesatya Sponge & Power Private Limited,Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"November 26, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1175,Shreesatya Steel & Power Private Limited,Energy / Power / Renewables,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"November 26, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1176,Sri Savitr Solar Private Limited,Energy / Power / Renewables,Long Term Facilities,Infomerics,IVR B (INC) (Downgraded),"December 9, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1177,Urjankur Shree Tatyasaheb Kore Warana Power Company Limited (USTKWPCL),Energy / Power / Renewables,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"August 19, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1178,Worlds Window Impex India Private Limited,Energy / Power / Renewables,Long Term Fund Based Bank Facilities - Cash Credit,Infomerics,IVR D (INC) (Reaffirmed),"November 4, 2025",MEDIUM,YES,HOT,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch."
1179,ATHOME HOSPITALITY SERVICES PRIVATE LIMITED (AHSPL),Healthcare,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-03-12,HIGH,NO,HOT,Overdue 459d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1180,Ajeenkya D.Y. Patil Healthcare Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-04-02,HIGH,NO,HOT,Overdue 438d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1181,Amanta Healthcare Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed and Withdrawn),2025-01-13,HIGH,NO,HOT,Overdue 517d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1182,Bajaj Healthcare Ltd.,Healthcare,Term loans,IND-RA,A-,2025-05-15,HIGH,NO,HOT,Overdue 395d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1183,Bal Pharma Ltd.,Healthcare,Bank Guarantee,ACUITE,A 3,2025-06-09,HIGH,NO,HOT,Overdue 370d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
1184,Bejan Singh Eye Hospital Pvt. Ltd.,Healthcare,Term loans,CARE,BB,2025-06-02,HIGH,NO,HOT,Overdue 377d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
1185,Bio-Pharma Laboratories Pvt. Ltd.,Healthcare,Non-government debt,IND-RA,BBB-,2025-05-13,HIGH,NO,HOT,Overdue 397d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
1186,Chandan Healthcare Ltd.,Healthcare,Term loans,CRISIL,BBB-,2025-05-07,HIGH,NO,HOT,Overdue 403d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1187,Clearmedi Healthcare Pvt. Ltd.,Healthcare,Term loans,CRISIL,BBB,2025-05-09,HIGH,NO,HOT,Overdue 401d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1188,Dr. Kamakshi Memorial Hospital Private Limited (KMHPL),Healthcare,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB (Reaffirmed),2025-03-31,HIGH,NO,HOT,Overdue 440d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1189,Eris Lifesciences Ltd.,Healthcare,Term loans,IND-RA,AA,2025-05-09,HIGH,NO,HOT,Overdue 401d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1190,G.H. Raisoni Educational and Medical Foundation,Healthcare,Long Term Bank Facilities,Infomerics,Withdrawn,2023-01-25,HIGH,NO,HOT,Overdue 1236d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1191,Genesis Institute of Medical Science Private Limited,Healthcare,Term Loans,Infomerics,Withdrawn,2024-11-29,HIGH,NO,HOT,Overdue 562d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1192,Glocal Healthcare Systems Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,Withdrawn,2024-08-16,HIGH,NO,HOT,Overdue 667d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1193,JR Super Specialty Hospitals Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BBB,2025-05-06,HIGH,NO,HOT,Overdue 404d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1194,Jassar Dental Medical Education Health Foundation Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2024-12-11,HIGH,NO,HOT,Overdue 550d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1195,Jubliant Hospitality Services Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BBB+ (Assigned),2025-03-27,HIGH,NO,HOT,Overdue 444d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1196,Kamineni Health Care Private Limited,Healthcare,Long Term Facilities,Infomerics,IVR BBB (Assigned),2025-06-10,HIGH,NO,HOT,Overdue 369d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1197,Kamineni Hospitals Private Limited,Healthcare,Long Term Facilities,Infomerics,IVR BBB (Assigned),2025-06-10,HIGH,NO,HOT,Overdue 369d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1198,Kamineni Oncology Centre Private Limited,Healthcare,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-06-10,HIGH,NO,HOT,Overdue 369d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1199,Karuna Healthcare Private Limited,Healthcare,Non-Convertible Debentures,Infomerics,IVR BBB+ (CE) (Withdrawn),2020-04-09,HIGH,NO,HOT,Overdue 2257d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1200,Lilavati Kirtilal Mehta Medical Trust,Healthcare,Issuer Rating,Infomerics,IVR AA (Assigned),2025-03-28,HIGH,NO,HOT,Overdue 443d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1201,Luxus Hospitality Pvt. Ltd.,Healthcare,Term loans,IND-RA,BB-,2025-05-07,HIGH,NO,HOT,Overdue 403d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
1202,Lyrus Life Sciences Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,Withdrawn,2024-07-11,HIGH,NO,HOT,Overdue 703d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1203,Manipal Hospitals Eastern India Pvt. Ltd.,Healthcare,Term loans,IND-RA,AA-,2025-05-15,HIGH,NO,HOT,Overdue 395d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
1204,Medico Remedies Ltd.,Healthcare,Letter Of credit,CRISIL,A 3,2025-05-30,HIGH,NO,HOT,Overdue 380d — call now; Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1205,Nubeno Healthcare Pvt. Ltd.,Healthcare,Long term Loans,ACUITE,BB+,2025-06-03,HIGH,NO,HOT,Overdue 376d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1206,Onepoint Grand Hospitality Private Limited,Healthcare,Long Term Facilities,Infomerics,IVR BB+ (Assigned),2025-01-02,HIGH,NO,HOT,Overdue 528d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1207,Orbit Lifescience Pvt. Ltd.,Healthcare,Non-fund-based financial facility/instrument,ICRA,A 4+,2025-05-09,HIGH,NO,HOT,Overdue 401d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1208,PK Healthcare Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR A+ (CE)(Assigned),2025-02-27,HIGH,NO,HOT,Overdue 472d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1209,PP Maniya Hospital Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-02-18,HIGH,NO,HOT,Overdue 481d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1210,Padmashri Institute of Medical Science & Research Centre Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),2025-04-22,HIGH,NO,HOT,Overdue 418d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1211,Pan Healthcare Private Limited (PHCPL),Healthcare,Long Term Fund Based Facility - Cash Credit,Infomerics,Withdrawn,2022-09-01,HIGH,NO,HOT,Overdue 1382d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1212,Parvathy Ortho Hospital Pvt. Ltd.,Healthcare,Term loans,CRISIL,BB+,2025-06-04,HIGH,NO,HOT,Overdue 375d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
1213,Premas Life Sciences Pvt. Ltd.,Healthcare,Bank Guarantee,CRISIL,A 2,2025-06-09,HIGH,NO,HOT,Overdue 370d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1214,Ramade Memorial Medicare and Research Institute Private Limited,Healthcare,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-06-13,HIGH,NO,HOT,Overdue 366d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1215,Resona Hospitals & Research Institute Limited,Healthcare,Long Term Facilities,Infomerics,Withdrawn,2025-05-16,HIGH,NO,HOT,Overdue 394d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1216,Resurgent Mining Solutions Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2025-04-02,HIGH,NO,HOT,Overdue 438d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1217,Sooriya Hospital,Healthcare,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-01-30,HIGH,NO,HOT,Overdue 500d — overdue for renewal,ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
1218,Spanv Medisearch Lifesciences Private Limited,Healthcare,Proposed Long Term Bank Facilities - Term Loan,Infomerics,Provisional IVR A (CE)(Withdrawn),2022-01-05,HIGH,NO,HOT,Overdue 1621d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1219,Sparkk Life Sciences (SLS),Healthcare,Long term Bank Facilities,Infomerics,IVR BBB-,2025-04-03,HIGH,NO,HOT,Overdue 437d — overdue for renewal,ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
1220,Tata Medical & Diagnostics Ltd.,Healthcare,Non-government debt,ICRA,A 1,2025-05-23,HIGH,NO,HOT,Overdue 387d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
1221,Tatva Chintan Pharma Chem Ltd.,Healthcare,Bank Guarantee,CRISIL,A 2,2025-06-10,HIGH,NO,HOT,Overdue 369d — call now,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
