Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
165,Kailash Prasad Yadav Constructions Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,A 4,2025-05-19,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
166,Katira Construction Ltd.,Construction,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-09,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
167,Kirtiman Cements & Packaging Inds. Ltd.,Construction,Term loans,CARE,D,2025-05-07,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
168,Kunnel Engineers & Contractors Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,A 4,2025-05-19,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
169,MMR Construction Company Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2025-06-03,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
170,MT Patil Builders & Contractors Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-03-24,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
171,Maya Construction Company Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2025-05-23,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
172,Murugavilas Textiles (MVT),Construction,Long Term Fund Based Facility - OCC,Infomerics,IVR B- (INC)(Reaffirmed),2025-05-07,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
173,NSL Constructions Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-06-04,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
174,Nikitha Buildtech Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-02-17,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
175,Nirman Estate Developers Pvt. Ltd.,Construction,Long term Loans,CRISIL,B+,2025-05-30,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
176,Ocean Construction India Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-02-11,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
177,P M P Textiles Spg. Mills Ltd.,Construction,Non-government debt,CARE,D,2025-06-12,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
178,P R G Buildcon India Pvt. Ltd.,Construction,Non-fund-based financial facility/instrument,ICRA,D,2025-06-11,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
179,PM Contractors Private Limited,Construction,Long Term Facilities,Infomerics,IVR BB- (INC) (Downgraded),2025-03-12,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
180,Paranjape Schemes (Construction) Ltd.,Construction,Term loans,BRICKWORK,D,2025-05-27,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
181,Patil Construction & Infrastructure Ltd.,Construction,Term loans,CARE,D,2025-05-14,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
182,Platinum Textiles Limited,Construction,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
183,Pooja Tiles & Sanitary Pvt. Ltd.,Construction,Term loans,BRICKWORK,D,2025-06-12,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
184,Puranik Builders Limited,Construction,Long Term Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-02-25,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
185,Quick Builders,Construction,Long Term Bank Facilities - Bank Guarantee,Infomerics,IVR BB- (INC)(Downgraded),2025-05-02,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
186,RMC Medical Services Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-02-17,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
187,Raghuleela Builders Pvt. Ltd.,Construction,Term loans,BRICKWORK,D,2025-05-07,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
188,Raheja Developers Ltd.,Construction,Non-fund-based financial facility/instrument,CARE,D,2025-05-21,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
189,Raj Construction Company,Construction,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-02-11,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
190,Rajaramsevak Multipurpose Cold Storage Private Limited (RMCSPL),Construction,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-04-16,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
191,Reddy Veeranna Constructions Pvt. Ltd.,Construction,Bank Guarantee,BRICKWORK,D,2025-05-07,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
192,Rishabh Constructions Pvt. Ltd.,Construction,Non-government debt,CARE,D,2025-05-21,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
193,Riverbank Developers Pvt. Ltd.,Construction,Bank Guarantee,CARE,D,2025-05-13,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
194,S N N Builders Pvt. Ltd.,Construction,Term loans,ICRA,B+,2025-05-28,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
195,S T Constructions Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,A 4+,2025-06-10,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
196,Sai Infraconstructions Pvt. Ltd.,Construction,Non-fund based working capital limit,IND-RA,A 4,2025-05-07,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
197,Segam Tiles Pvt. Ltd.,Construction,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-30,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
198,Shri T P Textiles Pvt. Ltd.,Construction,Bank Guarantee,BRICKWORK,A 4,2025-05-20,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
199,Smart Developers,Construction,Long Term Bank Facility,Infomerics,IVR BB+ (INC)(Downgraded),2025-02-10,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
200,Sologres Granito Pvt. Ltd.,Construction,Non-government debt,CARE,BB/A4,2025-05-29,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
201,Spectra Constructions Pvt. Ltd.,Construction,Fund based financial facility/instrument,BRICKWORK,B+,2025-05-29,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
202,Spinora Tiles Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR C (INC)(Downgraded),2025-05-09,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
203,Spinora Tiles Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,A 4,2025-05-08,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
204,Sree Iswarya Textiles Pvt. Ltd.,Construction,Non-fund based working capital limit,IND-RA,A 4+,2025-05-15,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
205,Sri Srinivasa Constructions India Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,A 4,2025-06-12,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
206,Sri Vasudeva Textiles Private Limited,Construction,Long Term Bank Facilities - Term Loan,Infomerics,IVR BB- (INC)(Downgraded),2024-12-18,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
207,Swastik Cement Products Pvt. Ltd.,Construction,Fund based financial facility/instrument,CARE,C,2025-05-08,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
208,Tassos Construction Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR D (INC)(Downgraded),2025-04-04,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
209,Tirupur Textiles Pvt. Ltd.,Construction,Bank Guarantee,BRICKWORK,A 4,2025-05-21,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
210,Vashisth Builders & Engineers Ltd.,Construction,Bank Guarantee,CRISIL,A 4,2025-05-26,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
211,Vedic Realty Pvt. Ltd.,Construction,Term loans,BRICKWORK,D,2025-05-07,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
212,Vijay Suraksha Realty LLP,Construction,Long Term Bank Facilities,Infomerics,IVR C (INC)(Downgraded),2025-04-18,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
213,Wadhwa Construction & Infrastructure Private Limited (WCIPL),Construction,Long Term Fund Based Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-05-21,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
214,Xrbia Developers Ltd.,Construction,Bank Guarantee,CARE,D,2025-06-03,HIGH,YES,ULTRA HOT,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
215,Arete Institute of Medical Sciences Private Limited,Education,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2025-04-04,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),[OVERDUE] [INC] Current rater unresponsive — Healthcare education institutions increasingly need rated instruments for hospital expansion financing. ACER offers named analyst contact
216,JMJ Charitable Education Society,Education,Long Term Facility - Fund Based - Proposed Term Loan,Infomerics,IVR B+ (INC)(Downgraded),2025-02-24,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),[OVERDUE] [INC] Current rater unresponsive — Education sector institutions need rated bank facilities — ACER offers dedicated education sector analysts. ACER offers named analyst contact
217,Rajasthani Sammelan Education Trust,Education,Long Term Fund Based Bank Facility - Term Loan,Infomerics,IVR B (INC)(Downgraded),2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),[OVERDUE] [INC] Current rater unresponsive — Education sector institutions need rated bank facilities — ACER offers dedicated education sector analysts. ACER offers named analyst contact
218,Eastern Power Distribution Co. Of Andhra Pradesh Ltd.,Energy / Power / Renewables,Long term Loans,CRISIL,B,13-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
219,Electro Polychem Ltd.,Energy / Power / Renewables,Term loans,ICRA,B-,18-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
220,Emco Electro Dyne Pvt. Ltd.,Energy / Power / Renewables,Letter Of credit,CARE,B-,04-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
221,Feedback Energy Distribution Co. Ltd.,Energy / Power / Renewables,Non-government debt,CARE,D,13-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
222,Karmic Energy Pvt. Ltd.,Energy / Power / Renewables,Term loans,CRISIL,B-,16-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
223,Microsun Solar Tech Pvt. Ltd.,Energy / Power / Renewables,Letter Of credit,BRICKWORK,D,17-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
224,R K Electric Automation Ltd.,Energy / Power / Renewables,Long term Loans,CRISIL,B,16-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
225,S M Sun Power Ltd.,Energy / Power / Renewables,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
226,Super Electro Films Ltd.,Energy / Power / Renewables,Letter Of credit,BRICKWORK,A 4,30-05-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
227,Vasavi Power Services Pvt. Ltd.,Energy / Power / Renewables,Bank Guarantee,CARE,D,16-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
228,Windals Auto Pvt. Ltd.,Energy / Power / Renewables,Letter Of credit,BRICKWORK,D,13-06-2025,HIGH,YES,ULTRA HOT,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Urgent rescue: BRICKWORK/INC abandoned them. ACER can rate in 15 days. Call NOW.
229,Ashish Life Science Pvt. Ltd.,Healthcare,Letter Of credit,CRISIL,A 4,2025-05-21,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 389d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
230,Bharat Heart & Super Speciality Hospitals,Healthcare,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-05-23,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 387d — overdue for renewal",ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
231,Biogenetic Drugs Pvt. Ltd.,Healthcare,Fund based financial facility/instrument,BRICKWORK,B+,2025-05-23,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 387d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
232,Biotech International Ltd.,Healthcare,Bank Guarantee,CRISIL,A 4,2025-06-12,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 367d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
233,Chandan Hospital Ltd.,Healthcare,Term loans,CRISIL,BB+,2025-05-07,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 403d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
234,Chandra Bhagat Pharma Ltd.,Healthcare,Bank Guarantee,CARE,D,2025-05-30,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 380d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
235,Cyrix Healthcare Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-05-16,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 394d — overdue for renewal",ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
236,Health-Tech Chhattisgarh Pvt. Ltd.,Healthcare,Letter Of credit,CRISIL,A 4,2025-05-21,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 389d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
237,Indus Pharma Pvt. Ltd.,Healthcare,Letter Of credit,CRISIL,A 4,2025-05-19,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 391d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
238,Jabalpur Hospital & Research Centre Pvt. Ltd.,Healthcare,Term loans,CRISIL,B-,2025-05-15,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 395d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
239,Jai Surgicals Ltd.,Healthcare,Bank Guarantee,CRISIL,A 4,2025-05-15,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 395d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
240,Lifeline Medical Devices Pvt. Ltd.,Healthcare,Term loans,BRICKWORK,C,2025-05-14,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 396d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
241,M S Life Drug House Pvt. Ltd.,Healthcare,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-14,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 396d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
242,Nayati Healthcare & Research NCR Private Limited (Formerly known as OSL Healthcare Private Limited),Healthcare,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-02-20,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 479d — overdue for renewal",ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
243,Nayati Healthcare & Research Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-02-19,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 480d — overdue for renewal",ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
244,Phadnis Clinic Pvt. Ltd.,Healthcare,Term loans,CRISIL,B+,2025-05-15,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 395d — call now; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
245,Proton Positive Healthcare India Pvt. Ltd.,Healthcare,Term loans,BRICKWORK,C-,2025-05-12,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 398d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
246,Proventus Life Sciences Pvt. Ltd.,Healthcare,Letter Of credit,CRISIL,A 4,2025-05-29,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 381d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
247,S M P L Life Sciences Pvt. Ltd.,Healthcare,Bank Guarantee,CRISIL,A 4,2025-05-13,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 397d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
248,Sarla Medical Centre Pvt. Ltd.,Healthcare,Long term Loans,CRISIL,D,2025-05-27,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 383d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
249,Satyam Pharma-Chem Pvt. Ltd.,Healthcare,Bank Guarantee,ACUITE,A 4+,2025-05-26,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 384d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.
250,Sidhaant Life Sciences Pvt. Ltd.,Healthcare,Bank Guarantee,CRISIL,A 4,2025-05-31,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 379d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
251,Sri Sudharsanam Hospital Pvt. Ltd.,Healthcare,Long term Loans,CRISIL,B+,2025-05-26,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 384d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
252,Sun Hospital Pvt. Ltd.,Healthcare,Term loans,CRISIL,B,2025-05-26,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 384d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.
