Company Name,Instrument Type,Current Rating Agency,Current Rating,Rating Date,Urgency,Facility Amount (Cr),Why Target,ACER Pitch Angle
Kaushal Ferro Metals Pvt. Ltd.,Bank Guarantee,CARE,A 4,23-05-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 392 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Kedarnath Commotrade Pvt. Ltd.,Letter Of credit,CARE,D,07-05-2025,ULTRA HOT,25.00,CARE INC — rating lapsed 408 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Khattar Edibles Pvt. Ltd.,Term loans,CARE,B+,17-06-2025,ULTRA HOT,6.52,CARE INC — rating lapsed 367 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Kiran Global Chems Ltd.,Non-government debt,CARE,D,21-05-2025,ULTRA HOT,1.50,CARE INC — rating lapsed 394 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Kiran Global Chems Ltd.,Non-government debt,CARE,D,21-05-2025,ULTRA HOT,107.00,CARE INC — rating lapsed 394 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Kiran Global Chems Ltd.,Term loans,CARE,D,21-05-2025,ULTRA HOT,2.15,CARE INC — rating lapsed 394 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Kirtiman Cements & Packaging Inds. Ltd.,Term loans,CARE,D,07-05-2025,ULTRA HOT,9.00,CARE INC — rating lapsed 408 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Knitcraft Apparels Intl. Pvt. Ltd.,Non-government debt,CARE,D,11-06-2025,ULTRA HOT,35.00,CARE INC — rating lapsed 373 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Kohinoor India Pvt. Ltd.,Bank Guarantee,CARE,A 4,04-06-2025,ULTRA HOT,5.00,CARE INC — rating lapsed 380 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Kommineni Infotech Pvt. Ltd.,Bank Guarantee,CARE,D,20-05-2025,ULTRA HOT,5.00,CARE INC — rating lapsed 395 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Konark Synthetic Ltd.,Bank Guarantee,CARE,D,30-05-2025,ULTRA HOT,9.25,CARE INC — rating lapsed 385 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Kora Shoes Pvt. Ltd.,Letter Of credit,CARE,A 4,22-05-2025,ULTRA HOT,0.35,CARE INC — rating lapsed 393 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Kora Shoes Pvt. Ltd.,Non-fund-based financial facility/instrument,CARE,A 4,22-05-2025,ULTRA HOT,0.60,CARE INC — rating lapsed 393 days ago — Non-fund-based financial facility/instrument,CRITICAL — 12+ months overdue: Non-fund facility rating lapsed — ACER covers NFB instruments with same-day turnaround on documentation
Kora Shoes Pvt. Ltd.,Term loans,CARE,B-,22-05-2025,ULTRA HOT,2.49,CARE INC — rating lapsed 393 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Lakshya Food (India) Ltd.,Term loans,CARE,B-,04-06-2025,ULTRA HOT,2.45,CARE INC — rating lapsed 380 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Lanco Babandh Power Ltd.,Non-government debt,CARE,D,08-05-2025,ULTRA HOT,750.00,CARE INC — rating lapsed 407 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Lanco Babandh Power Ltd.,Term loans,CARE,D,08-05-2025,ULTRA HOT,8344.00,CARE INC — rating lapsed 407 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Lanco Vidarbha Thermal Power Ltd.,Bank Guarantee,CARE,D,08-05-2025,ULTRA HOT,1267.00,CARE INC — rating lapsed 407 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Lanco Vidarbha Thermal Power Ltd.,Term loans,CARE,D,08-05-2025,ULTRA HOT,8347.00,CARE INC — rating lapsed 407 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Leel Electricals Ltd.,Fund based financial facility/instrument,CARE,D,02-06-2025,ULTRA HOT,455.00,CARE INC — rating lapsed 382 days ago — Fund based financial facility/instrument,CRITICAL — 12+ months overdue: CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Leel Electricals Ltd.,Non-government debt,CARE,D,02-06-2025,ULTRA HOT,595.00,CARE INC — rating lapsed 382 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Lords Mark Industries Ltd. [Merged],Fund based financial facility/instrument,CARE,BB,08-05-2025,ULTRA HOT,63.20,CARE INC — rating lapsed 407 days ago — Fund based financial facility/instrument,CRITICAL — 12+ months overdue: CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
M N C Electricals Pvt. Ltd.,Non-government debt,CARE,B-/A4,12-05-2025,ULTRA HOT,12.00,CARE INC — rating lapsed 403 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
M P S Telecom Retail Pvt. Ltd.,Term loans,CARE,B-,06-06-2025,ULTRA HOT,30.00,CARE INC — rating lapsed 378 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Macneill Engineering Ltd.,Term loans,CARE,B,16-06-2025,ULTRA HOT,22.50,CARE INC — rating lapsed 368 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Madhur Knit Crafts Ltd.,Bank Guarantee,CARE,A 4,13-05-2025,ULTRA HOT,0.50,CARE INC — rating lapsed 402 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Madhur Knit Crafts Ltd.,Non-government debt,CARE,B-/A4,13-05-2025,ULTRA HOT,3.00,CARE INC — rating lapsed 402 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Madhur Knit Crafts Ltd.,Term loans,CARE,B-,13-05-2025,ULTRA HOT,12.95,CARE INC — rating lapsed 402 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Mangal Electrical Inds. Ltd.,Letter Of credit,CARE,A 4,20-06-2025,ULTRA HOT,13.25,CARE INC — rating lapsed 364 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Mangal Electrical Inds. Ltd.,Non-government debt,CARE,B+/A4,20-06-2025,ULTRA HOT,12.50,CARE INC — rating lapsed 364 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Mangal Electrical Inds. Ltd.,Non-government debt,CARE,B+/A4,20-06-2025,ULTRA HOT,26.25,CARE INC — rating lapsed 364 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Mangal Sponge & Steel Pvt. Ltd.,Bank Guarantee,CARE,A 4,11-06-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 373 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Mangal Sponge & Steel Pvt. Ltd.,Fund based financial facility/instrument,CARE,B+,11-06-2025,ULTRA HOT,25.00,CARE INC — rating lapsed 373 days ago — Fund based financial facility/instrument,CRITICAL — 12+ months overdue: CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Mangal Sponge & Steel Pvt. Ltd.,Term loans,CARE,B+,11-06-2025,ULTRA HOT,24.00,CARE INC — rating lapsed 373 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Matsya Automobiles Ltd.,Non-government debt,CARE,B-/A4,14-05-2025,ULTRA HOT,15.00,CARE INC — rating lapsed 401 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Mentor Home Loans India Ltd.,Term loans,CARE,B,16-05-2025,ULTRA HOT,215.00,CARE INC — rating lapsed 399 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Mercator Ltd.,Bank Guarantee,CARE,D,23-05-2025,ULTRA HOT,150.00,CARE INC — rating lapsed 392 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Mercator Ltd.,Letter Of credit,CARE,D,23-05-2025,ULTRA HOT,255.56,CARE INC — rating lapsed 392 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Mercator Ltd.,Term loans,CARE,D,23-05-2025,ULTRA HOT,653.97,CARE INC — rating lapsed 392 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Mhow Ghatabillod Toll Roads Pvt. Ltd.,Term loans,CARE,D,20-06-2025,ULTRA HOT,200.10,CARE INC — rating lapsed 364 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Micron Precision Screws Pvt. Ltd.,Letter Of credit,CARE,A 4,09-05-2025,ULTRA HOT,15.00,CARE INC — rating lapsed 406 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Micron Precision Screws Pvt. Ltd.,Term loans,CARE,B+,09-05-2025,ULTRA HOT,6.02,CARE INC — rating lapsed 406 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Mithra Kyokuto Special Purpose Vehicle Co. Pvt. Ltd.,Letter Of credit,CARE,A 4,07-05-2025,ULTRA HOT,3.25,CARE INC — rating lapsed 408 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Mittal Infrastructure Pvt. Ltd.,Bank Guarantee,CARE,D,26-05-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 389 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Morgan Agrotech Ltd.,Term loans,CARE,B-,08-05-2025,ULTRA HOT,15.00,CARE INC — rating lapsed 407 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Mylab Discovery Solutions Pvt. Ltd.,Term loans,CARE,BB-,14-05-2025,ULTRA HOT,238.00,CARE INC — rating lapsed 401 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Nandi Grain Derivatives Pvt. Ltd.,Bank Guarantee,CARE,D,28-05-2025,ULTRA HOT,0.50,CARE INC — rating lapsed 387 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Nandi Grain Derivatives Pvt. Ltd.,Term loans,CARE,D,28-05-2025,ULTRA HOT,32.30,CARE INC — rating lapsed 387 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Narayani Coke Pvt. Ltd.,Bank Guarantee,CARE,A 3+,05-06-2025,ULTRA HOT,79.00,CARE INC — rating lapsed 379 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Narayani Coke Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,05-06-2025,ULTRA HOT,9.00,CARE INC — rating lapsed 379 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Navayuga Jahnavi Toll Bridge Pvt. Ltd.,Term loans,CARE,D,21-05-2025,ULTRA HOT,720.00,CARE INC — rating lapsed 394 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Navyug (India) Ltd.,Bank Guarantee,CARE,A 4,06-05-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 409 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Nexo Industries Pvt. Ltd.,Letter Of credit,CARE,A 4,06-05-2025,ULTRA HOT,19.50,CARE INC — rating lapsed 409 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Nexo Industries Pvt. Ltd.,Fund based financial facility/instrument,CARE,BB-,06-05-2025,ULTRA HOT,10.00,CARE INC — rating lapsed 409 days ago — Fund based financial facility/instrument,CRITICAL — 12+ months overdue: CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Nexo Industries Pvt. Ltd.,Term loans,CARE,BB-,06-05-2025,ULTRA HOT,9.18,CARE INC — rating lapsed 409 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Northern Electric Cables Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,06-05-2025,ULTRA HOT,2.00,CARE INC — rating lapsed 409 days ago — Fund based financial facility/instrument,CRITICAL — 12+ months overdue: CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Northern Power Erectors Ltd.,Bank Guarantee,CARE,A 4,07-05-2025,ULTRA HOT,4.00,CARE INC — rating lapsed 408 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Ocean Healthcare Pvt. Ltd.,Term loans,CARE,D,17-06-2025,ULTRA HOT,13.10,CARE INC — rating lapsed 367 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Om Smelters & Rollers Pvt. Ltd.,Term loans,CARE,B-,12-05-2025,ULTRA HOT,2.60,CARE INC — rating lapsed 403 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Omicron Power Engineers Pvt. Ltd.,Bank Guarantee,CARE,C,23-05-2025,ULTRA HOT,12.00,CARE INC — rating lapsed 392 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Omicron Power Engineers Pvt. Ltd.,Term loans,CARE,C,23-05-2025,ULTRA HOT,5.09,CARE INC — rating lapsed 392 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Omsairam Steels & Alloys Pvt. Ltd.,Letter Of credit,CARE,A 4,29-05-2025,ULTRA HOT,50.00,CARE INC — rating lapsed 386 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Omsairam Steels & Alloys Pvt. Ltd.,Non-fund-based financial facility/instrument,CARE,A 4,29-05-2025,ULTRA HOT,10.00,CARE INC — rating lapsed 386 days ago — Non-fund-based financial facility/instrument,CRITICAL — 12+ months overdue: Non-fund facility rating lapsed — ACER covers NFB instruments with same-day turnaround on documentation
Onkar International Pvt. Ltd.,Bank Guarantee,CARE,A 4,06-05-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 409 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Onkar International Pvt. Ltd.,Non-government debt,CARE,C/A4,06-05-2025,ULTRA HOT,5.00,CARE INC — rating lapsed 409 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Onkar International Pvt. Ltd.,Non-government debt,CARE,C/A4,06-05-2025,ULTRA HOT,11.00,CARE INC — rating lapsed 409 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Onkar International Pvt. Ltd.,Non-government debt,CARE,C/A4,06-05-2025,ULTRA HOT,2.00,CARE INC — rating lapsed 409 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Osaw Indl. Products Pvt. Ltd.,Bank Guarantee,CARE,B,03-06-2025,ULTRA HOT,9.75,CARE INC — rating lapsed 381 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Osaw Indl. Products Pvt. Ltd.,Letter Of credit,CARE,A 4,03-06-2025,ULTRA HOT,0.25,CARE INC — rating lapsed 381 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Osaw Indl. Products Pvt. Ltd.,Non-government debt,CARE,B/A4,03-06-2025,ULTRA HOT,13.10,CARE INC — rating lapsed 381 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Osaw Indl. Products Pvt. Ltd.,Term loans,CARE,B,03-06-2025,ULTRA HOT,9.35,CARE INC — rating lapsed 381 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Oshina Expo Pvt. Ltd.,Letter Of credit,CARE,A 4,28-05-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 387 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Oswal Knitting & Spinning Inds. Ltd.,Letter Of credit,CARE,D,02-06-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 382 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Oyster Steel & Iron Pvt. Ltd.,Bank Guarantee,CARE,D,28-05-2025,ULTRA HOT,20.00,CARE INC — rating lapsed 387 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
P M P Textiles Spg. Mills Ltd.,Non-government debt,CARE,D,12-06-2025,ULTRA HOT,6.50,CARE INC — rating lapsed 372 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
P V Power Technologies Pvt. Ltd.,Non-government debt,CARE,BB-/A4,06-06-2025,ULTRA HOT,19.00,CARE INC — rating lapsed 378 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
P V Power Technologies Pvt. Ltd.,Non-government debt,CARE,BB-/A4,06-06-2025,ULTRA HOT,31.60,CARE INC — rating lapsed 378 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
P V Power Technologies Pvt. Ltd.,Non-government debt,CARE,BB-/A4,06-06-2025,ULTRA HOT,0.14,CARE INC — rating lapsed 378 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
P V Power Technologies Pvt. Ltd.,Term loans,CARE,BB-,06-06-2025,ULTRA HOT,2.36,CARE INC — rating lapsed 378 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Pab Organics Pvt. Ltd.,Non-fund-based financial facility/instrument,CARE,A 4,10-06-2025,ULTRA HOT,0.25,CARE INC — rating lapsed 374 days ago — Non-fund-based financial facility/instrument,CRITICAL — 12+ months overdue: Non-fund facility rating lapsed — ACER covers NFB instruments with same-day turnaround on documentation
Pab Organics Pvt. Ltd.,Non-government debt,CARE,B+/A4,10-06-2025,ULTRA HOT,17.00,CARE INC — rating lapsed 374 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Pab Organics Pvt. Ltd.,Term loans,CARE,B+,10-06-2025,ULTRA HOT,4.71,CARE INC — rating lapsed 374 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Parco Institute Of Medical Sciences Pvt. Ltd.,Term loans,CARE,D,19-05-2025,ULTRA HOT,87.00,CARE INC — rating lapsed 396 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Patil Construction & Infrastructure Ltd.,Term loans,CARE,D,14-05-2025,ULTRA HOT,24.58,CARE INC — rating lapsed 401 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Patwari Electricals Pvt. Ltd.,Bank Guarantee,CARE,A 4,10-06-2025,ULTRA HOT,6.50,CARE INC — rating lapsed 374 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Patwari Electricals Pvt. Ltd.,Non-government debt,CARE,C/A4,10-06-2025,ULTRA HOT,2.00,CARE INC — rating lapsed 374 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Phoenix Structural & Engg. Pvt. Ltd.,Letter Of credit,CARE,A 4,06-06-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 378 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Phoenix Structural & Engg. Pvt. Ltd.,Non-government debt,CARE,B-/A4,06-06-2025,ULTRA HOT,5.00,CARE INC — rating lapsed 378 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Phoenix Structural & Engg. Pvt. Ltd.,Non-government debt,CARE,B-/A4,06-06-2025,ULTRA HOT,2.00,CARE INC — rating lapsed 378 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Phoenix Structural & Engg. Pvt. Ltd.,Term loans,CARE,B-,06-06-2025,ULTRA HOT,4.37,CARE INC — rating lapsed 378 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Pibco Enterprises Pvt. Ltd.,Term loans,CARE,C,20-05-2025,ULTRA HOT,0.59,CARE INC — rating lapsed 395 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Poornima Handicrafts Pvt. Ltd.,Non-government debt,CARE,B-/A4,13-06-2025,ULTRA HOT,1.50,CARE INC — rating lapsed 371 days ago — Non-government debt,CRITICAL — 12+ months overdue: NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Prathvi Infrastructure Pvt. Ltd.,Bank Guarantee,CARE,A 4,19-06-2025,ULTRA HOT,3.00,CARE INC — rating lapsed 365 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Premier Solvents Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,09-05-2025,ULTRA HOT,0.66,CARE INC — rating lapsed 406 days ago — Fund based financial facility/instrument,CRITICAL — 12+ months overdue: CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Premier Solvents Pvt. Ltd.,Letter Of credit,CARE,A 4,09-05-2025,ULTRA HOT,3.00,CARE INC — rating lapsed 406 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Premier Solvents Pvt. Ltd.,Term loans,CARE,B-,09-05-2025,ULTRA HOT,0.14,CARE INC — rating lapsed 406 days ago — Term loans,CRITICAL — 12+ months overdue: CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Prognosys Medical Systems Pvt. Ltd.,Bank Guarantee,CARE,A 4,12-06-2025,ULTRA HOT,6.50,CARE INC — rating lapsed 372 days ago — Bank Guarantee,CRITICAL — 12+ months overdue: CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Prognosys Medical Systems Pvt. Ltd.,Letter Of credit,CARE,A 4,12-06-2025,ULTRA HOT,1.00,CARE INC — rating lapsed 372 days ago — Letter Of credit,CRITICAL — 12+ months overdue: CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
