Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,NCD_Flag,Sector,August_Priority,Call_Reason,August_Call_Group,ACER Pitch Angle,Urgency_Aug,Week_Sequence
Radharaman Cotspin Private Limited,Infomerics,Long Term Bank Facilities â€“ Cash Credit,IVR B- (INC)(Downgraded),2025-12-18,18.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Vinpack (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,17.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Tulip Cotspin Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,15.45,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
S E L Jegat Printers Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-18,14.16,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
IIT-ians Pace Education Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR B+ (INC)(Downgraded),2025-12-18,14.04,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,12.0,Standard,Steel & Metals,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
V V D & Sons Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,11.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Vivek Travels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,7.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Dugar Polymers Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-18,5.5,Standard,Chemicals/Pharma,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Mahesh Cotspin Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,5.5,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Vardhman Developers Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-18,4.57,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Satya Surya Aluminium Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,4.5,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Fund-Based,B,2025-12-18,4.5,Standard,Steel & Metals,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Corrtech International Ltd.,CRISIL,Term Loan,BB+,2025-12-18,3.98,Standard,IT/Technology,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Mahesh Cotspin Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,3.5,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shape Engineering Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.5,Standard,Manufacturing,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.5,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.5,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.37,Standard,Agro/Food,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Timespac India Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,3.03,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sudeep Exim Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-18,3.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Tulip Cotspin Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,3.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,2.9,Standard,Agro/Food,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sohan Industries Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,2.81,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Dugar Polymers Ltd.,ICRA,Term Loan,B+,2025-12-18,2.59,Standard,Chemicals/Pharma,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Naveen Filters Pvt. Ltd.,CRISIL,Non-Fund-Based,B+,2025-12-18,2.5,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Non-Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Radharaman Cotspin Private Limited,Infomerics,Short Term Bank Facilities â€“ Bank Guarantee,IVR A4 (INC)(Reaffirmed),2025-12-18,2.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shape Engineering Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,1.5,Standard,Manufacturing,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sohan Industries Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,1.19,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,1.14,Standard,Steel & Metals,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Corrtech International Ltd.,CRISIL,Term Loan,BB+,2025-12-18,1.02,Standard,IT/Technology,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Rexon Strips Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,1.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Rexon Strips Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,1.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shape Engineering Co. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,1.0,Standard,Manufacturing,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shape Engineering Co. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,1.0,Standard,Manufacturing,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Hariom Industries Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC) (Downgraded),2025-12-18,1.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shreeya Peanuts Pvt. Ltd.,BRICKWORK,Term Loan,B-,2025-12-18,0.72,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,0.58,Standard,Agro/Food,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,0.56,Standard,Steel & Metals,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Naveen Filters Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,0.31,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Timespac India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,0.25,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
S E L Jegat Printers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-18,0.1,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Yash Poly Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,0.05,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Chandrashekhar Exports Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-18,0.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Shreeya Peanuts Pvt. Ltd.,BRICKWORK,Fund-Based,B-,2025-12-18,0.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Manbhum Ispat Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),2025-12-19,181.72,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Dembla Valves Ltd.,IND-RA,Fund-Based,A 4,2025-12-19,100.0,Standard,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Maheshwari Mining Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,95.0,Standard,Mining,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Ashok Textile Mills Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,89.21,NCD — SEBI License Required,Agro/Food,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Goa Sponge & Power Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,80.0,NCD — SEBI License Required,Energy,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,BB,2025-12-19,75.55,Standard,Agro/Food,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Clifton Export Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,69.26,NCD — SEBI License Required,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
R S Development & Constructions India Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,67.89,NCD — SEBI License Required,Construction,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Superior Films Pvt. Ltd.,IND-RA,NCD/Bond,BB+/A4+,2025-12-19,64.5,NCD — SEBI License Required,Other,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Sahu Agro Business Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-12-19,58.34,Standard,Agro/Food,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
Kairali Steels & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,47.38,NCD — SEBI License Required,Steel & Metals,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
R K S Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,38.02,NCD — SEBI License Required,Steel & Metals,GHOST HOT — Dec 2026 escalation,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,GROUP A: Ghost HOT (December escalation),Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,HOT → escalating to ULTRA HOT by Dec 2026,Aug Wk2-4 (Aug 8-31): Ghost HOT by agency
