Company Name,Agency,Instrument,Rating,Rating Date,Days_INC,Current Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,Amount_Cr,Sector,NCD_Flag,Why Target,ACER Pitch Angle,Source
Radha Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radius Sumer Developers Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-01,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,600.0,Other,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radius Water Ltd.,ICRA,Non-government debt,D,2026-04-27,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.06,Other,NCD — SEBI License Required,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radius Water Ltd.,ICRA,Term loans,D,2026-04-27,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,19.94,Other,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Raghuveer Metal Inds. Ltd.,IND-RA,Non-government debt,C/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.0,Steel & Metals,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Raichur Bio-Energies Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,32.2,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,14.0,Other,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-14,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Energy/Power,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-14,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Energy/Power,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajasthan Powergen Transformer Pvt. Ltd.,CARE,Term loans,B-,2026-04-14,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.68,Energy/Power,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajinder Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,30.0,Construction/Infra,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,45.0,Steel & Metals,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Long term Loans,BB+,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.1,Steel & Metals,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Term loans,BB,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,38.34,Steel & Metals,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE,Term loans,BB+,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,12.56,Steel & Metals,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ram'S Assorted Cold Storage Ltd.,CRISIL,Long term Loans,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.0,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,63.0,Construction/Infra,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramiya Constructions Pvt. Ltd.,CRISIL,Long term Loans,BBB-,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,14.0,Construction/Infra,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramji Acro Ltd.,CRISIL,Long term Loans,B,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramji Acro Ltd.,CRISIL,Term loans,B,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.0,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rangotsav Lifestyle Pvt. Ltd.,IND-RA,Term loans,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,21.5,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rasha Ind. Pvt Ltd,ACUITE,Long term Loans,BB+,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.63,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rasha Ind. Pvt Ltd,ACUITE,Term loans,BB+,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,38.47,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratan Aluminum Recycling Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.0,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratan Aluminum Recycling Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.83,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratan Aluminum Recycling Pvt. Ltd.,CRISIL,Term loans,B,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.93,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rathi Bars Ltd.,CARE,Term loans,B-,2026-04-14,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.51,Other,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratnadeep Metal & Tubes Ltd.,IND-RA,Non-government debt,BB-/A4+,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,63.0,Steel & Metals,NCD — SEBI License Required,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ravina Health Care Pvt. Ltd.,CRISIL,Long term Loans,D,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.5,Healthcare,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ravina Health Care Pvt. Ltd.,CRISIL,Term loans,D,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,16.0,Healthcare,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ravindra Heraeus Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-08,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,150.0,Other,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rawalwasia Textile Inds. Pvt. Ltd.,CARE,Non-government debt,B-/A4,2026-04-08,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.0,Textiles,NCD — SEBI License Required,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rawmet Resources Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-27,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,79.0,Other,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rawmet Resources Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-27,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Other,NCD — SEBI License Required,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Raymix Concrete India Pvt. Ltd.,CARE,Term loans,D,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.98,Other,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Reeshav Automobiles Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.75,Automobiles,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Reeshav Automobiles Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,11.1,Automobiles,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Regent Granito India Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.03,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Regent Granito India Ltd.,ICRA,Term loans,D,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.33,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Regrow Biosciences Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.2,Other,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Relemac Technologies Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.5,IT/Technology,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Relemac Technologies Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.5,IT/Technology,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Relemac Technologies Pvt. Ltd.,CARE,Non-government debt,A 4,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,8.5,IT/Technology,NCD — SEBI License Required,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Relemac Technologies Pvt. Ltd.,CARE,Term loans,B-,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.06,IT/Technology,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Reliable Hitech Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.0,Construction/Infra,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Renaatus Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,217.0,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Renaatus Projects Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,20.0,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Richfield Fertilisers Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.75,Other,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Right Tight Fastners Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.0,Other,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Right Tight Fastners Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,406.52,Other,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Right Tight Fastners Pvt. Ltd.,CRISIL,Term loans,B,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,22.98,Other,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rikhabchand Sohanlall Ltd.,CRISIL,Letter Of credit,A 4,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Other,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Steel & Metals,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Long term Loans,BB,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.0,Steel & Metals,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rishi Auto Sales Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,12.0,Automobiles,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rockdrill Projects Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,32.0,Other,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.0,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.25,Other,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rohan Dyes & Intermediates Ltd.,ACUITE,Letter Of credit,A 4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rohan Dyes & Intermediates Ltd.,ACUITE,Short-term loan,A 4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.25,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rohan Dyes & Intermediates Ltd.,ACUITE,Term loans,C,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,32.0,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
