Company Name,Date,Agency,Instrument,Grade,Rating,Status,Amount,INC_Flag,Rating_Date,Amount_Num,Is_INC,Sector,Days_INC,Current_Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,NCD_Flag,Why_Target,ACER_Pitch,Source
R G Spinning Mills Pvt. Ltd.,02-04-2026,CARE,Term loans,Inadequate Safety,BB-,Reaffirmed,14.15,Y,2026-04-02,14.15,True,Textiles,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R K City Developers Pvt. Ltd.,15-04-2026,ICRA,Term loans,Default,D,Reaffirmed,2.00,Y,2026-04-15,2.0,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R K G International Pvt. Ltd.,28-04-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,Withdrawn,8.00,Y,2026-04-28,8.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R K Natural Fibre Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.80,Y,2026-04-02,6.8,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R K R Gold Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,Default,D,Reaffirmed,90.00,Y,2026-04-02,90.0,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R L J Polyfab Ltd.,28-04-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,1.25,Y,2026-04-28,1.25,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R L J Polyfab Ltd.,28-04-2026,ICRA,Term loans,High Risk,B+,Reaffirmed,4.54,Y,2026-04-28,4.54,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R M Drip & Sprinklers Systems Ltd.,10-04-2026,BRICKWORK,Bank Guarantee,High Risk,A 4,Withdrawn,0.50,Y,2026-04-10,0.5,True,IT/Technology,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R M Drip & Sprinklers Systems Ltd.,10-04-2026,BRICKWORK,Letter Of credit,High Risk,A 4,Withdrawn,1.00,Y,2026-04-10,1.0,True,IT/Technology,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R M Drip & Sprinklers Systems Ltd.,10-04-2026,BRICKWORK,Term loans,High Risk,B-,Withdrawn,5.80,Y,2026-04-10,5.8,True,IT/Technology,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R M P Fab Sourcing Pvt. Ltd.,28-04-2026,CRISIL,Long term Loans,High Risk,B,Downgraded,5.00,Y,2026-04-28,5.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R P A Unibakes Pvt. Ltd.,29-04-2026,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,Rating Watch,13.00,Y,2026-04-29,13.0,True,Other,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R P A Unibakes Pvt. Ltd.,29-04-2026,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,Rating Watch,0.24,Y,2026-04-29,0.24,True,Other,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R P A Unibakes Pvt. Ltd.,29-04-2026,ICRA,Term loans,Inadequate Safety,BB+,Rating Watch,67.76,Y,2026-04-29,67.76,True,Other,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R R & Company Pvt. Ltd.,09-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,0.85,Y,2026-04-09,0.85,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R S A L Steel Pvt. Ltd.,29-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,Reaffirmed,206.55,Y,2026-04-29,206.55,True,Steel & Metals,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R S A L Steel Pvt. Ltd.,29-04-2026,ICRA,Term loans,Default,D,Reaffirmed,35.59,Y,2026-04-29,35.59,True,Steel & Metals,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R S H Agro Products Ltd.,08-04-2026,ACUITE,Letter Of credit,Default,D,Reaffirmed,0.30,Y,2026-04-08,0.3,True,Agro/Food,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R S H Agro Products Ltd.,08-04-2026,ACUITE,Term loans,Default,D,Reaffirmed,2.00,Y,2026-04-08,2.0,True,Agro/Food,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R S R Infra Works (India) Pvt. Ltd.,02-04-2026,CARE,Bank Guarantee,High Risk,A 4,Downgraded,75.00,Y,2026-04-02,75.0,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
R S V Constructions Pvt. Ltd.,06-04-2026,CARE,Bank Guarantee,High Risk,A 4,Downgraded,54.50,Y,2026-04-06,54.5,True,Construction/Infra,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radha Industries Pvt. Ltd.,28-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,2026-04-28,1.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radius Sumer Developers Pvt. Ltd.,01-04-2026,BRICKWORK,Term loans,Default,D,Reaffirmed,600.00,Y,2026-04-01,600.0,True,Other,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radius Water Ltd.,27-04-2026,ICRA,Non-government debt,Default,D,Reaffirmed,6.06,Y,2026-04-27,6.06,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Radius Water Ltd.,27-04-2026,ICRA,Term loans,Default,D,Reaffirmed,19.94,Y,2026-04-27,19.94,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Raghuveer Metal Inds. Ltd.,02-04-2026,IND-RA,Non-government debt,Substantial Risk,C/A4,Reaffirmed,13.00,Y,2026-04-02,13.0,True,Steel & Metals,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Raichur Bio-Energies Pvt. Ltd.,02-04-2026,IND-RA,Term loans,Default,D,Reaffirmed,32.20,Y,2026-04-02,32.2,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,Default,D,Reaffirmed,14.00,Y,2026-04-02,14.0,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajasthan Powergen Transformer Pvt. Ltd.,14-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,3.00,Y,2026-04-14,3.0,True,Energy/Power,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajasthan Powergen Transformer Pvt. Ltd.,14-04-2026,CARE,Letter Of credit,High Risk,A 4,Reaffirmed,1.00,Y,2026-04-14,1.0,True,Energy/Power,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajasthan Powergen Transformer Pvt. Ltd.,14-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,2.68,Y,2026-04-14,2.68,True,Energy/Power,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajinder Infrastructure Pvt. Ltd.,13-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Withdrawn,30.00,Y,2026-04-13,30.0,True,Construction/Infra,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,10-04-2026,ACUITE,Bank Guarantee,High Risk,A 4+,Withdrawn,45.00,Y,2026-04-10,45.0,True,Steel & Metals,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,10-04-2026,ACUITE,Long term Loans,Inadequate Safety,BB+,Withdrawn,0.10,Y,2026-04-10,0.1,True,Steel & Metals,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,10-04-2026,ACUITE,Term loans,Inadequate Safety,BB,Withdrawn,38.34,Y,2026-04-10,38.34,True,Steel & Metals,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rajuri Steels & T M T Bars Pvt. Ltd.,10-04-2026,ACUITE,Term loans,Inadequate Safety,BB+,Withdrawn,12.56,Y,2026-04-10,12.56,True,Steel & Metals,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ram'S Assorted Cold Storage Ltd.,10-04-2026,CRISIL,Long term Loans,Default,D,Reaffirmed,9.00,Y,2026-04-10,9.0,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramiya Constructions Pvt. Ltd.,13-04-2026,CRISIL,Bank Guarantee,Moderate Safety,A 3,Downgraded,63.00,Y,2026-04-13,63.0,True,Construction/Infra,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramiya Constructions Pvt. Ltd.,13-04-2026,CRISIL,Long term Loans,Moderate Safety,BBB-,Reaffirmed,14.00,Y,2026-04-13,14.0,True,Construction/Infra,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramji Acro Ltd.,28-04-2026,CRISIL,Long term Loans,High Risk,B,Downgraded,1.00,Y,2026-04-28,1.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ramji Acro Ltd.,28-04-2026,CRISIL,Term loans,High Risk,B,Downgraded,9.00,Y,2026-04-28,9.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rangotsav Lifestyle Pvt. Ltd.,02-04-2026,IND-RA,Term loans,Default,D,Reaffirmed,21.50,Y,2026-04-02,21.5,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rasha Ind. Pvt Ltd,17-04-2026,ACUITE,Long term Loans,Inadequate Safety,BB+,Downgraded,0.63,Y,2026-04-17,0.63,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rasha Ind. Pvt Ltd,17-04-2026,ACUITE,Term loans,Inadequate Safety,BB+,Downgraded,38.47,Y,2026-04-17,38.47,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratan Aluminum Recycling Pvt. Ltd.,17-04-2026,CRISIL,Fund based financial facility/instrument,High Risk,B,Withdrawn,13.00,Y,2026-04-17,13.0,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratan Aluminum Recycling Pvt. Ltd.,17-04-2026,CRISIL,Long term Loans,High Risk,B,Withdrawn,2.83,Y,2026-04-17,2.83,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratan Aluminum Recycling Pvt. Ltd.,17-04-2026,CRISIL,Term loans,High Risk,B,Withdrawn,0.93,Y,2026-04-17,0.93,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rathi Bars Ltd.,14-04-2026,CARE,Term loans,High Risk,B-,Downgraded,7.51,Y,2026-04-14,7.51,True,Other,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ratnadeep Metal & Tubes Ltd.,28-04-2026,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Withdrawn,63.00,Y,2026-04-28,63.0,True,Steel & Metals,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ravina Health Care Pvt. Ltd.,28-04-2026,CRISIL,Long term Loans,Default,D,Reaffirmed,6.50,Y,2026-04-28,6.5,True,Healthcare,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ravina Health Care Pvt. Ltd.,28-04-2026,CRISIL,Term loans,Default,D,Reaffirmed,16.00,Y,2026-04-28,16.0,True,Healthcare,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ravindra Heraeus Pvt. Ltd.,08-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,150.00,Y,2026-04-08,150.0,True,Other,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rawalwasia Textile Inds. Pvt. Ltd.,08-04-2026,CARE,Non-government debt,High Risk,B-/A4,Downgraded,13.00,Y,2026-04-08,13.0,True,Textiles,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Rawmet Resources Pvt. Ltd.,27-04-2026,CARE,Letter Of credit,High Risk,A 4,Reaffirmed,79.00,Y,2026-04-27,79.0,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
