Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates_To,Escalation_Date,Escalation_Month,Calling_Sequence,Amt_num,Amount_Cr_Display,Sector_Final,NCD_Flag,Source,Why Target,ACER Pitch Angle
Rangoli Industries Pvt. Ltd.,CRISIL,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.88,Rs0.88 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Masti Health & Beauty Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.8,Rs0.80 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deb Paints Pvt. Ltd.,CRISIL,Bank Guarantee,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.8,Rs0.80 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Swastika Steel & Allied Products Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.8,Rs0.80 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Praveen Aroma Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.75,Rs0.75 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Unique Forgings (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.75,Rs0.75 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Universal Speciality Chemicals Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.75,Rs0.75 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mediplus (India) Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.75,Rs0.75 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footarts Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.74,Rs0.74 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shyamjoti Rice Mill Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.7,Rs0.70 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrawasthi Agrotech Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.69,Rs0.69 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kohinoor Grain Processing Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.65,Rs0.65 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
G P Designs Pvt. Ltd.,CRISIL,Term Loan,BB,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.63,Rs0.63 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footwears Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.6,Rs0.60 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pragati Ingots & Power Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.6,Rs0.60 Cr,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.58,Rs0.58 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Versabyte Data Systems Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.57,Rs0.57 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.56,Rs0.56 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M S G All Trdg. Intl. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.55,Rs0.55 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Suryodaya Edibles (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.54,Rs0.54 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sankar J P Sealing Technologies Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shanti Structure Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jaihanuman Cotton Gng. Mills Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chandras' Chemical Enterprises Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Emmtex Synthetics Ltd.,CRISIL,Letter of Credit,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Emmtex Synthetics Ltd.,CRISIL,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Adhunik Infrastructures Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Cordoba Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Cordoba Engineering Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J D C India Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R N Knitfab Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ostern Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Fund-Based,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishwa Glass & Ceramics Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shahlon Silk Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.5,Rs0.50 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rangoli Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.43,Rs0.43 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Deb Paints Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.4,Rs0.40 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Nav Durga Textile Processors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.4,Rs0.40 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shankar Equipments Ltd.,CRISIL,Fund-Based,BB-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.39,Rs0.39 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sukata Tractor Parts Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.35,Rs0.35 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Naveen Filters Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.31,Rs0.31 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrawasthi Agrotech Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.31,Rs0.31 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Alphamed Formulations Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.3,Rs0.30 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manglam Infra & Engg. Ltd.,CRISIL,Fund-Based,BB+,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.3,Rs0.30 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kent Intelligent Transportation Systems (India) Pvt. Ltd.,CRISIL,Fund-Based,BB,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.3,Rs0.30 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Parmeshwar Steels Pvt. Ltd.,CRISIL,Fund-Based,BB+,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.28,Rs0.28 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jiwanram Sheoduttrai Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.25,Rs0.25 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K B A Agrotech Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.25,Rs0.25 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.25,Rs0.25 Cr,Trading/Exports,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Timespac India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.25,Rs0.25 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Osaw Agro Inds. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.25,Rs0.25 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rasika Motors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.25,Rs0.25 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maa Shitala Agro Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.24,Rs0.24 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Nav Durga Textile Processors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.24,Rs0.24 Cr,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.2,Rs0.20 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mediplus (India) Ltd.,CRISIL,Term Loan,B,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.12,Rs0.12 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maa Shitala Agro Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.11,Rs0.11 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Healthcaps India Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.1,Rs0.10 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rasika Motors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.1,Rs0.10 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Joyguru Cold Storage Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.07,Rs0.07 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Madras Radiators & Pressings Ltd.,CRISIL,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.05,Rs0.05 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Universal Speciality Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,"Call Oct–Nov 2026 — 6+ months HOT NOW, escalate Dec",0.05,Rs0.05 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
