Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Amount_Cr,Sector,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Ghost_HOT_Note
H E S Infra Ltd.,IND-RA,Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,802.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
H E S Infra Ltd.,IND-RA,Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,289.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
P C Patel Infra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,135.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Waterfront Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,60.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Term Loan,BB+,2025-12-17,HOT,ULTRA HOT,2026-12-17,43.37,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Eurocoustic Products Ltd.,CRISIL,Non-Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,40.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
B P R Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB-,2025-12-17,HOT,ULTRA HOT,2026-12-17,35.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Chain-Sys Software Exports Pvt. Ltd.,CRISIL,Term Loan,BB-,2025-12-17,HOT,ULTRA HOT,2026-12-17,32.0,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Wadia Techno-Engineering Services Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,30.0,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
General Petrochemicals Pvt. Ltd.,CARE,Term Loan,BB-,2025-12-17,HOT,ULTRA HOT,2026-12-17,25.13,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tirumala Seven Hills Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,23.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
B P R Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,20.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ostern Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,17.4,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Eurocoustic Products Ltd.,CRISIL,Fund-Based,BB+,2025-12-17,HOT,ULTRA HOT,2026-12-17,10.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Non-Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,10.0,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vipul Chemicals (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,8.5,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,8.0,Jewellery,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,NCD/Bond,BB+/A4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,5.63,Chemicals/Pharma,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Lahoti Motors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,5.5,Other,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sai Primus Lifebiotech Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-17,HOT,ULTRA HOT,2026-12-17,5.25,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sumip Composites Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,5.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,4.75,Other,Trading/Exports,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sumip Composites Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,4.6,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Progressive Fertichem Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,4.0,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vishva Vishal Refractory Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,4.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mahesh Sunny Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,3.74,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Pavan Cotton Products Pvt. Ltd.,ICRA,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,3.64,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ostern Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,3.35,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Sumip Composites Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,3.3,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Crescent Tanners Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,3.2,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
P C Patel Infra Pvt. Ltd.,BRICKWORK,Term Loan,BB-,2025-12-17,HOT,ULTRA HOT,2026-12-17,3.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vishva Vishal Refractory Ltd.,ICRA,Term Loan,BB,2025-12-17,HOT,ULTRA HOT,2026-12-17,2.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Pentagon Forge & Machine Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,2.45,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Marino Cables India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,2.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
B P R Infrastructure Pvt. Ltd.,BRICKWORK,Fund-Based,BB-,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.84,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ostern Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.75,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Lahoti Motors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.5,Other,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mahesh Sunny Enterprises Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.38,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Progressive Fertichem Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.2,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Progressive Fertichem Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.2,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.02,Jewellery,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Fenasia Ltd.,CARE,NCD/Bond,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.0,Other,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tirumala Seven Hills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,1.0,Other,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Samkit Diamond Export Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.98,Jewellery,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Pentagon Forge & Machine Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.97,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Crescent Tanners Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Ostern Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
General Petrochemicals Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.46,Chemicals/Pharma,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Utkal Metallics Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.4,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shree Gopal Govind Sponge Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.35,Other,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.25,Other,Trading/Exports,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Pavan Cotton Products Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.24,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.0,Jewellery,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tirumala Seven Hills Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tirumala Seven Hills Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,0.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Corrtech International Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,HOT,ULTRA HOT,2026-12-18,270.0,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Hariom Industries Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC) (Downgraded),2025-12-18,HOT,ULTRA HOT,2026-12-18,155.4,Other,Manufacturing,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-18 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
