Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Aug_Week,RM_Tier,Call_Window,Why Target,ACER Pitch Angle,Recommended_Action
Safety Controls & Devices Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,42.0,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Eldyne Electro-Systems Pvt. Ltd.,CARE,NCD/Bond,BB/A4,05-Nov-2025,41.32,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk1 (Nov 1-7),INC rating hits ULTRA HOT threshold on 2026-11-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Harihar Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,41.31,Steel & Metals,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shiva-Parvati Poultry Feed Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,41.07,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ace Commercial Co. Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,40.46,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
B T W-Atlanta Transformers India Pvt. Ltd.,CARE,NCD/Bond,C/A4,26-Feb-2026,40.0,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kerafibertex International Pvt. Ltd.,CARE,NCD/Bond,BB/A4,05-Mar-2026,40.0,Textiles,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Golden Seams Inds. Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,27-Feb-2026,40.0,Jewellery/Gems,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vijay Sheets & Strips Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,40.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Prashu Minerals & Services Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,40.0,Mining & Minerals,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
B C Sen & Co. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,39.5,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S & I B Services Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Nov-2025,38.0,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk3 (Nov 15-21),INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kineta Global Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,38.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Oriental Edumed Pvt. Ltd.,CARE,NCD/Bond,B/A4,2026-03-26,37.82,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Infres Methodex Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,37.8,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vipul Organics Ltd.,IND-RA,NCD/Bond,B/A4,2026-03-25,37.15,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Zen Shipping & Ports India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,35.3,Logistics,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Akansha Shipbreaking Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,2026-03-31,35.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Surajbhan Rajkumar Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-16,35.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mehadia Sales Trade Corpn. Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,35.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
R S G Exports Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,35.0,Logistics,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Speedy Multimodes Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,34.5,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Hetro Spinners Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,34.27,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Andhra Ferro Alloys Ltd.,ICRA,Non-government debt,D,2026-04-10,33.5,Steel & Metals,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mittapally Agro Products Pvt. Ltd.,CARE,Non-government debt,D,2026-04-14,32.5,Agro & Food,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Balaji Oil Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,32.39,Energy,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Central India Engg. Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-27,32.32,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Prime Retail India Ltd.,IND-RA,Non-government debt,D,2026-04-02,31.75,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Patiala Cotspin Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,31.65,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S S V Spinners Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,30.7,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
B N T Connections Impex Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,30.55,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
A S Motors Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,30.29,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shubha Proteins Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,25-Feb-2026,30.0,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
T L G Agro Traders Pvt. Ltd.,BRICKWORK,NCD/Bond,B-/A4,2026-03-11,30.0,Agro & Food,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Balaji Fiber Reinforce Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,30.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
P E Erectors Pvt. Ltd.,IND-RA,Non-government debt,BB-/A4+,2026-04-02,30.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Savla Foods & Cold Storage Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-26,29.39,Agro & Food,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Arena Lifestyles Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,29.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Klassik Lamitex Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,27.76,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bon Ton Softwares Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,26.14,IT/Technology,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Meena Agency Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-30,26.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ramya Reprographic Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,25.5,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Siddhartha Innopack Inds. Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,25.48,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mohan Mutha Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,25.0,Logistics,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Primitus Industries Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,25.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mackintosh Burn Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,24.45,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Swift Securitas Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,26-Feb-2026,24.35,BFSI,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ved Cellulose Ltd.,IND-RA,Non-government debt,C/A4,2026-04-02,24.23,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Suvarna Shilpi Jewellers Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,2026-03-23,24.0,Jewellery,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-23 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dhanlaxmi Electricals Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,23.0,Energy/Power,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Geetha Krishna Spg. Mills Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,23.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
P P Pandey Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,22.6,Construction,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Zenith Exports Ltd.,ICRA,NCD/Bond,B+/A4,25-Feb-2026,22.0,Logistics,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shivam Motors Pvt. Ltd.,ICRA,NCD/Bond,C/A4,28-Nov-2025,22.0,Automobiles,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Pragati Marine Services Pvt. Ltd.,ICRA,Non-government debt,D,2026-04-15,21.05,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sri Saravana Tex Exports India Pvt. Ltd.,BRICKWORK,NCD/Bond,C,2026-03-11,21.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
