Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Pipeline_Window,Call_Window,Captured_In_Aug_RM_Plan,Why Target,ACER Pitch Angle,Recommended_Action
Manjeera Constructions Ltd.,IND-RA,Non-government debt,D,2026-04-02,15.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Starwing Plastic & Chemicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,15.0,Chemicals & Pharma,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vashu Yarn Mills India Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,14.05,Textiles,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,14.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Chetan Overseas Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,13.5,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
A K Lumbers Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,13.5,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Lyka B D R Intl. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,13.4,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
James Retail Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,13.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Raghuveer Metal Inds. Ltd.,IND-RA,Non-government debt,C/A4,2026-04-02,13.0,Steel & Metals,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ganges Gardens Realtors Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.5,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Narayanadri Hospitals & Research Institute Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.36,Healthcare,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sahara Engineering Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.25,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Hercules Hospitalities Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.02,Healthcare,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
D C S Techno Services Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.0,IT/Technology,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
K P Polyolefin Sacks Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,11.48,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maini Construction Equipments Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.9,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Brindha Cotton Mills Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.57,Agro & Food,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Lenz Ceramic Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,10.5,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S K Translines Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,10.33,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bhartia Yarns Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,10.0,Textiles,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bhopal Tractors Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,10.0,Automobiles,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Millenium Marbles Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,10.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Arrow Constructions Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Biomedix Optotechnik & Devices Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.91,IT/Technology,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sri Power Generation (India) Pvt. Ltd. [Merged],IND-RA,Non-government debt,B-/A4,2026-04-02,8.25,Energy/Power,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S O W I L Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.04,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Coirfoam (India) Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.98,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jajoo Surgicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.96,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Blue Duck Textiles Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,7.83,Textiles,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Haldia Nirman Projects Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,7.65,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shree Dulichand Chemicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.5,Chemicals & Pharma,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Arunodaya Print Pack Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.12,Paper/Packaging,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S D M Projects Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.0,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
R K Natural Fibre Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.8,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Price & Buckland (India) Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.3,Agro & Food,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Narmada Agrobase Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.23,Agro & Food,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
3 G Telecom Infra India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.04,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Cleantec Infra Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,6.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vijay Jindal Builders Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,6.0,Construction,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Punjab Metal Works Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,5.5,Steel & Metals,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Regrow Biosciences Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,5.2,Other,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
B A S S Minerals India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,5.0,Mining & Minerals,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mahalaxmi Automotives Wheels Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,2.3,Automobiles,LOW (<90 days),Q2 2027,HOT by Jan 2027,False,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Lulu India Shopping Mall Pvt. Ltd.,IND-RA,NCD/Bond,BBB/A3+,2026-03-11,120.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Asclepius Hospitals & Health Care Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2026-03-27,49.81,Healthcare,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vipul Organics Ltd.,IND-RA,NCD/Bond,B/A4,2026-03-25,37.15,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S S V Fab Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2026-03-24,21.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,False,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shri Ambalika Sugar Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,550.0,Agro & Food,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
B L Agro Inds. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,352.0,Agro & Food,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Standard Infratech India Pvt. Ltd.,IND-RA,NCD/Bond,BB+/A4+,06-Oct-2025,163.05,Construction,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),False,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shiv Aum Steels Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,65.0,Steel & Metals,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kandui Industries Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,56.89,Manufacturing,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Trijal Enterprise Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,55.0,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shyam Spectra Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,28-Nov-2025,52.17,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kumar Spintex Pvt. Ltd.,IND-RA,NCD/Bond,BB-/A4+,11-Nov-2025,43.27,Other,MEDIUM,October 2026,Nov Wk2 (Nov 8-14),False,INC rating hits ULTRA HOT threshold on 2026-11-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Safety Controls & Devices Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,42.0,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Harihar Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,41.31,Steel & Metals,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Hindustan Prefab Ltd.,IND-RA,NCD/Bond,B-/A4,17-Oct-2025,40.0,Other,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Piyush Infratech Pvt. Ltd.,IND-RA,NCD/Bond,B+/A4,17-Oct-2025,40.0,Construction,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),False,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Prashu Minerals & Services Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,40.0,Mining & Minerals,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
R S G Exports Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,35.0,Logistics,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),False,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
