Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,Sector,State,INC,Why Target,ACER Pitch Angle
Kerala Paper Products Ltd.,Letter Of credit,CRISIL,D,19-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; medium urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Hindusthan National Glass & Inds. Ltd.,Non-government debt,CARE,D,19-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CARE; medium urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Hanumat Wires Udyog Pvt. Ltd.,Long term Loans,CRISIL,B,19-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; medium urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Kay Bee Indl. Alloys Pvt. Ltd.,Short-term loan,CRISIL,A 4,19-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; medium urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Hassia Packaging Pvt. Ltd.,Letter Of credit,CRISIL,A 4,19-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; medium urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Koshal Ceramics Pvt. Ltd.,Term loans,ACUITE,BB-,18-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; medium urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
A M W Autocomponent Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,D,18-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; medium urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Sysco Industries Ltd.,Term loans,BRICKWORK,D,17-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; medium urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
K K P Garments Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B+,17-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; medium urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Rajiv Automobiles Pvt. Ltd.,Letter Of credit,CRISIL,B,16-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; medium urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
R K Electric Automation Ltd.,Bank Guarantee,CRISIL,A 4,16-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; medium urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Macneill Engineering Ltd.,Term loans,CARE,B,16-06-2025,MEDIUM,Manufacturing,,Y,D365 INC company — not cooperating with CARE; medium urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Dynamic Air Engineering India Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (ISSUER NOT COOPERATING),"June 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Fusion Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (ISSUER NOT COOPERATING),"August 7, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Indo Farm Equipment Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),"August 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Indo Farm Equipment Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Reaffirmed),"August 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Valiant Glass Works Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"July 31, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Valiant Glass Works Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"July 31, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Valiant Glass Works Private Limited,Proposed Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"July 31, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shirdi Sai Electricals Limited,Long Term Facilities,Infomerics,IVR BBB (Downgraded),"November 12, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shirdi Sai Electricals Limited,Short Term Facilities,Infomerics,IVR A3+ (Downgraded),"November 12, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Amulyamica Industries Private Limited (Erstwhile Purbanchal Laminates Private Limited),Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"September 30, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Amulyamica Industries Private Limited (Erstwhile Purbanchal Laminates Private Limited),Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"September 30, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Anand Engineering Products Private Limited,Long Term Instruments/Facilities,Infomerics,IVR BB+ (Reaffirmed),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Anand Engineering Products Private Limited,Short Term Instruments/Facilities,Infomerics,IVR A4+ (Assigned),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Anand Engineering Products Private Limited,Short Term Instruments/Facilities,Infomerics,IVR A4+ (Reclassified),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Amba Shakti Industries Limited,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),"October 14, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Amba Shakti Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Upgraded),"October 14, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
KGN Electricals,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"August 29, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
KGN Electricals,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"August 29, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Anand Engineering Products Private Limited,Long Term Instruments/Facilities,Infomerics,IVR BB+ (Reaffirmed),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Anand Engineering Products Private Limited,Short Term Instruments/Facilities,Infomerics,IVR A4+ (Assigned),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Anand Engineering Products Private Limited,Short Term Instruments/Facilities,Infomerics,IVR A4+ (Reclassified),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Amba Shakti Industries Limited,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),"October 14, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Amba Shakti Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Upgraded),"October 14, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
KGN Electricals,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"August 29, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
KGN Electricals,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"August 29, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Pelicans Automotive and Promotional Products Private Limited,Long Term Facilities,Infomerics,IVR BB (Reaffirmed),"July 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Pelicans Automotive and Promotional Products Private Limited,Short Term Facilities,Infomerics,IVR A4 (Reaffirmed),"July 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Duroply Industries Limited (formerly Sarda Plywood Industries Limited),Long Term Bank Facilities,Infomerics,IVR BB (Upgraded and Withdrawn),"July 7, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Duroply Industries Limited (formerly Sarda Plywood Industries Limited),Short Term Bank Facilities,Infomerics,IVR A4 (Upgraded and Withdrawn),"July 7, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
BCL Industries Limited,Long term Bank Facilities,Infomerics,IVR A+ (Reaffirmed),"October 28, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
BCL Industries Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR A+ (Reaffirmed),"October 28, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
BCL Industries Limited,Short Term Bank Facilities-(Non Fund Based limits),Infomerics,IVR A1+ (Reaffirmed),"October 28, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Aarryaveer Oil Industries Private Limited,Long term Bank Facilities,Infomerics,IVR B+ (Assigned),"November 13, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Aarryaveer Oil Industries Private Limited,Long term Bank Facilities,Infomerics,Withdrawn,"November 13, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rawalwasia Textile Industries Private Limited,Long Term Facilities,Infomerics,IVR BBB (Reaffirmed),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rawalwasia Textile Industries Private Limited,Short Term Facilities,Infomerics,IVR A3+ (Reaffirmed),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Palriwal Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"August 20, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Palriwal Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"August 20, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Hindustan Equipments Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"August 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Hindustan Equipments Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"August 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
S.G.S Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),"September 22, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
K&R Rail Engineering Limited,Long Term Bank Facilities,Infomerics,IVR BB (Downgraded),"November 20, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
K&R Rail Engineering Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Downgraded),"November 20, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kennigton Industries Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),"November 25, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kennigton Industries Private Limited,Short Term Facilities,Infomerics,IVR A3 (Reaffirmed),"November 25, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gajkesari Steel and Alloys Private Limited,Long Term Fund Based Bank Facilities â€“ Term Loan,Infomerics,IVR BBB+ (Reaffirmed),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gajkesari Steel and Alloys Private Limited,Long Term Fund Based Bank Facilities - Cash Credit,Infomerics,IVR BBB+ (Reaffirmed),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gajkesari Steel and Alloys Private Limited,Short Term Non-Fund Based Bank Facilities â€“ Bank Guarantee,Infomerics,IVR A2 (Reaffirmed),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gajkesari Steel and Alloys Private Limited,Proposed Long term/Short term Facilities,Infomerics,IVR BBB+/ IVR A2 (Assigned),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Chennai Rice Industries India Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB,"October 9, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Inventaa Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"August 14, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Inventaa Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"August 14, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Accurate Industrial Controls Private Limited (AICPL),Long Term Bank Facilities,Infomerics,IVR BB+ (Downgraded),"June 18, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Accurate Industrial Controls Private Limited (AICPL),Short Term Bank Facilities,Infomerics,IVR A4+ (Downgraded),"June 18, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Accurate Industrial Controls Private Limited (AICPL),Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BB+/ IVR A4+ (Downgraded),"June 18, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sai Hanumant Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"July 2, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sai Hanumant Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Assigned),"July 2, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rajshri Iron Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded and Withdrawn),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rajshri Iron Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded and Withdrawn),"September 26, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Panem Industries Private Limited,Long Term Bank Instruments,Infomerics,IVR BBB- (Reaffirmed),"July 22, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Akar Auto Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"November 11, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Akar Auto Industries Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"November 11, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Jailaxmi Casting & Alloys Private Limited,Long Term Bank Facilities- Cash Credit,Infomerics,IVR BBB+ (Upgraded),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Jailaxmi Casting & Alloys Private Limited,Long Term Bank Facilities- Cash Credit,Infomerics,Withdrawn,"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Jailaxmi Casting & Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Assigned),"December 3, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ishaan Metplast Synergy Limited (Erstwhile Ishaan Plastics Private Limited),Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"September 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ishaan Metplast Synergy Limited (Erstwhile Ishaan Plastics Private Limited),Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"September 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Silver Consumer Electricals Private Limited,Long Term Fund Based Facilities,Infomerics,IVR BBB (Upgraded and Withdrawn),"October 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Yash Resources Recycling Limited (Erstwhile Yash Pigments Limited),Long Term Facilities,Infomerics,IVR A- (Upgraded),"August 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Yash Resources Recycling Limited (Erstwhile Yash Pigments Limited),Short Term Facilities,Infomerics,IVR A2+ (Upgraded),"August 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Salasar Techno Engineering Limited,Long Term Bank Facilities,Infomerics,IVR A (Reaffirmed),"October 7, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Salasar Techno Engineering Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Reaffirmed),"October 7, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Autoline Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),"June 23, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Autoline Industries Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Upgraded),"June 23, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Luminaz Safety Glass Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Upgraded),"July 17, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Luminaz Safety Glass Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Upgraded),"July 17, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Luminaz Safety Glass Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Assigned),"July 17, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nahars Engineering India Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Upgraded),"July 17, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nahars Engineering India Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Upgraded),"July 17, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nahars Engineering India Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Assigned),"July 17, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bindal Papers Mills Limited,Long term Bank Facilities,Infomerics,IVR A- (Reaffirmed),"June 16, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bindal Papers Mills Limited,Short Term bank Facilities,Infomerics,IVR A2+ (Reaffirmed),"June 16, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Mauli Metal Industries Private Limited,Long Term Facilities,Infomerics,IVR BBB-,"December 12, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Mauli Metal Industries Private Limited,Long Term Facilities,Infomerics,IVR BBB-,"December 12, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
RMC Switchgears Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"July 2, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
RMC Switchgears Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"July 2, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Delton Cables Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"September 2, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Delton Cables Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"September 2, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
ECE Industries Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),"August 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
ECE Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Reaffirmed),"August 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kalika Steel Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),"July 21, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kalika Steel Alloys Private Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR A- (Assigned),"July 21, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kalika Steel Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Reaffirmed),"July 21, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kalika Steel Alloys Private Limited,Short Term Bank Facilities - Proposed,Infomerics,IVR A2+ (Assigned),"July 21, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Mangalam Alloys Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"July 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Mangalam Alloys Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"July 8, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bharat industrial Enterprises Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"July 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bharat industrial Enterprises Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"July 1, 2025",MEDIUM,Manufacturing,,N,"Infomerics client, medium urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
