Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Khyati Ispat Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-15,272,MEDIUM,YES,5.00,Other/Diversified,"Brickwork INC — mandate lapsed 272d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
K G R Enterprises Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-09-15,272,MEDIUM,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 272d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Inderjit Mehta Constructions Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-15,272,MEDIUM,YES,200.00,Construction,"Brickwork INC — mandate lapsed 272d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shree Papers Ltd. [Merged],Brickwork,Term loans,D,2025-09-15,272,MEDIUM,YES,1.18,Other/Diversified,"Brickwork INC — mandate lapsed 272d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Crown Corporation Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-15,272,MEDIUM,YES,16.00,Other/Diversified,"Brickwork INC — mandate lapsed 272d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Stellar Cables & Infrastructure Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-16,271,MEDIUM,YES,,Manufacturing,"Brickwork INC — mandate lapsed 271d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Blue Water Foods & Exports Pvt. Ltd.,Brickwork,Term loans,D,2025-09-16,271,MEDIUM,YES,15.00,Infrastructure,"Brickwork INC — mandate lapsed 271d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Abellon Cleanenergy Ltd.,Brickwork,Letter Of credit,B-,2025-09-17,270,MEDIUM,YES,4.32,Power & Energy,"Brickwork INC — mandate lapsed 270d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sai Infraconstructions Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-17,270,MEDIUM,YES,7.00,Infrastructure,"Brickwork INC — mandate lapsed 270d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rich Prints Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-17,270,MEDIUM,YES,0.14,Other/Diversified,"Brickwork INC — mandate lapsed 270d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sambandam Spinning Mills Ltd.,Brickwork,Fund based financial facility/instrument,A 4,2025-09-17,270,MEDIUM,YES,1.62,Textiles,"Brickwork INC — mandate lapsed 270d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Deccan Hydraulics Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-09-17,270,MEDIUM,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 270d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Alex Astral Power Pvt. Ltd.,Brickwork,Term loans,B-,2025-09-17,270,MEDIUM,YES,207.49,Power & Energy,"Brickwork INC — mandate lapsed 270d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Chemenergy Biofuels Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-18,269,MEDIUM,YES,4.00,Power & Energy,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lyrus Life Sciences Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-09-18,269,MEDIUM,YES,2.00,Other/Diversified,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Stelmec Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4+,2025-09-18,269,MEDIUM,YES,280.00,Other/Diversified,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kartikeya Industries Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-18,269,MEDIUM,YES,4.00,Manufacturing,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sri Lakshmi Srinivasa Jute Mills Pvt. Ltd.,Brickwork,Term loans,D,2025-09-18,269,MEDIUM,YES,27.58,Other/Diversified,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Satidadi Agro Mfrs. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-18,269,MEDIUM,YES,1.00,Agro & Food,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lord Balaji Warehousing Pvt. Ltd.,Brickwork,Term loans,C,2025-09-18,269,MEDIUM,YES,7.48,Construction,"Brickwork INC — mandate lapsed 269d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
N R C Industries Ltd.,Brickwork,Letter Of credit,A 4,2025-09-19,268,MEDIUM,YES,27.00,Manufacturing,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Damara Gold Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-09-19,268,MEDIUM,YES,31.50,Other/Diversified,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Trafo Power & Electricals Pvt. Ltd,Brickwork,Bank Guarantee,A 4,2025-09-19,268,MEDIUM,YES,7.60,Manufacturing,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Galaxy Transmissions Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4,2025-09-19,268,MEDIUM,YES,88.00,Power & Energy,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mahalaxmi Commercial Services Pvt. Ltd.,Brickwork,Term loans,B-,2025-09-19,268,MEDIUM,YES,42.11,Other/Diversified,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Arjun Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-09-19,268,MEDIUM,YES,1.00,Chemicals,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G I C Insuflex Conductors Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-19,268,MEDIUM,YES,0.05,Other/Diversified,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rahul Ferromet & Engg. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-19,268,MEDIUM,YES,8.50,Other/Diversified,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Oriental Ceramics & Refractories Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-19,268,MEDIUM,YES,8.00,Manufacturing,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Globe Capacitors Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-09-19,268,MEDIUM,YES,8.50,Other/Diversified,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Peaks Auto Jammu Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-09-19,268,MEDIUM,YES,12.00,Manufacturing,"Brickwork INC — mandate lapsed 268d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Yashodhara Super-Speciality Hospital Pvt. Ltd.,Brickwork,Term loans,B+,2025-09-22,265,MEDIUM,YES,44.09,Healthcare,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
V K S-Seopur Baroda Corridor Pvt. Ltd.,Brickwork,Term loans,C,2025-09-22,265,MEDIUM,YES,42.39,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Paswara Papers Ltd.,Brickwork,Term loans,B+,2025-09-22,265,MEDIUM,YES,73.89,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kesar Craft Packaging Pvt. Ltd.,Brickwork,Term loans,B-,2025-09-22,265,MEDIUM,YES,4.18,Manufacturing,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
V K S-Gormi Udotgarh Corridor Pvt. Ltd.,Brickwork,Term loans,C,2025-09-22,265,MEDIUM,YES,26.67,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Supreme (India) Impex Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-09-22,265,MEDIUM,YES,250.85,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ess Ess Kay Engg. Co. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-22,265,MEDIUM,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Promac Engineering Inds. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-22,265,MEDIUM,YES,41.00,Manufacturing,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Satyam Caterers Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-22,265,MEDIUM,YES,24.00,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Dr. Datsons Labs Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-09-22,265,MEDIUM,YES,320.00,Other/Diversified,"Brickwork INC — mandate lapsed 265d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Surya Cons Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-23,264,MEDIUM,YES,45.00,Other/Diversified,"Brickwork INC — mandate lapsed 264d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Enzen Global Solutions Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-23,264,MEDIUM,YES,70.00,Other/Diversified,"Brickwork INC — mandate lapsed 264d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Wave Megacity Centre Pvt. Ltd.,Brickwork,Term loans,D,2025-09-24,263,MEDIUM,YES,380.00,Other/Diversified,"Brickwork INC — mandate lapsed 263d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Wave Industries Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B+,2025-09-24,263,MEDIUM,YES,438.11,Manufacturing,"Brickwork INC — mandate lapsed 263d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Tamilnadu Cements Corpn. Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4,2025-09-24,263,MEDIUM,YES,25.00,Other/Diversified,"Brickwork INC — mandate lapsed 263d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
I D Sood Ispats Pvt. Ltd.,Brickwork,Term loans,C,2025-09-24,263,MEDIUM,YES,1.18,Other/Diversified,"Brickwork INC — mandate lapsed 263d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Reliance Broadcast Network Ltd.,Brickwork,Term loans,D,2025-09-24,263,MEDIUM,YES,48.63,Infrastructure,"Brickwork INC — mandate lapsed 263d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Brahmani Developers Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-25,262,MEDIUM,YES,2.50,Construction,"Brickwork INC — mandate lapsed 262d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Brahm (Alloys) Ltd.,Brickwork,Bank Guarantee,D,2025-09-25,262,MEDIUM,YES,0.50,Steel & Metals,"Brickwork INC — mandate lapsed 262d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Cybercity Builders & Developers Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,BB,2025-09-25,262,MEDIUM,YES,31.40,Construction,"Brickwork INC — mandate lapsed 262d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
P N Gawande Gng. Prsg. & Oil Mill Pvt. Ltd.,Brickwork,Term loans,C,2025-09-25,262,MEDIUM,YES,3.00,Other/Diversified,"Brickwork INC — mandate lapsed 262d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Trishul Exotic Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-25,262,MEDIUM,YES,0.10,Other/Diversified,"Brickwork INC — mandate lapsed 262d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Murli Krishna Pharma Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-09-25,262,MEDIUM,YES,3.00,Healthcare,"Brickwork INC — mandate lapsed 262d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Viraj Profiles Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,A 4,2025-09-26,261,MEDIUM,YES,990.00,Other/Diversified,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Maxheal Laboratories Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-09-26,261,MEDIUM,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Konkan Infra & Engg. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-26,261,MEDIUM,YES,3.00,Infrastructure,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jharkhand Grind-Chem Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-26,261,MEDIUM,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
R K Associates & Hoteliers Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-26,261,MEDIUM,YES,30.00,Hospitality,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vikram India Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-26,261,MEDIUM,YES,10.00,Other/Diversified,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Orbit Aviation Pvt. Ltd.,Brickwork,Term loans,D,2025-09-26,261,MEDIUM,YES,22.95,Other/Diversified,"Brickwork INC — mandate lapsed 261d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ketan Construction Ltd.,Brickwork,Bank Guarantee,D,2025-09-29,258,MEDIUM,YES,388.00,Construction,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Wadhwa Construction & Infrastructure Pvt. Ltd.,Brickwork,Term loans,BB-,2025-09-29,258,MEDIUM,YES,650.00,Infrastructure,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G B R Metals Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B,2025-09-29,258,MEDIUM,YES,4.00,Steel & Metals,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Daily Fresh Fruits India Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-29,258,MEDIUM,YES,0.03,Other/Diversified,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Gimpex Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4+,2025-09-29,258,MEDIUM,YES,87.25,Other/Diversified,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bemco Sleepers Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-29,258,MEDIUM,YES,5.00,Other/Diversified,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Khaitan Winding Wire Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-29,258,MEDIUM,YES,6.00,Manufacturing,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Varvee Global Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-09-29,258,MEDIUM,YES,292.68,Other/Diversified,"Brickwork INC — mandate lapsed 258d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Khyber Industries Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-09-30,257,MEDIUM,YES,1.00,Manufacturing,"Brickwork INC — mandate lapsed 257d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Talwar Mobiles Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-10-03,254,MEDIUM,YES,46.40,Other/Diversified,"Brickwork INC — mandate lapsed 254d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shanker Wood Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-07,250,MEDIUM,YES,17.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Akbar Travels Of India Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-07,250,MEDIUM,YES,268.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Aruppukottai Sri Jaya Vilas Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4,2025-10-07,250,MEDIUM,YES,11.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rajlaxmi Petrochem Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-10-07,250,MEDIUM,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kings International Ltd.,Brickwork,Letter Of credit,A 4,2025-10-07,250,MEDIUM,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rana Steels India Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-07,250,MEDIUM,YES,4.00,Steel & Metals,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A 2 Z Auto Wheels Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,BB-,2025-10-07,250,MEDIUM,YES,2.60,Manufacturing,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Khandelwal Group Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-10-07,250,MEDIUM,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mittapalli Spinners Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-07,250,MEDIUM,YES,0.71,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Anshul Steels Ltd.,Brickwork,Bank Guarantee,D,2025-10-07,250,MEDIUM,YES,1.00,Steel & Metals,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Hemodiaz Life Sciences Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-10-07,250,MEDIUM,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
King Yarns Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-07,250,MEDIUM,YES,2.00,Textiles,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shashank Auto Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-07,250,MEDIUM,YES,0.55,Manufacturing,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ganges Internationale Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-07,250,MEDIUM,YES,95.00,Other/Diversified,"Brickwork INC — mandate lapsed 250d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Venus Biosciences Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-10-08,249,MEDIUM,YES,5.00,Other/Diversified,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Hindusthan Infrastructure Projects & Engg. Pvt. Ltd.,Brickwork,Term loans,C,2025-10-08,249,MEDIUM,YES,31.22,Infrastructure,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Alpha Nippon Innovatives Ltd.,Brickwork,Term loans,D,2025-10-08,249,MEDIUM,YES,92.58,Other/Diversified,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rathi Hatcheries Pvt. Ltd.,Brickwork,Term loans,C,2025-10-08,249,MEDIUM,YES,1.25,Other/Diversified,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rani Sati Mktg. Co. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-10-08,249,MEDIUM,YES,4.15,Other/Diversified,"Brickwork INC — mandate lapsed 249d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
