Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Athitheya Kshema Hotels Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-05-28,382,HIGH,YES,3.17,Hospitality,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
B A S P Chemical Products Ltd.,Brickwork,Letter Of credit,A 4,2025-05-28,382,HIGH,YES,1.50,Chemicals,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sadguru Infratech Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-28,382,HIGH,YES,5.00,Infrastructure,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Dwarkadhis Projects Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-05-28,382,HIGH,YES,18.00,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Dicitex Home Furnishings Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,D,2025-05-28,382,HIGH,YES,57.80,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Umesh Industries Pvt. Ltd.,Brickwork,Term loans,C,2025-05-28,382,HIGH,YES,0.37,Manufacturing,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vulcan Forge Pvt. Ltd.,Brickwork,Term loans,C,2025-05-28,382,HIGH,YES,0.23,Steel & Metals,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A V I Ansh Enterprises Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-05-28,382,HIGH,YES,1.80,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Omkar Speciality Chemicals Ltd.,Brickwork,Letter Of credit,D,2025-05-28,382,HIGH,YES,60.00,Chemicals,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G T Z (India) Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-28,382,HIGH,YES,5.25,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Million Exporter Pvt. Ltd.,Brickwork,Term loans,C,2025-05-28,382,HIGH,YES,1.15,Infrastructure,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bluegod Entertainment Ltd.,Brickwork,Bank Guarantee,D,2025-05-28,382,HIGH,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Star Chem Poly Trade Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2025-05-28,382,HIGH,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sumicot Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-28,382,HIGH,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 382d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Solitaire Foods Pvt. Ltd.,Brickwork,Term loans,D,2025-05-29,381,HIGH,YES,1.70,Agro & Food,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Spectra Constructions Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B+,2025-05-29,381,HIGH,YES,1.94,Construction,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Signet Products Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-05-29,381,HIGH,YES,50.00,Other/Diversified,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A S Wire Inds. (V S P) Pvt. Ltd.,Brickwork,Term loans,C,2025-05-29,381,HIGH,YES,0.01,Manufacturing,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Real Grow Exims Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-05-29,381,HIGH,YES,2.00,Other/Diversified,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Phooltas Transrail Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-29,381,HIGH,YES,44.00,Other/Diversified,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Satyam Ispat (North East) Ltd.,Brickwork,Letter Of credit,D,2025-05-29,381,HIGH,YES,9.50,Other/Diversified,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Omkar Textile Mills Pvt. Ltd.,Brickwork,Term loans,C,2025-05-29,381,HIGH,YES,5.00,Textiles,"Brickwork INC — mandate lapsed 381d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ramdev Stainless Strips Pvt. Ltd.,Brickwork,Term loans,C,2025-05-30,380,HIGH,YES,0.34,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Primuss Metroll Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-30,380,HIGH,YES,3.00,Infrastructure,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Arya Steels Rolling (India) Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-05-30,380,HIGH,YES,5.00,Steel & Metals,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Velaven Polymers Pvt. Ltd.,Brickwork,Term loans,D,2025-05-30,380,HIGH,YES,10.00,Chemicals,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Dhanalakshmi Automotives India Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C-,2025-05-30,380,HIGH,YES,7.00,Manufacturing,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sai Balaji Sponge Iron India Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-05-30,380,HIGH,YES,6.00,Steel & Metals,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A B S Fujitsu General Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-30,380,HIGH,YES,12.00,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
J C R Drillsol Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-30,380,HIGH,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jai Ambey Emergency Services (I) Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-30,380,HIGH,YES,7.50,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kusalava Motors Pvt. Ltd.,Brickwork,Term loans,C,2025-05-30,380,HIGH,YES,1.56,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Synergy Remedies Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-05-30,380,HIGH,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sri Sampurna Laxmi Spg. Mills Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-30,380,HIGH,YES,0.25,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Hero Wiretex Ltd.,Brickwork,Bank Guarantee,D,2025-05-30,380,HIGH,YES,2.00,Manufacturing,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Super Electro Films Ltd.,Brickwork,Letter Of credit,A 4,2025-05-30,380,HIGH,YES,16.00,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Anand Transport Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-05-30,380,HIGH,YES,104.57,Infrastructure,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Anant Dudh Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-05-30,380,HIGH,YES,0.45,Other/Diversified,"Brickwork INC — mandate lapsed 380d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Prakash Road Lines Corpn. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,1.00,Infrastructure,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Orient Ispat Pvt. Ltd.,Brickwork,Bank Guarantee,BB-,2025-06-02,377,HIGH,YES,3.74,Other/Diversified,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bhopal Switch Gears Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,3.75,Other/Diversified,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Capital Power Infrastructure Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,14.48,BFSI,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
International Tubes India Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,2.50,Other/Diversified,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Globe Enterprises (India) Ltd.,Brickwork,Letter Of credit,A 4,2025-06-02,377,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Robbins Tunneling & Trenchless Technology (India) Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,5.00,Infrastructure,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pandit Automobiles Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,1.00,Manufacturing,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Civtect (India) Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-02,377,HIGH,YES,7.50,Other/Diversified,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Keshav Holiday Resort Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-06-02,377,HIGH,YES,9.72,Hospitality,"Brickwork INC — mandate lapsed 377d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Star Impact Pvt. Ltd.,Brickwork,Term loans,BB-,2025-06-03,376,HIGH,YES,24.79,Other/Diversified,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Elite Contractors (Chennai) Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-03,376,HIGH,YES,13.00,Other/Diversified,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
F S Housing Pvt. Ltd.,Brickwork,Term loans,C,2025-06-03,376,HIGH,YES,100.00,Construction,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mathuram Swastha Evam Shikshan Sansthan,Brickwork,Term loans,C,2025-06-03,376,HIGH,YES,5.99,Other/Diversified,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Salasaar Iron & Steels Pvt. Ltd.,Brickwork,Term loans,C,2025-06-03,376,HIGH,YES,4.01,Steel & Metals,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sri M K Paper Mills Pvt. Ltd.,Brickwork,Term loans,C,2025-06-03,376,HIGH,YES,3.47,Other/Diversified,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
N M Pekhale Infra Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-03,376,HIGH,YES,2.00,Infrastructure,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Simran International Export (India) Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-03,376,HIGH,YES,0.10,Infrastructure,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nalari Ferro Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-03,376,HIGH,YES,7.50,Steel & Metals,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Siddapur Distilleries Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-03,376,HIGH,YES,2.00,Other/Diversified,"Brickwork INC — mandate lapsed 376d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Spectrum Foods Ltd.,Brickwork,Term loans,D,2025-06-04,375,HIGH,YES,9.34,Agro & Food,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jay Ushin Ltd.,Brickwork,Letter Of credit,A 4,2025-06-04,375,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Royal Embroidery Threads Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-04,375,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
R E Infra Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-04,375,HIGH,YES,45.83,Infrastructure,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bhoomi Resources Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2025-06-04,375,HIGH,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Raunaq International Ltd.,Brickwork,Bank Guarantee,C,2025-06-04,375,HIGH,YES,20.00,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ganga Papers India Ltd.,Brickwork,Fund based financial facility/instrument,B+,2025-06-04,375,HIGH,YES,0.29,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Steelco Gujarat Ltd.,Brickwork,Bank Guarantee,D,2025-06-04,375,HIGH,YES,2.72,Steel & Metals,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
S A Iron & Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-04,375,HIGH,YES,3.00,Steel & Metals,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pragati Spinners Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-04,375,HIGH,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shreelaxmikantam Sales Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2025-06-04,375,HIGH,YES,1.90,Other/Diversified,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nuchem Dyestuffs Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-04,375,HIGH,YES,7.00,Chemicals,"Brickwork INC — mandate lapsed 375d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jeevan Polymers Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-06-05,374,HIGH,YES,10.00,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Andhra Pradesh Township & Infrastructure Devp. Corpn. Ltd.,Brickwork,Term loans,BB-,2025-06-05,374,HIGH,YES,220.99,Infrastructure,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mahabir Jute Mills Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,3.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shri Gurudatt Sugars Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,2.00,Agro & Food,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kangaroo Hometex India Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-05,374,HIGH,YES,1.30,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sovika Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,1.50,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A B Udyog Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Century 21 Town Planners Pvt. Ltd.,Brickwork,Term loans,B-,2025-06-05,374,HIGH,YES,75.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
P S R Metals Pvt. Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,2.07,Steel & Metals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Parikh Marketing Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2025-06-05,374,HIGH,YES,0.75,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Atlanta Infra Assets Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,222.12,Infrastructure,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Darjeeling Organic Tea Estates Pvt. Ltd.,Brickwork,Bank Guarantee,D,2025-06-05,374,HIGH,YES,0.30,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
A S A Agrotech Pvt. Ltd.,Brickwork,Non-government debt,B-/A4,2025-06-05,374,HIGH,YES,12.00,Agro & Food,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rukmani Polymers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-05,374,HIGH,YES,30.00,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Atlanta Ropar Tollways Pvt. Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,134.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sarup Industries Ltd.,Brickwork,Letter Of credit,A 4,2025-06-05,374,HIGH,YES,3.50,Manufacturing,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mynah Industries Ltd.,Brickwork,Letter Of credit,D,2025-06-05,374,HIGH,YES,10.00,Manufacturing,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Asian Fertilizers Ltd.,Brickwork,Fund based financial facility/instrument,B-,2025-06-05,374,HIGH,YES,8.00,Chemicals,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pandhari Milk Pvt. Ltd.,Brickwork,Term loans,D,2025-06-05,374,HIGH,YES,32.00,Other/Diversified,"Brickwork INC — mandate lapsed 374d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rawalwasia Textile Inds. Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-06,373,HIGH,YES,,Textiles,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
P K Timber Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2025-06-06,373,HIGH,YES,21.00,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jewel Overseas Pvt. Ltd.,Brickwork,Letter Of credit,D,2025-06-06,373,HIGH,YES,33.00,Other/Diversified,"Brickwork INC — mandate lapsed 373d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
