Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Quarter,Escalation_Month,Call_Window,Tier,NCD_Flag
Kailash Infratech Pvt. Ltd.,ICRA,Term Loan,B,14-Nov-2025,5.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
G S D Constructions Indore Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,14-Nov-2025,3.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
Hari Om Projects Pvt. Ltd.,CRISIL,Term Loan,B,14-Nov-2025,2.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
Bharath Hi-Tecch Builders Private Limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),14-Nov-2025,1.1,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
G S D Constructions Indore Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,14-Nov-2025,1.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
Kailash Infratech Pvt. Ltd.,ICRA,Term Loan,A 4,14-Nov-2025,1.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
G V D Textiles Pvt. Ltd.,CRISIL,Term Loan,B,14-Nov-2025,0.9,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,Standard
M E P Sanjose Talaja Mahuva Road Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,19-Nov-2025,27.15,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Baderwals Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,19-Nov-2025,8.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Govindam Projects Pvt. Ltd.,CRISIL,Term Loan,B,19-Nov-2025,3.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Banas Stones Pvt. Ltd.,ICRA,Term Loan,B+,19-Nov-2025,0.1,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
M E P Sanjose Mahuva Kagavadar Road Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,20-Nov-2025,30.23,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Morth Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Nov-2025,12.5,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
R P L Projects Ltd.,ICRA,Term Loan,B,20-Nov-2025,11.02,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
R P L Projects Ltd.,ICRA,Non-Fund-Based,A 4,20-Nov-2025,10.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Jaswantsingh Oberoi Construction Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,20-Nov-2025,7.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
R E Infra Private Limited,Infomerics,Long Term Facilities,IVR BB- (INC)(Downgraded),20-Nov-2025,7.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Om Construction,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),20-Nov-2025,6.75,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Shri Santhosh Meenakshi Textiles Pvt. Ltd.,CRISIL,Fund-Based,B,20-Nov-2025,3.14,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Om Construction,Infomerics,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),20-Nov-2025,2.4,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Jaswantsingh Oberoi Construction Pvt. Ltd.,ACUITE,Term Loan,BB+,20-Nov-2025,2.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
Shri Santhosh Meenakshi Textiles Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Nov-2025,0.5,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,Standard
C M C Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,27.73,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,NCD — SEBI License Required
Mayar Infrastructure Devp. Pvt. Ltd.,CRISIL,Term Loan,B-,24-Nov-2025,24.32,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
N K Power & Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,24-Nov-2025,21.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Fiza Developers & Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,15.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,NCD — SEBI License Required
N K Power & Infrastructure Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,24-Nov-2025,11.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
S K M Infraventure Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,NCD — SEBI License Required
Bagkiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,25-Nov-2025,33.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Vaishnaoi Infratech & Developers Pvt. Ltd.,CRISIL,Term Loan,B+,25-Nov-2025,10.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Bagkiya Constructions Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,25-Nov-2025,5.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Solcen Infra Pvt. Ltd.,CARE,Term Loan,B-,25-Nov-2025,2.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Solcen Infra Pvt. Ltd.,CARE,Bank Guarantee,B-,25-Nov-2025,1.35,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
T P S Infrastructure Ltd.,BRICKWORK,Letter of Credit,A 4,26-Nov-2025,33.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Manisha Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,26-Nov-2025,30.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
T P S Infrastructure Ltd.,BRICKWORK,Term Loan,BB-,26-Nov-2025,4.34,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Jayantisuper Construction Pvt. Ltd.,BRICKWORK,Fund-Based,BB,27-Nov-2025,13.1,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
R P P Infra Projects Ltd.,BRICKWORK,Non-Fund-Based,A 4,27-Nov-2025,2.49,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Jayantisuper Construction Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,27-Nov-2025,0.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Jayantisuper Construction Pvt. Ltd.,BRICKWORK,Fund-Based,BB,27-Nov-2025,0.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
R P P Infra Projects Ltd.,BRICKWORK,Non-Fund-Based,A 4,27-Nov-2025,0.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
SRC Company Infra Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC) (Downgraded),28-Nov-2025,13.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
ECR Buildtech Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC) (Downgraded),28-Nov-2025,5.5,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,Standard
Skaf Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,05-Jan-2026,27.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Kargwal Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,05-Jan-2026,22.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Wagad Infraprojects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,06-Jan-2026,207.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Wagad Infraprojects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4+,06-Jan-2026,143.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Wagad Infraprojects Pvt. Ltd.,CRISIL,Fund-Based,BB+,06-Jan-2026,28.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Ganpati Infrastructure Devp. Co. Ltd.,IND-RA,Term Loan,BB-,07-Jan-2026,47.75,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Ganpati Infrastructure Devp. Co. Ltd.,IND-RA,Term Loan,BB-,07-Jan-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Buildon Plasters Pvt. Ltd.,CARE,NCD/Bond,BB/A4,07-Jan-2026,5.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,NCD — SEBI License Required
Sushma Buildtech Ltd.,BRICKWORK,Term Loan,B+,09-Jan-2026,57.03,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Adwaith Textiles Pvt. Ltd.,IND-RA,Term Loan,BB-,09-Jan-2026,44.6,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Indicon Construction Pvt. Ltd.,IND-RA,Term Loan,B+,09-Jan-2026,24.15,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Indicon Construction Pvt. Ltd.,IND-RA,Non-Fund-Based,A 4,09-Jan-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Jai Shri Balaji Infracon Pvt. Ltd.,CARE,Term Loan,B-,09-Jan-2026,9.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Adwaith Textiles Pvt. Ltd.,IND-RA,Letter of Credit,A 4+,09-Jan-2026,7.5,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Adwaith Textiles Pvt. Ltd.,IND-RA,Bank Guarantee,A 4+,09-Jan-2026,1.0,October 2026,Oct–Nov 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,Standard
Aditi Infrabuild & Services Ltd.,CRISIL,Bank Guarantee,A 4,12-Jan-2026,16.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
B K S Textiles Pvt. Ltd.,CRISIL,Term Loan,B+,12-Jan-2026,5.33,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Bharat Road Carrier Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,12-Jan-2026,4.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Arrow Textiles Ltd. [Merged],CRISIL,Fund-Based,B+,12-Jan-2026,2.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Arrow Textiles Ltd. [Merged],CRISIL,Term Loan,B+,12-Jan-2026,2.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
I M S Mercantile Pvt. Ltd.,CRISIL,Fund-Based,BBB-,12-Jan-2026,1.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Tirupur Textiles Pvt. Ltd.,CARE,Term Loan,B-,13-Jan-2026,32.91,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Eco Cements Ltd.,CARE,Term Loan,B-,13-Jan-2026,14.84,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Eco Cements Ltd.,CARE,Bank Guarantee,A 4,13-Jan-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
KCP Infra Limited,Infomerics,Long Term Facilities/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),16-Jan-2026,101.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Undavalli Constructions Pvt. Ltd.,IND-RA,Term Loan,B,16-Jan-2026,90.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
S R C Projects Pvt. Ltd.,ICRA,Non-Fund-Based,A 4+,16-Jan-2026,85.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),16-Jan-2026,81.8,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),16-Jan-2026,81.8,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Brundavana Constructions Private Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),16-Jan-2026,80.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),16-Jan-2026,73.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),16-Jan-2026,73.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Vijai Construction (India) Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,52.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,NCD — SEBI License Required
KCP Infra Limited,Infomerics,Fixed Deposit,IVR BB+ (INC)(Downgraded),16-Jan-2026,50.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
KCP Infra Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),16-Jan-2026,49.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Sangeeth Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,47.04,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,NCD — SEBI License Required
Sri Mouli Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,36.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,NCD — SEBI License Required
Frontier Warehousing Ltd.,IND-RA,Term Loan,B,16-Jan-2026,34.5,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Brundavana Constructions Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),16-Jan-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
KCP Infra Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),16-Jan-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Maya Construction Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,NCD — SEBI License Required
Mccmahadeo Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,16-Jan-2026,20.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Mccmahadeo Constructions Pvt. Ltd.,CRISIL,Term Loan,BB+,16-Jan-2026,14.26,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Aarti Infrastructure & Buildcon Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,12.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,NCD — SEBI License Required
S R C Projects Pvt. Ltd.,ICRA,Term Loan,BB+,16-Jan-2026,11.94,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Omkar Infracon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.21,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,NCD — SEBI License Required
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),16-Jan-2026,7.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
Mccmahadeo Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,16-Jan-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,Standard
K M C Constructions Ltd.,ICRA,Non-Fund-Based,B+,19-Jan-2026,426.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
N C C Urban Infrastructure Ltd.,CRISIL,Term Loan,BB+,19-Jan-2026,40.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Samdariya Builders Pvt. Ltd.,ICRA,Term Loan,B+,19-Jan-2026,20.19,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Kirti Infrastructures Ltd.,BRICKWORK,Bank Guarantee,A 4,19-Jan-2026,15.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Velko Infratek Projects Pvt. Ltd.,ICRA,Non-Fund-Based,B+,19-Jan-2026,15.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Velko Infratek Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Jan-2026,1.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,NCD — SEBI License Required
Kirti Infrastructures Ltd.,BRICKWORK,Term Loan,C,19-Jan-2026,0.72,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
S S C Projects Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,20-Jan-2026,81.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
KT Construction,Infomerics,Long Term Facilities,IVR BB (INC)(Reaffirmed),20-Jan-2026,45.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
KT Construction,Infomerics,Short Term Facilities,IVR A4 (INC)(Reaffirmed),20-Jan-2026,32.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
S S C Projects Pvt. Ltd.,BRICKWORK,Fund-Based,B-,20-Jan-2026,17.47,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
P C Patel Infra Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,21-Jan-2026,235.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
P C Patel Infra Pvt. Ltd.,ACUITE,Term Loan,BB+,21-Jan-2026,183.59,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Arjunvaishnavi Infrastructure & Developers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,21-Jan-2026,18.5,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Arjunvaishnavi Infrastructure & Developers Pvt. Ltd.,CRISIL,Term Loan,BB+,21-Jan-2026,13.5,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
R B A Textiles Pvt. Ltd.,CRISIL,Term Loan,B+,21-Jan-2026,10.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
F P India Project Mgmt. Consultancy Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,21-Jan-2026,7.5,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
P C Patel Infra Pvt. Ltd.,ACUITE,Bank Guarantee,A 1,21-Jan-2026,1.41,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Inderjit Mehta Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),22-Jan-2026,245.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
New Consolidated Construction Co. Ltd.,BRICKWORK,Bank Guarantee,A 4,22-Jan-2026,100.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
New Consolidated Construction Co. Ltd.,BRICKWORK,Letter of Credit,A 4,22-Jan-2026,100.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
R S Development & Constructions India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,22-Jan-2026,70.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Udit Infraworld Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,22-Jan-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
K G Gupta Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,22-Jan-2026,23.1,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Morth Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),22-Jan-2026,12.5,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Morth Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),22-Jan-2026,6.55,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
R S Development & Constructions India Pvt. Ltd.,BRICKWORK,Fund-Based,B+,22-Jan-2026,6.37,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Udit Infraworld Pvt. Ltd.,BRICKWORK,Term Loan,B-,22-Jan-2026,1.89,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
New Consolidated Construction Co. Ltd.,BRICKWORK,Letter of Credit,BB-,22-Jan-2026,0.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Spica Projects And Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),23-Jan-2026,53.85,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Siliguri Builders Pvt. Ltd.,CRISIL,Fund-Based,B,23-Jan-2026,24.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Ariando Infra Machines India Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,23-Jan-2026,10.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Shri Basava Textiles Ltd.,CRISIL,Term Loan,B,23-Jan-2026,7.0,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Spica Projects And Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),23-Jan-2026,6.01,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Sincon Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),23-Jan-2026,5.2,October 2026,Oct–Nov 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,Standard
Ganadhi Pati Construction Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,36.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,NCD — SEBI License Required
Ramky Wavoo Developers Pvt. Ltd.,BRICKWORK,Term Loan,BB,27-Jan-2026,30.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Adwalpalkar Constructions & Resorts Pvt. Ltd.,ACUITE,Term Loan,C,27-Jan-2026,23.05,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Amit Buildwell Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),27-Jan-2026,18.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Sunprime Infratech Pvt. Ltd.,CRISIL,Term Loan,B,27-Jan-2026,10.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Shri Shivjot Developers & Builders Ltd.,CRISIL,Term Loan,B,27-Jan-2026,9.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Amit Buildwell Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),27-Jan-2026,7.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Adwalpalkar Constructions & Resorts Pvt. Ltd.,ACUITE,Term Loan,C,27-Jan-2026,4.9,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
