Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag
Prasuna Vamsikrishna Spg. Mills Pvt. Ltd.,ICRA,Short-Term Loan,A 4+,2026-01-29,0.0,Agro & Food,LOW/MEDIUM,Standard,D365,Q1 2027,2027-01-29,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-29 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Pratibha Syntex Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,549.24,Other,MEDIUM,NCD — SEBI License Required,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 3 — ULTRA HOT High-ticket (>=Rs50 Cr),1,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Multi-Window Priority
Pratibha Syntex Ltd.,ACUITE,Term Loan,C,2026-03-30,188.78,Other,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-30,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Pratibha Syntex Ltd.,ACUITE,Letter of Credit,A 4,2026-03-30,8.5,Other,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-30,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Pratishtha Commercial Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC)(Downgraded),23-Jan-2026,132.5,Other,LOW,Standard,Infomerics,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Pratishtha Commercial Private Limited,Infomerics,Short Term Facilities,IVR A3 (INC)(Downgraded),23-Jan-2026,28.5,Other,LOW,Standard,Infomerics,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Pratishtha Commercial Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC)(Downgraded),2026-01-23,132.5,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-23,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Pratishtha Commercial Private Limited,Infomerics,Short Term Facilities,IVR A3 (INC)(Downgraded),2026-01-23,28.5,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-23,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Praveen Aroma Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,18.75,Other,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Multi-Window Priority
Praveen Aroma Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-08,0.75,Other,HOT,Standard,D365,Q1 2027,2026-12-08,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Preca Solutions India Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),14-Jan-2026,39.21,Other,LOW,Standard,Infomerics,October 2026,2026-10-11,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Preca Solutions India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),14-Jan-2026,30.79,Other,LOW,Standard,Infomerics,October 2026,2026-10-11,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Preca Solutions India Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2026-01-14,39.21,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-14,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-14 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Preca Solutions India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2026-01-14,30.79,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-14,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-14 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Precise Chemi Pharma Pvt. Ltd.,CRISIL,Letter of Credit,A 4,29-Apr-2026,5.0,Chemicals & Pharma,LOW,Standard,D365,October 2026,2026-10-26,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Precise Chemi Pharma Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-29,5.0,Chemicals & Pharma,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Precision Infratech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Oct-2025,60.0,Construction,MEDIUM,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 3 — ULTRA HOT High-ticket (>=Rs50 Cr),1,INC rating hits ULTRA HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Precision Infratech Pvt. Ltd.,CRISIL,Letter of Credit,A 4,20-Oct-2025,10.0,Construction,MEDIUM,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Precision Infratech Pvt. Ltd.,CRISIL,Term Loan,B+,20-Oct-2025,1.75,Construction,MEDIUM,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Precision Infratech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-27,55.0,Construction,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-27,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Precision Infratech Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-27,15.0,Construction,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-27,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Precision Infratech Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2026-03-27,3.5,Construction,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-27,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),15-Jan-2026,18.0,Infrastructure,LOW,Standard,Infomerics,October 2026,2026-10-12,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),15-Jan-2026,18.0,Infrastructure,LOW,Standard,Infomerics,October 2026,2026-10-12,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Long Term Bank Facility,IVR B- (INC) (Downgraded),15-Jan-2026,7.0,Infrastructure,LOW,Standard,Infomerics,October 2026,2026-10-12,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Long Term Bank Facility,IVR B- (INC) (Downgraded),15-Jan-2026,7.0,Infrastructure,LOW,Standard,Infomerics,October 2026,2026-10-12,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2026-01-15,18.0,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-15,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-15 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC) (Reaffirmed),2026-01-15,18.0,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-15,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-15 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Long Term Bank Facility,IVR B- (INC) (Downgraded),2026-01-15,7.0,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-15,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-15 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Premier Cables & Conductors Private Limited,Infomerics,Long Term Bank Facility,IVR B- (INC) (Downgraded),2026-01-15,7.0,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-15,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-15 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Premier Plasmotec Pvt. Ltd.,BRICKWORK,Term Loan,C,09-Apr-2026,2.16,Other,LOW,Standard,D365,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Multi-Window Priority
Premier Plasmotec Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-31,35.0,Other,LOW/MEDIUM,NCD — SEBI License Required,D365,Q1 2027,2027-03-31,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,1,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Premier Plasmotec Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-31,20.0,Other,LOW/MEDIUM,NCD — SEBI License Required,D365,Q1 2027,2027-03-31,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,1,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Premier Plasmotec Pvt. Ltd.,CARE,Term Loan,BBB-,2026-03-31,152.47,Other,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-31,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Premier Plasmotec Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-09,2.16,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,NCD/Bond,BBB+/A2,30-Apr-2026,25.5,Other,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Letter of Credit,A 2,30-Apr-2026,14.25,Other,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Term Loan,BBB+,30-Apr-2026,13.21,Other,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,NCD/Bond,BBB+/A2,30-Apr-2026,6.04,Other,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Letter of Credit,A 2,30-Apr-2026,0.0,Other,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Letter Of credit,A 2,2026-04-30,14.25,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Letter Of credit,A 2,2026-04-30,0.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Non-government debt,BBB+/A2,2026-04-30,25.5,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Non-government debt,BBB+/A2,2026-04-30,6.04,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Premier Polyfilm Ltd.,ICRA,Term loans,BBB+,2026-04-30,13.21,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Primatel Fibcom Ltd.,CARE,Bank Guarantee,A 4,10-Apr-2026,17.5,Other,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Primatel Fibcom Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,14.6,Other,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Primatel Fibcom Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,5.4,Other,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Primatel Fibcom Ltd.,CARE,Bank Guarantee,A 4,2026-04-10,17.5,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Pristine Commercials Private Limited,Infomerics,Long/ Short Term Bank Facilities,IVR BBB-/IVR A3; (INC) (Downgraded),29-Jan-2026,25.0,Steel & Metals,LOW,Standard,Infomerics,October 2026,2026-10-26,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Pristine Commercials Private Limited,Infomerics,Long term Bank Facilities,IVR BBB- (INC) (Downgraded),29-Jan-2026,15.0,Steel & Metals,LOW,Standard,Infomerics,October 2026,2026-10-26,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Pristine Commercials Private Limited,Infomerics,Long/ Short Term Bank Facilities,IVR BBB-/IVR A3; (INC) (Downgraded),2026-01-29,25.0,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-29,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-29 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Pristine Commercials Private Limited,Infomerics,Long term Bank Facilities,IVR BBB- (INC) (Downgraded),2026-01-29,15.0,Other,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-29,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-29 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Profive Engineering Pvt. Ltd.,CARE,Term Loan,B-,17-Oct-2025,0.85,Manufacturing,MEDIUM,Standard,D365,October 2026,2026-10-17,Oct 2026,Oct Wk3 (Oct 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Profive Engineering Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.57,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,28-Nov-2025,125.0,Construction,MEDIUM,Standard,D365,October 2026,2026-11-28,Nov 2026,Nov Wk4 (Nov 22-30),TIER 3 — ULTRA HOT High-ticket (>=Rs50 Cr),1,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,10-Apr-2026,125.0,Construction,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,2026-04-10,125.0,Construction,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Pushpit Steels Pvt. Ltd.,ACUITE,Term Loan,BB+,17-Apr-2026,464.13,Steel & Metals,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Pushpit Steels Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,17-Apr-2026,225.0,Steel & Metals,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Pushpit Steels Pvt. Ltd.,ACUITE,Letter of Credit,A 2+,17-Apr-2026,25.0,Steel & Metals,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Pushpit Steels Pvt. Ltd.,ACUITE,Term Loan,A-,17-Apr-2026,2.5,Steel & Metals,LOW,Standard,D365,October 2026,2026-10-14,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
