Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Amount_Cr,Quarter,Escalation_Month,Escalation_Date,Call_Window,Tier,Priority_Score,Agency_Count,NCD_Flag,Source,Why Target,ACER Pitch Angle,Dual_Quarter
K G S Sugar & Infra Corpn. Ltd.,ICRA,Term loans,D,2026-04-16,LOW (<90 days),210.81,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
L & W Building Solutions Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-31,LOW/MEDIUM,205.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,3,1,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Shreeji Infrastructure India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),199.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Cybercity Builders & Developers Pvt. Ltd.,IND-RA,Term loans,B,2026-04-02,LOW (<90 days),175.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-10,LOW (<90 days),175.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
Mahakaleshwar Tollways Pvt. Ltd.,CARE,Term loans,D,2026-04-16,LOW (<90 days),164.84,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Shah Group Builders Ltd.,IND-RA,Term loans,D,2026-04-02,LOW (<90 days),135.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Abhishek Propbuild Pvt. Ltd.,CARE,Term loans,D,2026-04-02,LOW (<90 days),129.3,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Abhishek Propbuild Pvt. Ltd.,CARE,Term loans,D,2026-04-23,LOW (<90 days),129.3,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
R M N Infrastructures Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-31,LOW/MEDIUM,125.0,Q1 2027,Mar 2027,2027-03-31,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,3,1,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,2026-04-10,LOW (<90 days),125.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
R K Infracorp Pvt. Ltd.,CARE,NCD/Bond,B/A4,2026-03-11,LOW/MEDIUM,120.0,Q1 2027,Mar 2027,2027-03-11,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,3,1,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Single Quarter
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Long term Loans,BB+,2026-04-16,LOW (<90 days),120.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Shree Manglam Buildcon (I) Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),2026-02-10,LOW/MEDIUM,117.0,Q1 2027,Feb 2027,2027-02-10,Nov–Dec 2026,Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-02-10 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Feb 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
M G Housing Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-03,LOW (<90 days),92.36,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
N C C Infraspace Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,LOW (<90 days),90.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Woodhill Infrastructure Ltd.,BRICKWORK,Bank Guarantee,D,2026-04-02,LOW (<90 days),87.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Long Term Fund Based Limits - Cash Credit,IVR D (INC) (Reaffirmed),2026-01-01,LOW/MEDIUM,85.5,Q1 2027,Jan 2027,2027-01-01,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-01 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,LOW (<90 days),85.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),2026-01-16,LOW/MEDIUM,81.8,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
MFAR Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Withdrawn),2026-01-16,LOW/MEDIUM,81.8,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Brundavana Constructions Private Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),2026-01-16,LOW/MEDIUM,80.0,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Sweety Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,D,2026-04-24,LOW (<90 days),80.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
G P C Infrastructure Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-09,LOW (<90 days),75.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-06,LOW (<90 days),75.29,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
R S R Infra Works (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-02,LOW (<90 days),75.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,LOW (<90 days),73.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),2026-01-16,LOW/MEDIUM,73.0,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
MFAR Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Withdrawn),2026-01-16,LOW/MEDIUM,73.0,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
K G S Sugar & Infra Corpn. Ltd.,ICRA,Non-government debt,D,2026-04-16,LOW (<90 days),69.86,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
D P J Bidar Chincholi (Annuity) Road Project Pvt. Ltd.,CARE,Term loans,BB+,2026-05-04,LOW (<90 days),69.26,Q2 2027,May 2027,May 2027,HOT by Feb 2027,Q2 Pipeline,3,1,Standard,D365,"INC since May 2026 (55 days). MEDIUM by Nov 2026, HOT by Feb 2027, ULTRA HOT by May 2027.",Your Term loans at CARE hits ULTRA HOT in May 2027. Start ACER process by Feb 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2026-04-13,LOW (<90 days),63.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
Ahinsa Infrastructure & Developers Ltd.,ACUITE,Term loans,B-,2026-04-13,LOW (<90 days),63.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Agrawal Infrabuild Private Limited,Infomerics,Long Term Facilities,IVR BBB (INC)(Downgraded),2026-01-28,LOW/MEDIUM,62.19,Q1 2027,Jan 2027,2027-01-28,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-28 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Ashish Infracon Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-02,LOW (<90 days),60.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-06,LOW (<90 days),59.8,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Khush Housing Finance Pvt. Ltd.,ACUITE,Term loans,BB,2026-04-21,LOW (<90 days),57.6,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Avian Infrastructure & Energy Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-21,LOW (<90 days),55.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-10,LOW (<90 days),55.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
R S V Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-06,LOW (<90 days),54.5,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Spica Projects And Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),2026-01-23,LOW/MEDIUM,53.85,Q1 2027,Jan 2027,2027-01-23,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Khush Housing Finance Pvt. Ltd.,ACUITE,Term loans,BB,2026-04-21,LOW (<90 days),51.46,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
KCP Infra Limited,Infomerics,Fixed Deposit,IVR BB+ (INC)(Downgraded),2026-01-16,LOW/MEDIUM,50.0,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
B K Sons Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,D,2026-04-21,LOW (<90 days),50.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
KCP Infra Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Downgraded),2026-01-16,LOW/MEDIUM,49.0,Q1 2027,Jan 2027,2027-01-16,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
G S C O Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,LOW (<90 days),46.4,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
KT Construction,Infomerics,Long Term Facilities,IVR BB (INC)(Reaffirmed),2026-01-20,LOW/MEDIUM,45.0,Q1 2027,Jan 2027,2027-01-20,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,3,1,Standard,Infomerics,INC rating hits ULTRA HOT on 2027-01-20 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,Single Quarter
Bulland Buildtech Pvt. Ltd.,CARE,Fund based financial facility/instrument,D,2026-04-28,LOW (<90 days),45.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
A & T Infracon Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3,2026-04-08,LOW (<90 days),45.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund based working capital limit at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
P R G Buildcon India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),43.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Antony Road Transport Solutions Pvt. Ltd.,CARE,Term loans,B-,2026-04-15,LOW (<90 days),41.43,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Sowparnika Projects & Infrastructure Pvt. Ltd.,ICRA,Term loans,B+,2026-04-20,LOW (<90 days),41.3,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
K N K Construction Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-17,LOW (<90 days),40.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,2026-04-23,LOW (<90 days),40.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Sandwoods Infratech Projects Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-08,LOW (<90 days),35.4,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
Gama Infraprop Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-23,LOW (<90 days),35.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Both Q1+Q2
Kavya Build-Con Pvt. Ltd.,CRISIL,Term loans,B,2026-04-23,LOW (<90 days),35.0,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,3,1,Standard,D365,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Single Quarter
