Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Quarter,Escalation_Month,Escalation_Date,HOT_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Also_In_Other_Quarter
Sidwin Fabric Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,Q1 2027,Dec 2026,2026-12-22,,5.0,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Sidwin Fabric Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2026-04-16,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,5.03,Textiles,NCD — SEBI License Required,D365,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Smart Stainless Tubes Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-09,HOT,Q1 2027,Dec 2026,2026-12-09,,4.81,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Smart Stainless Tubes Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-09,HOT,Q1 2027,Dec 2026,2026-12-09,,0.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Smart Stainless Tubes Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.25,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Smart Stainless Tubes Pvt. Ltd.,CARE,Term loans,B-,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,2.04,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Sukata Tractor Parts Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,Q1 2027,Dec 2026,2026-12-22,,0.35,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Sukata Tractor Parts Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,Q1 2027,Dec 2026,2026-12-22,,3.7,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Sukata Tractor Parts Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,6.44,Automobiles,NCD — SEBI License Required,D365,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Technoplast Packaging Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3+,2026-04-20,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,19.0,Paper/Packaging,Standard,D365,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund based working capital limit at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Technoplast Packaging Pvt. Ltd.,IND-RA,Term loans,BBB,2026-04-20,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,72.5,Paper/Packaging,Standard,D365,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Technoplast Packaging Pvt. Ltd.,IND-RA,Fund-Based,A 3+,2026-03-27,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-27,,19.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,YES — dual-quarter
Vannsh Life Sciences Pvt. Ltd.,CRISIL,Term loans,B,2026-04-09,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,19.9,Other,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Vannsh Life Sciences Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-18,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-18,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,YES — dual-quarter
Vannsh Life Sciences Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-18,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-18,,15.76,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,0.5,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,8.5,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,24.0,Other,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-08,HOT,Q1 2027,Dec 2026,2026-12-08,,13.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-08,HOT,Q1 2027,Dec 2026,2026-12-08,,3.88,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-08,HOT,Q1 2027,Dec 2026,2026-12-08,,0.85,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2025-12-08,HOT,Q1 2027,Dec 2026,2026-12-08,,0.27,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Vijai Electricals Ltd.,CARE,Term loans,BB-,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,149.28,Energy/Power,Standard,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Vijai Electricals Ltd.,IND-RA,Term Loan,B+,2025-12-09,HOT,Q1 2027,Dec 2026,2026-12-09,,113.38,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Vijai Electricals Ltd.,CARE,Non-government debt,BB-/A4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,285.78,Energy/Power,NCD — SEBI License Required,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Vijai Electricals Ltd.,CARE,Non-government debt,BB-/A4,2026-04-10,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,61.0,Energy/Power,NCD — SEBI License Required,D365,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,HOT,Q1 2027,Dec 2026,2026-12-09,,5.2,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,HOT,Q1 2027,Dec 2026,2026-12-09,,280.54,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Vinayak Oil & Fats Pvt. Ltd.,CRISIL,Letter Of credit,A 2,2026-04-09,LOW (<90 days),Q2 2027,Apr 2027,Apr 2027,Jan 2027,15.0,Other,Standard,D365,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Jan–Feb 2027,YES — dual-quarter
Vinayak Oil & Fats Pvt. Ltd.,CARE,Bank Guarantee,BB-,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Vinayak Oil & Fats Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,22.5,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
